Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
3,Sat Aug 14 2021,14:00,CEST/+0200,TSV Havelse,1-3,0-1,1. FC Magdeburg,,2021-08-14T12:00Z
3,Sat Aug 14 2021,14:00,CEST/+0200,1. FC Saarbrücken,2-0,2-0,MSV Duisburg,,2021-08-14T12:00Z
3,Sat Aug 14 2021,14:00,CEST/+0200,FSV Zwickau,1-1,1-0,SV Meppen,,2021-08-14T12:00Z
3,Sun Aug 15 2021,13:00,CEST/+0200,FC Viktoria 1889 Berlin,4-0,2-0,1. FC Kaiserslautern,,2021-08-15T11:00Z
3,Sun Aug 15 2021,14:00,CEST/+0200,Waldhof Mannheim,1-1,0-1,Würzburger Kickers,,2021-08-15T12:00Z
3,Mon Aug 16 2021,19:00,CEST/+0200,Hallescher FC,0-2,0-1,Eintracht Braunschweig,,2021-08-16T17:00Z
1,Wed Aug 18 2021,19:00,CEST/+0200,VfL Osnabrück,0-1,0-1,MSV Duisburg,,2021-08-18T17:00Z
4,Fri Aug 20 2021,19:00,CEST/+0200,FC Viktoria 1889 Berlin,0-1,0-1,Hallescher FC,,2021-08-20T17:00Z
4,Sat Aug 21 2021,14:00,CEST/+0200,Borussia Dortmund II,0-0,0-0,1. FC Saarbrücken,,2021-08-21T12:00Z
4,Sat Aug 21 2021,14:00,CEST/+0200,Eintracht Braunschweig,2-0,1-0,FSV Zwickau,,2021-08-21T12:00Z
4,Sat Aug 21 2021,14:00,CEST/+0200,1. FC Magdeburg,2-1,2-0,MSV Duisburg,,2021-08-21T12:00Z
4,Sat Aug 21 2021,14:00,CEST/+0200,1. FC Kaiserslautern,3-0,2-0,TSV 1860 München,,2021-08-21T12:00Z
4,Sat Aug 21 2021,14:00,CEST/+0200,Viktoria Köln,2-3,0-3,Waldhof Mannheim,,2021-08-21T12:00Z
4,Sat Aug 21 2021,14:00,CEST/+0200,SV Meppen,2-0,1-0,SC Verl,,2021-08-21T12:00Z
4,Sun Aug 22 2021,14:00,CEST/+0200,SV Wehen Wiesbaden,2-1,0-0,TSV Havelse,,2021-08-22T12:00Z
4,Sun Aug 22 2021,15:00,CEST/+0200,Türkgücü München,(*),,SC Freiburg II,cancelled,2021-08-22T13:00Z
4,Sun Aug 22 2021,13:00,CEST/+0200,Würzburger Kickers,1-1,0-0,VfL Osnabrück,,2021-08-22T11:00Z
5,Tue Aug 24 2021,19:00,CEST/+0200,Waldhof Mannheim,5-0,2-0,SV Meppen,,2021-08-24T17:00Z
5,Tue Aug 24 2021,19:00,CEST/+0200,Hallescher FC,1-0,1-0,1. FC Kaiserslautern,,2021-08-24T17:00Z
5,Tue Aug 24 2021,19:00,CEST/+0200,FSV Zwickau,1-1,1-0,FC Viktoria 1889 Berlin,,2021-08-24T17:00Z
5,Tue Aug 24 2021,19:00,CEST/+0200,SC Verl,0-3,0-0,Eintracht Braunschweig,,2021-08-24T17:00Z
5,Tue Aug 24 2021,19:00,CEST/+0200,TSV 1860 München,3-0,1-0,Viktoria Köln,,2021-08-24T17:00Z
5,Wed Aug 25 2021,19:00,CEST/+0200,VfL Osnabrück,2-1,1-0,Borussia Dortmund II,,2021-08-25T17:00Z
5,Wed Aug 25 2021,19:00,CEST/+0200,MSV Duisburg,0-2,0-0,SV Wehen Wiesbaden,,2021-08-25T17:00Z
5,Wed Aug 25 2021,19:00,CEST/+0200,TSV Havelse,(*),,Türkgücü München,cancelled,2021-08-25T17:00Z
5,Wed Aug 25 2021,19:00,CEST/+0200,1. FC Saarbrücken,2-1,0-1,1. FC Magdeburg,,2021-08-25T17:00Z
5,Wed Aug 25 2021,19:00,CEST/+0200,SC Freiburg II,1-0,0-0,Würzburger Kickers,,2021-08-25T17:00Z
6,Fri Aug 27 2021,19:00,CEST/+0200,Hallescher FC,4-4,2-3,SC Verl,,2021-08-27T17:00Z
6,Sat Aug 28 2021,14:00,CEST/+0200,SV Wehen Wiesbaden,2-4,0-2,1. FC Magdeburg,,2021-08-28T12:00Z
6,Sat Aug 28 2021,14:00,CEST/+0200,FC Viktoria 1889 Berlin,1-0,0-0,Waldhof Mannheim,,2021-08-28T12:00Z
6,Sat Aug 28 2021,14:00,CEST/+0200,1. FC Kaiserslautern,1-1,1-0,FSV Zwickau,,2021-08-28T12:00Z
6,Sat Aug 28 2021,14:00,CEST/+0200,Türkgücü München,(*),,VfL Osnabrück,cancelled,2021-08-28T12:00Z
6,Sat Aug 28 2021,14:00,CEST/+0200,Eintracht Braunschweig,1-1,0-0,TSV 1860 München,,2021-08-28T12:00Z
6,Sat Aug 28 2021,14:00,CEST/+0200,Viktoria Köln,3-1,1-1,SC Freiburg II,,2021-08-28T12:00Z
6,Sun Aug 29 2021,14:00,CEST/+0200,Würzburger Kickers,1-1,1-0,1. FC Saarbrücken,,2021-08-29T12:00Z
6,Sun Aug 29 2021,13:00,CEST/+0200,Borussia Dortmund II,4-1,1-1,MSV Duisburg,,2021-08-29T11:00Z
6,Mon Aug 30 2021,19:00,CEST/+0200,SV Meppen,1-0,0-0,TSV Havelse,,2021-08-30T17:00Z
7,Fri Sep 3 2021,19:00,CEST/+0200,1. FC Saarbrücken,3-4,0-4,SV Wehen Wiesbaden,,2021-09-03T17:00Z
7,Sat Sep 4 2021,14:00,CEST/+0200,TSV 1860 München,1-1,1-1,SV Meppen,,2021-09-04T12:00Z
7,Sat Sep 4 2021,14:00,CEST/+0200,SC Verl,3-3,1-0,FC Viktoria 1889 Berlin,,2021-09-04T12:00Z
7,Sat Sep 4 2021,14:00,CEST/+0200,Waldhof Mannheim,(*),,Türkgücü München,cancelled,2021-09-04T12:00Z
7,Sat Sep 4 2021,18:00,CEST/+0200,1. FC Magdeburg,1-0,1-0,1. FC Kaiserslautern,,2021-09-04T16:00Z
7,Sat Sep 4 2021,14:00,CEST/+0200,MSV Duisburg,2-0,2-0,Würzburger Kickers,,2021-09-04T12:00Z
7,Sun Sep 5 2021,14:00,CEST/+0200,TSV Havelse,0-1,0-0,Borussia Dortmund II,,2021-09-05T12:00Z
7,Mon Sep 6 2021,19:00,CEST/+0200,VfL Osnabrück,3-0,0-0,Viktoria Köln,,2021-09-06T17:00Z
8,Fri Sep 10 2021,19:00,CEST/+0200,SV Meppen,0-1,0-0,SC Freiburg II,,2021-09-10T17:00Z
8,Sat Sep 11 2021,14:00,CEST/+0200,Viktoria Köln,0-0,0-0,1. FC Saarbrücken,,2021-09-11T12:00Z
8,Sat Sep 11 2021,14:00,CEST/+0200,Würzburger Kickers,0-0,0-0,TSV Havelse,,2021-09-11T12:00Z
8,Sat Sep 11 2021,14:00,CEST/+0200,1. FC Kaiserslautern,0-0,0-0,Waldhof Mannheim,,2021-09-11T12:00Z
8,Sat Sep 11 2021,14:00,CEST/+0200,Borussia Dortmund II,0-2,0-0,1. FC Magdeburg,,2021-09-11T12:00Z
8,Sat Sep 11 2021,14:00,CEST/+0200,FSV Zwickau,1-3,1-2,SC Verl,,2021-09-11T12:00Z
8,Sat Sep 11 2021,14:00,CEST/+0200,FC Viktoria 1889 Berlin,3-1,1-1,SV Wehen Wiesbaden,,2021-09-11T12:00Z
8,Sun Sep 12 2021,14:00,CEST/+0200,Eintracht Braunschweig,2-2,0-0,VfL Osnabrück,,2021-09-12T12:00Z
8,Sun Sep 12 2021,13:00,CEST/+0200,Hallescher FC,1-1,1-0,TSV 1860 München,,2021-09-12T11:00Z
8,Mon Sep 13 2021,19:00,CEST/+0200,Türkgücü München,(*),,MSV Duisburg,cancelled,2021-09-13T17:00Z
7,Wed Sep 15 2021,19:00,CEST/+0200,FSV Zwickau,2-2,1-0,Hallescher FC,,2021-09-15T17:00Z
9,Fri Sep 17 2021,19:00,CEST/+0200,TSV Havelse,1-0,1-0,Viktoria Köln,,2021-09-17T17:00Z
9,Sat Sep 18 2021,14:00,CEST/+0200,1. FC Saarbrücken,(*),,Türkgücü München,cancelled,2021-09-18T12:00Z
9,Sat Sep 18 2021,14:00,CEST/+0200,VfL Osnabrück,1-0,1-0,SV Meppen,,2021-09-18T12:00Z
9,Sat Sep 18 2021,14:00,CEST/+0200,TSV 1860 München,0-2,0-1,FSV Zwickau,,2021-09-18T12:00Z
9,Sat Sep 18 2021,14:00,CEST/+0200,Waldhof Mannheim,2-1,2-1,Hallescher FC,,2021-09-18T12:00Z
9,Sat Sep 18 2021,14:00,CEST/+0200,1. FC Magdeburg,1-2,0-1,Würzburger Kickers,,2021-09-18T12:00Z
9,Sat Sep 18 2021,14:00,CEST/+0200,MSV Duisburg,3-2,2-0,Eintracht Braunschweig,,2021-09-18T12:00Z
9,Sun Sep 19 2021,13:00,CEST/+0200,SC Freiburg II,2-0,1-0,FC Viktoria 1889 Berlin,,2021-09-19T11:00Z
9,Sun Sep 19 2021,14:00,CEST/+0200,SC Verl,0-2,0-1,1. FC Kaiserslautern,,2021-09-19T12:00Z
9,Mon Sep 20 2021,19:00,CEST/+0200,SV Wehen Wiesbaden,0-1,0-1,Borussia Dortmund II,,2021-09-20T17:00Z
7,Wed Sep 22 2021,19:00,CEST/+0200,SC Freiburg II,0-1,0-1,Eintracht Braunschweig,,2021-09-22T17:00Z
10,Fri Sep 24 2021,19:00,CEST/+0200,Hallescher FC,3-2,1-1,1. FC Magdeburg,,2021-09-24T17:00Z
10,Sat Sep 25 2021,14:00,CEST/+0200,Würzburger Kickers,0-4,0-0,SV Wehen Wiesbaden,,2021-09-25T12:00Z
10,Sat Sep 25 2021,14:00,CEST/+0200,1. FC Kaiserslautern,2-0,2-0,VfL Osnabrück,,2021-09-25T12:00Z
10,Sat Sep 25 2021,14:00,CEST/+0200,Viktoria Köln,4-2,2-0,MSV Duisburg,,2021-09-25T12:00Z
10,Sat Sep 25 2021,14:00,CEST/+0200,SV Meppen,2-2,1-2,1. FC Saarbrücken,,2021-09-25T12:00Z
10,Sat Sep 25 2021,14:00,CEST/+0200,SC Verl,1-1,0-1,TSV 1860 München,,2021-09-25T12:00Z
10,Sat Sep 25 2021,14:00,CEST/+0200,Eintracht Braunschweig,0-0,0-0,Waldhof Mannheim,,2021-09-25T12:00Z
10,Sun Sep 26 2021,14:00,CEST/+0200,FSV Zwickau,0-0,0-0,SC Freiburg II,,2021-09-26T12:00Z
10,Sun Sep 26 2021,13:00,CEST/+0200,Türkgücü München,(*),,Borussia Dortmund II,cancelled,2021-09-26T11:00Z
10,Mon Sep 27 2021,19:00,CEST/+0200,FC Viktoria 1889 Berlin,3-4,2-1,TSV Havelse,,2021-09-27T17:00Z
11,Fri Oct 1 2021,19:00,CEST/+0200,1. FC Saarbrücken,2-2,1-0,Eintracht Braunschweig,,2021-10-01T17:00Z
11,Sat Oct 2 2021,14:00,CEST/+0200,TSV 1860 München,1-1,0-0,FC Viktoria 1889 Berlin,,2021-10-02T12:00Z
11,Sat Oct 2 2021,14:00,CEST/+0200,TSV Havelse,0-6,0-4,1. FC Kaiserslautern,,2021-10-02T12:00Z
11,Sat Oct 2 2021,14:00,CEST/+0200,SC Freiburg II,1-1,0-1,Hallescher FC,,2021-10-02T12:00Z
11,Sat Oct 2 2021,14:00,CEST/+0200,VfL Osnabrück,0-1,0-0,FSV Zwickau,,2021-10-02T12:00Z
11,Sat Oct 2 2021,14:00,CEST/+0200,MSV Duisburg,0-1,0-1,SV Meppen,,2021-10-02T12:00Z
11,Sat Oct 2 2021,14:00,CEST/+0200,SV Wehen Wiesbaden,1-1,1-0,Viktoria Köln,,2021-10-02T12:00Z
11,Sun Oct 3 2021,13:00,CEST/+0200,Borussia Dortmund II,2-0,2-0,Würzburger Kickers,,2021-10-03T11:00Z
11,Sun Oct 3 2021,14:00,CEST/+0200,Waldhof Mannheim,2-1,2-0,SC Verl,,2021-10-03T12:00Z
11,Mon Oct 4 2021,19:00,CEST/+0200,1. FC Magdeburg,(*),,Türkgücü München,cancelled,2021-10-04T17:00Z
12,Fri Oct 15 2021,19:00,CEST/+0200,FC Viktoria 1889 Berlin,1-2,1-2,VfL Osnabrück,,2021-10-15T17:00Z
12,Sat Oct 16 2021,14:00,CEST/+0200,Eintracht Braunschweig,4-2,2-1,Borussia Dortmund II,,2021-10-16T12:00Z
12,Sat Oct 16 2021,14:00,CEST/+0200,1. FC Kaiserslautern,3-0,1-0,SC Freiburg II,,2021-10-16T12:00Z
12,Sat Oct 16 2021,14:00,CEST/+0200,FSV Zwickau,3-2,1-1,MSV Duisburg,,2021-10-16T12:00Z
12,Sat Oct 16 2021,14:00,CEST/+0200,Hallescher FC,2-3,2-1,1. FC Saarbrücken,,2021-10-16T12:00Z
12,Sat Oct 16 2021,14:00,CEST/+0200,SV Meppen,2-3,1-2,1. FC Magdeburg,,2021-10-16T12:00Z
12,Sun Oct 17 2021,14:00,CEST/+0200,Viktoria Köln,1-1,1-1,Würzburger Kickers,,2021-10-17T12:00Z
12,Sun Oct 17 2021,13:00,CEST/+0200,Türkgücü München,(*),,SV Wehen Wiesbaden,cancelled,2021-10-17T11:00Z
12,Mon Oct 18 2021,19:00,CEST/+0200,SC Verl,5-3,3-1,TSV Havelse,,2021-10-18T17:00Z
13,Fri Oct 22 2021,19:00,CEST/+0200,VfL Osnabrück,0-0,0-0,Hallescher FC,,2021-10-22T17:00Z
13,Sat Oct 23 2021,14:00,CEST/+0200,1. FC Magdeburg,1-0,1-0,FC Viktoria 1889 Berlin,,2021-10-23T12:00Z
13,Sat Oct 23 2021,14:00,CEST/+0200,SV Wehen Wiesbaden,3-4,1-2,SV Meppen,,2021-10-23T12:00Z
13,Sat Oct 23 2021,14:00,CEST/+0200,Würzburger Kickers,(*),,Türkgücü München,cancelled,2021-10-23T12:00Z
13,Sat Oct 23 2021,14:00,CEST/+0200,1. FC Saarbrücken,1-1,0-0,TSV 1860 München,,2021-10-23T12:00Z
13,Sat Oct 23 2021,14:00,CEST/+0200,SC Freiburg II,3-2,3-1,SC Verl,,2021-10-23T12:00Z
13,Sat Oct 23 2021,14:00,CEST/+0200,Waldhof Mannheim,1-1,0-0,FSV Zwickau,,2021-10-23T12:00Z
13,Sun Oct 24 2021,14:00,CEST/+0200,TSV Havelse,0-4,0-1,Eintracht Braunschweig,,2021-10-24T12:00Z
13,Sun Oct 24 2021,13:00,CEST/+0200,Borussia Dortmund II,0-1,0-1,Viktoria Köln,,2021-10-24T11:00Z
13,Mon Oct 25 2021,19:00,CEST/+0200,MSV Duisburg,1-1,0-1,1. FC Kaiserslautern,,2021-10-25T17:00Z
14,Fri Oct 29 2021,19:00,CEST/+0200,Viktoria Köln,1-0,1-0,1. FC Magdeburg,,2021-10-29T17:00Z
14,Sat Oct 30 2021,14:00,CEST/+0200,Waldhof Mannheim,1-0,0-0,1. FC Saarbrücken,,2021-10-30T12:00Z
14,Sat Oct 30 2021,14:00,CEST/+0200,TSV 1860 München,6-0,2-0,SC Freiburg II,,2021-10-30T12:00Z
14,Sat Oct 30 2021,14:00,CEST/+0200,FC Viktoria 1889 Berlin,2-1,1-1,Borussia Dortmund II,,2021-10-30T12:00Z
14,Sat Oct 30 2021,14:00,CEST/+0200,Eintracht Braunschweig,1-2,0-2,SV Wehen Wiesbaden,,2021-10-30T12:00Z
14,Sat Oct 30 2021,14:00,CEST/+0200,Hallescher FC,2-1,0-0,MSV Duisburg,,2021-10-30T12:00Z
14,Sun Oct 31 2021,14:00,CET/+0100,1. FC Kaiserslautern,0-2,0-2,Würzburger Kickers,,2021-10-31T13:00Z
14,Sun Oct 31 2021,13:00,CET/+0100,SV Meppen,(*),,Türkgücü München,cancelled,2021-10-31T12:00Z
14,Mon Nov 1 2021,19:00,CET/+0100,SC Verl,1-2,0-2,VfL Osnabrück,,2021-11-01T18:00Z
15,Fri Nov 5 2021,19:00,CET/+0100,Türkgücü München,(*),,Viktoria Köln,cancelled,2021-11-05T18:00Z
15,Sat Nov 6 2021,14:00,CET/+0100,Borussia Dortmund II,0-1,0-1,SV Meppen,,2021-11-06T13:00Z
15,Sat Nov 6 2021,14:00,CET/+0100,1. FC Saarbrücken,0-2,0-1,1. FC Kaiserslautern,,2021-11-06T13:00Z
15,Sat Nov 6 2021,14:00,CET/+0100,SC Freiburg II,2-1,1-0,Waldhof Mannheim,,2021-11-06T13:00Z
15,Sat Nov 6 2021,14:00,CET/+0100,VfL Osnabrück,3-1,1-1,TSV 1860 München,,2021-11-06T13:00Z
15,Sat Nov 6 2021,14:00,CET/+0100,MSV Duisburg,1-0,0-0,FC Viktoria 1889 Berlin,,2021-11-06T13:00Z
15,Sat Nov 6 2021,14:00,CET/+0100,TSV Havelse,2-1,2-1,Hallescher FC,,2021-11-06T13:00Z
15,Sun Nov 7 2021,14:00,CET/+0100,1. FC Magdeburg,2-0,1-0,SC Verl,,2021-11-07T13:00Z
15,Sun Nov 7 2021,13:00,CET/+0100,SV Wehen Wiesbaden,2-2,1-1,FSV Zwickau,,2021-11-07T12:00Z
14,Sat Nov 13 2021,14:00,CET/+0100,FSV Zwickau,2-0,0-0,TSV Havelse,,2021-11-13T13:00Z
16,Fri Nov 19 2021,19:00,CET/+0100,SC Verl,2-4,0-1,1. FC Saarbrücken,,2021-11-19T18:00Z
16,Sat Nov 20 2021,14:00,CET/+0100,Eintracht Braunschweig,(*),,Türkgücü München,cancelled,2021-11-20T13:00Z
16,Sat Nov 20 2021,14:00,CET/+0100,1. FC Kaiserslautern,1-0,0-0,SV Wehen Wiesbaden,,2021-11-20T13:00Z
16,Sat Nov 20 2021,14:00,CET/+0100,TSV 1860 München,3-2,1-1,MSV Duisburg,,2021-11-20T13:00Z
16,Sat Nov 20 2021,14:00,CET/+0100,Hallescher FC,1-2,0-1,Borussia Dortmund II,,2021-11-20T13:00Z
16,Sat Nov 20 2021,14:00,CET/+0100,SC Freiburg II,0-0,0-0,TSV Havelse,,2021-11-20T13:00Z
16,Sun Nov 21 2021,13:00,CET/+0100,FC Viktoria 1889 Berlin,1-1,0-1,Würzburger Kickers,,2021-11-21T12:00Z
16,Sun Nov 21 2021,14:00,CET/+0100,Waldhof Mannheim,3-3,2-1,VfL Osnabrück,,2021-11-21T13:00Z
16,Mon Nov 22 2021,19:00,CET/+0100,SV Meppen,4-0,1-0,Viktoria Köln,,2021-11-22T18:00Z
17,Fri Nov 26 2021,19:00,CET/+0100,MSV Duisburg,1-3,1-2,Waldhof Mannheim,,2021-11-26T18:00Z
17,Sat Nov 27 2021,14:00,CET/+0100,1. FC Saarbrücken,2-0,0-0,FC Viktoria 1889 Berlin,,2021-11-27T13:00Z
17,Sat Nov 27 2021,14:00,CET/+0100,1. FC Magdeburg,2-0,2-0,Eintracht Braunschweig,,2021-11-27T13:00Z
17,Sat Nov 27 2021,14:00,CET/+0100,SV Wehen Wiesbaden,0-0,0-0,SC Verl,,2021-11-27T13:00Z
17,Sat Nov 27 2021,14:00,CET/+0100,Würzburger Kickers,1-3,1-1,SV Meppen,,2021-11-27T13:00Z
17,Sat Nov 27 2021,14:00,CET/+0100,TSV Havelse,2-3,0-2,TSV 1860 München,,2021-11-27T13:00Z
17,Sat Nov 27 2021,14:00,CET/+0100,Borussia Dortmund II,0-0,0-0,1. FC Kaiserslautern,,2021-11-27T13:00Z
17,Sun Nov 28 2021,13:00,CET/+0100,VfL Osnabrück,0-1,0-1,SC Freiburg II,,2021-11-28T12:00Z
17,Sun Nov 28 2021,14:00,CET/+0100,Viktoria Köln,2-0,2-0,Hallescher FC,,2021-11-28T13:00Z
17,Mon Nov 29 2021,19:00,CET/+0100,Türkgücü München,(*),,FSV Zwickau,cancelled,2021-11-29T18:00Z
12,Tue Nov 30 2021,19:00,CET/+0100,TSV 1860 München,1-3,0-2,Waldhof Mannheim,,2021-11-30T18:00Z
15,Tue Nov 30 2021,19:00,CET/+0100,Würzburger Kickers,0-2,0-2,Eintracht Braunschweig,,2021-11-30T18:00Z
18,Fri Dec 3 2021,19:00,CET/+0100,FSV Zwickau,1-2,0-1,1. FC Saarbrücken,,2021-12-03T18:00Z
18,Sat Dec 4 2021,14:00,CET/+0100,FC Viktoria 1889 Berlin,(*),,Türkgücü München,cancelled,2021-12-04T13:00Z
18,Sat Dec 4 2021,14:00,CET/+0100,Eintracht Braunschweig,5-0,2-0,SV Meppen,,2021-12-04T13:00Z
18,Sat Dec 4 2021,14:00,CET/+0100,TSV 1860 München,2-5,0-5,1. FC Magdeburg,,2021-12-04T13:00Z
18,Sat Dec 4 2021,14:00,CET/+0100,1. FC Kaiserslautern,4-0,2-0,Viktoria Köln,,2021-12-04T13:00Z
18,Sat Dec 4 2021,14:00,CET/+0100,Hallescher FC,0-0,0-0,Würzburger Kickers,,2021-12-04T13:00Z
18,Sat Dec 4 2021,14:00,CET/+0100,SC Verl,0-3,0-3,Borussia Dortmund II,,2021-12-04T13:00Z
18,Sun Dec 5 2021,14:00,CET/+0100,VfL Osnabrück,0-0,0-0,TSV Havelse,,2021-12-05T13:00Z
18,Sun Dec 5 2021,13:00,CET/+0100,SC Freiburg II,1-0,0-0,MSV Duisburg,,2021-12-05T12:00Z
18,Mon Dec 6 2021,19:00,CET/+0100,Waldhof Mannheim,1-1,0-1,SV Wehen Wiesbaden,,2021-12-06T18:00Z
19,Fri Dec 10 2021,19:00,CET/+0100,Türkgücü München,(*),,1. FC Kaiserslautern,cancelled,2021-12-10T18:00Z
19,Sat Dec 11 2021,14:00,CET/+0100,Borussia Dortmund II,0-2,0-1,TSV 1860 München,,2021-12-11T13:00Z
19,Sat Dec 11 2021,14:00,CET/+0100,MSV Duisburg,2-2,1-1,SC Verl,,2021-12-11T13:00Z
19,Sat Dec 11 2021,14:00,CET/+0100,TSV Havelse,1-2,0-1,Waldhof Mannheim,,2021-12-11T13:00Z
19,Sat Dec 11 2021,14:00,CET/+0100,1. FC Saarbrücken,1-0,1-0,SC Freiburg II,,2021-12-11T13:00Z
19,Sat Dec 11 2021,14:00,CET/+0100,1. FC Magdeburg,2-1,1-0,VfL Osnabrück,,2021-12-11T13:00Z
19,Sat Dec 11 2021,14:00,CET/+0100,Viktoria Köln,1-2,1-0,Eintracht Braunschweig,,2021-12-11T13:00Z
19,Sun Dec 12 2021,14:00,CET/+0100,Würzburger Kickers,2-2,1-0,FSV Zwickau,,2021-12-12T13:00Z
19,Sun Dec 12 2021,13:00,CET/+0100,SV Meppen,3-0,2-0,FC Viktoria 1889 Berlin,,2021-12-12T12:00Z
19,Mon Dec 13 2021,19:00,CET/+0100,SV Wehen Wiesbaden,2-1,0-0,Hallescher FC,,2021-12-13T18:00Z
16,Wed Dec 15 2021,19:00,CET/+0100,FSV Zwickau,1-1,0-1,1. FC Magdeburg,,2021-12-15T18:00Z
20,Fri Dec 17 2021,19:00,CET/+0100,Viktoria Köln,1-4,1-2,FC Viktoria 1889 Berlin,,2021-12-17T18:00Z
20,Sat Dec 18 2021,14:00,CET/+0100,SV Wehen Wiesbaden,2-0,2-0,SC Freiburg II,,2021-12-18T13:00Z
20,Sat Dec 18 2021,14:00,CET/+0100,1. FC Saarbrücken,2-2,1-0,TSV Havelse,,2021-12-18T13:00Z
20,Sat Dec 18 2021,14:00,CET/+0100,Eintracht Braunschweig,1-1,0-0,1. FC Kaiserslautern,,2021-12-18T13:00Z
20,Sat Dec 18 2021,14:00,CET/+0100,SV Meppen,4-1,1-0,Hallescher FC,,2021-12-18T13:00Z
20,Sat Dec 18 2021,14:00,CET/+0100,Borussia Dortmund II,3-1,2-0,FSV Zwickau,,2021-12-18T13:00Z
20,Sat Dec 18 2021,14:00,CET/+0100,Türkgücü München,(*),,SC Verl,cancelled,2021-12-18T13:00Z
20,Sun Dec 19 2021,13:00,CET/+0100,1. FC Magdeburg,3-0,2-0,Waldhof Mannheim,,2021-12-19T12:00Z
20,Mon Dec 20 2021,19:00,CET/+0100,Würzburger Kickers,0-3,0-2,TSV 1860 München,,2021-12-20T18:00Z
21,Fri Jan 14 2022,19:00,CET/+0100,TSV Havelse,0-1,0-0,MSV Duisburg,,2022-01-14T18:00Z
21,Sat Jan 15 2022,14:00,CET/+0100,VfL Osnabrück,2-1,1-0,1. FC Saarbrücken,,2022-01-15T13:00Z
21,Sat Jan 15 2022,14:00,CET/+0100,1. FC Kaiserslautern,4-0,2-0,SV Meppen,,2022-01-15T13:00Z
21,Sat Jan 15 2022,14:00,CET/+0100,SC Freiburg II,2-3,1-1,1. FC Magdeburg,,2022-01-15T13:00Z
21,Sat Jan 15 2022,14:00,CET/+0100,TSV 1860 München,3-2,1-2,SV Wehen Wiesbaden,,2022-01-15T13:00Z
21,Sun Jan 16 2022,13:00,CET/+0100,SC Verl,2-0,0-0,Würzburger Kickers,,2022-01-16T12:00Z
