Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 21 Jul 2012 (29),Chiapas (1),0-4,?,U.A.N.L.- Tigres (1)
?,(Sat) 21 Jul 2012 (29),Club Tijuana (1),2-0,?,Puebla (1)
?,(Sat) 21 Jul 2012 (29),Cruz Azul (1),0-0,?,Monarcas (1)
?,(Sat) 21 Jul 2012 (29),Queretaro (1),0-2,?,Club Leon (1)
?,(Sun) 22 Jul 2012 (29),Monterrey (1),0-0,?,Club America (1)
?,(Sun) 22 Jul 2012 (29),Santos Laguna (1),2-1,?,Atl. San Luis (1)
?,(Sun) 22 Jul 2012 (29),Atlas (1),1-1,?,U.N.A.M.- Pumas (1)
?,(Sun) 22 Jul 2012 (29),Toluca (1),2-1,?,Guadalajara Chivas (1)
?,(Mon) 23 Jul 2012 (30),Atlante (1),0-0,?,Pachuca (1)
?,(Sat) 28 Jul 2012 (30),Monarcas (2),1-0,?,Monterrey (2)
?,(Sat) 28 Jul 2012 (30),Club Leon (2),4-0,?,Club Tijuana (2)
?,(Sat) 28 Jul 2012 (30),Club America (2),4-2,?,Chiapas (2)
?,(Sun) 29 Jul 2012 (30),Pachuca (2),0-3,?,Atlas (2)
?,(Sun) 29 Jul 2012 (30),U.A.N.L.- Tigres (2),2-1,?,Atlante (2)
?,(Sun) 29 Jul 2012 (30),Atl. San Luis (2),1-2,?,Cruz Azul (2)
?,(Sun) 29 Jul 2012 (30),Puebla (2),1-3,?,Toluca (2)
?,(Sun) 29 Jul 2012 (30),U.N.A.M.- Pumas (2),3-0,?,Queretaro (2)
?,(Sun) 29 Jul 2012 (30),Guadalajara Chivas (2),0-1,?,Santos Laguna (2)
?,(Sat) 4 Aug 2012 (31),Santos Laguna (3),2-2,?,Puebla (3)
?,(Sat) 4 Aug 2012 (31),Club Tijuana (3),1-0,?,U.N.A.M.- Pumas (3)
?,(Sat) 4 Aug 2012 (31),Monarcas (3),3-3,?,Atl. San Luis (3)
?,(Sat) 4 Aug 2012 (31),Cruz Azul (3),0-0,?,Guadalajara Chivas (3)
?,(Sat) 4 Aug 2012 (31),Queretaro (3),0-1,?,Pachuca (3)
?,(Sun) 5 Aug 2012 (31),Monterrey (3),2-1,?,Chiapas (3)
?,(Sun) 5 Aug 2012 (31),Atlas (3),0-0,?,U.A.N.L.- Tigres (3)
?,(Sun) 5 Aug 2012 (31),Toluca (3),2-1,?,Club Leon (3)
?,(Mon) 6 Aug 2012 (32),Atlante (3),2-2,?,Club America (3)
?,(Sat) 11 Aug 2012 (32),Chiapas (4),1-2,?,Atlante (4)
?,(Sat) 11 Aug 2012 (32),Club Leon (4),3-0,?,Santos Laguna (4)
?,(Sat) 11 Aug 2012 (32),Club America (4),1-1,?,Atlas (4)
?,(Sun) 12 Aug 2012 (32),Pachuca (4),2-2,?,Club Tijuana (4)
?,(Sun) 12 Aug 2012 (32),U.A.N.L.- Tigres (4),2-2,?,Queretaro (4)
?,(Sun) 12 Aug 2012 (32),Atl. San Luis (4),1-1,?,Monterrey (4)
?,(Sun) 12 Aug 2012 (32),Puebla (4),0-1,?,Cruz Azul (4)
