Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 20 2012,18:30,CEST/+0200,SV Grödig,3-0,2-0,FC Lustenau,2012-07-20T16:30Z
1,Fri Jul 20 2012,18:30,CEST/+0200,Austria Lustenau,5-0,3-0,Kapfenberger SV 1919,2012-07-20T16:30Z
1,Fri Jul 20 2012,18:30,CEST/+0200,FC Blau Weiß Linz,2-2,2-1,TSV Hartberg,2012-07-20T16:30Z
1,Fri Jul 20 2012,20:30,CEST/+0200,SV Horn,3-4,1-3,SCR Altach,2012-07-20T18:30Z
1,Fri Jul 20 2012,18:30,CEST/+0200,SKN St. Pölten,5-2,2-1,First Vienna FC,2012-07-20T16:30Z
2,Fri Jul 27 2012,18:30,CEST/+0200,FC Lustenau,1-1,1-0,SKN St. Pölten,2012-07-27T16:30Z
2,Fri Jul 27 2012,18:30,CEST/+0200,SCR Altach,0-1,0-1,SV Grödig,2012-07-27T16:30Z
2,Fri Jul 27 2012,18:30,CEST/+0200,Kapfenberger SV 1919,3-3,1-3,SV Horn,2012-07-27T16:30Z
2,Fri Jul 27 2012,18:30,CEST/+0200,First Vienna FC,0-0,0-0,FC Blau Weiß Linz,2012-07-27T16:30Z
2,Fri Jul 27 2012,20:30,CEST/+0200,TSV Hartberg,0-1,0-1,Austria Lustenau,2012-07-27T18:30Z
3,Fri Aug 3 2012,18:30,CEST/+0200,TSV Hartberg,1-0,1-0,First Vienna FC,2012-08-03T16:30Z
3,Fri Aug 3 2012,18:30,CEST/+0200,SKN St. Pölten,3-0,2-0,Kapfenberger SV 1919,2012-08-03T16:30Z
3,Fri Aug 3 2012,18:30,CEST/+0200,SV Grödig,0-2,0-2,SV Horn,2012-08-03T16:30Z
3,Fri Aug 3 2012,18:30,CEST/+0200,FC Blau Weiß Linz,0-1,0-0,FC Lustenau,2012-08-03T16:30Z
3,Fri Aug 3 2012,20:30,CEST/+0200,Austria Lustenau,2-0,1-0,SCR Altach,2012-08-03T18:30Z
4,Mon Aug 6 2012,18:30,CEST/+0200,Kapfenberger SV 1919,2-2,1-0,FC Blau Weiß Linz,2012-08-06T16:30Z
4,Tue Aug 7 2012,18:30,CEST/+0200,SV Horn,0-3,0-1,Austria Lustenau,2012-08-07T16:30Z
4,Tue Aug 7 2012,18:30,CEST/+0200,SCR Altach,1-4,1-2,SKN St. Pölten,2012-08-07T16:30Z
4,Tue Aug 7 2012,18:30,CEST/+0200,First Vienna FC,1-3,1-0,SV Grödig,2012-08-07T16:30Z
4,Tue Aug 7 2012,18:30,CEST/+0200,FC Lustenau,0-1,0-0,TSV Hartberg,2012-08-07T16:30Z
5,Fri Aug 10 2012,18:30,CEST/+0200,TSV Hartberg,1-1,1-1,Kapfenberger SV 1919,2012-08-10T16:30Z
5,Fri Aug 10 2012,18:30,CEST/+0200,First Vienna FC,2-4,1-2,FC Lustenau,2012-08-10T16:30Z
5,Fri Aug 10 2012,18:30,CEST/+0200,Austria Lustenau,2-2,2-0,SV Grödig,2012-08-10T16:30Z
5,Fri Aug 10 2012,18:30,CEST/+0200,FC Blau Weiß Linz,0-2,0-0,SCR Altach,2012-08-10T16:30Z
5,Fri Aug 10 2012,20:30,CEST/+0200,SKN St. Pölten,2-1,1-0,SV Horn,2012-08-10T18:30Z
6,Fri Aug 17 2012,18:30,CEST/+0200,SCR Altach,3-0,1-0,FC Lustenau,2012-08-17T16:30Z
6,Fri Aug 17 2012,18:30,CEST/+0200,Kapfenberger SV 1919,3-3,1-0,First Vienna FC,2012-08-17T16:30Z
6,Fri Aug 17 2012,18:30,CEST/+0200,SV Grödig,0-0,0-0,TSV Hartberg,2012-08-17T16:30Z
6,Fri Aug 17 2012,20:30,CEST/+0200,Austria Lustenau,3-0,2-0,SKN St. Pölten,2012-08-17T18:30Z
6,Fri Aug 17 2012,18:30,CEST/+0200,SV Horn,1-1,1-0,FC Blau Weiß Linz,2012-08-17T16:30Z
7,Fri Aug 24 2012,18:30,CEST/+0200,TSV Hartberg,0-2,0-1,SV Horn,2012-08-24T16:30Z
7,Fri Aug 24 2012,18:30,CEST/+0200,FC Lustenau,2-0,1-0,Kapfenberger SV 1919,2012-08-24T16:30Z
7,Fri Aug 24 2012,18:30,CEST/+0200,SKN St. Pölten,0-3,0-1,SV Grödig,2012-08-24T16:30Z
7,Fri Aug 24 2012,18:30,CEST/+0200,FC Blau Weiß Linz,2-4,1-3,Austria Lustenau,2012-08-24T16:30Z
7,Fri Aug 24 2012,20:30,CEST/+0200,First Vienna FC,2-1,1-0,SCR Altach,2012-08-24T18:30Z
8,Fri Aug 31 2012,18:30,CEST/+0200,SV Horn,1-0,0-0,First Vienna FC,2012-08-31T16:30Z
8,Fri Aug 31 2012,18:30,CEST/+0200,SCR Altach,4-1,3-0,TSV Hartberg,2012-08-31T16:30Z
8,Fri Aug 31 2012,18:30,CEST/+0200,SKN St. Pölten,4-1,2-0,FC Blau Weiß Linz,2012-08-31T16:30Z
8,Fri Aug 31 2012,18:30,CEST/+0200,Austria Lustenau,1-1,0-0,FC Lustenau,2012-08-31T16:30Z
8,Fri Aug 31 2012,20:30,CEST/+0200,SV Grödig,0-1,0-0,Kapfenberger SV 1919,2012-08-31T18:30Z
9,Fri Sep 14 2012,18:30,CEST/+0200,FC Lustenau,1-2,1-1,SV Horn,2012-09-14T16:30Z
9,Fri Sep 14 2012,18:30,CEST/+0200,First Vienna FC,0-5,0-2,Austria Lustenau,2012-09-14T16:30Z
9,Fri Sep 14 2012,18:30,CEST/+0200,FC Blau Weiß Linz,1-3,1-1,SV Grödig,2012-09-14T16:30Z
9,Fri Sep 14 2012,20:30,CEST/+0200,Kapfenberger SV 1919,1-1,0-0,SCR Altach,2012-09-14T18:30Z
9,Fri Sep 14 2012,18:30,CEST/+0200,TSV Hartberg,3-1,0-0,SKN St. Pölten,2012-09-14T16:30Z
10,Fri Sep 21 2012,18:30,CEST/+0200,First Vienna FC,1-5,1-2,SKN St. Pölten,2012-09-21T16:30Z
10,Fri Sep 21 2012,18:30,CEST/+0200,FC Lustenau,1-1,1-0,SV Grödig,2012-09-21T16:30Z
10,Fri Sep 21 2012,18:30,CEST/+0200,Kapfenberger SV 1919,0-0,0-0,Austria Lustenau,2012-09-21T16:30Z
10,Fri Sep 21 2012,18:30,CEST/+0200,TSV Hartberg,1-3,0-2,FC Blau Weiß Linz,2012-09-21T16:30Z
10,Fri Sep 21 2012,20:30,CEST/+0200,SCR Altach,3-0,0-0,SV Horn,2012-09-21T18:30Z
11,Fri Sep 28 2012,18:30,CEST/+0200,SKN St. Pölten,2-1,1-1,FC Lustenau,2012-09-28T16:30Z
11,Fri Sep 28 2012,18:30,CEST/+0200,SV Grödig,1-0,1-0,SCR Altach,2012-09-28T16:30Z
11,Fri Sep 28 2012,18:30,CEST/+0200,SV Horn,2-0,0-0,Kapfenberger SV 1919,2012-09-28T16:30Z
11,Fri Sep 28 2012,20:30,CEST/+0200,FC Blau Weiß Linz,0-1,0-1,First Vienna FC,2012-09-28T18:30Z
11,Fri Sep 28 2012,18:30,CEST/+0200,Austria Lustenau,3-1,3-0,TSV Hartberg,2012-09-28T16:30Z
12,Fri Oct 5 2012,18:30,CEST/+0200,First Vienna FC,2-0,1-0,TSV Hartberg,2012-10-05T16:30Z
12,Fri Oct 5 2012,18:30,CEST/+0200,Kapfenberger SV 1919,0-0,0-0,SKN St. Pölten,2012-10-05T16:30Z
12,Fri Oct 5 2012,18:30,CEST/+0200,SV Horn,0-3,0-2,SV Grödig,2012-10-05T16:30Z
12,Fri Oct 5 2012,18:30,CEST/+0200,FC Lustenau,4-0,1-0,FC Blau Weiß Linz,2012-10-05T16:30Z
12,Fri Oct 5 2012,20:30,CEST/+0200,SCR Altach,1-2,0-1,Austria Lustenau,2012-10-05T18:30Z
13,Fri Oct 19 2012,18:30,CEST/+0200,TSV Hartberg,1-2,1-1,FC Lustenau,2012-10-19T16:30Z
13,Fri Oct 19 2012,18:30,CEST/+0200,Austria Lustenau,4-1,2-0,SV Horn,2012-10-19T16:30Z
13,Fri Oct 19 2012,18:30,CEST/+0200,FC Blau Weiß Linz,0-3,0-1,Kapfenberger SV 1919,2012-10-19T16:30Z
13,Fri Oct 19 2012,18:30,CEST/+0200,SV Grödig,2-0,0-0,First Vienna FC,2012-10-19T16:30Z
13,Fri Oct 19 2012,20:30,CEST/+0200,SKN St. Pölten,3-2,1-1,SCR Altach,2012-10-19T18:30Z
14,Fri Oct 26 2012,18:30,CEST/+0200,SV Horn,2-1,1-0,SKN St. Pölten,2012-10-26T16:30Z
14,Fri Oct 26 2012,18:30,CEST/+0200,SV Grödig,1-0,0-0,Austria Lustenau,2012-10-26T16:30Z
14,Fri Oct 26 2012,18:30,CEST/+0200,SCR Altach,1-1,0-0,FC Blau Weiß Linz,2012-10-26T16:30Z
14,Fri Oct 26 2012,20:30,CEST/+0200,FC Lustenau,2-1,1-0,First Vienna FC,2012-10-26T18:30Z
14,Fri Oct 26 2012,18:30,CEST/+0200,Kapfenberger SV 1919,1-2,1-1,TSV Hartberg,2012-10-26T16:30Z
15,Fri Nov 2 2012,18:30,CET/+0100,FC Blau Weiß Linz,3-0,1-0,SV Horn,2012-11-02T17:30Z
15,Fri Nov 2 2012,18:30,CET/+0100,First Vienna FC,3-1,1-1,Kapfenberger SV 1919,2012-11-02T17:30Z
15,Fri Nov 2 2012,18:30,CET/+0100,TSV Hartberg,3-0,1-0,SV Grödig,2012-11-02T17:30Z
15,Fri Nov 2 2012,20:30,CET/+0100,SKN St. Pölten,2-1,1-1,Austria Lustenau,2012-11-02T19:30Z
15,Sat Nov 3 2012,16:00,CET/+0100,FC Lustenau,0-1,0-1,SCR Altach,2012-11-03T15:00Z
16,Fri Nov 9 2012,18:30,CET/+0100,SV Grödig,3-4,0-2,SKN St. Pölten,2012-11-09T17:30Z
16,Fri Nov 9 2012,18:30,CET/+0100,SCR Altach,3-0,1-0,First Vienna FC,2012-11-09T17:30Z
16,Fri Nov 9 2012,18:30,CET/+0100,Austria Lustenau,2-1,1-0,FC Blau Weiß Linz,2012-11-09T17:30Z
16,Fri Nov 9 2012,20:30,CET/+0100,SV Horn,0-0,0-0,TSV Hartberg,2012-11-09T19:30Z
16,Fri Nov 9 2012,18:30,CET/+0100,Kapfenberger SV 1919,2-4,2-1,FC Lustenau,2012-11-09T17:30Z
17,Fri Nov 16 2012,18:30,CET/+0100,First Vienna FC,3-0,0-0,SV Horn,2012-11-16T17:30Z
17,Fri Nov 16 2012,18:30,CET/+0100,TSV Hartberg,0-0,0-0,SCR Altach,2012-11-16T17:30Z
17,Fri Nov 16 2012,18:30,CET/+0100,FC Blau Weiß Linz,2-2,2-1,SKN St. Pölten,2012-11-16T17:30Z
17,Fri Nov 16 2012,18:30,CET/+0100,Kapfenberger SV 1919,2-0,1-0,SV Grödig,2012-11-16T17:30Z
17,Fri Nov 16 2012,20:30,CET/+0100,FC Lustenau,0-1,0-0,Austria Lustenau,2012-11-16T19:30Z
18,Fri Nov 23 2012,18:30,CET/+0100,SV Horn,2-2,1-2,FC Lustenau,2012-11-23T17:30Z
18,Fri Nov 23 2012,18:30,CET/+0100,Austria Lustenau,3-0,2-0,First Vienna FC,2012-11-23T17:30Z
18,Fri Nov 23 2012,18:30,CET/+0100,SV Grödig,3-0,1-0,FC Blau Weiß Linz,2012-11-23T17:30Z
18,Fri Nov 23 2012,20:30,CET/+0100,SCR Altach,2-1,1-0,Kapfenberger SV 1919,2012-11-23T19:30Z
18,Fri Nov 23 2012,18:30,CET/+0100,SKN St. Pölten,4-1,4-1,TSV Hartberg,2012-11-23T17:30Z
19,Fri Nov 30 2012,18:30,CET/+0100,SV Horn,0-1,0-1,SCR Altach,2012-11-30T17:30Z
19,Fri Nov 30 2012,18:30,CET/+0100,SKN St. Pölten,2-2,1-1,First Vienna FC,2012-11-30T17:30Z
19,Fri Nov 30 2012,18:30,CET/+0100,Austria Lustenau,2-0,1-0,Kapfenberger SV 1919,2012-11-30T17:30Z
19,Fri Nov 30 2012,18:30,CET/+0100,FC Blau Weiß Linz,0-1,0-0,TSV Hartberg,2012-11-30T17:30Z
19,Fri Nov 30 2012,20:30,CET/+0100,SV Grödig,4-1,2-1,FC Lustenau,2012-11-30T19:30Z
20,Tue Feb 26 2013,18:30,CET/+0100,FC Lustenau,3-1,1-0,SKN St. Pölten,2013-02-26T17:30Z
21,Fri Mar 1 2013,18:30,CET/+0100,FC Blau Weiß Linz,1-1,0-1,FC Lustenau,2013-03-01T17:30Z
21,Fri Mar 1 2013,18:30,CET/+0100,SKN St. Pölten,1-7,1-5,Kapfenberger SV 1919,2013-03-01T17:30Z
21,Fri Mar 1 2013,18:30,CET/+0100,TSV Hartberg,0-2,0-1,First Vienna FC,2013-03-01T17:30Z
21,Fri Mar 1 2013,20:30,CET/+0100,Austria Lustenau,2-2,1-2,SCR Altach,2013-03-01T19:30Z
22,Fri Mar 8 2013,18:30,CET/+0100,First Vienna FC,1-2,0-1,SV Grödig,2013-03-08T17:30Z
22,Fri Mar 8 2013,20:30,CET/+0100,SV Horn,5-0,2-0,Austria Lustenau,2013-03-08T19:30Z
22,Fri Mar 8 2013,18:30,CET/+0100,SCR Altach,2-1,1-1,SKN St. Pölten,2013-03-08T17:30Z
22,Fri Mar 8 2013,18:30,CET/+0100,Kapfenberger SV 1919,1-0,0-0,FC Blau Weiß Linz,2013-03-08T17:30Z
22,Fri Mar 8 2013,18:30,CET/+0100,FC Lustenau,1-0,0-0,TSV Hartberg,2013-03-08T17:30Z
23,Mon Mar 11 2013,18:30,CET/+0100,TSV Hartberg,1-3,1-1,Kapfenberger SV 1919,2013-03-11T17:30Z
23,Tue Mar 12 2013,18:30,CET/+0100,Austria Lustenau,1-2,0-1,SV Grödig,2013-03-12T17:30Z
23,Tue Mar 12 2013,18:30,CET/+0100,First Vienna FC,1-0,1-0,FC Lustenau,2013-03-12T17:30Z
23,Tue Mar 12 2013,18:30,CET/+0100,SKN St. Pölten,1-1,1-1,SV Horn,2013-03-12T17:30Z
23,Tue Mar 12 2013,18:30,CET/+0100,FC Blau Weiß Linz,1-1,0-1,SCR Altach,2013-03-12T17:30Z
24,Fri Mar 15 2013,18:30,CET/+0100,SV Grödig,3-0,1-0,TSV Hartberg,2013-03-15T17:30Z
24,Fri Mar 15 2013,18:30,CET/+0100,Kapfenberger SV 1919,3-0,1-0,First Vienna FC,2013-03-15T17:30Z
24,Fri Mar 15 2013,18:30,CET/+0100,SCR Altach,0-0,0-0,FC Lustenau,2013-03-15T17:30Z
24,Fri Mar 15 2013,18:30,CET/+0100,SV Horn,2-0,0-0,FC Blau Weiß Linz,2013-03-15T17:30Z
24,Fri Mar 15 2013,20:30,CET/+0100,Austria Lustenau,2-2,2-2,SKN St. Pölten,2013-03-15T19:30Z
20,Mon Mar 18 2013,20:30,CET/+0100,SCR Altach,1-0,0-0,SV Grödig,2013-03-18T19:30Z
20,Mon Mar 18 2013,18:30,CET/+0100,First Vienna FC,1-1,1-1,FC Blau Weiß Linz,2013-03-18T17:30Z
20,Thu Mar 28 2013,18:30,CET/+0100,TSV Hartberg,0-0,0-0,Austria Lustenau,2013-03-28T17:30Z
21,Fri Mar 29 2013,18:30,CET/+0100,SV Grödig,2-1,1-0,SV Horn,2013-03-29T17:30Z
25,Mon Apr 1 2013,18:30,CEST/+0200,SKN St. Pölten,1-2,1-0,SV Grödig,2013-04-01T16:30Z
25,Tue Apr 2 2013,18:30,CEST/+0200,FC Lustenau,1-3,1-3,Kapfenberger SV 1919,2013-04-02T16:30Z
25,Tue Apr 2 2013,18:30,CEST/+0200,First Vienna FC,3-0,2-0,SCR Altach,2013-04-02T16:30Z
25,Tue Apr 2 2013,18:30,CEST/+0200,FC Blau Weiß Linz,3-0,3-0,Austria Lustenau,2013-04-02T16:30Z
26,Fri Apr 5 2013,20:30,CEST/+0200,SV Grödig,0-1,0-1,Kapfenberger SV 1919,2013-04-05T18:30Z
26,Fri Apr 5 2013,18:30,CEST/+0200,Austria Lustenau,1-0,1-0,FC Lustenau,2013-04-05T16:30Z
26,Fri Apr 5 2013,18:30,CEST/+0200,SV Horn,2-3,0-1,First Vienna FC,2013-04-05T16:30Z
26,Fri Apr 5 2013,18:30,CEST/+0200,SCR Altach,2-0,1-0,TSV Hartberg,2013-04-05T16:30Z
26,Fri Apr 5 2013,18:30,CEST/+0200,SKN St. Pölten,2-1,1-0,FC Blau Weiß Linz,2013-04-05T16:30Z
27,Mon Apr 8 2013,18:30,CEST/+0200,Kapfenberger SV 1919,2-2,1-0,SCR Altach,2013-04-08T16:30Z
27,Tue Apr 9 2013,18:30,CEST/+0200,First Vienna FC,0-0,0-0,Austria Lustenau,2013-04-09T16:30Z
27,Tue Apr 9 2013,18:30,CEST/+0200,TSV Hartberg,0-0,0-0,SKN St. Pölten,2013-04-09T16:30Z
27,Tue Apr 9 2013,18:30,CEST/+0200,FC Lustenau,1-1,1-0,SV Horn,2013-04-09T16:30Z
27,Tue Apr 9 2013,18:30,CEST/+0200,FC Blau Weiß Linz,0-3,0-1,SV Grödig,2013-04-09T16:30Z
28,Fri Apr 12 2013,20:30,CEST/+0200,First Vienna FC,2-2,1-0,SKN St. Pölten,2013-04-12T18:30Z
28,Fri Apr 12 2013,18:30,CEST/+0200,Kapfenberger SV 1919,2-1,0-0,Austria Lustenau,2013-04-12T16:30Z
28,Fri Apr 12 2013,18:30,CEST/+0200,SCR Altach,2-0,1-0,SV Horn,2013-04-12T16:30Z
28,Fri Apr 12 2013,18:30,CEST/+0200,FC Lustenau,0-5,0-2,SV Grödig,2013-04-12T16:30Z
28,Mon Apr 15 2013,18:30,CEST/+0200,TSV Hartberg,2-2,0-1,FC Blau Weiß Linz,2013-04-15T16:30Z
29,Fri Apr 19 2013,18:30,CEST/+0200,SV Horn,0-3,0-1,Kapfenberger SV 1919,2013-04-19T16:30Z
29,Fri Apr 19 2013,18:30,CEST/+0200,Austria Lustenau,1-3,1-1,TSV Hartberg,2013-04-19T16:30Z
29,Fri Apr 19 2013,18:30,CEST/+0200,SKN St. Pölten,2-2,2-1,FC Lustenau,2013-04-19T16:30Z
29,Fri Apr 19 2013,18:30,CEST/+0200,SV Grödig,3-1,1-1,SCR Altach,2013-04-19T16:30Z
29,Fri Apr 19 2013,20:30,CEST/+0200,FC Blau Weiß Linz,2-3,1-1,First Vienna FC,2013-04-19T18:30Z
20,Tue Apr 23 2013,18:30,CEST/+0200,Kapfenberger SV 1919,2-1,0-1,SV Horn,2013-04-23T16:30Z
30,Fri Apr 26 2013,18:30,CEST/+0200,FC Lustenau,4-3,2-0,FC Blau Weiß Linz,2013-04-26T16:30Z
30,Fri Apr 26 2013,18:30,CEST/+0200,First Vienna FC,1-1,1-1,TSV Hartberg,2013-04-26T16:30Z
30,Fri Apr 26 2013,18:30,CEST/+0200,Kapfenberger SV 1919,1-1,1-1,SKN St. Pölten,2013-04-26T16:30Z
30,Fri Apr 26 2013,18:30,CEST/+0200,SV Horn,1-1,0-1,SV Grödig,2013-04-26T16:30Z
30,Fri Apr 26 2013,20:30,CEST/+0200,SCR Altach,2-0,0-0,Austria Lustenau,2013-04-26T18:30Z
31,Mon Apr 29 2013,18:30,CEST/+0200,Austria Lustenau,0-1,0-0,SV Horn,2013-04-29T16:30Z
31,Tue Apr 30 2013,18:30,CEST/+0200,TSV Hartberg,6-1,3-0,FC Lustenau,2013-04-30T16:30Z
31,Tue Apr 30 2013,18:30,CEST/+0200,SKN St. Pölten,1-1,1-0,SCR Altach,2013-04-30T16:30Z
31,Tue Apr 30 2013,18:30,CEST/+0200,FC Blau Weiß Linz,1-1,0-0,Kapfenberger SV 1919,2013-04-30T16:30Z
31,Tue Apr 30 2013,18:30,CEST/+0200,SV Grödig,3-0,1-0,First Vienna FC,2013-04-30T16:30Z
32,Fri May 3 2013,18:30,CEST/+0200,SCR Altach,2-1,1-1,FC Blau Weiß Linz,2013-05-03T16:30Z
32,Fri May 3 2013,18:30,CEST/+0200,Kapfenberger SV 1919,2-1,0-0,TSV Hartberg,2013-05-03T16:30Z
32,Fri May 3 2013,18:30,CEST/+0200,SV Horn,2-0,1-0,SKN St. Pölten,2013-05-03T16:30Z
32,Fri May 3 2013,18:30,CEST/+0200,FC Lustenau,1-2,0-0,First Vienna FC,2013-05-03T16:30Z
32,Fri May 3 2013,20:30,CEST/+0200,SV Grödig,2-1,1-0,Austria Lustenau,2013-05-03T18:30Z
25,Mon May 6 2013,18:30,CEST/+0200,TSV Hartberg,0-3,0-2,SV Horn,2013-05-06T16:30Z
33,Fri May 10 2013,18:30,CEST/+0200,FC Lustenau,1-2,1-2,SCR Altach,2013-05-10T16:30Z
33,Fri May 10 2013,18:30,CEST/+0200,First Vienna FC,2-1,1-1,Kapfenberger SV 1919,2013-05-10T16:30Z
33,Fri May 10 2013,18:30,CEST/+0200,SKN St. Pölten,2-1,1-1,Austria Lustenau,2013-05-10T16:30Z
33,Fri May 10 2013,20:30,CEST/+0200,TSV Hartberg,0-2,0-0,SV Grödig,2013-05-10T18:30Z
33,Fri May 10 2013,18:30,CEST/+0200,FC Blau Weiß Linz,2-1,2-0,SV Horn,2013-05-10T16:30Z
