Round,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 17 2012,19:00,FC Barcelona B,4-5,2-2,UD Almería
1,Fri Aug 17 2012,19:00,CD Mirandés,0-1,0-1,SD Huesca
1,Fri Aug 17 2012,21:00,Villarreal CF,2-1,1-1,Real Madrid Castilla
1,Sat Aug 18 2012,19:00,Girona FC,0-0,0-0,CE Sabadell
1,Sat Aug 18 2012,21:00,Xerez CD,2-0,0-0,Recreativo Huelva
1,Sat Aug 18 2012,19:00,CD Lugo,1-0,1-0,Hércules CF
1,Sun Aug 19 2012,19:00,Racing Santander,0-1,0-1,UD Las Palmas
1,Sun Aug 19 2012,19:00,CD Numancia,2-0,1-0,Sporting Gijón
1,Sun Aug 19 2012,21:00,AD Alcorcón,1-1,0-0,CD Guadalajara
1,Sun Aug 19 2012,21:00,Elche CF,4-2,3-1,SD Ponferradina
1,Mon Aug 20 2012,21:00,Real Murcia,0-0,0-0,Córdoba CF
2,Fri Aug 24 2012,21:00,UD Almería,2-1,2-1,Xerez CD
2,Sat Aug 25 2012,19:00,SD Ponferradina,2-0,0-0,AD Alcorcón
2,Sat Aug 25 2012,19:00,CD Guadalajara,1-5,1-1,Girona FC
2,Sat Aug 25 2012,19:00,CE Sabadell,0-0,0-0,Villarreal CF
2,Sat Aug 25 2012,19:00,UD Las Palmas,1-1,1-1,CD Lugo
2,Sat Aug 25 2012,21:00,Real Madrid Castilla,3-2,2-1,FC Barcelona B
2,Sat Aug 25 2012,19:00,SD Huesca,1-1,1-1,CD Numancia
2,Sat Aug 25 2012,19:00,Recreativo Huelva,1-0,0-0,CD Mirandés
2,Sat Aug 25 2012,19:00,Sporting Gijón,2-3,1-1,Real Murcia
2,Sun Aug 26 2012,20:00,Hércules CF,1-2,0-2,Elche CF
2,Sun Aug 26 2012,22:00,Córdoba CF,2-0,1-0,Racing Santander
3,Sat Sep 1 2012,18:00,CD Lugo,1-1,1-0,Córdoba CF
3,Sat Sep 1 2012,18:00,Elche CF,3-1,1-0,UD Las Palmas
3,Sat Sep 1 2012,18:00,Girona FC,1-0,1-0,SD Ponferradina
3,Sat Sep 1 2012,18:00,Real Murcia,2-1,2-0,SD Huesca
3,Sat Sep 1 2012,22:00,UD Almería,1-0,1-0,Real Madrid Castilla
3,Sat Sep 1 2012,18:00,Xerez CD,0-4,0-1,CD Mirandés
3,Sat Sep 1 2012,20:00,Villarreal CF,2-1,0-1,CD Guadalajara
3,Sat Sep 1 2012,18:00,CD Numancia,0-0,0-0,Recreativo Huelva
3,Sun Sep 2 2012,12:00,Racing Santander,0-0,0-0,Sporting Gijón
3,Sun Sep 2 2012,16:00,AD Alcorcón,1-0,1-0,Hércules CF
3,Sun Sep 2 2012,18:00,FC Barcelona B,2-0,1-0,CE Sabadell
4,Sat Sep 8 2012,16:00,Recreativo Huelva,3-2,2-0,Real Murcia
4,Sat Sep 8 2012,18:00,CE Sabadell,3-0,2-0,UD Almería
4,Sat Sep 8 2012,18:00,CD Guadalajara,0-1,0-0,FC Barcelona B
4,Sat Sep 8 2012,18:00,SD Ponferradina,0-1,0-0,Villarreal CF
4,Sat Sep 8 2012,18:00,CD Mirandés,0-0,0-0,CD Numancia
4,Sat Sep 8 2012,22:00,Real Madrid Castilla,3-2,2-1,Xerez CD
4,Sat Sep 8 2012,20:00,UD Las Palmas,1-3,1-2,AD Alcorcón
4,Sat Sep 8 2012,20:00,Hércules CF,2-1,2-1,Girona FC
4,Sun Sep 9 2012,12:00,Córdoba CF,0-1,0-1,Elche CF
4,Sun Sep 9 2012,18:00,SD Huesca,1-1,0-1,Racing Santander
4,Sun Sep 9 2012,18:00,Sporting Gijón,1-1,1-1,CD Lugo
5,Fri Sep 14 2012,21:00,Real Madrid Castilla,2-3,2-0,CE Sabadell
5,Sat Sep 15 2012,20:00,Real Murcia,2-2,0-2,CD Mirandés
5,Sat Sep 15 2012,18:00,FC Barcelona B,2-1,1-1,SD Ponferradina
5,Sat Sep 15 2012,18:00,AD Alcorcón,2-1,1-0,Córdoba CF
5,Sat Sep 15 2012,18:00,UD Almería,4-0,2-0,CD Guadalajara
5,Sat Sep 15 2012,18:00,CD Lugo,2-4,0-1,SD Huesca
5,Sat Sep 15 2012,18:00,Racing Santander,3-0,0-0,Recreativo Huelva
5,Sat Sep 15 2012,18:00,Xerez CD,2-0,1-0,CD Numancia
5,Sat Sep 15 2012,18:00,Elche CF,2-1,1-0,Sporting Gijón
5,Sun Sep 16 2012,12:00,Girona FC,5-0,2-0,UD Las Palmas
5,Sun Sep 16 2012,20:30,Villarreal CF,1-0,1-0,Hércules CF
6,Sat Sep 22 2012,18:00,UD Las Palmas,2-2,0-1,Villarreal CF
6,Sat Sep 22 2012,18:00,CE Sabadell,3-0,1-0,Xerez CD
6,Sat Sep 22 2012,18:00,SD Ponferradina,2-2,2-1,UD Almería
6,Sat Sep 22 2012,16:00,Hércules CF,0-3,0-0,FC Barcelona B
6,Sat Sep 22 2012,22:00,Córdoba CF,2-0,0-0,Girona FC
6,Sat Sep 22 2012,18:00,SD Huesca,0-0,0-0,Elche CF
6,Sat Sep 22 2012,18:00,Recreativo Huelva,3-0,0-0,CD Lugo
6,Sat Sep 22 2012,18:00,CD Mirandés,0-1,0-0,Racing Santander
6,Sat Sep 22 2012,20:00,CD Guadalajara,3-4,1-1,Real Madrid Castilla
6,Sat Sep 22 2012,18:00,Sporting Gijón,2-1,0-1,AD Alcorcón
6,Sun Sep 23 2012,12:00,CD Numancia,1-0,0-0,Real Murcia
7,Fri Sep 28 2012,21:00,Real Madrid Castilla,1-2,1-0,SD Ponferradina
