Round,Date,Time,Team 1,FT,HT,Team 2
1,Sat Aug 22 2015,20:30,AD Alcorcón,2-0,1-0,RCD Mallorca
1,Sat Aug 22 2015,20:30,SD Huesca,2-3,0-1,CD Alavés
1,Sat Aug 22 2015,20:30,UE Llagostera,0-2,0-0,CA Osasuna
1,Sat Aug 22 2015,22:30,Córdoba CF,1-0,0-0,Real Valladolid
1,Sun Aug 23 2015,18:30,CD Mirandés,1-1,0-0,Real Zaragoza
1,Sun Aug 23 2015,18:30,Real Oviedo,2-2,1-1,CD Lugo
1,Sun Aug 23 2015,20:30,UD Almería,3-2,3-0,CD Leganés
1,Sun Aug 23 2015,20:30,SD Ponferradina,2-0,0-0,Elche CF
1,Sun Aug 23 2015,20:30,CD Numancia,6-3,1-2,CD Tenerife
1,Sun Aug 23 2015,20:30,Gimnàstic,2-2,0-0,Albacete
1,Mon Aug 24 2015,21:00,Athletic Bilbao B,0-1,0-0,Girona FC
2,Sat Aug 29 2015,18:30,CD Lugo,1-0,0-0,UE Llagostera
2,Sat Aug 29 2015,20:30,CD Leganés,3-1,2-0,Córdoba CF
2,Sat Aug 29 2015,20:30,Albacete,1-1,1-1,SD Huesca
2,Sat Aug 29 2015,20:30,Girona FC,2-3,1-1,CD Numancia
2,Sat Aug 29 2015,22:30,Real Zaragoza,3-2,1-1,UD Almería
2,Sun Aug 30 2015,20:30,Real Valladolid,2-0,0-0,AD Alcorcón
2,Sun Aug 30 2015,18:30,CD Alavés,2-0,2-0,Real Oviedo
2,Sun Aug 30 2015,20:30,CD Tenerife,1-2,0-0,Gimnàstic
2,Sun Aug 30 2015,20:30,Elche CF,2-1,0-0,Athletic Bilbao B
2,Sun Aug 30 2015,20:30,RCD Mallorca,1-0,1-0,SD Ponferradina
2,Sun Aug 30 2015,18:30,CA Osasuna,1-0,0-0,CD Mirandés
3,Sat Sep 5 2015,18:00,CD Mirandés,1-1,0-1,CD Lugo
3,Sat Sep 5 2015,18:00,SD Huesca,1-1,1-1,CD Tenerife
3,Sat Sep 5 2015,18:00,Gimnàstic,1-0,0-0,Girona FC
3,Sat Sep 5 2015,18:00,CD Numancia,0-0,0-0,Elche CF
3,Sun Sep 6 2015,17:00,UE Llagostera,3-0,1-0,CD Alavés
3,Sun Sep 6 2015,12:00,Athletic Bilbao B,3-1,1-1,RCD Mallorca
3,Sun Sep 6 2015,17:00,Real Oviedo,3-1,2-1,Albacete
3,Sun Sep 6 2015,17:00,SD Ponferradina,3-0,1-0,Real Valladolid
3,Sun Sep 6 2015,17:00,Córdoba CF,1-3,1-1,AD Alcorcón
3,Sun Sep 6 2015,19:15,CD Leganés,1-1,1-0,Real Zaragoza
3,Sun Sep 6 2015,19:15,UD Almería,2-1,0-1,CA Osasuna
4,Sat Sep 12 2015,18:00,CA Osasuna,2-1,1-0,CD Leganés
4,Sat Sep 12 2015,18:00,CD Alavés,2-3,0-2,CD Mirandés
4,Sat Sep 12 2015,18:00,Elche CF,1-0,1-0,Gimnàstic
4,Sat Sep 12 2015,18:00,Real Valladolid,1-0,1-0,Athletic Bilbao B
4,Sat Sep 12 2015,20:15,Real Zaragoza,0-1,0-1,Córdoba CF
4,Sun Sep 13 2015,12:00,Girona FC,0-0,0-0,SD Huesca
4,Sun Sep 13 2015,17:00,CD Lugo,1-0,0-0,UD Almería
4,Sun Sep 13 2015,17:00,Albacete,1-0,1-0,UE Llagostera
4,Sun Sep 13 2015,17:00,RCD Mallorca,0-0,0-0,CD Numancia
4,Sun Sep 13 2015,17:00,AD Alcorcón,1-0,0-0,SD Ponferradina
4,Sun Sep 13 2015,19:15,CD Tenerife,0-2,0-1,Real Oviedo
5,Sat Sep 19 2015,16:00,Real Oviedo,1-2,1-1,Girona FC
5,Sat Sep 19 2015,18:15,CD Leganés,0-0,0-0,CD Lugo
5,Sat Sep 19 2015,18:15,CD Mirandés,1-1,1-0,Albacete
5,Sat Sep 19 2015,18:15,UE Llagostera,0-2,0-0,CD Tenerife
5,Sat Sep 19 2015,18:15,Athletic Bilbao B,1-0,0-0,AD Alcorcón
5,Sun Sep 20 2015,19:15,Córdoba CF,1-0,1-0,SD Ponferradina
5,Sun Sep 20 2015,17:00,UD Almería,0-2,0-1,CD Alavés
5,Sun Sep 20 2015,17:00,SD Huesca,1-3,0-1,Elche CF
5,Sun Sep 20 2015,17:00,Gimnàstic,1-0,1-0,RCD Mallorca
5,Sun Sep 20 2015,17:00,CD Numancia,2-2,0-1,Real Valladolid
5,Sun Sep 20 2015,12:00,Real Zaragoza,0-1,0-1,CA Osasuna
6,Sat Sep 26 2015,18:00,CD Lugo,0-0,0-0,Real Zaragoza
6,Sat Sep 26 2015,18:00,RCD Mallorca,0-1,0-0,SD Huesca
6,Sat Sep 26 2015,18:00,AD Alcorcón,1-1,1-1,CD Numancia
6,Sat Sep 26 2015,18:00,SD Ponferradina,1-0,0-0,Athletic Bilbao B
6,Sat Sep 26 2015,20:15,CA Osasuna,0-0,0-0,Córdoba CF
6,Sun Sep 27 2015,19:15,Albacete,3-0,2-0,UD Almería
6,Sun Sep 27 2015,17:00,CD Alavés,0-0,0-0,CD Leganés
