Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 24 2015,18:30,CEST/+0200,FC Wacker Innsbruck,0-0,0-0,Kapfenberger SV 1919,2015-07-24T16:30Z
1,Fri Jul 24 2015,18:30,CEST/+0200,Austria Lustenau,2-0,1-0,1. Wiener Neustädter SC,2015-07-24T16:30Z
1,Fri Jul 24 2015,18:30,CEST/+0200,SK Austria Klagenfurt,4-0,3-0,FC Liefering,2015-07-24T16:30Z
1,Fri Jul 24 2015,20:30,CEST/+0200,SKN St. Pölten,2-2,2-2,Austria Salzburg,2015-07-24T18:30Z
1,Fri Jul 24 2015,18:30,CEST/+0200,LASK Linz,2-1,2-0,Floridsdorfer AC,2015-07-24T16:30Z
2,Fri Jul 31 2015,18:30,CEST/+0200,FC Liefering,2-1,1-1,SKN St. Pölten,2015-07-31T16:30Z
2,Fri Jul 31 2015,18:30,CEST/+0200,Kapfenberger SV 1919,1-0,0-0,Austria Lustenau,2015-07-31T16:30Z
2,Fri Jul 31 2015,18:30,CEST/+0200,Floridsdorfer AC,1-5,1-2,FC Wacker Innsbruck,2015-07-31T16:30Z
2,Fri Jul 31 2015,18:30,CEST/+0200,Austria Salzburg,1-1,0-1,SK Austria Klagenfurt,2015-07-31T16:30Z
2,Fri Jul 31 2015,20:30,CEST/+0200,1. Wiener Neustädter SC,0-0,0-0,LASK Linz,2015-07-31T18:30Z
3,Mon Aug 3 2015,18:30,CEST/+0200,FC Wacker Innsbruck,1-2,1-1,LASK Linz,2015-08-03T16:30Z
3,Tue Aug 4 2015,18:30,CEST/+0200,Austria Lustenau,0-1,0-0,SKN St. Pölten,2015-08-04T16:30Z
3,Tue Aug 4 2015,18:30,CEST/+0200,Austria Salzburg,3-0,2-0,1. Wiener Neustädter SC,2015-08-04T16:30Z
3,Tue Aug 4 2015,18:30,CEST/+0200,SK Austria Klagenfurt,1-0,0-0,Floridsdorfer AC,2015-08-04T16:30Z
3,Tue Aug 4 2015,18:30,CEST/+0200,Kapfenberger SV 1919,5-2,2-0,FC Liefering,2015-08-04T16:30Z
4,Fri Aug 7 2015,18:30,CEST/+0200,1. Wiener Neustädter SC,0-2,0-0,Kapfenberger SV 1919,2015-08-07T16:30Z
4,Fri Aug 7 2015,18:30,CEST/+0200,LASK Linz,2-0,0-0,SK Austria Klagenfurt,2015-08-07T16:30Z
4,Fri Aug 7 2015,18:30,CEST/+0200,SKN St. Pölten,0-3,0-2,FC Wacker Innsbruck,2015-08-07T16:30Z
4,Fri Aug 7 2015,18:30,CEST/+0200,Floridsdorfer AC,1-3,0-2,Austria Lustenau,2015-08-07T16:30Z
4,Fri Aug 7 2015,20:30,CEST/+0200,FC Liefering,5-3,3-1,Austria Salzburg,2015-08-07T18:30Z
5,Fri Aug 14 2015,18:30,CEST/+0200,Kapfenberger SV 1919,1-3,0-3,SKN St. Pölten,2015-08-14T16:30Z
5,Fri Aug 14 2015,18:30,CEST/+0200,FC Wacker Innsbruck,4-1,2-0,FC Liefering,2015-08-14T16:30Z
5,Fri Aug 14 2015,18:30,CEST/+0200,Austria Lustenau,2-1,1-1,LASK Linz,2015-08-14T16:30Z
5,Fri Aug 14 2015,18:30,CEST/+0200,Austria Salzburg,2-1,0-0,Floridsdorfer AC,2015-08-14T16:30Z
5,Fri Aug 14 2015,20:30,CEST/+0200,SK Austria Klagenfurt,1-0,0-0,1. Wiener Neustädter SC,2015-08-14T18:30Z
6,Fri Aug 21 2015,18:30,CEST/+0200,SKN St. Pölten,1-1,0-0,SK Austria Klagenfurt,2015-08-21T16:30Z
6,Fri Aug 21 2015,18:30,CEST/+0200,FC Wacker Innsbruck,1-0,1-0,Austria Lustenau,2015-08-21T16:30Z
6,Fri Aug 21 2015,18:30,CEST/+0200,Floridsdorfer AC,0-3,0-2,Kapfenberger SV 1919,2015-08-21T16:30Z
6,Fri Aug 21 2015,20:30,CEST/+0200,LASK Linz,2-0,2-0,Austria Salzburg,2015-08-21T18:30Z
6,Fri Aug 21 2015,18:30,CEST/+0200,FC Liefering,0-1,0-0,1. Wiener Neustädter SC,2015-08-21T16:30Z
7,Fri Aug 28 2015,18:30,CEST/+0200,1. Wiener Neustädter SC,1-0,1-0,Floridsdorfer AC,2015-08-28T16:30Z
7,Fri Aug 28 2015,18:30,CEST/+0200,LASK Linz,1-0,0-0,SKN St. Pölten,2015-08-28T16:30Z
7,Fri Aug 28 2015,18:30,CEST/+0200,Austria Lustenau,1-2,1-2,FC Liefering,2015-08-28T16:30Z
7,Fri Aug 28 2015,18:30,CEST/+0200,SK Austria Klagenfurt,5-1,1-1,Kapfenberger SV 1919,2015-08-28T16:30Z
7,Fri Aug 28 2015,20:30,CEST/+0200,Austria Salzburg,3-4,1-1,FC Wacker Innsbruck,2015-08-28T18:30Z
8,Fri Sep 11 2015,18:30,CEST/+0200,FC Liefering,4-1,3-1,Floridsdorfer AC,2015-09-11T16:30Z
8,Fri Sep 11 2015,18:30,CEST/+0200,SKN St. Pölten,2-0,2-0,1. Wiener Neustädter SC,2015-09-11T16:30Z
8,Fri Sep 11 2015,18:30,CEST/+0200,FC Wacker Innsbruck,4-2,1-1,SK Austria Klagenfurt,2015-09-11T16:30Z
8,Fri Sep 11 2015,18:30,CEST/+0200,Austria Lustenau,0-2,0-1,Austria Salzburg,2015-09-11T16:30Z
8,Fri Sep 11 2015,20:30,CEST/+0200,Kapfenberger SV 1919,1-5,0-3,LASK Linz,2015-09-11T18:30Z
9,Mon Sep 14 2015,18:30,CEST/+0200,Floridsdorfer AC,0-1,0-0,SKN St. Pölten,2015-09-14T16:30Z
9,Tue Sep 15 2015,18:30,CEST/+0200,LASK Linz,1-2,1-1,FC Liefering,2015-09-15T16:30Z
9,Tue Sep 15 2015,18:30,CEST/+0200,Austria Salzburg,0-2,0-0,Kapfenberger SV 1919,2015-09-15T16:30Z
9,Tue Sep 15 2015,18:30,CEST/+0200,SK Austria Klagenfurt,1-1,0-0,Austria Lustenau,2015-09-15T16:30Z
9,Tue Sep 15 2015,18:30,CEST/+0200,1. Wiener Neustädter SC,1-2,1-1,FC Wacker Innsbruck,2015-09-15T16:30Z
10,Fri Sep 18 2015,18:30,CEST/+0200,Floridsdorfer AC,0-2,0-0,LASK Linz,2015-09-18T16:30Z
10,Fri Sep 18 2015,18:30,CEST/+0200,Austria Salzburg,1-5,0-3,SKN St. Pölten,2015-09-18T16:30Z
10,Fri Sep 18 2015,18:30,CEST/+0200,1. Wiener Neustädter SC,1-3,0-2,Austria Lustenau,2015-09-18T16:30Z
10,Fri Sep 18 2015,18:30,CEST/+0200,FC Liefering,4-1,0-0,SK Austria Klagenfurt,2015-09-18T16:30Z
10,Fri Sep 18 2015,20:30,CEST/+0200,Kapfenberger SV 1919,1-4,1-3,FC Wacker Innsbruck,2015-09-18T18:30Z
11,Fri Sep 25 2015,18:30,CEST/+0200,SKN St. Pölten,1-0,0-0,FC Liefering,2015-09-25T16:30Z
11,Fri Sep 25 2015,18:30,CEST/+0200,Austria Lustenau,1-2,0-1,Kapfenberger SV 1919,2015-09-25T16:30Z
11,Fri Sep 25 2015,18:30,CEST/+0200,FC Wacker Innsbruck,1-1,0-1,Floridsdorfer AC,2015-09-25T16:30Z
11,Fri Sep 25 2015,20:30,CEST/+0200,SK Austria Klagenfurt,1-1,0-1,Austria Salzburg,2015-09-25T18:30Z
11,Fri Sep 25 2015,18:30,CEST/+0200,LASK Linz,0-0,0-0,1. Wiener Neustädter SC,2015-09-25T16:30Z
12,Fri Oct 2 2015,18:30,CEST/+0200,FC Liefering,5-1,1-1,Kapfenberger SV 1919,2015-10-02T16:30Z
12,Fri Oct 2 2015,18:30,CEST/+0200,SKN St. Pölten,0-1,0-0,Austria Lustenau,2015-10-02T16:30Z
12,Fri Oct 2 2015,18:30,CEST/+0200,1. Wiener Neustädter SC,2-0,1-0,Austria Salzburg,2015-10-02T16:30Z
12,Fri Oct 2 2015,18:30,CEST/+0200,Floridsdorfer AC,1-3,1-2,SK Austria Klagenfurt,2015-10-02T16:30Z
12,Fri Oct 2 2015,20:30,CEST/+0200,LASK Linz,0-1,0-1,FC Wacker Innsbruck,2015-10-02T18:30Z
13,Fri Oct 16 2015,18:30,CEST/+0200,Kapfenberger SV 1919,0-1,0-0,1. Wiener Neustädter SC,2015-10-16T16:30Z
13,Fri Oct 16 2015,18:30,CEST/+0200,Austria Salzburg,2-2,1-2,FC Liefering,2015-10-16T16:30Z
13,Fri Oct 16 2015,18:30,CEST/+0200,FC Wacker Innsbruck,1-3,0-0,SKN St. Pölten,2015-10-16T16:30Z
13,Fri Oct 16 2015,18:30,CEST/+0200,Austria Lustenau,1-0,1-0,Floridsdorfer AC,2015-10-16T16:30Z
13,Fri Oct 16 2015,20:30,CEST/+0200,SK Austria Klagenfurt,2-2,1-1,LASK Linz,2015-10-16T18:30Z
14,Mon Oct 19 2015,18:30,CEST/+0200,SKN St. Pölten,1-2,0-1,Kapfenberger SV 1919,2015-10-19T16:30Z
14,Tue Oct 20 2015,18:30,CEST/+0200,LASK Linz,2-1,0-0,Austria Lustenau,2015-10-20T16:30Z
14,Tue Oct 20 2015,18:30,CEST/+0200,Floridsdorfer AC,2-2,0-1,Austria Salzburg,2015-10-20T16:30Z
