Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Round 1,Fri Jul 17 2015,19:00,CEST/+0200,First Vienna FC,0-1,0-0,1. Wiener Neustädter SC,,,2015-07-17T17:00Z
Round 1,Fri Jul 17 2015,19:00,CEST/+0200,Völkermarkter ST 1868,2-2,0-0,FC Lendorf,2-2,3-4,2015-07-17T17:00Z
Round 1,Fri Jul 17 2015,19:00,CEST/+0200,SV Wallern,2-1,0-1,Vorwärts Steyr,,,2015-07-17T17:00Z
Round 1,Fri Jul 17 2015,19:00,CEST/+0200,USV Allerheiligen,0-3,0-1,Kapfenberger SV 1919,,,2015-07-17T17:00Z
Round 1,Fri Jul 17 2015,19:00,CEST/+0200,SV Lafnitz,1-2,0-2,SCR Altach,,,2015-07-17T17:00Z
Round 1,Fri Jul 17 2015,19:00,CEST/+0200,FC Blau Weiß Linz,1-1,1-1,FC Wacker Innsbruck,1-1,4-5,2015-07-17T17:00Z
Round 1,Fri Jul 17 2015,19:00,CEST/+0200,SC Weiz,1-5,1-3,Rapid Wien,,,2015-07-17T17:00Z
Round 1,Fri Jul 17 2015,19:00,CEST/+0200,SV Innsbruck,0-15,0-7,SV Ried,,,2015-07-17T17:00Z
Round 1,Fri Jul 17 2015,19:30,CEST/+0200,SKU Amstetten,2-2,0-1,ASK Kottingbrunn,3-2,,2015-07-17T17:30Z
Round 1,Fri Jul 17 2015,19:30,CEST/+0200,SV Horn,2-0,1-0,SC Ritzing,,,2015-07-17T17:30Z
Round 1,Fri Jul 17 2015,19:30,CEST/+0200,SV Oberwart,0-3,0-1,Austria Wien,,,2015-07-17T17:30Z
Round 1,Fri Jul 17 2015,19:30,CEST/+0200,SC Sollenau,0-3,0-1,SV Mattersburg,,,2015-07-17T17:30Z
Round 1,Fri Jul 17 2015,20:00,CEST/+0200,Kremser SC,8-1,3-1,SC Trausdorf,,,2015-07-17T18:00Z
Round 1,Fri Jul 17 2015,20:30,CEST/+0200,SC/ESV Parndorf,2-7,2-1,LASK Linz,,,2015-07-17T18:30Z
Round 1,Sat Jul 18 2015,16:00,CEST/+0200,Union Gurten,1-0,0-0,SV Grödig,,,2015-07-18T14:00Z
Round 1,Sat Jul 18 2015,17:00,CEST/+0200,ASK Ebreichsdorf,4-0,2-0,SC Red Star Penzing,,,2015-07-18T15:00Z
Round 1,Sat Jul 18 2015,17:00,CEST/+0200,SV Leobendorf,0-0,0-0,Wiener Sportklub,0-0,4-5,2015-07-18T15:00Z
Round 1,Sat Jul 18 2015,17:00,CEST/+0200,TSV Neumarkt,0-3,0-1,FC Hard,,,2015-07-18T15:00Z
Round 1,Sat Jul 18 2015,17:00,CEST/+0200,Schwarz-Weiß Bregenz,0-1,0-0,FC Wels,,,2015-07-18T15:00Z
Round 1,Sat Jul 18 2015,17:00,CEST/+0200,SC Golling,0-6,0-3,Floridsdorfer AC,,,2015-07-18T15:00Z
Round 1,Sat Jul 18 2015,17:00,CEST/+0200,Deutschlandsberger SC,0-7,0-1,RB Salzburg,,,2015-07-18T15:00Z
Round 1,Sat Jul 18 2015,17:30,CEST/+0200,ATSV Stadl-Paura,1-5,1-2,WSG Wattens,,,2015-07-18T15:30Z
Round 1,Sat Jul 18 2015,18:00,CEST/+0200,TSV St. Johann,4-0,3-0,FC Kitzbühel,,,2015-07-18T16:00Z
Round 1,Sat Jul 18 2015,18:00,CEST/+0200,FC Höchst,1-2,0-1,SV Seekirchen,,,2015-07-18T16:00Z
Round 1,Sat Jul 18 2015,18:00,CEST/+0200,FC Dornbirn,0-2,0-2,SKN St. Pölten,,,2015-07-18T16:00Z
Round 1,Sat Jul 18 2015,18:00,CEST/+0200,USC Eugendorf,2-2,0-0,Austria Salzburg,2-4,,2015-07-18T16:00Z
Round 1,Sat Jul 18 2015,19:00,CEST/+0200,SV Schwechat,1-1,1-1,FC Admira Wacker,1-1,2-4,2015-07-18T17:00Z
Round 1,Sat Jul 18 2015,20:30,CEST/+0200,TSV Hartberg,0-6,0-2,Sturm Graz,,,2015-07-18T18:30Z
Round 1,Sun Jul 19 2015,10:30,CEST/+0200,Annabichler SV,1-4,0-2,FC Stadlau,,,2015-07-19T08:30Z
Round 1,Sun Jul 19 2015,11:00,CEST/+0200,SVG Reichenau,1-4,0-2,SK Austria Klagenfurt,,,2015-07-19T09:00Z
Round 1,Sun Jul 19 2015,16:00,CEST/+0200,FC Lankowitz,3-1,0-0,Austria Lustenau,,,2015-07-19T14:00Z
Round 1,Sun Jul 19 2015,17:30,CEST/+0200,ASKÖ Köttmannsdorf,0-6,0-3,Wolfsberger AC,,,2015-07-19T15:30Z
Round 2,Tue Sep 22 2015,16:00,CEST/+0200,FC Stadlau,1-1,0-1,SK Austria Klagenfurt,2-1,,2015-09-22T14:00Z
Round 2,Tue Sep 22 2015,16:00,CEST/+0200,Union Gurten,1-3,1-1,SV Mattersburg,,,2015-09-22T14:00Z
Round 2,Tue Sep 22 2015,16:00,CEST/+0200,FC Hard,1-4,1-3,SKN St. Pölten,,,2015-09-22T14:00Z
Round 2,Tue Sep 22 2015,18:30,CEST/+0200,ASK Ebreichsdorf,3-1,1-1,1. Wiener Neustädter SC,,,2015-09-22T16:30Z
Round 2,Tue Sep 22 2015,19:00,CEST/+0200,TSV St. Johann,1-1,0-1,LASK Linz,1-1,4-5,2015-09-22T17:00Z
Round 2,Tue Sep 22 2015,19:00,CEST/+0200,FC Lankowitz,1-0,1-0,Floridsdorfer AC,,,2015-09-22T17:00Z
Round 2,Tue Sep 22 2015,19:00,CEST/+0200,WSG Wattens,0-0,0-0,Kapfenberger SV 1919,0-0,6-5,2015-09-22T17:00Z
Round 2,Tue Sep 22 2015,19:00,CEST/+0200,SV Seekirchen,0-7,0-5,Sturm Graz,,,2015-09-22T17:00Z
Round 2,Tue Sep 22 2015,19:00,CEST/+0200,FC Lendorf,0-5,0-1,Austria Salzburg,,,2015-09-22T17:00Z
Round 2,Tue Sep 22 2015,19:00,CEST/+0200,Kremser SC,2-2,1-0,FC Wacker Innsbruck,3-5,,2015-09-22T17:00Z
Round 2,Tue Sep 22 2015,19:30,CEST/+0200,SV Horn,2-2,1-2,RB Salzburg,2-3,,2015-09-22T17:30Z
Round 2,Tue Sep 22 2015,20:30,CEST/+0200,Wiener Sportklub,0-3,0-1,SCR Altach,,,2015-09-22T18:30Z
Round 2,Wed Sep 23 2015,18:00,CEST/+0200,SKU Amstetten,1-1,1-1,Rapid Wien,1-1,3-4,2015-09-23T16:00Z
Round 2,Wed Sep 23 2015,19:00,CEST/+0200,SV Wallern,1-1,0-0,FC Admira Wacker,2-2,2-4,2015-09-23T17:00Z
Round 2,Wed Sep 23 2015,19:00,CEST/+0200,FC Wels,0-7,0-5,Austria Wien,,,2015-09-23T17:00Z
Round 2,Wed Sep 23 2015,20:30,CEST/+0200,SV Ried,0-0,0-0,Wolfsberger AC,0-0,5-3,2015-09-23T18:30Z
Round of 16,Tue Oct 27 2015,18:30,CET/+0100,ASK Ebreichsdorf,2-3,0-1,Sturm Graz,,,2015-10-27T17:30Z
Round of 16,Tue Oct 27 2015,19:00,CET/+0100,FC Lankowitz,0-1,0-1,FC Admira Wacker,,,2015-10-27T18:00Z
Round of 16,Tue Oct 27 2015,19:00,CET/+0100,RB Salzburg,4-2,1-2,SV Ried,,,2015-10-27T18:00Z
Round of 16,Tue Oct 27 2015,20:30,CET/+0100,FC Wacker Innsbruck,0-2,0-2,LASK Linz,,,2015-10-27T19:30Z
Round of 16,Tue Oct 27 2015,18:30,CET/+0100,FC Stadlau,0-4,0-2,SKN St. Pölten,,,2015-10-27T17:30Z
Round of 16,Wed Oct 28 2015,20:30,CET/+0100,Rapid Wien,5-1,2-0,Austria Salzburg,,,2015-10-28T19:30Z
Round of 16,Wed Oct 28 2015,18:30,CET/+0100,WSG Wattens,0-2,0-1,SV Mattersburg,,,2015-10-28T17:30Z
Round of 16,Wed Nov 4 2015,18:00,CET/+0100,Austria Wien,2-1,1-1,SCR Altach,,,2015-11-04T17:00Z
Quarterfinals,Tue Feb 9 2016,19:00,CET/+0100,Austria Wien,1-0,1-0,LASK Linz,,,2016-02-09T18:00Z
Quarterfinals,Tue Feb 9 2016,18:30,CET/+0100,SV Mattersburg,1-2,0-1,SKN St. Pölten,,,2016-02-09T17:30Z
Quarterfinals,Wed Feb 10 2016,20:30,CET/+0100,Sturm Graz,0-1,0-1,RB Salzburg,,,2016-02-10T19:30Z
Quarterfinals,Wed Feb 10 2016,18:00,CET/+0100,Rapid Wien,0-1,0-0,FC Admira Wacker,,,2016-02-10T17:00Z
Semifinals,Tue Apr 19 2016,18:00,CEST/+0200,FC Admira Wacker,2-1,0-0,SKN St. Pölten,,,2016-04-19T16:00Z
Semifinals,Wed Apr 20 2016,20:30,CEST/+0200,RB Salzburg,5-2,0-1,Austria Wien,,,2016-04-20T18:30Z
Final,Thu May 19 2016,20:30,CEST/+0200,FC Admira Wacker,0-5,0-2,RB Salzburg,,,2016-05-19T18:30Z
