Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri May 13 2016,20:30,-0300,Oeste SP,0-1,0-1,Atlético Goianiense,2016-05-13T23:30Z
1,Fri May 13 2016,21:30,-0300,Tupi MG,0-1,0-0,Goiás GO,2016-05-14T00:30Z
1,Fri May 13 2016,19:15,-0300,Vila Nova GO,3-1,1-0,CA Bragantino,2016-05-13T22:15Z
1,Sat May 14 2016,16:00,-0300,Brasil de Pelotas RS,2-0,1-0,Paraná Clube,2016-05-14T19:00Z
1,Sat May 14 2016,16:00,-0300,Ceará CE,2-2,0-0,Paysandu PA,2016-05-14T19:00Z
1,Sat May 14 2016,16:00,-0300,Londrina PR,0-1,0-0,CR Brasil AL,2016-05-14T19:00Z
1,Sat May 14 2016,16:00,-0300,Sampaio Corrêa MA,0-4,0-2,Vasco da Gama RJ,2016-05-14T19:00Z
1,Sat May 14 2016,16:30,-0300,Criciúma SC,1-0,0-0,Náutico PE,2016-05-14T19:30Z
1,Sat May 14 2016,21:00,-0300,Bahia BA,2-1,1-0,Avaí SC,2016-05-15T00:00Z
1,Sat May 14 2016,21:00,-0300,Luverdense MT,1-1,0-0,Joinville SC,2016-05-15T00:00Z
2,Tue May 17 2016,19:55,-0300,CA Bragantino,0-1,0-0,Luverdense MT,2016-05-17T22:55Z
2,Tue May 17 2016,21:30,-0300,Náutico PE,3-2,2-1,Vila Nova GO,2016-05-18T00:30Z
2,Fri May 20 2016,20:30,-0300,Goiás GO,1-1,0-0,Londrina PR,2016-05-20T23:30Z
2,Fri May 20 2016,21:30,-0300,Joinville SC,0-0,0-0,Criciúma SC,2016-05-21T00:30Z
2,Fri May 20 2016,19:15,-0300,Atlético Goianiense,1-0,0-0,Brasil de Pelotas RS,2016-05-20T22:15Z
2,Sat May 21 2016,16:00,-0300,Paysandu PA,1-1,0-1,Oeste SP,2016-05-21T19:00Z
2,Sat May 21 2016,16:00,-0300,Vasco da Gama RJ,1-0,1-0,Tupi MG,2016-05-21T19:00Z
2,Sat May 21 2016,16:30,-0300,CR Brasil AL,0-3,0-0,Ceará CE,2016-05-21T19:30Z
2,Sat May 21 2016,16:30,-0300,Paraná Clube,0-0,0-0,Bahia BA,2016-05-21T19:30Z
2,Sat May 21 2016,16:00,-0300,Avaí SC,2-0,1-0,Sampaio Corrêa MA,2016-05-21T19:00Z
3,Tue May 24 2016,19:15,-0300,Brasil de Pelotas RS,2-0,1-0,CA Bragantino,2016-05-24T22:15Z
3,Tue May 24 2016,19:15,-0300,Ceará CE,0-1,0-0,Atlético Goianiense,2016-05-24T22:15Z
