Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
1,Sat May 14 2016,16:00,-0300,Palmeiras,4-0,1-0,Athletico Paranaense,,2016-05-14T19:00Z
1,Sat May 14 2016,18:30,-0300,Atlético Mineiro,1-0,1-0,Santos FC,,2016-05-14T21:30Z
1,Sat May 14 2016,21:00,-0300,Coritiba PR,1-0,0-0,Cruzeiro,,2016-05-15T00:00Z
1,Sat May 14 2016,16:00,-0300,Flamengo RJ,1-0,1-0,Sport Recife PE,,2016-05-14T19:00Z
1,Sun May 15 2016,11:00,-0300,Botafogo RJ,0-1,0-1,São Paulo FC,,2016-05-15T14:00Z
1,Sun May 15 2016,11:00,-0300,Santa Cruz PE,4-1,2-0,Vitória BA,,2016-05-15T14:00Z
1,Sun May 15 2016,16:00,-0300,Corinthians SP,0-0,0-0,Grêmio Porto Alegre,,2016-05-15T19:00Z
1,Sun May 15 2016,16:00,-0300,Figueirense SC,0-0,0-0,Ponte Preta,,2016-05-15T19:00Z
1,Sun May 15 2016,16:00,-0300,América MG,0-1,0-1,Fluminense RJ,,2016-05-15T19:00Z
1,Sun May 15 2016,18:30,-0300,Internacional,0-0,0-0,Chapecoense,,2016-05-15T21:30Z
2,Sat May 21 2016,16:00,-0300,Ponte Preta,2-1,2-0,Palmeiras,,2016-05-21T19:00Z
2,Sat May 21 2016,18:30,-0300,Fluminense RJ,2-2,0-0,Santa Cruz PE,,2016-05-21T21:30Z
2,Sat May 21 2016,21:00,-0300,Cruzeiro,2-2,0-1,Figueirense SC,,2016-05-22T00:00Z
2,Sun May 22 2016,11:00,-0300,Athletico Paranaense,1-1,1-0,Atlético Mineiro,,2016-05-22T14:00Z
2,Sun May 22 2016,16:00,-0300,Vitória BA,3-2,1-2,Corinthians SP,,2016-05-22T19:00Z
2,Sun May 22 2016,16:00,-0300,São Paulo FC,1-2,0-1,Internacional,,2016-05-22T19:00Z
2,Sun May 22 2016,16:00,-0300,Grêmio Porto Alegre,1-0,0-0,Flamengo RJ,,2016-05-22T19:00Z
2,Sun May 22 2016,16:00,-0300,Chapecoense,3-1,0-1,América MG,,2016-05-22T19:00Z
2,Sun May 22 2016,18:30,-0300,Sport Recife PE,1-1,1-1,Botafogo RJ,,2016-05-22T21:30Z
2,Sun May 22 2016,11:00,-0300,Santos FC,2-1,0-1,Coritiba PR,,2016-05-22T14:00Z
3,Wed May 25 2016,19:30,-0300,Botafogo RJ,2-1,1-0,Athletico Paranaense,,2016-05-25T22:30Z
3,Wed May 25 2016,19:30,-0300,Figueirense SC,2-2,1-1,Santos FC,,2016-05-25T22:30Z
3,Wed May 25 2016,21:00,-0300,Flamengo RJ,2-2,1-1,Chapecoense,,2016-05-26T00:00Z
3,Wed May 25 2016,21:00,-0300,América MG,1-1,0-0,Vitória BA,,2016-05-26T00:00Z
3,Wed May 25 2016,21:45,-0300,Palmeiras,2-0,0-0,Fluminense RJ,,2016-05-26T00:45Z
3,Wed May 25 2016,21:45,-0300,Coritiba PR,1-1,0-0,São Paulo FC,,2016-05-26T00:45Z
3,Wed May 25 2016,21:45,-0300,Santa Cruz PE,4-1,1-0,Cruzeiro,,2016-05-26T00:45Z
3,Thu May 26 2016,16:00,-0300,Internacional,1-0,0-0,Sport Recife PE,,2016-05-26T19:00Z
3,Thu May 26 2016,21:00,-0300,Atlético Mineiro,0-3,0-3,Grêmio Porto Alegre,,2016-05-27T00:00Z
3,Thu May 26 2016,11:00,-0300,Corinthians SP,3-0,2-0,Ponte Preta,,2016-05-26T14:00Z
4,Sat May 28 2016,18:30,-0300,Athletico Paranaense,2-1,2-0,Figueirense SC,,2016-05-28T21:30Z
4,Sat May 28 2016,21:00,-0300,Chapecoense,1-1,0-1,Santa Cruz PE,,2016-05-29T00:00Z
4,Sat May 28 2016,16:00,-0300,Cruzeiro,1-1,0-1,América MG,,2016-05-28T19:00Z
4,Sun May 29 2016,11:00,-0300,Ponte Preta,1-2,1-2,Flamengo RJ,,2016-05-29T14:00Z
4,Sun May 29 2016,11:00,-0300,Sport Recife PE,0-2,0-0,Corinthians SP,,2016-05-29T14:00Z
4,Sun May 29 2016,16:00,-0300,Vitória BA,1-1,0-1,Atlético Mineiro,,2016-05-29T19:00Z
4,Sun May 29 2016,16:00,-0300,Fluminense RJ,1-0,0-0,Botafogo RJ,,2016-05-29T19:00Z
4,Sun May 29 2016,16:00,-0300,São Paulo FC,1-0,1-0,Palmeiras,,2016-05-29T19:00Z
4,Sun May 29 2016,18:30,-0300,Santos FC,0-1,0-0,Internacional,,2016-05-29T21:30Z
4,Sun May 29 2016,18:30,-0300,Grêmio Porto Alegre,2-0,1-0,Coritiba PR,,2016-05-29T21:30Z
