Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
Fase Preliminar,5,Sat Jan 30 2021,15:30,-0300,Cabofriense RJ,1-0,1-0,Nova Iguaçu RJ,,2021-01-30T18:30Z
Fase Preliminar,5,Sat Jan 30 2021,15:30,-0300,Americano RJ,3-0,2-0,América RJ,,2021-01-30T18:30Z
Fase Preliminar,6,Wed Feb 3 2021,15:30,-0300,Friburguense RJ,0-1,0-0,Nova Iguaçu RJ,,2021-02-03T18:30Z
Fase Preliminar,6,Wed Feb 3 2021,15:30,-0300,Cabofriense RJ,2-1,1-1,Americano RJ,,2021-02-03T18:30Z
Fase Preliminar,6,Wed Feb 3 2021,15:30,-0300,Sampaio Corrêa RJ,0-0,0-0,América RJ,,2021-02-03T18:30Z
Fase Preliminar,7,Sat Feb 6 2021,15:30,-0300,Americano RJ,2-1,1-0,Friburguense RJ,,2021-02-06T18:30Z
Fase Preliminar,7,Sat Feb 6 2021,18:30,-0300,América RJ,1-1,0-0,Cabofriense RJ,,2021-02-06T21:30Z
Fase Preliminar,7,Sat Feb 6 2021,15:30,-0300,Nova Iguaçu RJ,1-0,1-0,Sampaio Corrêa RJ,,2021-02-06T18:30Z
Fase Preliminar,8,Wed Feb 10 2021,15:30,-0300,Sampaio Corrêa RJ,2-0,1-0,Americano RJ,,2021-02-10T18:30Z
Fase Preliminar,8,Wed Feb 10 2021,15:30,-0300,Friburguense RJ,2-5,1-2,Cabofriense RJ,,2021-02-10T18:30Z
Fase Preliminar,8,Wed Feb 10 2021,15:30,-0300,Nova Iguaçu RJ,1-0,0-0,América RJ,,2021-02-10T18:30Z
Fase Preliminar,9,Wed Feb 17 2021,15:30,-0300,América RJ,4-4,3-1,Friburguense RJ,,2021-02-17T18:30Z
Fase Preliminar,9,Wed Feb 17 2021,15:30,-0300,Americano RJ,1-3,0-1,Nova Iguaçu RJ,,2021-02-17T18:30Z
Fase Preliminar,9,Wed Feb 17 2021,15:30,-0300,Cabofriense RJ,2-1,1-1,Sampaio Corrêa RJ,,2021-02-17T18:30Z
Fase Preliminar,10,Sat Feb 20 2021,15:30,-0300,Sampaio Corrêa RJ,1-0,1-0,Friburguense RJ,,2021-02-20T18:30Z
Fase Preliminar,10,Sat Feb 20 2021,15:30,-0300,Nova Iguaçu RJ,1-1,0-1,Cabofriense RJ,,2021-02-20T18:30Z
Fase Preliminar,10,Sat Feb 20 2021,15:30,-0300,América RJ,3-1,1-1,Americano RJ,,2021-02-20T18:30Z
Taça Guanabara,1,Tue Mar 2 2021,21:35,-0300,Flamengo RJ,1-0,0-0,Nova Iguaçu RJ,,2021-03-03T00:35Z
Taça Guanabara,1,Wed Mar 3 2021,17:00,-0300,Volta Redonda RJ,2-2,1-0,Madureira RJ,,2021-03-03T20:00Z
Taça Guanabara,1,Wed Mar 3 2021,18:00,-0300,Botafogo RJ,0-0,0-0,Boavista RJ,,2021-03-03T21:00Z
Taça Guanabara,1,Wed Mar 3 2021,21:00,-0300,Vasco da Gama RJ,0-1,0-1,Portuguesa RJ,,2021-03-04T00:00Z
Taça Guanabara,1,Wed Mar 3 2021,15:00,-0300,Macaé Esporte RJ,0-1,0-0,Bangu RJ,,2021-03-03T18:00Z
Taça Guanabara,1,Thu Mar 4 2021,21:00,-0300,Resende FC RJ,2-1,0-0,Fluminense RJ,,2021-03-05T00:00Z
Taça Guanabara,2,Sat Mar 6 2021,18:00,-0300,Macaé Esporte RJ,0-2,0-1,Flamengo RJ,,2021-03-06T21:00Z
Taça Guanabara,2,Sat Mar 6 2021,21:05,-0300,Volta Redonda RJ,1-0,0-0,Vasco da Gama RJ,,2021-03-07T00:05Z
Taça Guanabara,2,Sun Mar 7 2021,16:00,-0300,Fluminense RJ,0-3,0-1,Portuguesa RJ,,2021-03-07T19:00Z
Taça Guanabara,2,Sun Mar 7 2021,18:00,-0300,Boavista RJ,2-0,1-0,Bangu RJ,,2021-03-07T21:00Z
Taça Guanabara,2,Sun Mar 7 2021,20:15,-0300,Botafogo RJ,3-0,3-0,Resende FC RJ,,2021-03-07T23:15Z
Taça Guanabara,2,Sun Mar 7 2021,15:30,-0300,Nova Iguaçu RJ,0-0,0-0,Madureira RJ,,2021-03-07T18:30Z
Taça Guanabara,3,Sat Mar 13 2021,15:30,-0300,Madureira RJ,0-0,0-0,Resende FC RJ,,2021-03-13T18:30Z
Taça Guanabara,3,Sat Mar 13 2021,18:00,-0300,Nova Iguaçu RJ,2-2,1-1,Vasco da Gama RJ,,2021-03-13T21:00Z
Taça Guanabara,3,Sat Mar 13 2021,21:05,-0300,Bangu RJ,0-0,0-0,Botafogo RJ,,2021-03-14T00:05Z
Taça Guanabara,3,Sun Mar 14 2021,18:00,-0300,Flamengo RJ,0-1,0-0,Fluminense RJ,,2021-03-14T21:00Z
Taça Guanabara,3,Sun Mar 14 2021,15:30,-0300,Portuguesa RJ,0-1,0-0,Volta Redonda RJ,,2021-03-14T18:30Z
Taça Guanabara,3,Mon Mar 15 2021,16:00,-0300,Boavista RJ,1-1,0-0,Macaé Esporte RJ,,2021-03-15T19:00Z
Taça Guanabara,4,Fri Mar 19 2021,21:00,-0300,Flamengo RJ,4-1,0-0,Resende FC RJ,,2021-03-20T00:00Z
Taça Guanabara,4,Sat Mar 20 2021,15:00,-0300,Volta Redonda RJ,1-0,0-0,Macaé Esporte RJ,,2021-03-20T18:00Z
Taça Guanabara,4,Sat Mar 20 2021,17:00,-0300,Boavista RJ,1-2,1-1,Nova Iguaçu RJ,,2021-03-20T20:00Z
Taça Guanabara,4,Sat Mar 20 2021,21:05,-0300,Bangu RJ,0-1,0-0,Fluminense RJ,,2021-03-21T00:05Z
Taça Guanabara,4,Sun Mar 21 2021,18:00,-0300,Vasco da Gama RJ,1-1,0-1,Botafogo RJ,,2021-03-21T21:00Z
Taça Guanabara,4,Sun Mar 21 2021,15:30,-0300,Madureira RJ,1-0,1-0,Portuguesa RJ,,2021-03-21T18:30Z
Taça Guanabara,5,Tue Mar 23 2021,15:30,-0300,Resende FC RJ,1-0,0-0,Volta Redonda RJ,,2021-03-23T18:30Z
Taça Guanabara,5,Tue Mar 23 2021,18:00,-0300,Boavista RJ,0-2,0-0,Fluminense RJ,,2021-03-23T21:00Z
Taça Guanabara,5,Wed Mar 24 2021,18:00,-0300,Vasco da Gama RJ,3-1,1-1,Macaé Esporte RJ,,2021-03-24T21:00Z
Taça Guanabara,5,Wed Mar 24 2021,21:35,-0300,Botafogo RJ,0-2,0-1,Flamengo RJ,,2021-03-25T00:35Z
Taça Guanabara,5,Wed Mar 24 2021,15:30,-0300,Madureira RJ,1-0,0-0,Bangu RJ,,2021-03-24T18:30Z
Taça Guanabara,5,Thu Mar 25 2021,15:30,-0300,Nova Iguaçu RJ,0-0,0-0,Portuguesa RJ,,2021-03-25T18:30Z
Taça Guanabara,6,Fri Mar 26 2021,16:00,-0300,Fluminense RJ,2-3,0-2,Volta Redonda RJ,,2021-03-26T19:00Z
Taça Guanabara,6,Sat Mar 27 2021,15:30,-0300,Vasco da Gama RJ,2-2,2-2,Madureira RJ,,2021-03-27T18:30Z
Taça Guanabara,6,Sat Mar 27 2021,15:30,-0300,Bangu RJ,0-0,0-0,Resende FC RJ,,2021-03-27T18:30Z
Taça Guanabara,6,Sat Mar 27 2021,21:05,-0300,Boavista RJ,1-1,1-1,Flamengo RJ,,2021-03-28T00:05Z
Taça Guanabara,6,Sun Mar 28 2021,18:00,-0300,Nova Iguaçu RJ,1-2,0-0,Botafogo RJ,,2021-03-28T21:00Z
Taça Guanabara,6,Sun Mar 28 2021,15:30,-0300,Portuguesa RJ,3-0,2-0,Macaé Esporte RJ,,2021-03-28T18:30Z
Taça Guanabara,7,Tue Mar 30 2021,21:35,-0300,Fluminense RJ,1-1,0-1,Vasco da Gama RJ,,2021-03-31T00:35Z
Taça Guanabara,7,Wed Mar 31 2021,15:30,-0300,Macaé Esporte RJ,1-3,1-1,Nova Iguaçu RJ,,2021-03-31T18:30Z
Taça Guanabara,7,Wed Mar 31 2021,17:00,-0300,Botafogo RJ,1-1,0-1,Madureira RJ,,2021-03-31T20:00Z
Taça Guanabara,7,Wed Mar 31 2021,21:00,-0300,Flamengo RJ,3-0,1-0,Bangu RJ,,2021-04-01T00:00Z
Taça Guanabara,7,Thu Apr 1 2021,18:00,-0300,Volta Redonda RJ,3-1,1-0,Boavista RJ,,2021-04-01T21:00Z
Taça Guanabara,7,Thu Apr 1 2021,15:30,-0300,Resende FC RJ,0-1,0-0,Portuguesa RJ,,2021-04-01T18:30Z
Taça Guanabara,8,Sat Apr 3 2021,21:05,-0300,Vasco da Gama RJ,4-2,1-1,Bangu RJ,,2021-04-04T00:05Z
Taça Guanabara,8,Sun Apr 4 2021,11:00,-0300,Resende FC RJ,1-4,1-2,Boavista RJ,,2021-04-04T14:00Z
Taça Guanabara,8,Sun Apr 4 2021,17:00,-0300,Botafogo RJ,1-1,1-0,Portuguesa RJ,,2021-04-04T20:00Z
Taça Guanabara,8,Sun Apr 4 2021,18:00,-0300,Volta Redonda RJ,3-2,2-0,Nova Iguaçu RJ,,2021-04-04T21:00Z
Taça Guanabara,8,Mon Apr 5 2021,21:00,-0300,Madureira RJ,1-5,0-4,Flamengo RJ,,2021-04-06T00:00Z
Taça Guanabara,8,Tue Apr 6 2021,21:35,-0300,Macaé Esporte RJ,0-4,0-1,Fluminense RJ,,2021-04-07T00:35Z
Taça Guanabara,9,Sat Apr 10 2021,15:30,-0300,Portuguesa RJ,5-1,1-1,Bangu RJ,,2021-04-10T18:30Z
Taça Guanabara,9,Sat Apr 10 2021,21:05,-0300,Volta Redonda RJ,2-2,1-1,Botafogo RJ,,2021-04-11T00:05Z
Taça Guanabara,9,Sat Apr 10 2021,15:30,-0300,Macaé Esporte RJ,1-3,0-1,Resende FC RJ,,2021-04-10T18:30Z
Taça Guanabara,9,Sun Apr 11 2021,15:30,-0300,Madureira RJ,0-0,0-0,Boavista RJ,,2021-04-11T18:30Z
Taça Guanabara,9,Sun Apr 11 2021,18:00,-0300,Fluminense RJ,3-1,0-0,Nova Iguaçu RJ,,2021-04-11T21:00Z
Taça Guanabara,9,Thu Apr 15 2021,19:00,-0300,Flamengo RJ,1-3,0-2,Vasco da Gama RJ,,2021-04-15T22:00Z
Taça Guanabara,10,Sat Apr 17 2021,16:00,-0300,Fluminense RJ,1-0,0-0,Botafogo RJ,,2021-04-17T19:00Z
Taça Guanabara,10,Sat Apr 17 2021,21:05,-0300,Portuguesa RJ,2-2,2-0,Flamengo RJ,,2021-04-18T00:05Z
Taça Guanabara,10,Sat Apr 17 2021,15:15,-0300,Madureira RJ,4-2,2-0,Macaé Esporte RJ,,2021-04-17T18:15Z
Taça Guanabara,10,Sun Apr 18 2021,15:15,-0300,Bangu RJ,1-1,1-0,Volta Redonda RJ,,2021-04-18T18:15Z
Taça Guanabara,10,Sun Apr 18 2021,15:15,-0300,Nova Iguaçu RJ,4-2,2-0,Resende FC RJ,,2021-04-18T18:15Z
Taça Guanabara,10,Sun Apr 18 2021,18:30,-0300,Boavista RJ,2-2,2-1,Vasco da Gama RJ,,2021-04-18T21:30Z
Taça Guanabara,11,Sat Apr 24 2021,19:00,-0300,Flamengo RJ,2-1,1-1,Volta Redonda RJ,,2021-04-24T22:00Z
Taça Guanabara,11,Sat Apr 24 2021,19:00,-0300,Portuguesa RJ,4-2,2-0,Boavista RJ,,2021-04-24T22:00Z
Taça Guanabara,11,Sat Apr 24 2021,16:00,-0300,Resende FC RJ,1-3,1-1,Vasco da Gama RJ,,2021-04-24T19:00Z
Taça Guanabara,11,Sun Apr 25 2021,11:05,-0300,Fluminense RJ,4-1,0-1,Madureira RJ,,2021-04-25T14:05Z
Taça Guanabara,11,Sun Apr 25 2021,15:15,-0300,Bangu RJ,0-1,0-0,Nova Iguaçu RJ,,2021-04-25T18:15Z
Taça Guanabara,11,Sun Apr 25 2021,18:00,-0300,Botafogo RJ,4-0,0-0,Macaé Esporte RJ,,2021-04-25T21:00Z
Taça Guanabara Finals,Semifinals,Sat May 1 2021,21:05,-0300,Volta Redonda RJ,0-3,0-0,Flamengo RJ,,2021-05-02T00:05Z
Taça Rio,Semifinals,Sat May 1 2021,15:15,-0300,Madureira RJ,1-0,0-0,Vasco da Gama RJ,,2021-05-01T18:15Z
Taça Guanabara Finals,Semifinals,Sun May 2 2021,16:00,-0300,Portuguesa RJ,1-1,1-0,Fluminense RJ,,2021-05-02T19:00Z
Taça Rio,Semifinals,Sun May 2 2021,18:00,-0300,Botafogo RJ,0-0,0-0,Nova Iguaçu RJ,,2021-05-02T21:00Z
Taça Guanabara Finals,Semifinals,Sat May 8 2021,21:05,-0300,Flamengo RJ,4-1,3-0,Volta Redonda RJ,,2021-05-09T00:05Z
Taça Rio,Semifinals,Sat May 8 2021,16:00,-0300,Vasco da Gama RJ,2-1,1-1,Madureira RJ,,2021-05-08T19:00Z
Taça Guanabara Finals,Semifinals,Sun May 9 2021,16:00,-0300,Fluminense RJ,3-1,1-1,Portuguesa RJ,,2021-05-09T19:00Z
Taça Rio,Semifinals,Sun May 9 2021,18:00,-0300,Nova Iguaçu RJ,0-1,0-0,Botafogo RJ,,2021-05-09T21:00Z
Taça Guanabara Finals,Final,Sat May 15 2021,21:05,-0300,Fluminense RJ,1-1,0-1,Flamengo RJ,,2021-05-16T00:05Z
Taça Rio,Final,Sun May 16 2021,11:05,-0300,Botafogo RJ,0-1,0-0,Vasco da Gama RJ,,2021-05-16T14:05Z
Taça Rio,Final,Sat May 22 2021,15:05,-0300,Vasco da Gama RJ,0-1,0-0,Botafogo RJ,3-0,2021-05-22T18:05Z
Taça Guanabara Finals,Final,Sat May 22 2021,21:05,-0300,Flamengo RJ,3-1,2-0,Fluminense RJ,,2021-05-23T00:05Z
