Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat May 29 2021,20:00,-0300,Bahia BA,3-0,0-0,Santos FC,2021-05-29T23:00Z
1,Sat May 29 2021,21:00,-0300,São Paulo FC,0-0,0-0,Fluminense RJ,2021-05-30T00:00Z
1,Sat May 29 2021,19:00,-0300,Cuiabá MT,2-2,1-2,Juventude RS,2021-05-29T22:00Z
1,Sun May 30 2021,11:00,-0300,Atlético Mineiro,1-2,1-0,Fortaleza CE,2021-05-30T14:00Z
1,Sun May 30 2021,16:00,-0300,Ceará CE,3-2,2-1,Grêmio Porto Alegre,2021-05-30T19:00Z
1,Sun May 30 2021,16:00,-0300,Flamengo RJ,1-0,0-0,Palmeiras,2021-05-30T19:00Z
1,Sun May 30 2021,18:15,-0300,Athletico Paranaense,1-0,0-0,América MG,2021-05-30T21:15Z
1,Sun May 30 2021,18:15,-0300,Chapecoense,0-3,0-2,Red Bull Bragantino,2021-05-30T21:15Z
1,Sun May 30 2021,18:15,-0300,Corinthians SP,0-1,0-1,Atlético Goianiense,2021-05-30T21:15Z
1,Sun May 30 2021,20:30,-0300,Internacional,2-2,2-0,Sport Recife PE,2021-05-30T23:30Z
2,Sat Jun 5 2021,21:00,-0300,Red Bull Bragantino,3-3,1-2,Bahia BA,2021-06-06T00:00Z
2,Sat Jun 5 2021,21:00,-0300,Santos FC,3-1,1-1,Ceará CE,2021-06-06T00:00Z
2,Sat Jun 5 2021,19:00,-0300,Atlético Goianiense,2-0,1-0,São Paulo FC,2021-06-05T22:00Z
2,Sun Jun 6 2021,11:00,-0300,Fluminense RJ,1-0,1-0,Cuiabá MT,2021-06-06T14:00Z
2,Sun Jun 6 2021,16:00,-0300,América MG,0-1,0-1,Corinthians SP,2021-06-06T19:00Z
2,Sun Jun 6 2021,16:00,-0300,Fortaleza CE,5-1,2-0,Internacional,2021-06-06T19:00Z
2,Sun Jun 6 2021,18:15,-0300,Juventude RS,0-3,0-0,Athletico Paranaense,2021-06-06T21:15Z
2,Sun Jun 6 2021,18:15,-0300,Palmeiras,3-1,3-0,Chapecoense,2021-06-06T21:15Z
2,Sun Jun 6 2021,20:30,-0300,Sport Recife PE,0-1,0-1,Atlético Mineiro,2021-06-06T23:30Z
3,Sat Jun 12 2021,19:00,-0300,Santos FC,0-0,0-0,Juventude RS,2021-06-12T22:00Z
3,Sat Jun 12 2021,19:00,-0300,Palmeiras,1-1,1-0,Corinthians SP,2021-06-12T22:00Z
3,Sun Jun 13 2021,16:00,-0300,Atlético Mineiro,1-0,1-0,São Paulo FC,2021-06-13T19:00Z
3,Sun Jun 13 2021,16:00,-0300,Flamengo RJ,2-0,1-0,América MG,2021-06-13T19:00Z
3,Sun Jun 13 2021,16:00,-0300,Grêmio Porto Alegre,0-1,0-1,Athletico Paranaense,2021-06-13T19:00Z
3,Sun Jun 13 2021,20:30,-0300,Bahia BA,0-1,0-1,Internacional,2021-06-13T23:30Z
3,Sun Jun 13 2021,20:30,-0300,Red Bull Bragantino,2-2,2-0,Fluminense RJ,2021-06-13T23:30Z
3,Sun Jun 13 2021,20:30,-0300,Fortaleza CE,1-0,0-0,Sport Recife PE,2021-06-13T23:30Z
3,Sun Jun 13 2021,20:30,-0300,Chapecoense,0-0,0-0,Ceará CE,2021-06-13T23:30Z
4,Wed Jun 16 2021,19:00,-0300,São Paulo FC,1-1,1-0,Chapecoense,2021-06-16T22:00Z
4,Wed Jun 16 2021,20:30,-0300,Corinthians SP,1-2,1-0,Red Bull Bragantino,2021-06-16T23:30Z
4,Wed Jun 16 2021,19:00,-0300,Internacional,0-1,0-1,Atlético Mineiro,2021-06-16T22:00Z
4,Wed Jun 16 2021,21:30,-0300,Juventude RS,0-3,0-0,Palmeiras,2021-06-17T00:30Z
4,Thu Jun 17 2021,19:00,-0300,Sport Recife PE,1-0,1-0,Grêmio Porto Alegre,2021-06-17T22:00Z
4,Thu Jun 17 2021,19:00,-0300,Atlético Goianiense,0-0,0-0,Fortaleza CE,2021-06-17T22:00Z
4,Thu Jun 17 2021,16:00,-0300,América MG,0-0,0-0,Cuiabá MT,2021-06-17T19:00Z
4,Thu Jun 17 2021,16:00,-0300,Ceará CE,1-2,1-2,Bahia BA,2021-06-17T19:00Z
4,Thu Jun 17 2021,19:00,-0300,Fluminense RJ,1-0,0-0,Santos FC,2021-06-17T22:00Z
5,Sat Jun 19 2021,21:00,-0300,Flamengo RJ,2-3,1-1,Red Bull Bragantino,2021-06-20T00:00Z
5,Sun Jun 20 2021,18:15,-0300,Fortaleza CE,1-1,0-0,Fluminense RJ,2021-06-20T21:15Z
5,Sun Jun 20 2021,20:30,-0300,Juventude RS,1-0,0-0,Sport Recife PE,2021-06-20T23:30Z
5,Sun Jun 20 2021,18:15,-0300,Santos FC,2-0,2-0,São Paulo FC,2021-06-20T21:15Z
5,Sun Jun 20 2021,11:00,-0300,Palmeiras,2-1,1-1,América MG,2021-06-20T14:00Z
5,Sun Jun 20 2021,16:00,-0300,Bahia BA,0-0,0-0,Corinthians SP,2021-06-20T19:00Z
5,Sun Jun 20 2021,16:00,-0300,Internacional,1-1,1-1,Ceará CE,2021-06-20T19:00Z
5,Sun Jun 20 2021,18:15,-0300,Athletico Paranaense,2-1,1-1,Atlético Goianiense,2021-06-20T21:15Z
5,Mon Jun 21 2021,20:00,-0300,Atlético Mineiro,1-1,1-0,Chapecoense,2021-06-21T23:00Z
6,Wed Jun 23 2021,19:00,-0300,Atlético Goianiense,1-0,0-0,Fluminense RJ,2021-06-23T22:00Z
6,Wed Jun 23 2021,19:00,-0300,Red Bull Bragantino,3-1,2-0,Palmeiras,2021-06-23T22:00Z
6,Wed Jun 23 2021,19:00,-0300,Flamengo RJ,2-1,2-0,Fortaleza CE,2021-06-23T22:00Z
6,Wed Jun 23 2021,19:00,-0300,São Paulo FC,2-2,2-2,Cuiabá MT,2021-06-23T22:00Z
6,Thu Jun 24 2021,21:30,-0300,Bahia BA,2-1,1-1,Athletico Paranaense,2021-06-25T00:30Z
6,Thu Jun 24 2021,21:30,-0300,Grêmio Porto Alegre,2-2,2-1,Santos FC,2021-06-25T00:30Z
6,Thu Jun 24 2021,19:00,-0300,Chapecoense,1-2,0-2,Internacional,2021-06-24T22:00Z
6,Thu Jun 24 2021,19:00,-0300,Corinthians SP,2-1,1-0,Sport Recife PE,2021-06-24T22:00Z
6,Thu Jun 24 2021,16:00,-0300,América MG,1-1,0-1,Juventude RS,2021-06-24T19:00Z
