Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
Gruppe A,1,Sat May 29 2021,15:30,-0300,Floresta CE,2-0,2-0,Jacuipense BA,2021-05-29T18:30Z
Gruppe A,1,Sat May 29 2021,17:00,-0300,Botafogo PB,0-0,0-0,Ferroviário CE,2021-05-29T20:00Z
Gruppe A,1,Sat May 29 2021,19:00,-0300,Tombense MG,1-1,1-0,Paysandu PA,2021-05-29T22:00Z
Gruppe B,1,Sat May 29 2021,17:00,-0300,Criciúma SC,1-0,0-0,Ituano SP,2021-05-29T20:00Z
Gruppe B,1,Sat May 29 2021,16:00,-0300,Grêmio Novorizontino SP,1-0,1-0,Figueirense SC,2021-05-29T19:00Z
Gruppe A,1,Sun May 30 2021,18:00,-0300,Manaus AM,2-0,1-0,Santa Cruz PE,2021-05-30T21:00Z
Gruppe A,1,Sun May 30 2021,16:00,-0300,Altos PI,3-0,1-0,Volta Redonda RJ,2021-05-30T19:00Z
Gruppe B,1,Sun May 30 2021,20:00,-0300,Botafogo SP,1-0,0-0,São José RS,2021-05-30T23:00Z
Gruppe B,1,Mon May 31 2021,20:00,-0300,Ypiranga RS,2-0,1-0,Paraná Clube,2021-05-31T23:00Z
Gruppe B,2,Sat Jun 5 2021,16:00,-0300,Figueirense SC,1-0,1-0,Oeste SP,2021-06-05T19:00Z
Gruppe A,2,Sat Jun 5 2021,15:30,-0300,Ferroviário CE,1-0,1-0,Altos PI,2021-06-05T18:30Z
Gruppe A,2,Sat Jun 5 2021,17:00,-0300,Santa Cruz PE,0-0,0-0,Floresta CE,2021-06-05T20:00Z
Gruppe B,2,Sat Jun 5 2021,19:00,-0300,Paraná Clube,0-1,0-1,Botafogo SP,2021-06-05T22:00Z
Gruppe B,2,Sat Jun 5 2021,17:00,-0300,Mirassol SP,1-2,0-2,Ypiranga RS,2021-06-05T20:00Z
Gruppe B,2,Sat Jun 5 2021,11:00,-0300,Ituano SP,1-4,0-3,Grêmio Novorizontino SP,2021-06-05T14:00Z
Gruppe A,2,Sun Jun 6 2021,16:00,-0300,Jacuipense BA,1-1,1-0,Tombense MG,2021-06-06T19:00Z
Gruppe A,2,Sun Jun 6 2021,16:00,-0300,Volta Redonda RJ,5-0,1-0,Manaus AM,2021-06-06T19:00Z
Gruppe B,2,Sun Jun 6 2021,18:00,-0300,São José RS,0-0,0-0,Criciúma SC,2021-06-06T21:00Z
Gruppe A,2,Mon Jun 7 2021,20:00,-0300,Paysandu PA,0-2,0-1,Botafogo PB,2021-06-07T23:00Z
Gruppe B,3,Sat Jun 12 2021,15:00,-0300,São José RS,0-0,0-0,Ituano SP,2021-06-12T18:00Z
Gruppe B,3,Sat Jun 12 2021,17:00,-0300,Botafogo SP,1-3,0-2,Mirassol SP,2021-06-12T20:00Z
Gruppe A,3,Sat Jun 12 2021,17:00,-0300,Manaus AM,2-1,1-1,Floresta CE,2021-06-12T20:00Z
Gruppe A,3,Sat Jun 12 2021,19:00,-0300,Jacuipense BA,0-2,0-2,Paysandu PA,2021-06-12T22:00Z
Gruppe B,3,Sat Jun 12 2021,15:00,-0300,Grêmio Novorizontino SP,0-0,0-0,Oeste SP,2021-06-12T18:00Z
Gruppe A,3,Sun Jun 13 2021,16:00,-0300,Botafogo PB,1-2,0-0,Volta Redonda RJ,2021-06-13T19:00Z
Gruppe A,3,Sun Jun 13 2021,11:00,-0300,Tombense MG,2-2,1-2,Altos PI,2021-06-13T14:00Z
Gruppe B,3,Sun Jun 13 2021,16:00,-0300,Paraná Clube,1-1,1-1,Figueirense SC,2021-06-13T19:00Z
Gruppe B,3,Sun Jun 13 2021,11:00,-0300,Criciúma SC,2-1,2-0,Ypiranga RS,2021-06-13T14:00Z
Gruppe A,3,Mon Jun 14 2021,20:00,-0300,Ferroviário CE,1-0,0-0,Santa Cruz PE,2021-06-14T23:00Z
Gruppe B,1,Wed Jun 16 2021,16:00,-0300,Oeste SP,0-1,0-0,Mirassol SP,2021-06-16T19:00Z
Gruppe A,4,Fri Jun 18 2021,20:00,-0300,Tombense MG,3-0,2-0,Ferroviário CE,2021-06-18T23:00Z
Gruppe A,4,Sat Jun 19 2021,15:30,-0300,Floresta CE,0-0,0-0,Botafogo PB,2021-06-19T18:30Z
Gruppe A,4,Sat Jun 19 2021,17:00,-0300,Paysandu PA,0-0,0-0,Volta Redonda RJ,2021-06-19T20:00Z
Gruppe B,4,Sat Jun 19 2021,17:00,-0300,Ituano SP,2-1,1-1,Paraná Clube,2021-06-19T20:00Z
Gruppe B,4,Sat Jun 19 2021,19:00,-0300,Oeste SP,0-0,0-0,Criciúma SC,2021-06-19T22:00Z
Gruppe B,4,Sat Jun 19 2021,11:00,-0300,Grêmio Novorizontino SP,1-0,1-0,São José RS,2021-06-19T14:00Z
Gruppe A,4,Sun Jun 20 2021,16:00,-0300,Altos PI,3-2,2-0,Manaus AM,2021-06-20T19:00Z
Gruppe B,4,Sun Jun 20 2021,11:00,-0300,Ypiranga RS,3-0,3-0,Botafogo SP,2021-06-20T14:00Z
Gruppe B,4,Sun Jun 20 2021,18:00,-0300,Figueirense SC,1-1,0-1,Mirassol SP,2021-06-20T21:00Z
Gruppe A,4,Mon Jun 21 2021,20:00,-0300,Santa Cruz PE,2-2,0-0,Jacuipense BA,2021-06-21T23:00Z
Gruppe A,5,Fri Jun 25 2021,20:00,-0300,Botafogo PB,2-0,1-0,Altos PI,2021-06-25T23:00Z
Gruppe A,5,Sat Jun 26 2021,17:00,-0300,Manaus AM,2-1,1-0,Tombense MG,2021-06-26T20:00Z
Gruppe A,5,Sat Jun 26 2021,15:00,-0300,Jacuipense BA,1-0,1-0,Ferroviário CE,2021-06-26T18:00Z
Gruppe B,5,Sat Jun 26 2021,17:00,-0300,Mirassol SP,1-2,1-0,Ituano SP,2021-06-26T20:00Z
Gruppe B,5,Sat Jun 26 2021,11:00,-0300,Paraná Clube,3-1,3-0,São José RS,2021-06-26T14:00Z
Gruppe A,5,Sat Jun 26 2021,19:00,-0300,Volta Redonda RJ,0-0,0-0,Santa Cruz PE,2021-06-26T22:00Z
Gruppe B,5,Sun Jun 27 2021,11:00,-0300,Botafogo SP,1-0,1-0,Oeste SP,2021-06-27T14:00Z
Gruppe A,5,Sun Jun 27 2021,15:30,-0300,Floresta CE,0-2,0-0,Paysandu PA,2021-06-27T18:30Z
