Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 9 2008,15:00,BST/+0100,Accrington Stanley,0-1,0-1,Aldershot Town,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Barnet FC,1-3,1-0,Chesterfield FC,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,AFC Bournemouth,1-1,1-0,Gillingham FC,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Bradford City,2-1,1-0,Notts County,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Bury FC,1-0,1-0,Brentford FC,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Dagenham & Redbridge,6-0,2-0,Chester City,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Darlington FC,1-1,1-0,Exeter City,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Grimsby Town,0-0,0-0,Rochdale AFC,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Luton Town,1-3,1-2,Port Vale FC,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Rotherham United,1-0,1-0,Lincoln City,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Shrewsbury Town,4-0,1-0,Macclesfield Town,2008-08-09T14:00Z
1,Sat Aug 9 2008,15:00,BST/+0100,Wycombe Wanderers,1-1,1-0,Morecambe FC,2008-08-09T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Aldershot Town,1-1,0-0,AFC Bournemouth,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Brentford FC,4-0,3-0,Grimsby Town,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Chester City,0-2,0-1,Wycombe Wanderers,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Chesterfield FC,1-3,0-3,Bury FC,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Exeter City,0-1,0-0,Shrewsbury Town,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Gillingham FC,0-1,0-1,Luton Town,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Lincoln City,1-3,1-0,Dagenham & Redbridge,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Macclesfield Town,0-2,0-2,Bradford City,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Morecambe FC,1-3,0-2,Rotherham United,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Notts County,0-0,0-0,Darlington FC,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Port Vale FC,0-2,0-1,Accrington Stanley,2008-08-16T14:00Z
2,Sat Aug 16 2008,15:00,BST/+0100,Rochdale AFC,3-1,2-1,Barnet FC,2008-08-16T14:00Z
3,Sat Aug 23 2008,12:00,BST/+0100,Grimsby Town,0-1,0-1,Chesterfield FC,2008-08-23T11:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Accrington Stanley,2-0,0-0,Macclesfield Town,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Barnet FC,0-1,0-1,Brentford FC,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,AFC Bournemouth,0-1,0-0,Exeter City,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Bradford City,2-0,2-0,Rochdale AFC,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Bury FC,2-1,2-1,Morecambe FC,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Dagenham & Redbridge,1-1,1-1,Port Vale FC,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Darlington FC,1-2,0-1,Gillingham FC,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Luton Town,1-1,0-0,Notts County,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Rotherham United,3-1,3-1,Chester City,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Shrewsbury Town,1-0,0-0,Aldershot Town,2008-08-23T14:00Z
3,Sat Aug 23 2008,15:00,BST/+0100,Wycombe Wanderers,1-0,1-0,Lincoln City,2008-08-23T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Aldershot Town,3-2,0-1,Bradford City,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Brentford FC,0-0,0-0,Rotherham United,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Chester City,5-1,1-0,Barnet FC,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Chesterfield FC,0-1,0-1,Wycombe Wanderers,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Exeter City,0-1,0-0,Luton Town,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Gillingham FC,1-0,0-0,Accrington Stanley,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Lincoln City,1-1,0-1,Grimsby Town,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Macclesfield Town,0-6,0-1,Darlington FC,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Morecambe FC,1-2,0-0,Dagenham & Redbridge,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Notts County,2-2,1-0,Shrewsbury Town,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Port Vale FC,3-1,1-0,AFC Bournemouth,2008-08-30T14:00Z
4,Sat Aug 30 2008,15:00,BST/+0100,Rochdale AFC,1-1,0-1,Bury FC,2008-08-30T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Aldershot Town,2-1,2-1,Darlington FC,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Brentford FC,2-1,2-0,Dagenham & Redbridge,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Chester City,1-1,1-0,Bury FC,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Chesterfield FC,1-0,0-0,Rotherham United,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Exeter City,2-1,1-1,Accrington Stanley,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Gillingham FC,3-0,1-0,Grimsby Town,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Lincoln City,2-0,0-0,Barnet FC,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Macclesfield Town,2-1,1-0,Luton Town,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Morecambe FC,1-0,1-0,Shrewsbury Town,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Notts County,1-1,1-1,AFC Bournemouth,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Port Vale FC,0-2,0-1,Bradford City,2008-09-06T14:00Z
5,Sat Sep 6 2008,15:00,BST/+0100,Rochdale AFC,0-1,0-1,Wycombe Wanderers,2008-09-06T14:00Z
6,Sat Sep 13 2008,15:00,BST/+0100,Accrington Stanley,1-1,0-0,Notts County,2008-09-13T14:00Z
