Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat May 25 2013,18:30,-0300,Vitória BA,2-2,2-1,Internacional,2013-05-25T21:30Z
1,Sat May 25 2013,21:00,-0300,Corinthians SP,1-1,0-1,Botafogo RJ,2013-05-26T00:00Z
1,Sat May 25 2013,18:30,-0300,Vasco da Gama RJ,1-0,0-0,Portuguesa SP,2013-05-25T21:30Z
1,Sun May 26 2013,16:00,-0300,Grêmio Porto Alegre,2-0,1-0,Náutico PE,2013-05-26T19:00Z
1,Sun May 26 2013,16:00,-0300,Ponte Preta,0-2,0-2,São Paulo FC,2013-05-26T19:00Z
1,Sun May 26 2013,16:00,-0300,Criciúma SC,3-1,1-0,Bahia BA,2013-05-26T19:00Z
1,Sun May 26 2013,16:00,-0300,Santos FC,0-0,0-0,Flamengo RJ,2013-05-26T19:00Z
1,Sun May 26 2013,18:30,-0300,Fluminense RJ,2-1,1-1,Athletico Paranaense,2013-05-26T21:30Z
1,Sun May 26 2013,18:30,-0300,Cruzeiro,5-0,4-0,Goiás GO,2013-05-26T21:30Z
1,Sun May 26 2013,18:30,-0300,Coritiba PR,2-1,0-0,Atlético Mineiro,2013-05-26T21:30Z
2,Wed May 29 2013,19:30,-0300,Botafogo RJ,2-1,2-0,Santos FC,2013-05-29T22:30Z
2,Wed May 29 2013,19:30,-0300,São Paulo FC,5-1,0-0,Vasco da Gama RJ,2013-05-29T22:30Z
2,Wed May 29 2013,21:00,-0300,Flamengo RJ,0-2,0-1,Ponte Preta,2013-05-30T00:00Z
2,Wed May 29 2013,21:00,-0300,Bahia BA,0-0,0-0,Coritiba PR,2013-05-30T00:00Z
2,Wed May 29 2013,21:00,-0300,Náutico PE,0-3,0-2,Vitória BA,2013-05-30T00:00Z
2,Wed May 29 2013,22:00,-0300,Goiás GO,1-1,1-0,Corinthians SP,2013-05-30T01:00Z
2,Wed May 29 2013,15:00,-0300,Athletico Paranaense,2-2,2-1,Cruzeiro,2013-05-29T18:00Z
2,Thu May 30 2013,19:30,-0300,Internacional,2-0,2-0,Criciúma SC,2013-05-30T22:30Z
