Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
1,Sat Aug 3 2019,12:30,BST/+0100,Stockport County,0-1,0-0,Maidenhead United,,2019-08-03T11:30Z
1,Sat Aug 3 2019,15:00,BST/+0100,Aldershot Town,1-2,0-1,AFC Fylde,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Barnet FC,1-0,0-0,Yeovil Town,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Chesterfield FC,1-2,0-0,Dover Athletic,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Chorley FC,0-0,0-0,Bromley FC,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Dagenham & Redbridge,0-2,0-1,Woking FC,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Eastleigh FC,1-0,1-0,Notts County,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Ebbsfleet United,1-4,1-1,Halifax Town,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Harrogate Town,2-2,0-1,Solihull Moors,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Hartlepool United,1-3,1-2,Sutton United,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Torquay United,2-1,0-0,Boreham Wood,,2019-08-03T14:00Z
1,Sat Aug 3 2019,15:00,BST/+0100,Wrexham AFC,2-1,0-1,Barrow AFC,,2019-08-03T14:00Z
2,Tue Aug 6 2019,19:45,BST/+0100,AFC Fylde,0-0,0-0,Chorley FC,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Barrow AFC,0-3,0-1,Harrogate Town,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Boreham Wood,2-2,0-1,Wrexham AFC,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Bromley FC,3-1,2-0,Ebbsfleet United,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Dover Athletic,1-2,1-1,Dagenham & Redbridge,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Halifax Town,2-0,0-0,Hartlepool United,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Maidenhead United,1-1,0-0,Chesterfield FC,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Notts County,1-1,1-0,Stockport County,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Solihull Moors,3-0,3-0,Torquay United,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Sutton United,1-1,0-1,Barnet FC,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Woking FC,0-1,0-1,Aldershot Town,,2019-08-06T18:45Z
2,Tue Aug 6 2019,19:45,BST/+0100,Yeovil Town,1-0,1-0,Eastleigh FC,,2019-08-06T18:45Z
3,Sat Aug 10 2019,15:00,BST/+0100,AFC Fylde,1-0,1-0,Ebbsfleet United,,2019-08-10T14:00Z
3,Sat Aug 10 2019,15:00,BST/+0100,Barrow AFC,2-0,0-0,Eastleigh FC,,2019-08-10T14:00Z
3,Sat Aug 10 2019,15:00,BST/+0100,Boreham Wood,2-2,1-2,Chesterfield FC,,2019-08-10T14:00Z
3,Sat Aug 10 2019,15:00,BST/+0100,Bromley FC,3-3,2-1,Torquay United,,2019-08-10T14:00Z
3,Sat Aug 10 2019,15:00,BST/+0100,Dover Athletic,2-1,0-1,Wrexham AFC,,2019-08-10T14:00Z
3,Sat Aug 10 2019,15:00,BST/+0100,Halifax Town,1-0,1-0,Dagenham & Redbridge,,2019-08-10T14:00Z
