Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
16,Sat Nov 30 2019,15:00,GMT/+0000,Macclesfield Town,1-1,1-0,Bradford City,,2019-11-30T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Morecambe FC,1-1,0-0,Carlisle United,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Port Vale FC,0-1,0-0,Walsall FC,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Oldham Athletic,1-1,1-1,Leyton Orient,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Mansfield Town,0-3,0-1,Cheltenham Town,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Grimsby Town,0-3,0-2,Swindon Town,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Bradford City,1-0,0-0,Newport County,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Cambridge United,1-0,1-0,Plymouth Argyle,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Colchester United,1-0,0-0,Salford City,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Exeter City,3-2,1-1,Northampton Town,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Forest Green Rovers,0-2,0-0,Scunthorpe United,,2019-12-07T15:00Z
20,Sat Dec 7 2019,15:00,GMT/+0000,Stevenage FC,0-0,0-0,Crawley Town,,2019-12-07T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Crawley Town,0-0,0-0,Port Vale FC,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Swindon Town,2-0,1-0,Oldham Athletic,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Walsall FC,1-1,0-1,Macclesfield Town,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Scunthorpe United,2-2,1-0,Colchester United,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Salford City,0-1,0-1,Exeter City,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Plymouth Argyle,3-0,2-0,Morecambe FC,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Carlisle United,0-0,0-0,Grimsby Town,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Cheltenham Town,1-1,0-1,Cambridge United,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Northampton Town,1-0,1-0,Forest Green Rovers,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Crewe Alexandra,1-1,1-1,Mansfield Town,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Leyton Orient,0-0,0-0,Bradford City,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Newport County,1-1,0-1,Stevenage FC,,2019-12-14T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Cambridge United,2-3,0-3,Leyton Orient,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Port Vale FC,1-1,1-1,Cheltenham Town,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Oldham Athletic,2-1,0-1,Crawley Town,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Morecambe FC,2-1,0-1,Newport County,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Mansfield Town,1-1,0-0,Northampton Town,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Forest Green Rovers,2-2,0-2,Swindon Town,,2019-12-21T15:00Z
22,Sat Dec 21 2019,13:00,GMT/+0000,Grimsby Town,0-1,0-0,Scunthorpe United,,2019-12-21T13:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Bradford City,1-1,0-0,Salford City,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Stevenage FC,1-5,0-2,Crewe Alexandra,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Colchester United,3-0,2-0,Carlisle United,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Exeter City,3-3,2-3,Walsall FC,,2019-12-21T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Scunthorpe United,0-2,0-1,Walsall FC,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Salford City,3-1,2-0,Crewe Alexandra,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Morecambe FC,1-2,0-1,Oldham Athletic,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Mansfield Town,2-2,0-0,Port Vale FC,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Swindon Town,4-0,3-0,Cambridge United,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Stevenage FC,0-0,0-0,Forest Green Rovers,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Macclesfield Town,1-1,0-0,Grimsby Town,,2019-12-26T15:00Z
23,Thu Dec 26 2019,13:00,GMT/+0000,Leyton Orient,1-3,0-1,Colchester United,,2019-12-26T13:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Carlisle United,0-0,0-0,Bradford City,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Cheltenham Town,0-1,0-1,Plymouth Argyle,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Crawley Town,4-0,1-0,Northampton Town,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Exeter City,1-0,1-0,Newport County,,2019-12-26T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Newport County,1-1,0-1,Leyton Orient,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Northampton Town,1-1,1-1,Cheltenham Town,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Oldham Athletic,1-4,0-3,Salford City,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Plymouth Argyle,2-1,1-0,Stevenage FC,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Walsall FC,1-2,0-0,Carlisle United,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Port Vale FC,2-0,1-0,Swindon Town,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Grimsby Town,1-1,1-1,Crawley Town,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Bradford City,2-0,1-0,Mansfield Town,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Cambridge United,1-0,0-0,Morecambe FC,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Colchester United,2-2,1-1,Exeter City,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Crewe Alexandra,3-1,2-0,Scunthorpe United,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Forest Green Rovers,1-0,0-0,Macclesfield Town,,2019-12-29T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Newport County,1-1,0-0,Cheltenham Town,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Port Vale FC,2-2,1-0,Macclesfield Town,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Plymouth Argyle,1-2,1-1,Swindon Town,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Oldham Athletic,0-2,0-1,Scunthorpe United,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Northampton Town,1-0,0-0,Stevenage FC,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Grimsby Town,1-0,0-0,Salford City,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Forest Green Rovers,0-1,0-1,Exeter City,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Bradford City,1-0,0-0,Morecambe FC,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Cambridge United,2-3,2-1,Mansfield Town,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Colchester United,1-1,0-0,Crawley Town,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Crewe Alexandra,4-1,4-0,Carlisle United,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Walsall FC,1-0,1-0,Leyton Orient,,2020-01-01T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Macclesfield Town,1-0,1-0,Cambridge United,,2020-01-04T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Mansfield Town,0-1,0-0,Grimsby Town,,2020-01-04T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Salford City,1-2,0-1,Walsall FC,,2020-01-04T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Scunthorpe United,1-3,0-1,Plymouth Argyle,,2020-01-04T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Stevenage FC,0-0,0-0,Colchester United,,2020-01-04T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Crawley Town,1-1,1-0,Forest Green Rovers,,2020-01-04T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Cheltenham Town,3-0,1-0,Oldham Athletic,,2020-01-04T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Swindon Town,1-1,1-0,Bradford City,,2020-01-04T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Swindon Town,3-1,1-0,Crewe Alexandra,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Morecambe FC,1-1,0-1,Colchester United,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Salford City,1-2,1-1,Northampton Town,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Scunthorpe United,1-2,1-0,Newport County,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Stevenage FC,0-1,0-0,Port Vale FC,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Mansfield Town,3-4,2-1,Forest Green Rovers,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Macclesfield Town,1-1,0-0,Oldham Athletic,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Leyton Orient,1-1,0-0,Grimsby Town,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Exeter City,2-0,0-0,Cambridge United,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Crawley Town,2-1,2-0,Bradford City,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Cheltenham Town,3-1,1-0,Walsall FC,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Carlisle United,0-3,0-1,Plymouth Argyle,,2020-01-11T15:00Z
18,Tue Jan 14 2020,19:45,GMT/+0000,Stevenage FC,0-0,0-0,Oldham Athletic,,2020-01-14T19:45Z
26,Tue Jan 14 2020,19:45,GMT/+0000,Morecambe FC,2-1,2-0,Port Vale FC,,2020-01-14T19:45Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Walsall FC,2-1,0-1,Crawley Town,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Newport County,2-0,1-0,Swindon Town,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Northampton Town,4-1,2-0,Morecambe FC,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Grimsby Town,0-1,0-0,Exeter City,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Forest Green Rovers,1-2,1-1,Salford City,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Oldham Athletic,1-1,1-1,Carlisle United,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Plymouth Argyle,3-1,1-0,Mansfield Town,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Port Vale FC,1-0,0-0,Leyton Orient,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Crewe Alexandra,1-0,0-0,Cheltenham Town,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Bradford City,2-2,2-1,Scunthorpe United,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Cambridge United,0-4,0-1,Stevenage FC,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Colchester United,2-1,2-0,Macclesfield Town,,2020-01-18T15:00Z
18,Tue Jan 21 2020,19:45,GMT/+0000,Colchester United,0-0,0-0,Bradford City,,2020-01-21T19:45Z
26,Tue Jan 21 2020,19:45,GMT/+0000,Leyton Orient,1-1,0-1,Northampton Town,,2020-01-21T19:45Z
20,Tue Jan 21 2020,19:45,GMT/+0000,Macclesfield Town,1-1,1-0,Crewe Alexandra,,2020-01-21T19:45Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Stevenage FC,1-2,0-0,Plymouth Argyle,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Salford City,1-1,1-0,Oldham Athletic,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Swindon Town,3-0,2-0,Port Vale FC,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Morecambe FC,1-1,0-0,Cambridge United,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Mansfield Town,3-0,2-0,Bradford City,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Scunthorpe United,2-2,1-0,Crewe Alexandra,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Carlisle United,2-1,2-0,Walsall FC,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Crawley Town,3-2,1-2,Grimsby Town,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Exeter City,0-0,0-0,Colchester United,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Leyton Orient,2-1,0-0,Newport County,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Macclesfield Town,2-1,0-1,Forest Green Rovers,,2020-01-25T15:00Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Colchester United,3-1,0-0,Swindon Town,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Walsall FC,0-2,0-0,Morecambe FC,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Port Vale FC,3-1,0-1,Exeter City,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Oldham Athletic,3-1,2-0,Mansfield Town,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Northampton Town,3-0,1-0,Scunthorpe United,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Newport County,1-0,1-0,Macclesfield Town,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Grimsby Town,3-1,1-0,Stevenage FC,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Bradford City,1-1,1-0,Cheltenham Town,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Cambridge United,0-4,0-1,Salford City,,2020-01-28T19:45Z
30,Tue Jan 28 2020,20:15,GMT/+0000,Plymouth Argyle,2-2,1-1,Crawley Town,,2020-01-28T20:15Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Crewe Alexandra,2-0,1-0,Leyton Orient,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Forest Green Rovers,1-4,0-2,Carlisle United,,2020-01-28T19:45Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Oldham Athletic,3-0,3-0,Bradford City,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Plymouth Argyle,1-0,1-0,Newport County,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Stevenage FC,0-3,0-1,Leyton Orient,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Swindon Town,2-1,2-1,Exeter City,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Walsall FC,1-2,1-0,Crewe Alexandra,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Port Vale FC,1-1,0-0,Salford City,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Mansfield Town,2-2,0-0,Carlisle United,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Cambridge United,2-1,0-0,Colchester United,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Cheltenham Town,2-1,2-0,Morecambe FC,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Crawley Town,3-1,3-0,Scunthorpe United,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Grimsby Town,2-2,1-1,Forest Green Rovers,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Macclesfield Town,0-1,0-0,Northampton Town,,2020-02-01T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Colchester United,3-0,3-0,Plymouth Argyle,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Salford City,0-0,0-0,Crawley Town,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Northampton Town,0-1,0-0,Port Vale FC,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Newport County,0-1,0-0,Cambridge United,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Morecambe FC,1-1,0-0,Mansfield Town,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Leyton Orient,1-1,0-0,Macclesfield Town,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Forest Green Rovers,1-2,0-0,Walsall FC,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Bradford City,1-1,0-0,Grimsby Town,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Carlisle United,1-1,0-1,Swindon Town,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Scunthorpe United,1-0,1-0,Cheltenham Town,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Crewe Alexandra,2-1,0-0,Oldham Athletic,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Exeter City,2-1,1-0,Stevenage FC,,2020-02-08T15:00Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Northampton Town,0-1,0-0,Swindon Town,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Newport County,0-0,0-0,Walsall FC,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Scunthorpe United,0-2,0-1,Cambridge United,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Morecambe FC,2-0,2-0,Macclesfield Town,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Leyton Orient,2-1,1-0,Mansfield Town,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Forest Green Rovers,2-3,0-2,Port Vale FC,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Salford City,2-3,0-1,Plymouth Argyle,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Bradford City,3-1,0-1,Stevenage FC,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Carlisle United,0-1,0-1,Cheltenham Town,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Colchester United,2-3,2-1,Grimsby Town,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Crewe Alexandra,2-1,0-0,Crawley Town,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Exeter City,5-1,2-1,Oldham Athletic,,2020-02-11T19:45Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Stevenage FC,0-1,0-1,Salford City,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Port Vale FC,3-0,1-0,Colchester United,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Walsall FC,3-2,0-2,Northampton Town,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Plymouth Argyle,2-1,0-0,Crewe Alexandra,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Oldham Athletic,1-1,0-0,Forest Green Rovers,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Mansfield Town,1-0,1-0,Newport County,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Macclesfield Town,2-3,1-2,Exeter City,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Cambridge United,2-1,0-1,Bradford City,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Cheltenham Town,2-1,1-1,Leyton Orient,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Crawley Town,0-0,0-0,Carlisle United,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Grimsby Town,2-1,0-0,Morecambe FC,,2020-02-15T15:00Z
22,Tue Feb 18 2020,19:45,GMT/+0000,Macclesfield Town,1-1,1-0,Plymouth Argyle,,2020-02-18T19:45Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Salford City,1-2,1-2,Colchester United,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Scunthorpe United,1-0,0-0,Forest Green Rovers,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Swindon Town,3-1,0-0,Grimsby Town,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Walsall FC,2-2,1-2,Port Vale FC,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Plymouth Argyle,0-0,0-0,Cambridge United,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Northampton Town,2-0,1-0,Exeter City,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Newport County,2-1,2-1,Bradford City,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Carlisle United,2-2,1-2,Morecambe FC,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Cheltenham Town,1-0,0-0,Mansfield Town,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Crawley Town,2-0,1-0,Stevenage FC,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Crewe Alexandra,2-0,2-0,Macclesfield Town,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Leyton Orient,2-2,1-2,Oldham Athletic,,2020-02-22T15:00Z
29,Tue Feb 25 2020,19:45,GMT/+0000,Cheltenham Town,2-1,1-1,Northampton Town,,2020-02-25T19:45Z
18,Tue Feb 25 2020,19:45,GMT/+0000,Grimsby Town,4-2,2-1,Newport County,,2020-02-25T19:45Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Grimsby Town,0-3,0-2,Northampton Town,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Oldham Athletic,5-0,2-0,Newport County,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Exeter City,1-1,0-1,Crawley Town,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Macclesfield Town,0-2,0-2,Salford City,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Port Vale FC,2-2,1-0,Scunthorpe United,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Bradford City,2-1,2-0,Plymouth Argyle,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Cambridge United,1-2,0-1,Carlisle United,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Colchester United,0-2,0-1,Cheltenham Town,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Morecambe FC,1-1,0-0,Crewe Alexandra,,2020-02-29T15:00Z
34,Tue Mar 3 2020,19:45,GMT/+0000,Swindon Town,2-0,1-0,Scunthorpe United,,2020-03-03T19:45Z
26,Tue Mar 3 2020,19:45,GMT/+0000,Exeter City,1-1,1-0,Crewe Alexandra,,2020-03-03T19:45Z
17,Tue Mar 3 2020,19:45,GMT/+0000,Plymouth Argyle,3-0,3-0,Grimsby Town,,2020-03-03T19:45Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Crawley Town,3-0,1-0,Oldham Athletic,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Swindon Town,0-2,0-1,Forest Green Rovers,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Salford City,2-0,1-0,Bradford City,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Plymouth Argyle,3-0,1-0,Macclesfield Town,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Northampton Town,1-2,0-1,Mansfield Town,,2020-03-07T15:00Z
37,Sat Mar 7 2020,13:00,GMT/+0000,Scunthorpe United,0-2,0-0,Grimsby Town,,2020-03-07T13:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Carlisle United,0-3,0-2,Colchester United,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Cheltenham Town,0-0,0-0,Port Vale FC,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Walsall FC,3-1,1-0,Exeter City,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Crewe Alexandra,3-1,1-0,Stevenage FC,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Leyton Orient,2-1,2-0,Cambridge United,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Newport County,1-0,0-0,Morecambe FC,,2020-03-07T15:00Z
26,Tue Mar 10 2020,19:45,GMT/+0000,Carlisle United,2-0,2-0,Newport County,,2020-03-10T19:45Z
38,Sat Mar 14 2020,,,Port Vale FC,(*),,Crawley Town,cancelled,
38,Sat Mar 14 2020,,,Oldham Athletic,(*),,Swindon Town,cancelled,
38,Sat Mar 14 2020,,,Stevenage FC,(*),,Newport County,cancelled,
