Round,Date,Time,Team 1,FT,HT,Team 2
5,Tue Sep 24 2019,21:00,AC Pisa,2-3,1-1,Empoli FC
5,Tue Sep 24 2019,21:00,Pordenone Calcio,1-1,1-1,Benevento Calcio
5,Tue Sep 24 2019,21:00,AC Perugia Calcio,3-1,2-1,Frosinone Calcio
5,Wed Sep 25 2019,21:00,US Salernitana 1919,1-1,1-1,Chievo Verona
5,Wed Sep 25 2019,19:00,Trapani Calcio,0-0,0-0,US Cremonese
6,Fri Sep 27 2019,21:00,Pescara Calcio,0-3,0-1,FC Crotone
6,Sat Sep 28 2019,15:00,Frosinone Calcio,1-1,1-0,Cosenza Calcio
6,Sat Sep 28 2019,15:00,SS Juve Stabia,0-1,0-0,AS Cittadella
6,Sat Sep 28 2019,15:00,Venezia FC,1-1,1-1,AC Pisa
6,Sat Sep 28 2019,18:00,Empoli FC,3-0,2-0,AC Perugia Calcio
6,Sun Sep 29 2019,15:00,Benevento Calcio,1-1,1-0,Virtus Entella
6,Sun Sep 29 2019,15:00,Chievo Verona,1-1,0-1,Pordenone Calcio
6,Sun Sep 29 2019,15:00,Spezia Calcio,2-4,1-3,Trapani Calcio
6,Sun Sep 29 2019,21:00,AS Livorno,2-3,1-1,US Salernitana 1919
6,Mon Sep 30 2019,21:00,US Cremonese,1-0,1-0,Ascoli Calcio
7,Fri Oct 4 2019,21:00,AC Perugia Calcio,1-0,1-0,AC Pisa
7,Sat Oct 5 2019,18:00,Trapani Calcio,1-2,1-0,SS Juve Stabia
7,Sat Oct 5 2019,15:00,Cosenza Calcio,1-1,1-0,Venezia FC
7,Sat Oct 5 2019,15:00,AS Livorno,3-4,3-1,Chievo Verona
7,Sat Oct 5 2019,15:00,Pordenone Calcio,2-0,2-0,Empoli FC
7,Sat Oct 5 2019,15:00,Spezia Calcio,0-1,0-0,Benevento Calcio
7,Sat Oct 5 2019,15:00,FC Crotone,3-1,2-0,Virtus Entella
7,Sun Oct 6 2019,15:00,US Cremonese,0-2,0-1,AS Cittadella
7,Sun Oct 6 2019,15:00,US Salernitana 1919,1-1,1-0,Frosinone Calcio
7,Sun Oct 6 2019,21:00,Ascoli Calcio,0-2,0-0,Pescara Calcio
8,Fri Oct 18 2019,21:00,AS Cittadella,1-3,1-0,Cosenza Calcio
8,Sat Oct 19 2019,15:00,SS Juve Stabia,4-2,4-1,Pordenone Calcio
8,Sat Oct 19 2019,15:00,Pescara Calcio,1-2,1-0,Spezia Calcio
8,Sat Oct 19 2019,18:00,Benevento Calcio,1-0,1-0,AC Perugia Calcio
8,Sat Oct 19 2019,15:00,Virtus Entella,1-1,1-0,Trapani Calcio
8,Sat Oct 19 2019,15:00,Venezia FC,1-0,1-0,US Salernitana 1919
8,Sun Oct 20 2019,15:00,Chievo Verona,2-0,1-0,Ascoli Calcio
8,Sun Oct 20 2019,15:00,AC Pisa,1-1,1-0,FC Crotone
8,Sun Oct 20 2019,21:00,Empoli FC,1-1,1-0,US Cremonese
8,Mon Oct 21 2019,21:00,Frosinone Calcio,1-0,0-0,AS Livorno
9,Fri Oct 25 2019,21:00,Ascoli Calcio,2-1,2-1,Virtus Entella
9,Sat Oct 26 2019,15:00,FC Crotone,3-2,1-1,Venezia FC
9,Sat Oct 26 2019,15:00,Cosenza Calcio,1-1,1-1,Chievo Verona
9,Sat Oct 26 2019,15:00,Pescara Calcio,4-0,0-0,Benevento Calcio
9,Sat Oct 26 2019,15:00,Pordenone Calcio,0-0,0-0,AS Cittadella
9,Sat Oct 26 2019,15:00,US Salernitana 1919,1-1,0-0,AC Perugia Calcio
9,Sat Oct 26 2019,18:00,AS Livorno,1-0,1-0,AC Pisa
9,Sat Oct 26 2019,15:00,Trapani Calcio,2-2,1-1,Empoli FC
9,Sat Oct 26 2019,15:00,Spezia Calcio,2-0,1-0,SS Juve Stabia
9,Sun Oct 27 2019,21:00,US Cremonese,1-1,0-0,Frosinone Calcio
10,Tue Oct 29 2019,21:00,SS Juve Stabia,2-1,1-1,Pescara Calcio
10,Tue Oct 29 2019,21:00,AS Cittadella,1-0,0-0,AS Livorno
10,Tue Oct 29 2019,21:00,Empoli FC,1-1,0-0,Spezia Calcio
10,Tue Oct 29 2019,21:00,Chievo Verona,2-1,0-1,FC Crotone
10,Tue Oct 29 2019,21:00,Virtus Entella,1-0,0-0,Cosenza Calcio
10,Tue Oct 29 2019,21:00,AC Pisa,2-1,2-0,US Salernitana 1919
10,Tue Oct 29 2019,21:00,Venezia FC,1-2,0-0,Pordenone Calcio
10,Tue Oct 29 2019,21:00,AC Perugia Calcio,1-1,0-1,Ascoli Calcio
10,Wed Oct 30 2019,18:50,Benevento Calcio,2-0,0-0,US Cremonese
10,Wed Oct 30 2019,21:00,Frosinone Calcio,3-0,1-0,Trapani Calcio
11,Fri Nov 1 2019,21:00,Spezia Calcio,0-0,0-0,Chievo Verona
11,Sat Nov 2 2019,15:00,Ascoli Calcio,1-1,0-0,Venezia FC
11,Sat Nov 2 2019,15:00,FC Crotone,2-3,0-1,AC Perugia Calcio
11,Sat Nov 2 2019,18:00,US Salernitana 1919,2-1,0-0,Virtus Entella
11,Sat Nov 2 2019,15:00,Pescara Calcio,3-0,1-0,AC Pisa
11,Sat Nov 2 2019,15:00,AS Livorno,2-1,0-0,SS Juve Stabia
11,Sun Nov 3 2019,15:00,AS Cittadella,0-0,0-0,Frosinone Calcio
11,Sun Nov 3 2019,21:00,Benevento Calcio,2-0,2-0,Empoli FC
11,Sun Nov 3 2019,15:00,Pordenone Calcio,2-1,1-0,Trapani Calcio
11,Mon Nov 4 2019,21:00,Cosenza Calcio,2-0,2-0,US Cremonese
12,Fri Nov 8 2019,21:00,FC Crotone,3-1,2-1,Ascoli Calcio
12,Sat Nov 9 2019,15:00,AC Perugia Calcio,0-2,0-2,AS Cittadella
12,Sat Nov 9 2019,18:00,Empoli FC,1-2,1-2,Pescara Calcio
12,Sat Nov 9 2019,15:00,AC Pisa,3-2,1-0,Spezia Calcio
12,Sat Nov 9 2019,15:00,Venezia FC,1-0,1-0,AS Livorno
12,Sat Nov 9 2019,15:00,Virtus Entella,1-1,1-1,Pordenone Calcio
12,Sat Nov 9 2019,15:00,SS Juve Stabia,1-1,1-0,Benevento Calcio
12,Sun Nov 10 2019,15:00,US Cremonese,1-0,0-0,US Salernitana 1919
12,Sun Nov 10 2019,15:00,Trapani Calcio,2-2,2-2,Cosenza Calcio
12,Sun Nov 10 2019,21:00,Frosinone Calcio,2-0,1-0,Chievo Verona
13,Fri Nov 22 2019,21:00,Pescara Calcio,1-1,0-0,US Cremonese
13,Sat Nov 23 2019,18:00,Empoli FC,1-1,1-0,Venezia FC
13,Sat Nov 23 2019,15:00,SS Juve Stabia,2-0,1-0,US Salernitana 1919
13,Sat Nov 23 2019,15:00,AS Livorno,1-2,0-2,Trapani Calcio
13,Sat Nov 23 2019,15:00,Pordenone Calcio,3-0,0-0,AC Perugia Calcio
13,Sat Nov 23 2019,15:00,Benevento Calcio,2-0,1-0,FC Crotone
13,Sun Nov 24 2019,15:00,Ascoli Calcio,3-2,1-2,Cosenza Calcio
13,Sun Nov 24 2019,15:00,AS Cittadella,1-1,0-1,AC Pisa
13,Sun Nov 24 2019,21:00,Spezia Calcio,2-0,1-0,Frosinone Calcio
13,Mon Nov 25 2019,21:00,Chievo Verona,2-1,2-0,Virtus Entella
14,Fri Nov 29 2019,21:00,Cosenza Calcio,1-1,1-0,Spezia Calcio
14,Sat Nov 30 2019,15:00,US Cremonese,0-0,0-0,AS Livorno
14,Sat Nov 30 2019,15:00,FC Crotone,1-1,0-0,AS Cittadella
14,Sat Nov 30 2019,15:00,Frosinone Calcio,4-0,2-0,Empoli FC
14,Sat Nov 30 2019,15:00,Venezia FC,0-2,0-1,Benevento Calcio
14,Sat Nov 30 2019,18:00,US Salernitana 1919,1-1,1-0,Ascoli Calcio
14,Sun Dec 1 2019,15:00,Trapani Calcio,1-0,1-0,Chievo Verona
14,Sun Dec 1 2019,15:00,Virtus Entella,2-0,1-0,SS Juve Stabia
14,Sun Dec 1 2019,21:00,AC Perugia Calcio,3-1,2-1,Pescara Calcio
14,Mon Dec 2 2019,21:00,AC Pisa,2-0,2-0,Pordenone Calcio
15,Fri Dec 6 2019,21:00,Benevento Calcio,5-0,2-0,Trapani Calcio
15,Sat Dec 7 2019,15:00,AS Cittadella,4-3,3-1,US Salernitana 1919
15,Sat Dec 7 2019,15:00,Empoli FC,2-1,0-1,Ascoli Calcio
15,Sat Dec 7 2019,18:00,Chievo Verona,1-0,0-0,US Cremonese
15,Sat Dec 7 2019,15:00,Spezia Calcio,2-0,1-0,AS Livorno
15,Sat Dec 7 2019,15:00,Pescara Calcio,2-2,1-0,Venezia FC
15,Sun Dec 8 2019,15:00,SS Juve Stabia,0-2,0-1,Frosinone Calcio
15,Sun Dec 8 2019,15:00,AC Pisa,0-2,0-1,Virtus Entella
15,Sun Dec 8 2019,21:00,Pordenone Calcio,1-0,1-0,FC Crotone
15,Mon Dec 9 2019,21:00,AC Perugia Calcio,2-2,1-0,Cosenza Calcio
16,Fri Dec 13 2019,21:00,Chievo Verona,2-3,2-0,SS Juve Stabia
16,Sat Dec 14 2019,15:00,Ascoli Calcio,1-0,0-0,AS Cittadella
16,Sat Dec 14 2019,18:00,AS Livorno,0-2,0-1,Benevento Calcio
16,Sat Dec 14 2019,15:00,Venezia FC,0-0,0-0,Spezia Calcio
16,Sat Dec 14 2019,15:00,Virtus Entella,2-0,2-0,Empoli FC
16,Sat Dec 14 2019,15:00,Frosinone Calcio,2-0,0-0,Pescara Calcio
16,Sun Dec 15 2019,15:00,Cosenza Calcio,1-2,0-2,Pordenone Calcio
16,Sun Dec 15 2019,21:00,US Salernitana 1919,3-2,0-1,FC Crotone
16,Sun Dec 15 2019,15:00,US Cremonese,2-1,1-0,AC Perugia Calcio
16,Mon Dec 16 2019,21:00,Trapani Calcio,1-3,1-2,AC Pisa
17,Sat Dec 21 2019,15:00,AS Cittadella,1-1,1-0,Chievo Verona
17,Sat Dec 21 2019,15:00,FC Crotone,2-1,2-1,AS Livorno
17,Sat Dec 21 2019,15:00,Empoli FC,1-1,1-1,US Salernitana 1919
17,Sat Dec 21 2019,18:00,Benevento Calcio,1-0,1-0,Frosinone Calcio
17,Sat Dec 21 2019,15:00,AC Perugia Calcio,2-0,0-0,Virtus Entella
17,Sat Dec 21 2019,15:00,SS Juve Stabia,2-0,1-0,Venezia FC
17,Sun Dec 22 2019,15:00,Pescara Calcio,1-1,1-1,Trapani Calcio
17,Sun Dec 22 2019,21:00,Pordenone Calcio,2-1,2-0,Ascoli Calcio
17,Sun Dec 22 2019,15:00,AC Pisa,1-3,0-3,Cosenza Calcio
18,Thu Dec 26 2019,21:00,Virtus Entella,0-0,0-0,Spezia Calcio
18,Thu Dec 26 2019,12:30,Cosenza Calcio,1-0,1-0,Empoli FC
18,Thu Dec 26 2019,15:00,Chievo Verona,1-2,1-2,Benevento Calcio
18,Thu Dec 26 2019,15:00,US Cremonese,1-1,1-1,SS Juve Stabia
18,Thu Dec 26 2019,15:00,Frosinone Calcio,1-2,1-1,FC Crotone
18,Thu Dec 26 2019,15:00,AS Livorno,0-2,0-2,Pescara Calcio
18,Thu Dec 26 2019,15:00,US Salernitana 1919,4-0,1-0,Pordenone Calcio
18,Thu Dec 26 2019,15:00,Trapani Calcio,2-2,1-0,AC Perugia Calcio
18,Thu Dec 26 2019,15:00,Venezia FC,1-2,0-2,AS Cittadella
18,Thu Dec 26 2019,18:00,Ascoli Calcio,1-0,0-0,AC Pisa
19,Sun Dec 29 2019,21:00,Empoli FC,1-1,1-1,AS Livorno
19,Sun Dec 29 2019,12:30,Pescara Calcio,0-0,0-0,Chievo Verona
19,Sun Dec 29 2019,15:00,AS Cittadella,1-3,0-1,Virtus Entella
19,Sun Dec 29 2019,15:00,FC Crotone,3-0,0-0,Trapani Calcio
19,Sun Dec 29 2019,15:00,SS Juve Stabia,1-0,0-0,Cosenza Calcio
19,Sun Dec 29 2019,15:00,AC Perugia Calcio,0-1,0-1,Venezia FC
19,Sun Dec 29 2019,15:00,AC Pisa,0-0,0-0,Frosinone Calcio
19,Sun Dec 29 2019,15:00,Pordenone Calcio,1-0,1-0,US Cremonese
19,Sun Dec 29 2019,15:00,Spezia Calcio,2-1,1-0,US Salernitana 1919
19,Sun Dec 29 2019,18:00,Benevento Calcio,4-0,1-0,Ascoli Calcio
20,Fri Jan 17 2020,21:00,Frosinone Calcio,2-2,1-1,Pordenone Calcio
20,Sat Jan 18 2020,15:00,AS Livorno,4-4,3-1,Virtus Entella
20,Sat Jan 18 2020,15:00,Trapani Calcio,3-1,1-1,Ascoli Calcio
20,Sat Jan 18 2020,15:00,SS Juve Stabia,1-0,1-0,Empoli FC
20,Sat Jan 18 2020,18:00,Chievo Verona,2-0,0-0,AC Perugia Calcio
20,Sat Jan 18 2020,15:00,US Cremonese,0-0,0-0,Venezia FC
20,Sun Jan 19 2020,15:00,Pescara Calcio,1-2,0-0,US Salernitana 1919
20,Sun Jan 19 2020,15:00,Spezia Calcio,1-1,1-1,AS Cittadella
20,Sun Jan 19 2020,21:00,Benevento Calcio,1-1,1-1,AC Pisa
20,Mon Jan 20 2020,21:00,Cosenza Calcio,0-1,0-1,FC Crotone
21,Fri Jan 24 2020,21:00,Empoli FC,1-1,1-0,Chievo Verona
21,Sat Jan 25 2020,15:00,Pordenone Calcio,0-2,0-0,Pescara Calcio
21,Sat Jan 25 2020,15:00,AS Cittadella,1-2,0-0,Benevento Calcio
21,Sat Jan 25 2020,15:00,Virtus Entella,1-1,1-1,US Cremonese
21,Sat Jan 25 2020,15:00,AC Pisa,1-1,0-0,SS Juve Stabia
21,Sat Jan 25 2020,18:00,US Salernitana 1919,2-1,2-1,Cosenza Calcio
21,Sun Jan 26 2020,21:00,Ascoli Calcio,0-1,0-0,Frosinone Calcio
21,Sun Jan 26 2020,15:00,FC Crotone,1-2,0-1,Spezia Calcio
21,Sun Jan 26 2020,15:00,Venezia FC,1-1,1-0,Trapani Calcio
21,Mon Jan 27 2020,21:00,AC Perugia Calcio,1-0,1-0,AS Livorno
22,Fri Jan 31 2020,21:00,US Cremonese,3-4,2-1,AC Pisa
22,Sat Feb 1 2020,15:00,Frosinone Calcio,1-0,0-0,Virtus Entella
22,Sat Feb 1 2020,15:00,AS Livorno,0-3,0-1,Ascoli Calcio
22,Sat Feb 1 2020,15:00,Trapani Calcio,0-3,0-1,AS Cittadella
22,Sat Feb 1 2020,15:00,Spezia Calcio,1-0,0-0,Pordenone Calcio
22,Sat Feb 1 2020,18:00,Empoli FC,3-1,2-1,FC Crotone
22,Sun Feb 2 2020,21:00,Benevento Calcio,1-1,0-0,US Salernitana 1919
22,Sun Feb 2 2020,15:00,SS Juve Stabia,1-2,1-1,AC Perugia Calcio
22,Sun Feb 2 2020,15:00,Chievo Verona,0-1,0-1,Venezia FC
22,Mon Feb 3 2020,21:00,Pescara Calcio,2-1,0-0,Cosenza Calcio
23,Fri Feb 7 2020,21:00,Ascoli Calcio,2-2,1-0,SS Juve Stabia
23,Sat Feb 8 2020,15:00,Pordenone Calcio,2-2,1-0,AS Livorno
23,Sat Feb 8 2020,15:00,FC Crotone,1-0,0-0,US Cremonese
23,Sat Feb 8 2020,15:00,AS Cittadella,1-2,1-1,Empoli FC
23,Sat Feb 8 2020,18:00,AC Perugia Calcio,0-3,0-1,Spezia Calcio
23,Sat Feb 8 2020,15:00,Venezia FC,0-1,0-0,Frosinone Calcio
23,Sun Feb 9 2020,15:00,Virtus Entella,2-0,1-0,Pescara Calcio
23,Sun Feb 9 2020,15:00,AC Pisa,1-1,0-1,Chievo Verona
23,Sun Feb 9 2020,21:00,Cosenza Calcio,0-1,0-1,Benevento Calcio
23,Mon Feb 10 2020,21:00,US Salernitana 1919,1-0,1-0,Trapani Calcio
17,Tue Feb 11 2020,21:00,Spezia Calcio,3-2,0-1,US Cremonese
24,Fri Feb 14 2020,21:00,Pescara Calcio,1-2,1-1,AS Cittadella
24,Sat Feb 15 2020,15:00,AS Livorno,0-3,0-3,Cosenza Calcio
24,Sat Feb 15 2020,15:00,SS Juve Stabia,3-2,2-2,FC Crotone
24,Sat Feb 15 2020,15:00,Benevento Calcio,2-1,1-0,Pordenone Calcio
24,Sat Feb 15 2020,18:00,Spezia Calcio,3-1,0-1,Ascoli Calcio
24,Sat Feb 15 2020,15:00,Venezia FC,2-2,1-1,Virtus Entella
24,Sun Feb 16 2020,15:00,Frosinone Calcio,1-0,0-0,AC Perugia Calcio
24,Sun Feb 16 2020,15:00,US Cremonese,5-0,2-0,Trapani Calcio
24,Sun Feb 16 2020,21:00,Empoli FC,2-1,0-1,AC Pisa
24,Mon Feb 17 2020,21:00,Chievo Verona,2-0,1-0,US Salernitana 1919
25,Fri Feb 21 2020,21:00,Cosenza Calcio,0-2,0-2,Frosinone Calcio
25,Sat Feb 22 2020,15:00,Virtus Entella,0-4,0-3,Benevento Calcio
25,Sat Feb 22 2020,15:00,AS Cittadella,3-0,1-0,SS Juve Stabia
25,Sat Feb 22 2020,18:00,AC Pisa,1-2,1-1,Venezia FC
25,Sat Feb 22 2020,15:00,Trapani Calcio,1-1,1-1,Spezia Calcio
25,Sun Feb 23 2020,15:00,Pordenone Calcio,0-1,0-1,Chievo Verona
25,Sun Feb 23 2020,15:00,US Salernitana 1919,1-0,1-0,AS Livorno
25,Sun Feb 23 2020,21:00,FC Crotone,4-1,3-0,Pescara Calcio
25,Mon Feb 24 2020,21:00,AC Perugia Calcio,0-1,0-0,Empoli FC
26,Fri Feb 28 2020,21:00,Virtus Entella,1-2,0-1,FC Crotone
26,Sat Feb 29 2020,15:00,AC Pisa,1-0,0-0,AC Perugia Calcio
26,Sat Feb 29 2020,15:00,Venezia FC,1-1,1-0,Cosenza Calcio
26,Sat Feb 29 2020,18:00,Chievo Verona,0-1,0-0,AS Livorno
26,Sat Feb 29 2020,18:00,Frosinone Calcio,1-0,0-0,US Salernitana 1919
26,Sat Feb 29 2020,15:00,Empoli FC,0-1,0-1,Pordenone Calcio
26,Sat Feb 29 2020,15:00,Benevento Calcio,3-1,0-1,Spezia Calcio
26,Sat Feb 29 2020,15:00,SS Juve Stabia,2-2,0-1,Trapani Calcio
26,Sat Feb 29 2020,15:00,AS Cittadella,0-0,0-0,US Cremonese
26,Sun Mar 1 2020,21:00,Pescara Calcio,2-1,1-1,Ascoli Calcio
27,Tue Mar 3 2020,21:00,US Cremonese,2-3,2-2,Empoli FC
27,Tue Mar 3 2020,21:00,AC Perugia Calcio,1-2,0-1,Benevento Calcio
27,Tue Mar 3 2020,21:00,Cosenza Calcio,1-2,0-0,AS Cittadella
27,Tue Mar 3 2020,21:00,Trapani Calcio,4-1,0-1,Virtus Entella
27,Tue Mar 3 2020,21:00,US Salernitana 1919,2-0,1-0,Venezia FC
27,Tue Mar 3 2020,21:00,Pordenone Calcio,2-1,1-0,SS Juve Stabia
27,Tue Mar 3 2020,21:00,FC Crotone,1-0,0-0,AC Pisa
27,Tue Mar 3 2020,21:00,AS Livorno,2-2,1-1,Frosinone Calcio
27,Wed Mar 4 2020,18:50,Ascoli Calcio,1-1,0-1,Chievo Verona
27,Wed Mar 4 2020,21:00,Spezia Calcio,2-0,0-0,Pescara Calcio
28,Sat Mar 7 2020,15:00,Frosinone Calcio,0-2,0-1,US Cremonese
28,Sat Mar 7 2020,14:30,AS Cittadella,0-2,0-1,Pordenone Calcio
28,Sat Mar 7 2020,15:00,AC Perugia Calcio,1-0,1-0,US Salernitana 1919
28,Sat Mar 7 2020,15:00,Venezia FC,1-3,0-2,FC Crotone
28,Sat Mar 7 2020,18:00,AC Pisa,1-0,0-0,AS Livorno
28,Sat Mar 7 2020,15:00,Empoli FC,1-1,0-1,Trapani Calcio
28,Sun Mar 8 2020,15:00,SS Juve Stabia,3-1,1-0,Spezia Calcio
28,Sun Mar 8 2020,15:00,Virtus Entella,3-0,3-0,Ascoli Calcio
28,Sun Mar 8 2020,21:00,Benevento Calcio,4-0,3-0,Pescara Calcio
28,Mon Mar 9 2020,21:00,Chievo Verona,2-0,1-0,Cosenza Calcio
25,Wed Jun 17 2020,18:30,Ascoli Calcio,1-3,1-2,US Cremonese
29,Fri Jun 19 2020,17:30,Spezia Calcio,1-0,0-0,Empoli FC
29,Sat Jun 20 2020,18:00,Trapani Calcio,0-0,0-0,Frosinone Calcio
29,Sat Jun 20 2020,18:00,AS Livorno,0-2,0-0,AS Cittadella
29,Sat Jun 20 2020,18:00,FC Crotone,1-1,1-0,Chievo Verona
29,Sat Jun 20 2020,18:00,Pescara Calcio,3-1,0-0,SS Juve Stabia
29,Sat Jun 20 2020,20:30,Pordenone Calcio,0-0,0-0,Venezia FC
29,Sat Jun 20 2020,18:00,Cosenza Calcio,2-1,2-0,Virtus Entella
29,Sat Jun 20 2020,18:00,US Salernitana 1919,1-1,1-0,AC Pisa
29,Sun Jun 21 2020,18:00,US Cremonese,0-1,0-0,Benevento Calcio
29,Sun Jun 21 2020,20:30,Ascoli Calcio,0-1,0-0,AC Perugia Calcio
30,Fri Jun 26 2020,21:00,Frosinone Calcio,0-2,0-1,AS Cittadella
30,Fri Jun 26 2020,21:00,Venezia FC,2-1,1-1,Ascoli Calcio
30,Fri Jun 26 2020,21:00,Empoli FC,0-0,0-0,Benevento Calcio
30,Fri Jun 26 2020,18:45,Trapani Calcio,3-0,1-0,Pordenone Calcio
30,Fri Jun 26 2020,21:00,US Cremonese,0-2,0-1,Cosenza Calcio
30,Fri Jun 26 2020,21:00,AC Perugia Calcio,0-0,0-0,FC Crotone
30,Fri Jun 26 2020,21:00,SS Juve Stabia,2-3,1-0,AS Livorno
30,Fri Jun 26 2020,21:00,AC Pisa,2-1,1-0,Pescara Calcio
30,Fri Jun 26 2020,21:00,Chievo Verona,1-3,0-0,Spezia Calcio
30,Fri Jun 26 2020,21:00,Virtus Entella,1-0,0-0,US Salernitana 1919
31,Mon Jun 29 2020,18:45,US Salernitana 1919,3-3,0-1,US Cremonese
31,Mon Jun 29 2020,21:00,Ascoli Calcio,1-1,0-0,FC Crotone
31,Mon Jun 29 2020,21:00,Pescara Calcio,1-1,0-0,Empoli FC
31,Mon Jun 29 2020,21:00,Pordenone Calcio,2-0,0-0,Virtus Entella
31,Mon Jun 29 2020,21:00,Benevento Calcio,1-0,0-0,SS Juve Stabia
31,Mon Jun 29 2020,21:00,AS Cittadella,2-0,1-0,AC Perugia Calcio
31,Mon Jun 29 2020,21:00,Spezia Calcio,1-2,1-1,AC Pisa
31,Mon Jun 29 2020,21:00,Cosenza Calcio,2-2,1-2,Trapani Calcio
31,Mon Jun 29 2020,21:00,AS Livorno,0-2,0-2,Venezia FC
31,Mon Jun 29 2020,21:00,Chievo Verona,2-0,0-0,Frosinone Calcio
32,Fri Jul 3 2020,18:45,AC Pisa,2-0,1-0,AS Cittadella
32,Fri Jul 3 2020,21:00,Cosenza Calcio,0-1,0-0,Ascoli Calcio
32,Fri Jul 3 2020,21:00,FC Crotone,3-0,2-0,Benevento Calcio
32,Fri Jul 3 2020,21:00,Frosinone Calcio,2-1,1-0,Spezia Calcio
32,Fri Jul 3 2020,21:00,Venezia FC,0-2,0-0,Empoli FC
32,Fri Jul 3 2020,21:00,US Salernitana 1919,2-1,1-0,SS Juve Stabia
32,Fri Jul 3 2020,21:00,Trapani Calcio,2-1,0-0,AS Livorno
32,Fri Jul 3 2020,21:00,US Cremonese,1-0,1-0,Pescara Calcio
32,Fri Jul 3 2020,21:00,AC Perugia Calcio,1-2,1-2,Pordenone Calcio
32,Fri Jul 3 2020,21:00,Virtus Entella,1-1,1-0,Chievo Verona
33,Fri Jul 10 2020,18:45,SS Juve Stabia,,,Virtus Entella
33,Fri Jul 10 2020,21:00,Spezia Calcio,,,Cosenza Calcio
