Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 26 2019,19:10,CEST/+0200,FC Blau Weiß Linz,1-1,0-0,Kapfenberger SV 1919,2019-07-26T17:10Z
1,Fri Jul 26 2019,19:10,CEST/+0200,FC Liefering,2-3,0-1,SKU Amstetten,2019-07-26T17:10Z
1,Fri Jul 26 2019,19:10,CEST/+0200,Austria Wien II,1-5,1-3,SV Horn,2019-07-26T17:10Z
1,Fri Jul 26 2019,19:10,CEST/+0200,SV Lafnitz,0-0,0-0,FC Juniors OÖ,2019-07-26T17:10Z
1,Fri Jul 26 2019,19:10,CEST/+0200,Vorwärts Steyr,2-0,0-0,FC Wacker Innsbruck,2019-07-26T17:10Z
1,Fri Jul 26 2019,19:10,CEST/+0200,FC Dornbirn,1-3,0-1,Austria Lustenau,2019-07-26T17:10Z
1,Fri Jul 26 2019,19:10,CEST/+0200,SV Ried,1-3,0-0,SK Austria Klagenfurt,2019-07-26T17:10Z
1,Sun Jul 28 2019,10:30,CEST/+0200,Floridsdorfer AC,2-0,1-0,Grazer AK,2019-07-28T08:30Z
2,Fri Aug 2 2019,19:10,CEST/+0200,Austria Lustenau,1-1,1-0,SV Ried,2019-08-02T17:10Z
2,Fri Aug 2 2019,19:10,CEST/+0200,Kapfenberger SV 1919,1-2,0-1,SV Lafnitz,2019-08-02T17:10Z
2,Fri Aug 2 2019,19:10,CEST/+0200,FC Juniors OÖ,3-1,1-1,Vorwärts Steyr,2019-08-02T17:10Z
2,Fri Aug 2 2019,19:10,CEST/+0200,SKU Amstetten,3-2,0-1,Austria Wien II,2019-08-02T17:10Z
2,Fri Aug 2 2019,19:10,CEST/+0200,SV Horn,2-2,1-1,Floridsdorfer AC,2019-08-02T17:10Z
2,Fri Aug 2 2019,20:30,CEST/+0200,Grazer AK,2-0,2-0,FC Blau Weiß Linz,2019-08-02T18:30Z
2,Sun Aug 4 2019,17:00,CEST/+0200,SK Austria Klagenfurt,4-4,1-2,FC Liefering,2019-08-04T15:00Z
2,Sun Aug 4 2019,10:30,CEST/+0200,FC Wacker Innsbruck,1-0,1-0,FC Dornbirn,2019-08-04T08:30Z
3,Fri Aug 9 2019,19:10,CEST/+0200,FC Juniors OÖ,1-0,0-0,Kapfenberger SV 1919,2019-08-09T17:10Z
3,Fri Aug 9 2019,19:10,CEST/+0200,Floridsdorfer AC,2-0,1-0,FC Wacker Innsbruck,2019-08-09T17:10Z
3,Fri Aug 9 2019,19:10,CEST/+0200,Austria Wien II,0-2,0-1,Austria Lustenau,2019-08-09T17:10Z
3,Fri Aug 9 2019,19:10,CEST/+0200,SV Lafnitz,2-0,1-0,FC Liefering,2019-08-09T17:10Z
