Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
4,Sat Aug 24 2019,17:30,CEST/+0200,SV Stripfing/Weiden,0-1,0-1,ASK Ebreichsdorf,,2019-08-24T15:30Z
4,Sat Aug 24 2019,19:00,CEST/+0200,SV Leobendorf,1-0,1-0,SC Team Wiener Linien,,2019-08-24T17:00Z
1,Tue Aug 27 2019,19:00,CEST/+0200,Rapid Wien II,2-1,1-1,FC Admira Wacker II,,2019-08-27T17:00Z
5,Fri Aug 30 2019,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,1-3,1-0,SV Stripfing/Weiden,,2019-08-30T17:00Z
5,Fri Aug 30 2019,19:00,CEST/+0200,Rapid Wien II,3-0,2-0,SV Leobendorf,,2019-08-30T17:00Z
5,Fri Aug 30 2019,19:30,CEST/+0200,ASK Ebreichsdorf,2-2,1-1,SV Mattersburg II,,2019-08-30T17:30Z
5,Fri Aug 30 2019,19:30,CEST/+0200,FC Marchfeld Donauauen,2-1,0-1,SC Wiener Viktoria,,2019-08-30T17:30Z
5,Fri Aug 30 2019,19:30,CEST/+0200,FC Mauerwerk,5-1,1-0,FCM Traiskirchen,,2019-08-30T17:30Z
5,Sat Aug 31 2019,18:00,CEST/+0200,ASV Draßburg,1-4,0-1,SC Neusiedl/See 1919,,2019-08-31T16:00Z
5,Sat Aug 31 2019,18:00,CEST/+0200,SC Team Wiener Linien,2-1,1-0,Wiener Sport-Club,,2019-08-31T16:00Z
5,Sat Aug 31 2019,16:30,CEST/+0200,1. Wiener Neustädter SC,2-1,0-0,FC Admira Wacker II,,2019-08-31T14:30Z
6,Fri Sep 6 2019,18:45,CEST/+0200,FCM Traiskirchen,3-0,2-0,1. Wiener Neustädter SC,,2019-09-06T16:45Z
6,Fri Sep 6 2019,18:45,CEST/+0200,SV Leobendorf,1-6,0-4,Wiener Sport-Club,,2019-09-06T16:45Z
6,Fri Sep 6 2019,18:45,CEST/+0200,SV Mattersburg II,1-2,0-2,ASK-BSC Bruck/Leitha,,2019-09-06T16:45Z
6,Fri Sep 6 2019,18:45,CEST/+0200,SC Neusiedl/See 1919,2-1,1-0,FC Mauerwerk,,2019-09-06T16:45Z
6,Sat Sep 7 2019,16:30,CEST/+0200,SV Stripfing/Weiden,3-0,2-0,SC Team Wiener Linien,,2019-09-07T14:30Z
6,Sat Sep 7 2019,16:00,CEST/+0200,SC Wiener Viktoria,0-1,0-0,ASV Draßburg,,2019-09-07T14:00Z
6,Sun Sep 8 2019,16:00,CEST/+0200,FC Admira Wacker II,2-2,1-1,ASK Ebreichsdorf,,2019-09-08T14:00Z
7,Fri Sep 13 2019,19:30,CEST/+0200,ASK Ebreichsdorf,3-1,1-0,FCM Traiskirchen,,2019-09-13T17:30Z
7,Fri Sep 13 2019,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,4-2,2-2,FC Admira Wacker II,,2019-09-13T17:00Z
7,Fri Sep 13 2019,19:30,CEST/+0200,ASV Draßburg,1-5,0-4,Rapid Wien II,,2019-09-13T17:30Z
7,Fri Sep 13 2019,19:30,CEST/+0200,FC Marchfeld Donauauen,2-0,1-0,SV Leobendorf,,2019-09-13T17:30Z
7,Fri Sep 13 2019,19:30,CEST/+0200,Wiener Sport-Club,2-1,1-1,SV Stripfing/Weiden,,2019-09-13T17:30Z
7,Sat Sep 14 2019,16:30,CEST/+0200,1. Wiener Neustädter SC,1-2,0-1,SC Neusiedl/See 1919,,2019-09-14T14:30Z
7,Sat Sep 14 2019,18:00,CEST/+0200,SC Team Wiener Linien,2-1,0-1,SV Mattersburg II,,2019-09-14T16:00Z
7,Tue Sep 17 2019,19:30,CEST/+0200,FC Mauerwerk,2-0,1-0,SC Wiener Viktoria,,2019-09-17T17:30Z
8,Fri Sep 20 2019,20:00,CEST/+0200,FC Admira Wacker II,1-1,0-1,SC Team Wiener Linien,,2019-09-20T18:00Z
8,Fri Sep 20 2019,18:30,CEST/+0200,FCM Traiskirchen,0-1,0-1,ASK-BSC Bruck/Leitha,,2019-09-20T16:30Z
8,Fri Sep 20 2019,19:00,CEST/+0200,SV Mattersburg II,2-4,2-1,Wiener Sport-Club,,2019-09-20T17:00Z
8,Fri Sep 20 2019,19:00,CEST/+0200,Rapid Wien II,1-1,1-1,FC Mauerwerk,,2019-09-20T17:00Z
8,Fri Sep 20 2019,19:00,CEST/+0200,SC Neusiedl/See 1919,0-3,0-1,ASK Ebreichsdorf,,2019-09-20T17:00Z
8,Fri Sep 20 2019,19:30,CEST/+0200,FC Marchfeld Donauauen,4-1,0-0,ASV Draßburg,,2019-09-20T17:30Z
8,Sat Sep 21 2019,16:00,CEST/+0200,SC Wiener Viktoria,5-0,2-0,1. Wiener Neustädter SC,,2019-09-21T14:00Z
8,Sat Sep 21 2019,18:00,CEST/+0200,SV Leobendorf,2-3,1-0,SV Stripfing/Weiden,,2019-09-21T16:00Z
9,Fri Sep 27 2019,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,1-4,1-0,SC Neusiedl/See 1919,,2019-09-27T17:00Z
9,Fri Sep 27 2019,19:30,CEST/+0200,Wiener Sport-Club,3-0,1-0,FC Admira Wacker II,,2019-09-27T17:30Z
9,Fri Sep 27 2019,19:30,CEST/+0200,ASV Draßburg,1-0,0-0,SV Leobendorf,,2019-09-27T17:30Z
9,Fri Sep 27 2019,19:30,CEST/+0200,FC Mauerwerk,0-4,0-2,FC Marchfeld Donauauen,,2019-09-27T17:30Z
9,Sat Sep 28 2019,18:00,CEST/+0200,ASK Ebreichsdorf,6-1,4-1,SC Wiener Viktoria,,2019-09-28T16:00Z
9,Sat Sep 28 2019,16:00,CEST/+0200,SV Stripfing/Weiden,1-0,0-0,SV Mattersburg II,,2019-09-28T14:00Z
9,Sat Sep 28 2019,18:00,CEST/+0200,SC Team Wiener Linien,1-0,0-0,FCM Traiskirchen,,2019-09-28T16:00Z
9,Sat Sep 28 2019,19:30,CEST/+0200,1. Wiener Neustädter SC,0-1,0-0,Rapid Wien II,,2019-09-28T17:30Z
10,Fri Oct 4 2019,19:30,CEST/+0200,FC Marchfeld Donauauen,3-2,1-1,1. Wiener Neustädter SC,,2019-10-04T17:30Z
10,Fri Oct 4 2019,18:30,CEST/+0200,FCM Traiskirchen,1-3,1-2,Wiener Sport-Club,,2019-10-04T16:30Z
10,Fri Oct 4 2019,19:00,CEST/+0200,Rapid Wien II,0-0,0-0,ASK Ebreichsdorf,,2019-10-04T17:00Z
10,Fri Oct 4 2019,19:00,CEST/+0200,SC Neusiedl/See 1919,0-4,0-3,SC Team Wiener Linien,,2019-10-04T17:00Z
10,Fri Oct 4 2019,19:30,CEST/+0200,ASV Draßburg,5-2,2-2,FC Mauerwerk,,2019-10-04T17:30Z
10,Sat Oct 5 2019,16:00,CEST/+0200,SC Wiener Viktoria,2-2,0-2,ASK-BSC Bruck/Leitha,,2019-10-05T14:00Z
10,Sun Oct 6 2019,16:00,CEST/+0200,SV Leobendorf,0-3,0-0,SV Mattersburg II,,2019-10-06T14:00Z
10,Sun Oct 6 2019,16:00,CEST/+0200,FC Admira Wacker II,0-0,0-0,SV Stripfing/Weiden,,2019-10-06T14:00Z
11,Fri Oct 11 2019,19:30,CEST/+0200,ASK Ebreichsdorf,0-0,0-0,FC Marchfeld Donauauen,,2019-10-11T17:30Z
11,Fri Oct 11 2019,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,1-2,1-1,Rapid Wien II,,2019-10-11T17:00Z
11,Fri Oct 11 2019,19:00,CEST/+0200,SV Mattersburg II,2-1,1-0,FC Admira Wacker II,,2019-10-11T17:00Z
11,Fri Oct 11 2019,19:30,CEST/+0200,Wiener Sport-Club,2-1,1-0,SC Neusiedl/See 1919,,2019-10-11T17:30Z
11,Fri Oct 11 2019,19:30,CEST/+0200,FC Mauerwerk,2-0,0-0,SV Leobendorf,,2019-10-11T17:30Z
11,Fri Oct 11 2019,19:30,CEST/+0200,1. Wiener Neustädter SC,2-6,2-1,ASV Draßburg,,2019-10-11T17:30Z
11,Sat Oct 12 2019,15:30,CEST/+0200,SV Stripfing/Weiden,2-1,1-1,FCM Traiskirchen,,2019-10-12T13:30Z
11,Sat Oct 12 2019,18:00,CEST/+0200,SC Team Wiener Linien,0-0,0-0,SC Wiener Viktoria,,2019-10-12T16:00Z
12,Thu Oct 17 2019,19:30,CEST/+0200,FC Mauerwerk,0-2,0-1,1. Wiener Neustädter SC,,2019-10-17T17:30Z
12,Fri Oct 18 2019,19:00,CEST/+0200,Rapid Wien II,1-1,1-1,SC Team Wiener Linien,,2019-10-18T17:00Z
12,Fri Oct 18 2019,19:00,CEST/+0200,SC Neusiedl/See 1919,2-0,1-0,SV Stripfing/Weiden,,2019-10-18T17:00Z
12,Fri Oct 18 2019,19:30,CEST/+0200,FC Marchfeld Donauauen,1-0,0-0,ASK-BSC Bruck/Leitha,,2019-10-18T17:30Z
12,Fri Oct 18 2019,19:30,CEST/+0200,ASV Draßburg,0-0,0-0,ASK Ebreichsdorf,,2019-10-18T17:30Z
12,Fri Oct 18 2019,19:30,CEST/+0200,FCM Traiskirchen,2-4,2-1,SV Mattersburg II,,2019-10-18T17:30Z
12,Sat Oct 19 2019,16:00,CEST/+0200,SC Wiener Viktoria,3-2,1-0,Wiener Sport-Club,,2019-10-19T14:00Z
12,Sat Oct 19 2019,18:00,CEST/+0200,SV Leobendorf,0-1,0-0,FC Admira Wacker II,,2019-10-19T16:00Z
6,Tue Oct 22 2019,19:00,CEST/+0200,Rapid Wien II,2-3,0-2,FC Marchfeld Donauauen,,2019-10-22T17:00Z
13,Fri Oct 25 2019,19:00,CEST/+0200,SV Mattersburg II,3-0,0-0,SC Neusiedl/See 1919,,2019-10-25T17:00Z
13,Fri Oct 25 2019,19:30,CEST/+0200,Wiener Sport-Club,0-4,0-0,Rapid Wien II,,2019-10-25T17:30Z
13,Fri Oct 25 2019,19:30,CEST/+0200,ASK Ebreichsdorf,1-1,0-1,FC Mauerwerk,,2019-10-25T17:30Z
13,Fri Oct 25 2019,19:30,CEST/+0200,1. Wiener Neustädter SC,6-1,4-0,SV Leobendorf,,2019-10-25T17:30Z
13,Fri Oct 25 2019,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,0-0,0-0,ASV Draßburg,,2019-10-25T17:00Z
13,Sat Oct 26 2019,15:00,CEST/+0200,SV Stripfing/Weiden,0-1,0-0,SC Wiener Viktoria,,2019-10-26T13:00Z
13,Sat Oct 26 2019,18:00,CEST/+0200,SC Team Wiener Linien,1-1,1-0,FC Marchfeld Donauauen,,2019-10-26T16:00Z
13,Sun Oct 27 2019,16:00,CET/+0100,FC Admira Wacker II,0-1,0-0,FCM Traiskirchen,,2019-10-27T15:00Z
14,Thu Oct 31 2019,19:30,CET/+0100,ASV Draßburg,2-2,1-0,SC Team Wiener Linien,,2019-10-31T18:30Z
14,Fri Nov 1 2019,19:00,CET/+0100,Rapid Wien II,1-0,0-0,SV Stripfing/Weiden,,2019-11-01T18:00Z
14,Fri Nov 1 2019,19:30,CET/+0100,FC Marchfeld Donauauen,2-0,1-0,Wiener Sport-Club,,2019-11-01T18:30Z
14,Fri Nov 1 2019,14:00,CET/+0100,SC Neusiedl/See 1919,1-5,0-2,FC Admira Wacker II,,2019-11-01T13:00Z
14,Sat Nov 2 2019,14:00,CET/+0100,FC Mauerwerk,2-2,1-1,ASK-BSC Bruck/Leitha,,2019-11-02T13:00Z
14,Sat Nov 2 2019,15:00,CET/+0100,SC Wiener Viktoria,3-1,1-0,SV Mattersburg II,,2019-11-02T14:00Z
14,Sat Nov 2 2019,17:30,CET/+0100,1. Wiener Neustädter SC,1-0,1-0,ASK Ebreichsdorf,,2019-11-02T16:30Z
14,Sat Nov 2 2019,17:30,CET/+0100,SV Leobendorf,0-0,0-0,FCM Traiskirchen,,2019-11-02T16:30Z
15,Fri Nov 8 2019,19:00,CET/+0100,SV Mattersburg II,0-1,0-0,Rapid Wien II,,2019-11-08T18:00Z
15,Fri Nov 8 2019,19:00,CET/+0100,ASK-BSC Bruck/Leitha,2-5,0-2,1. Wiener Neustädter SC,,2019-11-08T18:00Z
15,Fri Nov 8 2019,19:30,CET/+0100,Wiener Sport-Club,0-0,0-0,ASV Draßburg,,2019-11-08T18:30Z
15,Fri Nov 8 2019,19:30,CET/+0100,ASK Ebreichsdorf,1-0,0-0,SV Leobendorf,,2019-11-08T18:30Z
15,Fri Nov 8 2019,18:30,CET/+0100,FCM Traiskirchen,5-1,3-0,SC Neusiedl/See 1919,,2019-11-08T17:30Z
15,Sat Nov 9 2019,18:00,CET/+0100,SC Team Wiener Linien,0-1,0-1,FC Mauerwerk,,2019-11-09T17:00Z
15,Sat Nov 9 2019,14:00,CET/+0100,SV Stripfing/Weiden,2-1,1-0,FC Marchfeld Donauauen,,2019-11-09T13:00Z
15,Sun Nov 10 2019,16:00,CET/+0100,FC Admira Wacker II,1-3,0-1,SC Wiener Viktoria,,2019-11-10T15:00Z
16,Fri Nov 15 2019,19:00,CET/+0100,SV Mattersburg II,3-1,2-1,FC Marchfeld Donauauen,,2019-11-15T18:00Z
16,Fri Nov 15 2019,19:00,CET/+0100,ASK-BSC Bruck/Leitha,1-0,1-0,ASK Ebreichsdorf,,2019-11-15T18:00Z
16,Fri Nov 15 2019,19:30,CET/+0100,Wiener Sport-Club,2-2,2-2,FC Mauerwerk,,2019-11-15T18:30Z
16,Fri Nov 15 2019,19:30,CET/+0100,FC Admira Wacker II,1-1,0-1,Rapid Wien II,,2019-11-15T18:30Z
16,Sat Nov 16 2019,15:00,CET/+0100,SC Wiener Viktoria,3-3,1-0,FCM Traiskirchen,,2019-11-16T14:00Z
16,Sat Nov 16 2019,17:00,CET/+0100,SV Leobendorf,0-0,0-0,SC Neusiedl/See 1919,,2019-11-16T16:00Z
16,Sat Nov 16 2019,18:00,CET/+0100,SC Team Wiener Linien,2-1,0-0,1. Wiener Neustädter SC,,2019-11-16T17:00Z
16,Sat Nov 16 2019,14:00,CET/+0100,SV Stripfing/Weiden,1-0,1-0,ASV Draßburg,,2019-11-16T13:00Z
17,Fri Feb 28 2020,19:00,CET/+0100,Rapid Wien II,0-0,0-0,FCM Traiskirchen,,2020-02-28T18:00Z
17,Fri Feb 28 2020,19:30,CET/+0100,ASK Ebreichsdorf,0-0,0-0,SC Team Wiener Linien,,2020-02-28T18:30Z
17,Fri Feb 28 2020,19:30,CET/+0100,ASV Draßburg,0-1,0-0,SV Mattersburg II,,2020-02-28T18:30Z
17,Fri Feb 28 2020,19:30,CET/+0100,1. Wiener Neustädter SC,0-0,0-0,Wiener Sport-Club,,2020-02-28T18:30Z
17,Sat Feb 29 2020,15:00,CET/+0100,FC Marchfeld Donauauen,1-1,0-1,FC Admira Wacker II,,2020-02-29T14:00Z
17,Sat Feb 29 2020,15:00,CET/+0100,SC Wiener Viktoria,3-0,1-0,SC Neusiedl/See 1919,,2020-02-29T14:00Z
17,Sat Feb 29 2020,17:00,CET/+0100,FC Mauerwerk,2-0,1-0,SV Stripfing/Weiden,,2020-02-29T16:00Z
17,Sat Feb 29 2020,15:00,CET/+0100,ASK-BSC Bruck/Leitha,1-1,0-0,SV Leobendorf,,2020-02-29T14:00Z
18,Fri Mar 6 2020,19:00,CET/+0100,SC Neusiedl/See 1919,2-2,2-2,Rapid Wien II,,2020-03-06T18:00Z
18,Fri Mar 6 2020,19:00,CET/+0100,SV Mattersburg II,4-1,2-1,FC Mauerwerk,,2020-03-06T18:00Z
18,Fri Mar 6 2020,19:30,CET/+0100,Wiener Sport-Club,1-2,1-1,ASK Ebreichsdorf,,2020-03-06T18:30Z
18,Sat Mar 7 2020,15:30,CET/+0100,SV Stripfing/Weiden,1-0,1-0,1. Wiener Neustädter SC,,2020-03-07T14:30Z
18,Sat Mar 7 2020,16:00,CET/+0100,SC Team Wiener Linien,3-0,1-0,ASK-BSC Bruck/Leitha,,2020-03-07T15:00Z
18,Sat Mar 7 2020,15:30,CET/+0100,SC Wiener Viktoria,2-1,1-0,SV Leobendorf,,2020-03-07T14:30Z
18,Sun Mar 8 2020,17:00,CET/+0100,FCM Traiskirchen,1-3,0-0,FC Marchfeld Donauauen,,2020-03-08T16:00Z
18,Sun Mar 8 2020,15:30,CET/+0100,FC Admira Wacker II,1-2,1-0,ASV Draßburg,,2020-03-08T14:30Z
19,Fri Mar 13 2020,,,ASK-BSC Bruck/Leitha,(*),,Wiener Sport-Club,cancelled,
19,Fri Mar 13 2020,,,Rapid Wien II,(*),,SC Wiener Viktoria,cancelled,
19,Fri Mar 13 2020,,,FC Marchfeld Donauauen,(*),,SC Neusiedl/See 1919,cancelled,
19,Fri Mar 13 2020,,,1. Wiener Neustädter SC,(*),,SV Mattersburg II,cancelled,
19,Fri Mar 13 2020,,,ASK Ebreichsdorf,(*),,SV Stripfing/Weiden,cancelled,
19,Fri Mar 13 2020,,,ASV Draßburg,(*),,FCM Traiskirchen,cancelled,
19,Sat Mar 14 2020,,,SC Team Wiener Linien,(*),,SV Leobendorf,cancelled,
19,Sat Mar 14 2020,,,FC Mauerwerk,(*),,FC Admira Wacker II,cancelled,
20,Fri Mar 20 2020,,,SV Mattersburg II,(*),,ASK Ebreichsdorf,cancelled,
20,Fri Mar 20 2020,,,SC Neusiedl/See 1919,(*),,ASV Draßburg,cancelled,
20,Fri Mar 20 2020,,,Wiener Sport-Club,(*),,SC Team Wiener Linien,cancelled,
20,Fri Mar 20 2020,,,FCM Traiskirchen,(*),,FC Mauerwerk,cancelled,
20,Sat Mar 21 2020,,,SV Stripfing/Weiden,(*),,ASK-BSC Bruck/Leitha,cancelled,
20,Sat Mar 21 2020,,,SV Leobendorf,(*),,Rapid Wien II,cancelled,
20,Sat Mar 21 2020,,,SC Wiener Viktoria,(*),,FC Marchfeld Donauauen,cancelled,
20,Sun Mar 22 2020,,,FC Admira Wacker II,(*),,1. Wiener Neustädter SC,cancelled,
21,Fri Mar 27 2020,,,ASK-BSC Bruck/Leitha,(*),,SV Mattersburg II,cancelled,
21,Fri Mar 27 2020,,,FC Marchfeld Donauauen,(*),,Rapid Wien II,cancelled,
21,Fri Mar 27 2020,,,Wiener Sport-Club,(*),,SV Leobendorf,cancelled,
21,Fri Mar 27 2020,,,1. Wiener Neustädter SC,(*),,FCM Traiskirchen,cancelled,
21,Fri Mar 27 2020,,,FC Mauerwerk,(*),,SC Neusiedl/See 1919,cancelled,
21,Fri Mar 27 2020,,,ASV Draßburg,(*),,SC Wiener Viktoria,cancelled,
21,Fri Mar 27 2020,,,ASK Ebreichsdorf,(*),,FC Admira Wacker II,cancelled,
21,Sat Mar 28 2020,,,SC Team Wiener Linien,(*),,SV Stripfing/Weiden,cancelled,
22,Fri Apr 3 2020,,,Rapid Wien II,(*),,ASV Draßburg,cancelled,
22,Fri Apr 3 2020,,,SV Mattersburg II,(*),,SC Team Wiener Linien,cancelled,
22,Fri Apr 3 2020,,,SC Neusiedl/See 1919,(*),,1. Wiener Neustädter SC,cancelled,
22,Fri Apr 3 2020,,,FCM Traiskirchen,(*),,ASK Ebreichsdorf,cancelled,
22,Sat Apr 4 2020,,,SC Wiener Viktoria,(*),,FC Mauerwerk,cancelled,
22,Sat Apr 4 2020,,,SV Stripfing/Weiden,(*),,Wiener Sport-Club,cancelled,
22,Sat Apr 4 2020,,,SV Leobendorf,(*),,FC Marchfeld Donauauen,cancelled,
22,Sun Apr 5 2020,,,FC Admira Wacker II,(*),,ASK-BSC Bruck/Leitha,cancelled,
23,Fri Apr 10 2020,,,ASK-BSC Bruck/Leitha,(*),,FCM Traiskirchen,cancelled,
23,Fri Apr 10 2020,,,1. Wiener Neustädter SC,(*),,SC Wiener Viktoria,cancelled,
23,Fri Apr 10 2020,,,FC Mauerwerk,(*),,Rapid Wien II,cancelled,
23,Fri Apr 10 2020,,,ASK Ebreichsdorf,(*),,SC Neusiedl/See 1919,cancelled,
23,Fri Apr 10 2020,,,Wiener Sport-Club,(*),,SV Mattersburg II,cancelled,
23,Fri Apr 10 2020,,,ASV Draßburg,(*),,FC Marchfeld Donauauen,cancelled,
23,Sat Apr 11 2020,,,SV Stripfing/Weiden,(*),,SV Leobendorf,cancelled,
23,Sat Apr 11 2020,,,SC Team Wiener Linien,(*),,FC Admira Wacker II,cancelled,
24,Fri Apr 17 2020,,,SC Neusiedl/See 1919,(*),,ASK-BSC Bruck/Leitha,cancelled,
24,Fri Apr 17 2020,,,Rapid Wien II,(*),,1. Wiener Neustädter SC,cancelled,
24,Fri Apr 17 2020,,,FCM Traiskirchen,(*),,SC Team Wiener Linien,cancelled,
24,Fri Apr 17 2020,,,FC Marchfeld Donauauen,(*),,FC Mauerwerk,cancelled,
24,Fri Apr 17 2020,,,SV Mattersburg II,(*),,SV Stripfing/Weiden,cancelled,
24,Sat Apr 18 2020,,,SV Leobendorf,(*),,ASV Draßburg,cancelled,
24,Sat Apr 18 2020,,,SC Wiener Viktoria,(*),,ASK Ebreichsdorf,cancelled,
24,Sun Apr 19 2020,,,FC Admira Wacker II,(*),,Wiener Sport-Club,cancelled,
25,Fri Apr 24 2020,,,ASK-BSC Bruck/Leitha,(*),,SC Wiener Viktoria,cancelled,
25,Fri Apr 24 2020,,,SV Mattersburg II,(*),,SV Leobendorf,cancelled,
25,Fri Apr 24 2020,,,FC Mauerwerk,(*),,ASV Draßburg,cancelled,
25,Fri Apr 24 2020,,,ASK Ebreichsdorf,(*),,Rapid Wien II,cancelled,
25,Fri Apr 24 2020,,,1. Wiener Neustädter SC,(*),,FC Marchfeld Donauauen,cancelled,
25,Fri Apr 24 2020,,,Wiener Sport-Club,(*),,FCM Traiskirchen,cancelled,
25,Sat Apr 25 2020,,,SV Stripfing/Weiden,(*),,FC Admira Wacker II,cancelled,
25,Sat Apr 25 2020,,,SC Team Wiener Linien,(*),,SC Neusiedl/See 1919,cancelled,
26,Fri May 1 2020,,,SC Neusiedl/See 1919,(*),,Wiener Sport-Club,cancelled,
26,Fri May 1 2020,,,Rapid Wien II,(*),,ASK-BSC Bruck/Leitha,cancelled,
26,Fri May 1 2020,,,FC Marchfeld Donauauen,(*),,ASK Ebreichsdorf,cancelled,
26,Fri May 1 2020,,,FCM Traiskirchen,(*),,SV Stripfing/Weiden,cancelled,
26,Fri May 1 2020,,,ASV Draßburg,(*),,1. Wiener Neustädter SC,cancelled,
26,Sat May 2 2020,,,SC Wiener Viktoria,(*),,SC Team Wiener Linien,cancelled,
26,Sat May 2 2020,,,SV Leobendorf,(*),,FC Mauerwerk,cancelled,
26,Sun May 3 2020,,,FC Admira Wacker II,(*),,SV Mattersburg II,cancelled,
27,Fri May 8 2020,,,ASK-BSC Bruck/Leitha,(*),,FC Marchfeld Donauauen,cancelled,
27,Fri May 8 2020,,,SV Mattersburg II,(*),,FCM Traiskirchen,cancelled,
27,Fri May 8 2020,,,Wiener Sport-Club,(*),,SC Wiener Viktoria,cancelled,
27,Fri May 8 2020,,,1. Wiener Neustädter SC,(*),,FC Mauerwerk,cancelled,
27,Fri May 8 2020,,,ASK Ebreichsdorf,(*),,ASV Draßburg,cancelled,
27,Sat May 9 2020,,,SC Team Wiener Linien,(*),,Rapid Wien II,cancelled,
27,Sat May 9 2020,,,SV Stripfing/Weiden,(*),,SC Neusiedl/See 1919,cancelled,
27,Sun May 10 2020,,,FC Admira Wacker II,(*),,SV Leobendorf,cancelled,
28,Fri May 15 2020,,,Rapid Wien II,(*),,Wiener Sport-Club,cancelled,
28,Fri May 15 2020,,,SC Neusiedl/See 1919,(*),,SV Mattersburg II,cancelled,
