Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
21,Sat Dec 14 2019,15:00,GMT/+0000,Sunderland AFC,1-1,1-1,Blackpool FC,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Wycombe Wanderers,2-0,1-0,Burton Albion,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Peterborough United,1-0,1-0,Bolton Wanderers,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,AFC Wimbledon,2-1,0-1,Doncaster Rovers,,2019-12-14T15:00Z
21,Sat Dec 14 2019,15:00,GMT/+0000,Accrington Stanley,4-1,1-1,Portsmouth FC,,2019-12-14T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Blackpool FC,0-1,0-0,Shrewsbury Town,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Rotherham United,2-2,0-1,Fleetwood Town,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Portsmouth FC,1-0,0-0,Ipswich Town,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Oxford United,1-0,1-0,Wycombe Wanderers,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Doncaster Rovers,1-1,0-0,Accrington Stanley,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Coventry City,1-0,1-0,Lincoln City,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Burton Albion,3-1,2-1,Rochdale AFC,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Bristol Rovers,0-0,0-0,Peterborough United,,2019-12-21T15:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Bolton Wanderers,3-2,2-1,Southend United,,2019-12-21T15:00Z
22,Sat Dec 21 2019,13:00,GMT/+0000,Gillingham FC,3-1,2-0,Milton Keynes Dons,,2019-12-21T13:00Z
22,Sat Dec 21 2019,15:00,GMT/+0000,Tranmere Rovers,1-0,1-0,AFC Wimbledon,,2019-12-21T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Southend United,2-2,1-1,Milton Keynes Dons,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Shrewsbury Town,1-2,0-0,Rotherham United,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Rochdale AFC,2-3,1-0,Fleetwood Town,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Portsmouth FC,2-0,0-0,Wycombe Wanderers,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Sunderland AFC,0-0,0-0,Bolton Wanderers,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Peterborough United,0-3,0-1,Doncaster Rovers,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Oxford United,1-0,1-0,Lincoln City,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Ipswich Town,0-0,0-0,Gillingham FC,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Burton Albion,4-2,1-1,Tranmere Rovers,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Blackpool FC,0-1,0-0,Accrington Stanley,,2019-12-26T15:00Z
23,Thu Dec 26 2019,15:00,GMT/+0000,Bristol Rovers,1-2,1-0,AFC Wimbledon,,2019-12-26T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Wycombe Wanderers,1-4,1-3,Coventry City,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Tranmere Rovers,1-1,1-1,Blackpool FC,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Rotherham United,4-0,0-0,Peterborough United,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Milton Keynes Dons,3-1,2-0,Portsmouth FC,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Lincoln City,5-3,2-1,Ipswich Town,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Fleetwood Town,0-0,0-0,Bristol Rovers,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Doncaster Rovers,1-2,1-1,Sunderland AFC,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Bolton Wanderers,1-1,1-0,Shrewsbury Town,,2019-12-29T15:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,Accrington Stanley,2-0,1-0,Burton Albion,,2019-12-29T15:00Z
24,Sun Dec 29 2019,13:00,GMT/+0000,Gillingham FC,1-0,0-0,Rochdale AFC,,2019-12-29T13:00Z
24,Sun Dec 29 2019,15:00,GMT/+0000,AFC Wimbledon,1-2,0-1,Oxford United,,2019-12-29T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Wycombe Wanderers,1-1,0-0,Ipswich Town,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Tranmere Rovers,1-4,1-2,Coventry City,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Rotherham United,2-1,1-1,Blackpool FC,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Milton Keynes Dons,3-0,1-0,Bristol Rovers,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Lincoln City,2-1,0-1,Peterborough United,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Gillingham FC,1-1,0-1,Portsmouth FC,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Fleetwood Town,1-1,1-0,Sunderland AFC,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Doncaster Rovers,1-0,1-0,Oxford United,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Bolton Wanderers,3-4,2-3,Burton Albion,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,AFC Wimbledon,1-1,1-0,Southend United,,2020-01-01T15:00Z
25,Wed Jan 1 2020,15:00,GMT/+0000,Accrington Stanley,1-2,0-1,Rochdale AFC,,2020-01-01T15:00Z
26,Sat Jan 4 2020,15:00,GMT/+0000,Sunderland AFC,3-1,3-0,Lincoln City,,2020-01-04T15:00Z
18,Tue Jan 7 2020,19:45,GMT/+0000,Doncaster Rovers,2-0,1-0,Shrewsbury Town,,2020-01-07T19:45Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Ipswich Town,4-1,3-0,Accrington Stanley,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Oxford United,1-3,0-3,Rotherham United,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Burton Albion,1-0,0-0,Fleetwood Town,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Peterborough United,0-0,0-0,Gillingham FC,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Portsmouth FC,2-1,1-0,AFC Wimbledon,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Rochdale AFC,2-0,1-0,Bolton Wanderers,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Bristol Rovers,0-2,0-0,Doncaster Rovers,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Coventry City,1-1,1-0,Milton Keynes Dons,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Shrewsbury Town,1-1,1-0,Lincoln City,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Southend United,0-0,0-0,Tranmere Rovers,,2020-01-11T15:00Z
27,Sat Jan 11 2020,15:00,GMT/+0000,Sunderland AFC,4-0,3-0,Wycombe Wanderers,,2020-01-11T15:00Z
26,Tue Jan 14 2020,19:45,GMT/+0000,Burton Albion,1-0,1-0,Milton Keynes Dons,,2020-01-14T19:45Z
16,Tue Jan 14 2020,19:45,GMT/+0000,Lincoln City,5-1,1-0,Bolton Wanderers,,2020-01-14T19:45Z
18,Tue Jan 14 2020,19:45,GMT/+0000,Oxford United,0-0,0-0,Ipswich Town,,2020-01-14T19:45Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Gillingham FC,1-1,0-1,Oxford United,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Bolton Wanderers,0-1,0-1,Portsmouth FC,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Wycombe Wanderers,2-1,1-1,Rochdale AFC,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,AFC Wimbledon,1-0,0-0,Peterborough United,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Lincoln City,1-0,0-0,Blackpool FC,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Milton Keynes Dons,0-1,0-0,Sunderland AFC,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Rotherham United,3-0,0-0,Bristol Rovers,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Doncaster Rovers,0-1,0-1,Coventry City,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Tranmere Rovers,1-2,1-0,Ipswich Town,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Fleetwood Town,2-2,0-1,Shrewsbury Town,,2020-01-18T15:00Z
28,Sat Jan 18 2020,15:00,GMT/+0000,Accrington Stanley,1-2,1-1,Southend United,,2020-01-18T15:00Z
26,Tue Jan 21 2020,19:45,GMT/+0000,Peterborough United,4-0,2-0,Wycombe Wanderers,,2020-01-21T19:45Z
29,Fri Jan 24 2020,19:45,GMT/+0000,Sunderland AFC,0-0,0-0,Doncaster Rovers,,2020-01-24T19:45Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Peterborough United,2-1,2-1,Rotherham United,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Rochdale AFC,2-2,1-1,Gillingham FC,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Burton Albion,1-1,1-1,Accrington Stanley,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Bristol Rovers,0-0,0-0,Fleetwood Town,,2020-01-25T15:00Z
29,Sat Jan 25 2020,15:00,GMT/+0000,Ipswich Town,1-0,1-0,Lincoln City,,2020-01-25T15:00Z
30,Tue Jan 28 2020,19:45,GMT/+0000,AFC Wimbledon,2-2,1-2,Burton Albion,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Accrington Stanley,0-2,0-1,Peterborough United,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Doncaster Rovers,3-1,2-0,Southend United,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Fleetwood Town,0-0,0-0,Coventry City,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Lincoln City,0-2,0-1,Portsmouth FC,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Milton Keynes Dons,2-1,0-1,Rochdale AFC,,2020-01-28T19:45Z
30,Tue Jan 28 2020,19:45,GMT/+0000,Rotherham United,1-0,1-0,Ipswich Town,,2020-01-28T19:45Z
30,Tue Jan 28 2020,20:00,GMT/+0000,Bolton Wanderers,1-1,0-0,Bristol Rovers,,2020-01-28T20:00Z
30,Tue Jan 28 2020,20:50,GMT/+0000,Wycombe Wanderers,2-1,2-0,Blackpool FC,,2020-01-28T20:50Z
30,Wed Jan 29 2020,19:45,GMT/+0000,Gillingham FC,2-0,2-0,Shrewsbury Town,,2020-01-29T19:45Z
30,Wed Jan 29 2020,19:45,GMT/+0000,Tranmere Rovers,0-1,0-0,Sunderland AFC,,2020-01-29T19:45Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Rotherham United,3-2,1-1,Burton Albion,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Portsmouth FC,2-0,1-0,Sunderland AFC,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Oxford United,2-1,2-1,Blackpool FC,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Milton Keynes Dons,2-0,0-0,Wycombe Wanderers,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Southend United,2-1,0-0,Lincoln City,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Fleetwood Town,2-1,1-0,Doncaster Rovers,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Bristol Rovers,1-2,1-2,Coventry City,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Bolton Wanderers,2-0,1-0,Tranmere Rovers,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Accrington Stanley,2-1,2-0,AFC Wimbledon,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Ipswich Town,1-4,0-2,Peterborough United,,2020-02-01T15:00Z
31,Sat Feb 1 2020,15:00,GMT/+0000,Rochdale AFC,1-0,0-0,Shrewsbury Town,,2020-02-01T15:00Z
16,Tue Feb 4 2020,19:45,GMT/+0000,Tranmere Rovers,0-3,0-0,Doncaster Rovers,,2020-02-04T19:45Z
32,Fri Feb 7 2020,19:45,GMT/+0000,Lincoln City,0-1,0-0,Rotherham United,,2020-02-07T19:45Z
32,Sat Feb 8 2020,15:00,GMT/+0000,AFC Wimbledon,1-2,1-1,Fleetwood Town,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Blackpool FC,2-1,1-0,Southend United,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Tranmere Rovers,0-2,0-1,Portsmouth FC,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Coventry City,2-1,1-0,Bolton Wanderers,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Doncaster Rovers,1-1,1-0,Rochdale AFC,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Peterborough United,4-0,1-0,Oxford United,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Shrewsbury Town,1-1,0-0,Milton Keynes Dons,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Sunderland AFC,1-0,0-0,Ipswich Town,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Wycombe Wanderers,3-1,3-1,Bristol Rovers,,2020-02-08T15:00Z
32,Sat Feb 8 2020,15:00,GMT/+0000,Burton Albion,0-0,0-0,Gillingham FC,,2020-02-08T15:00Z
33,Tue Feb 11 2020,19:45,GMT/+0000,AFC Wimbledon,0-0,0-0,Ipswich Town,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Wycombe Wanderers,0-1,0-0,Fleetwood Town,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Tranmere Rovers,0-0,0-0,Bristol Rovers,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Sunderland AFC,3-0,3-0,Rochdale AFC,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Blackpool FC,2-3,1-0,Gillingham FC,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Shrewsbury Town,0-2,0-1,Accrington Stanley,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Burton Albion,2-2,1-0,Oxford United,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Coventry City,1-0,0-0,Portsmouth FC,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Doncaster Rovers,2-1,1-0,Bolton Wanderers,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Lincoln City,1-1,1-1,Milton Keynes Dons,,2020-02-11T19:45Z
33,Tue Feb 11 2020,19:45,GMT/+0000,Peterborough United,4-0,0-0,Southend United,,2020-02-11T19:45Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Fleetwood Town,2-1,1-0,Peterborough United,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Bristol Rovers,2-1,0-1,Blackpool FC,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Bolton Wanderers,0-2,0-1,Wycombe Wanderers,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Accrington Stanley,4-3,1-1,Lincoln City,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Rotherham United,2-2,0-1,AFC Wimbledon,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Portsmouth FC,2-0,0-0,Shrewsbury Town,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Oxford United,0-1,0-1,Sunderland AFC,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Ipswich Town,4-1,2-1,Burton Albion,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Southend United,0-2,0-0,Coventry City,,2020-02-15T15:00Z
34,Sat Feb 15 2020,15:00,GMT/+0000,Gillingham FC,2-1,1-1,Doncaster Rovers,,2020-02-15T15:00Z
26,Tue Feb 18 2020,19:45,GMT/+0000,Southend United,0-1,0-0,Gillingham FC,,2020-02-18T19:45Z
29,Tue Feb 18 2020,19:45,GMT/+0000,Oxford United,5-0,2-0,AFC Wimbledon,,2020-02-18T19:45Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Sunderland AFC,3-0,0-0,Bristol Rovers,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Wycombe Wanderers,3-1,1-0,Tranmere Rovers,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Milton Keynes Dons,1-0,0-0,Bolton Wanderers,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Lincoln City,0-0,0-0,Gillingham FC,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Shrewsbury Town,1-0,0-0,Doncaster Rovers,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Southend United,2-3,1-1,Burton Albion,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Ipswich Town,0-1,0-1,Oxford United,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Fleetwood Town,1-0,1-0,Portsmouth FC,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Accrington Stanley,1-2,0-0,Rotherham United,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,AFC Wimbledon,0-0,0-0,Blackpool FC,,2020-02-22T15:00Z
35,Sat Feb 22 2020,15:00,GMT/+0000,Rochdale AFC,1-2,0-1,Coventry City,,2020-02-22T15:00Z
13,Tue Feb 25 2020,19:45,GMT/+0000,Sunderland AFC,1-1,0-1,Fleetwood Town,,2020-02-25T19:45Z
26,Tue Feb 25 2020,19:45,GMT/+0000,Blackpool FC,2-1,1-0,Bolton Wanderers,,2020-02-25T19:45Z
29,Tue Feb 25 2020,19:45,GMT/+0000,Portsmouth FC,3-1,1-1,Milton Keynes Dons,,2020-02-25T19:45Z
26,Tue Feb 25 2020,19:45,GMT/+0000,Coventry City,1-1,0-1,Rotherham United,,2020-02-25T19:45Z
26,Tue Feb 25 2020,19:45,GMT/+0000,Oxford United,3-0,1-0,Accrington Stanley,,2020-02-25T19:45Z
26,Tue Feb 25 2020,19:45,GMT/+0000,Shrewsbury Town,2-3,0-2,Tranmere Rovers,,2020-02-25T19:45Z
36,Fri Feb 28 2020,19:45,GMT/+0000,Portsmouth FC,3-0,1-0,Rochdale AFC,,2020-02-28T19:45Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Bolton Wanderers,0-0,0-0,Accrington Stanley,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Bristol Rovers,0-1,0-0,Shrewsbury Town,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Burton Albion,1-1,0-0,Peterborough United,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Doncaster Rovers,3-1,1-0,Wycombe Wanderers,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Gillingham FC,1-2,0-0,AFC Wimbledon,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Blackpool FC,2-1,1-0,Ipswich Town,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Oxford United,2-1,1-1,Southend United,,2020-02-29T15:00Z
36,Sat Feb 29 2020,15:00,GMT/+0000,Rotherham United,1-1,1-1,Milton Keynes Dons,,2020-02-29T15:00Z
36,Sun Mar 1 2020,12:00,GMT/+0000,Coventry City,1-0,1-0,Sunderland AFC,,2020-03-01T12:00Z
26,Tue Mar 3 2020,19:45,GMT/+0000,Ipswich Town,0-1,0-1,Fleetwood Town,,2020-03-03T19:45Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Accrington Stanley,1-2,0-1,Tranmere Rovers,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,AFC Wimbledon,0-0,0-0,Bolton Wanderers,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Ipswich Town,0-1,0-1,Coventry City,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Southend United,3-1,1-0,Bristol Rovers,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Milton Keynes Dons,0-1,0-0,Doncaster Rovers,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Shrewsbury Town,2-3,2-1,Oxford United,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Fleetwood Town,0-0,0-0,Blackpool FC,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Rochdale AFC,3-1,1-0,Rotherham United,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Sunderland AFC,2-2,0-0,Gillingham FC,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Peterborough United,2-0,1-0,Portsmouth FC,,2020-03-07T15:00Z
37,Sat Mar 7 2020,15:00,GMT/+0000,Lincoln City,3-2,2-2,Burton Albion,,2020-03-07T15:00Z
18,Tue Mar 10 2020,19:45,GMT/+0000,Portsmouth FC,2-2,1-1,Fleetwood Town,,2020-03-10T19:45Z
29,Tue Mar 10 2020,19:45,GMT/+0000,Blackpool FC,1-2,0-2,Tranmere Rovers,,2020-03-10T19:45Z
18,Tue Mar 10 2020,19:45,GMT/+0000,Bristol Rovers,2-0,1-0,Sunderland AFC,,2020-03-10T19:45Z
13,Tue Mar 10 2020,19:45,GMT/+0000,Burton Albion,2-2,1-2,Bolton Wanderers,,2020-03-10T19:45Z
38,Sat Mar 14 2020,,,Bristol Rovers,(*),,Ipswich Town,cancelled,
38,Sat Mar 14 2020,,,Rotherham United,(*),,Southend United,cancelled,
38,Sat Mar 14 2020,,,Portsmouth FC,(*),,Accrington Stanley,cancelled,
38,Sat Mar 14 2020,,,Oxford United,(*),,Milton Keynes Dons,cancelled,
38,Sat Mar 14 2020,,,Gillingham FC,(*),,Fleetwood Town,cancelled,
38,Sat Mar 14 2020,,,Doncaster Rovers,(*),,AFC Wimbledon,cancelled,
38,Sat Mar 14 2020,,,Coventry City,(*),,Shrewsbury Town,cancelled,
38,Sat Mar 14 2020,,,Blackpool FC,(*),,Sunderland AFC,cancelled,
38,Sat Mar 14 2020,,,Bolton Wanderers,(*),,Peterborough United,cancelled,
38,Sat Mar 14 2020,,,Tranmere Rovers,(*),,Lincoln City,cancelled,
38,Sat Mar 14 2020,,,Burton Albion,(*),,Wycombe Wanderers,cancelled,
26,Tue Mar 17 2020,,,Portsmouth FC,(*),,Doncaster Rovers,cancelled,
34,Tue Mar 17 2020,,,Rochdale AFC,(*),,Tranmere Rovers,cancelled,
39,Sat Mar 21 2020,,,Southend United,(*),,Bolton Wanderers,cancelled,
39,Sat Mar 21 2020,,,Wycombe Wanderers,(*),,Oxford United,cancelled,
39,Sat Mar 21 2020,,,Shrewsbury Town,(*),,Blackpool FC,cancelled,
39,Sat Mar 21 2020,,,Rochdale AFC,(*),,Burton Albion,cancelled,
39,Sat Mar 21 2020,,,Peterborough United,(*),,Bristol Rovers,cancelled,
39,Sat Mar 21 2020,,,AFC Wimbledon,(*),,Tranmere Rovers,cancelled,
39,Sat Mar 21 2020,,,Accrington Stanley,(*),,Doncaster Rovers,cancelled,
39,Sat Mar 21 2020,,,Fleetwood Town,(*),,Rotherham United,cancelled,
39,Sat Mar 21 2020,,,Ipswich Town,(*),,Portsmouth FC,cancelled,
39,Sat Mar 21 2020,,,Lincoln City,(*),,Coventry City,cancelled,
39,Sat Mar 21 2020,,,Milton Keynes Dons,(*),,Gillingham FC,cancelled,
29,Tue Mar 24 2020,,,Coventry City,(*),,Wycombe Wanderers,cancelled,
26,Tue Mar 24 2020,,,Rochdale AFC,(*),,AFC Wimbledon,cancelled,
4,Tue Mar 24 2020,,,Bolton Wanderers,(*),,Doncaster Rovers,cancelled,
40,Sat Mar 28 2020,,,Tranmere Rovers,(*),,Milton Keynes Dons,cancelled,
40,Sat Mar 28 2020,,,Southend United,(*),,Sunderland AFC,cancelled,
40,Sat Mar 28 2020,,,Accrington Stanley,(*),,Coventry City,cancelled,
40,Sat Mar 28 2020,,,Bristol Rovers,(*),,Rochdale AFC,cancelled,
40,Sat Mar 28 2020,,,Burton Albion,(*),,Doncaster Rovers,cancelled,
40,Sat Mar 28 2020,,,Fleetwood Town,(*),,Bolton Wanderers,cancelled,
40,Sat Mar 28 2020,,,Lincoln City,(*),,AFC Wimbledon,cancelled,
40,Sat Mar 28 2020,,,Oxford United,(*),,Portsmouth FC,cancelled,
40,Sat Mar 28 2020,,,Shrewsbury Town,(*),,Wycombe Wanderers,cancelled,
40,Sun Mar 29 2020,,,Peterborough United,(*),,Blackpool FC,cancelled,
40,Sun Mar 29 2020,,,Rotherham United,(*),,Gillingham FC,cancelled,
41,Sat Apr 4 2020,,,Coventry City,(*),,Peterborough United,cancelled,
41,Sat Apr 4 2020,,,Sunderland AFC,(*),,Shrewsbury Town,cancelled,
41,Sat Apr 4 2020,,,Blackpool FC,(*),,Burton Albion,cancelled,
41,Sat Apr 4 2020,,,Bolton Wanderers,(*),,Lincoln City,cancelled,
41,Sat Apr 4 2020,,,Rochdale AFC,(*),,Oxford United,cancelled,
41,Sat Apr 4 2020,,,Doncaster Rovers,(*),,Tranmere Rovers,cancelled,
41,Sat Apr 4 2020,,,Gillingham FC,(*),,Accrington Stanley,cancelled,
41,Sat Apr 4 2020,,,Ipswich Town,(*),,Southend United,cancelled,
41,Sat Apr 4 2020,,,Milton Keynes Dons,(*),,Fleetwood Town,cancelled,
