Round,Date,Time,Team 1,FT,HT,Team 2
31,Sat Mar 7 2020,16:00,Girona FC,1-1,1-0,Albacete
31,Sat Mar 7 2020,18:15,SD Huesca,2-0,2-0,CF Fuenlabrada
31,Sat Mar 7 2020,18:15,CD Numancia,1-2,0-0,Racing Santander
31,Sun Mar 8 2020,20:30,CD Tenerife,1-0,0-0,SD Ponferradina
31,Sun Mar 8 2020,12:00,Rayo Vallecano,2-3,1-0,Elche CF
31,Sun Mar 8 2020,16:00,Málaga CF,0-1,0-0,Real Zaragoza
31,Sun Mar 8 2020,18:15,AD Alcorcón,1-2,0-0,CD Mirandés
31,Sun Mar 8 2020,18:15,Sporting Gijón,4-0,0-0,UD Las Palmas
20,Wed Jun 10 2020,20:00,Rayo Vallecano,1-0,0-0,Albacete
32,Fri Jun 12 2020,19:30,Elche CF,1-1,1-0,Extremadura UD
32,Fri Jun 12 2020,19:30,CF Fuenlabrada,1-0,1-0,CD Tenerife
32,Fri Jun 12 2020,19:30,Málaga CF,1-3,1-2,SD Huesca
32,Fri Jun 12 2020,21:45,Real Oviedo,0-0,0-0,SD Ponferradina
32,Sat Jun 13 2020,17:00,Racing Santander,1-2,1-0,CD Lugo
32,Sat Jun 13 2020,21:30,Real Zaragoza,1-3,0-0,AD Alcorcón
32,Sat Jun 13 2020,19:30,UD Las Palmas,0-0,0-0,Girona FC
32,Sun Jun 14 2020,17:00,Deportivo La Coruña,0-0,0-0,Sporting Gijón
32,Sun Jun 14 2020,17:00,CD Mirandés,2-1,1-0,CD Numancia
32,Sun Jun 14 2020,19:30,Albacete,0-1,0-1,UD Almería
32,Sun Jun 14 2020,21:30,Cádiz CF,1-1,0-0,Rayo Vallecano
33,Mon Jun 15 2020,19:30,SD Ponferradina,2-1,1-1,Elche CF
33,Mon Jun 15 2020,21:30,CD Tenerife,0-0,0-0,Málaga CF
33,Tue Jun 16 2020,19:30,CD Lugo,1-3,0-1,Real Zaragoza
33,Tue Jun 16 2020,21:45,Girona FC,0-0,0-0,Racing Santander
33,Wed Jun 17 2020,19:30,UD Almería,0-1,0-1,UD Las Palmas
33,Wed Jun 17 2020,19:30,Extremadura UD,0-1,0-1,Albacete
33,Wed Jun 17 2020,19:30,Real Oviedo,2-2,2-1,Deportivo La Coruña
33,Wed Jun 17 2020,21:45,Rayo Vallecano,1-0,0-0,CF Fuenlabrada
33,Thu Jun 18 2020,19:30,SD Huesca,1-2,0-0,CD Mirandés
33,Thu Jun 18 2020,19:30,CD Numancia,1-2,1-1,Cádiz CF
33,Thu Jun 18 2020,21:45,AD Alcorcón,0-2,0-2,Sporting Gijón
34,Fri Jun 19 2020,19:30,Elche CF,1-0,0-0,Girona FC
34,Sat Jun 20 2020,17:00,Deportivo La Coruña,3-3,0-2,Rayo Vallecano
34,Sat Jun 20 2020,19:30,UD Las Palmas,1-0,0-0,CD Lugo
34,Sat Jun 20 2020,19:30,Real Zaragoza,0-2,0-1,UD Almería
34,Sat Jun 20 2020,21:45,Málaga CF,1-1,1-0,Extremadura UD
34,Sun Jun 21 2020,17:00,CD Mirandés,1-2,1-1,SD Ponferradina
34,Sun Jun 21 2020,21:45,CF Fuenlabrada,2-0,1-0,CD Numancia
34,Sun Jun 21 2020,19:30,Albacete,2-2,1-0,SD Huesca
34,Sun Jun 21 2020,19:30,Cádiz CF,1-1,0-0,AD Alcorcón
34,Sun Jun 21 2020,17:00,Racing Santander,1-2,0-1,CD Tenerife
34,Mon Jun 22 2020,21:45,Sporting Gijón,0-1,0-0,Real Oviedo
35,Tue Jun 23 2020,19:30,Elche CF,0-1,0-0,Deportivo La Coruña
35,Tue Jun 23 2020,19:30,CD Lugo,0-0,0-0,Málaga CF
35,Tue Jun 23 2020,21:45,Extremadura UD,1-2,1-1,Real Zaragoza
35,Wed Jun 24 2020,19:30,Girona FC,2-0,2-0,CD Numancia
35,Wed Jun 24 2020,19:30,SD Huesca,1-1,0-0,Cádiz CF
35,Wed Jun 24 2020,19:30,CD Tenerife,4-1,2-0,CD Mirandés
35,Wed Jun 24 2020,21:45,SD Ponferradina,1-1,1-1,Racing Santander
35,Wed Jun 24 2020,21:45,Albacete,0-0,0-0,UD Las Palmas
35,Thu Jun 25 2020,21:45,Real Oviedo,0-0,0-0,CF Fuenlabrada
35,Thu Jun 25 2020,19:30,Rayo Vallecano,1-1,0-1,Sporting Gijón
35,Thu Jun 25 2020,19:30,UD Almería,0-1,0-1,AD Alcorcón
36,Sat Jun 27 2020,21:45,Racing Santander,1-2,1-0,Albacete
36,Sat Jun 27 2020,19:30,Cádiz CF,0-2,0-1,CD Tenerife
36,Sat Jun 27 2020,19:30,UD Las Palmas,1-1,1-1,Elche CF
36,Sat Jun 27 2020,17:00,Deportivo La Coruña,2-1,0-0,SD Ponferradina
36,Sun Jun 28 2020,17:00,CD Mirandés,2-2,1-2,UD Almería
36,Sun Jun 28 2020,17:00,Sporting Gijón,2-0,1-0,CD Lugo
36,Sun Jun 28 2020,21:45,CF Fuenlabrada,1-1,1-1,Extremadura UD
36,Sun Jun 28 2020,19:30,CD Numancia,1-0,1-0,Real Oviedo
36,Sun Jun 28 2020,19:30,Málaga CF,2-0,1-0,Girona FC
36,Mon Jun 29 2020,21:00,AD Alcorcón,3-2,1-1,Rayo Vallecano
36,Mon Jun 29 2020,21:45,Real Zaragoza,0-1,0-0,SD Huesca
37,Tue Jun 30 2020,19:30,CD Tenerife,1-1,0-0,Deportivo La Coruña
37,Tue Jun 30 2020,21:45,Elche CF,0-0,0-0,Cádiz CF
37,Wed Jul 1 2020,19:30,UD Almería,1-0,0-0,Sporting Gijón
37,Wed Jul 1 2020,21:45,SD Ponferradina,0-3,0-0,CF Fuenlabrada
37,Wed Jul 1 2020,19:30,Real Oviedo,1-0,1-0,CD Mirandés
37,Wed Jul 1 2020,21:45,Extremadura UD,3-1,2-0,Racing Santander
37,Wed Jul 1 2020,19:30,CD Lugo,3-1,1-0,CD Numancia
37,Thu Jul 2 2020,19:30,SD Huesca,1-0,1-0,UD Las Palmas
37,Thu Jul 2 2020,20:00,Albacete,1-1,0-1,AD Alcorcón
37,Thu Jul 2 2020,21:45,Rayo Vallecano,0-0,0-0,Málaga CF
37,Fri Jul 3 2020,19:30,Girona FC,1-0,0-0,Real Zaragoza
38,Sat Jul 4 2020,17:00,CD Numancia,1-0,1-0,Extremadura UD
38,Sat Jul 4 2020,17:00,Racing Santander,1-2,1-0,Elche CF
38,Sat Jul 4 2020,19:30,UD Almería,1-2,1-1,CD Tenerife
38,Sat Jul 4 2020,21:45,CF Fuenlabrada,2-2,0-0,CD Mirandés
38,Sat Jul 4 2020,21:45,Cádiz CF,2-0,1-0,Real Oviedo
38,Sun Jul 5 2020,17:00,Deportivo La Coruña,2-1,2-1,SD Huesca
38,Sun Jul 5 2020,21:45,AD Alcorcón,2-2,1-0,CD Lugo
38,Sun Jul 5 2020,19:30,Málaga CF,0-0,0-0,Albacete
38,Sun Jul 5 2020,19:30,UD Las Palmas,3-0,0-0,SD Ponferradina
38,Mon Jul 6 2020,19:30,Sporting Gijón,0-0,0-0,Girona FC
38,Mon Jul 6 2020,21:45,Real Zaragoza,2-4,1-1,Rayo Vallecano
39,Tue Jul 7 2020,19:30,CD Mirandés,1-0,0-0,Elche CF
39,Tue Jul 7 2020,20:30,CF Fuenlabrada,1-0,0-0,Racing Santander
39,Tue Jul 7 2020,21:45,Extremadura UD,0-1,0-1,Cádiz CF
39,Wed Jul 8 2020,19:30,Málaga CF,1-0,0-0,Deportivo La Coruña
39,Wed Jul 8 2020,19:30,Real Oviedo,2-1,1-0,UD Las Palmas
39,Wed Jul 8 2020,21:45,SD Huesca,2-1,2-1,AD Alcorcón
39,Wed Jul 8 2020,21:45,SD Ponferradina,0-1,0-0,CD Lugo
39,Thu Jul 9 2020,19:30,Albacete,1-1,0-1,Sporting Gijón
39,Thu Jul 9 2020,20:30,Rayo Vallecano,3-2,2-0,CD Numancia
39,Thu Jul 9 2020,21:45,Girona FC,1-0,0-0,UD Almería
39,Thu Jul 9 2020,21:45,CD Tenerife,1-1,1-1,Real Zaragoza
40,Sat Jul 11 2020,17:00,Racing Santander,,,SD Huesca
40,Sat Jul 11 2020,19:30,UD Las Palmas,,,CD Mirandés
40,Sat Jul 11 2020,21:45,Cádiz CF,,,CF Fuenlabrada
40,Sun Jul 12 2020,17:00,Deportivo La Coruña,,,Extremadura UD
40,Sun Jul 12 2020,19:30,CD Lugo,,,Girona FC
40,Sun Jul 12 2020,21:45,Real Zaragoza,,,Real Oviedo
40,Sun Jul 12 2020,19:30,CD Numancia,,,SD Ponferradina
40,Mon Jul 13 2020,19:30,UD Almería,,,Rayo Vallecano
40,Mon Jul 13 2020,19:30,Sporting Gijón,,,Málaga CF
40,Mon Jul 13 2020,21:45,AD Alcorcón,,,CD Tenerife
40,Mon Jul 13 2020,21:45,Elche CF,,,Albacete
41,Wed Jul 15 2020,19:30,Girona FC,,,Cádiz CF
41,Wed Jul 15 2020,19:30,Extremadura UD,,,Sporting Gijón
41,Wed Jul 15 2020,19:30,CF Fuenlabrada,,,Elche CF
41,Wed Jul 15 2020,19:30,Albacete,,,Real Zaragoza
41,Wed Jul 15 2020,19:30,SD Huesca,,,CD Numancia
41,Wed Jul 15 2020,19:30,CD Mirandés,,,Deportivo La Coruña
41,Wed Jul 15 2020,19:30,Málaga CF,,,AD Alcorcón
41,Wed Jul 15 2020,19:30,SD Ponferradina,,,UD Almería
41,Wed Jul 15 2020,19:30,Real Oviedo,,,Racing Santander
41,Wed Jul 15 2020,19:30,CD Tenerife,,,CD Lugo
41,Wed Jul 15 2020,19:30,Rayo Vallecano,,,UD Las Palmas
42,Sun Jul 19 2020,,AD Alcorcón,,,Girona FC
42,Sun Jul 19 2020,,UD Almería,,,Málaga CF
42,Sun Jul 19 2020,,Cádiz CF,,,Albacete
42,Sun Jul 19 2020,,Deportivo La Coruña,,,CF Fuenlabrada
42,Sun Jul 19 2020,,Elche CF,,,Real Oviedo
42,Sun Jul 19 2020,,UD Las Palmas,,,Extremadura UD
42,Sun Jul 19 2020,,CD Lugo,,,CD Mirandés
42,Sun Jul 19 2020,,CD Numancia,,,CD Tenerife
42,Sun Jul 19 2020,,Racing Santander,,,Rayo Vallecano
42,Sun Jul 19 2020,,Sporting Gijón,,,SD Huesca
42,Sun Jul 19 2020,,Real Zaragoza,,,SD Ponferradina
