Round,Date,Team 1,FT,HT,Team 2
1,Sat Mar 29 2003,Athletico Paranaense,2-0,2-0,Grêmio Porto Alegre
1,Sat Mar 29 2003,Guarani SP,4-2,2-2,Vasco da Gama RJ
1,Sun Mar 30 2003,Vitória BA,1-1,0-1,Figueirense SC
1,Sun Mar 30 2003,Juventude RS,2-2,1-0,São Paulo FC
1,Sun Mar 30 2003,Internacional,1-1,0-1,Ponte Preta
1,Sun Mar 30 2003,Goiás GO,2-2,1-0,Paysandu PA
1,Sun Mar 30 2003,Fortaleza CE,0-0,0-0,Bahia BA
1,Sun Mar 30 2003,Flamengo RJ,1-1,0-0,Coritiba PR
1,Sun Mar 30 2003,Cruzeiro,2-2,1-0,São Caetano SP
1,Sun Mar 30 2003,Criciúma SC,2-0,2-0,Fluminense RJ
1,Sun Mar 30 2003,Santos FC,2-2,1-2,Paraná Clube
1,Sun Mar 30 2003,Corinthians SP,0-3,0-2,Atlético Mineiro
2,Sat Apr 5 2003,Coritiba PR,0-1,0-0,Internacional
2,Sat Apr 5 2003,Atlético Mineiro,0-0,0-0,Santos FC
2,Sat Apr 5 2003,Grêmio Porto Alegre,3-1,2-0,Guarani SP
2,Sat Apr 5 2003,Fluminense RJ,1-1,0-1,Fortaleza CE
2,Sun Apr 6 2003,São Caetano SP,3-2,0-1,Criciúma SC
2,Sun Apr 6 2003,Ponte Preta,1-0,1-0,Juventude RS
2,Sun Apr 6 2003,Paysandu PA,1-2,1-1,Vitória BA
2,Sun Apr 6 2003,Paraná Clube,3-0,2-0,Athletico Paranaense
2,Sun Apr 6 2003,Figueirense SC,3-3,1-0,Corinthians SP
2,Sun Apr 6 2003,Bahia BA,1-2,0-1,Flamengo RJ
2,Sun Apr 6 2003,Vasco da Gama RJ,6-4,2-1,Goiás GO
2,Sun Apr 6 2003,São Paulo FC,2-4,0-2,Cruzeiro
4,Wed Apr 9 2003,Paysandu PA,2-1,0-1,Santos FC
3,Sat Apr 12 2003,Internacional,2-0,1-0,Bahia BA
3,Sat Apr 12 2003,Athletico Paranaense,1-2,0-0,Atlético Mineiro
