Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sun Aug 11 2024,17:00,CEST/+0200,KF Besa Dobërdoll,1-3,1-2,KF Shkëndija 79,2024-08-11T15:00Z
1,Sun Aug 11 2024,17:00,CEST/+0200,FK Rabotnički,1-0,1-0,Sileks Kratovo,2024-08-11T15:00Z
1,Sun Aug 11 2024,17:00,CEST/+0200,FK Pelister,1-1,1-1,KF Gostivari,2024-08-11T15:00Z
1,Sun Aug 11 2024,17:00,CEST/+0200,KF Shkupi,3-3,1-1,FK Voska Sport,2024-08-11T15:00Z
1,Sun Aug 11 2024,20:00,CEST/+0200,FK AP Brera Strumica,3-1,1-1,Vardar Skopje,2024-08-11T18:00Z
1,Sun Aug 11 2024,17:00,CEST/+0200,FC Struga,1-0,0-0,GFK Tikvesh,2024-08-11T15:00Z
2,Sun Aug 18 2024,17:00,CEST/+0200,GFK Tikvesh,2-1,1-0,FK Voska Sport,2024-08-18T15:00Z
2,Sun Aug 18 2024,17:00,CEST/+0200,KF Gostivari,2-0,2-0,KF Shkupi,2024-08-18T15:00Z
2,Sun Aug 18 2024,17:00,CEST/+0200,Sileks Kratovo,4-0,2-0,FK AP Brera Strumica,2024-08-18T15:00Z
2,Sun Aug 18 2024,17:00,CEST/+0200,KF Shkëndija 79,1-1,1-0,FK Rabotnički,2024-08-18T15:00Z
2,Sun Aug 18 2024,17:00,CEST/+0200,FC Struga,1-0,0-0,KF Besa Dobërdoll,2024-08-18T15:00Z
2,Sun Aug 18 2024,20:00,CEST/+0200,Vardar Skopje,1-0,0-0,FK Pelister,2024-08-18T18:00Z
3,Sun Aug 25 2024,16:00,CEST/+0200,KF Besa Dobërdoll,1-0,0-0,GFK Tikvesh,2024-08-25T14:00Z
3,Sun Aug 25 2024,16:00,CEST/+0200,FK Rabotnički,2-0,2-0,FC Struga,2024-08-25T14:00Z
3,Sun Aug 25 2024,16:00,CEST/+0200,FK Pelister,1-0,0-0,Sileks Kratovo,2024-08-25T14:00Z
3,Sun Aug 25 2024,16:00,CEST/+0200,KF Shkupi,3-0,1-0,Vardar Skopje,2024-08-25T14:00Z
3,Sun Aug 25 2024,16:00,CEST/+0200,FK Voska Sport,0-2,0-1,KF Gostivari,2024-08-25T14:00Z
3,Sun Aug 25 2024,20:00,CEST/+0200,FK AP Brera Strumica,0-2,0-0,KF Shkëndija 79,2024-08-25T18:00Z
4,Sat Aug 31 2024,16:00,CEST/+0200,Vardar Skopje,1-3,0-0,FK Voska Sport,2024-08-31T14:00Z
4,Sat Aug 31 2024,16:00,CEST/+0200,Sileks Kratovo,2-1,1-0,KF Shkupi,2024-08-31T14:00Z
4,Sat Aug 31 2024,16:00,CEST/+0200,KF Shkëndija 79,2-0,0-0,FK Pelister,2024-08-31T14:00Z
