Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Jul 20 2024,17:30,MSK/+0300,Krylia Sovetov,0-4,0-3,Zenit St. Petersburg,2024-07-20T14:30Z
1,Sat Jul 20 2024,20:00,MSK/+0300,FK Rostov,0-0,0-0,CSKA Moskva,2024-07-20T17:00Z
1,Sat Jul 20 2024,20:00,MSK/+0300,Dinamo Moskva,3-1,3-0,Fakel Voronezh,2024-07-20T17:00Z
1,Sat Jul 20 2024,15:00,MSK/+0300,Lokomotiv Moskva,3-2,2-2,Akron Tolyatti,2024-07-20T12:00Z
1,Sun Jul 21 2024,17:30,MSK/+0300,FK Orenburg,2-0,0-0,Spartak Moskva,2024-07-21T14:30Z
1,Sun Jul 21 2024,20:00,MSK/+0300,Akhmat Grozny,1-1,1-1,FK Krasnodar,2024-07-21T17:00Z
1,Sun Jul 21 2024,20:00,MSK/+0300,FK Khimki,1-1,0-1,FK Dinamo Makhachkala,2024-07-21T17:00Z
1,Mon Jul 22 2024,20:00,MSK/+0300,FK Nizhny Novgorod,2-4,1-3,Rubin Kazan,2024-07-22T17:00Z
2,Fri Jul 26 2024,18:00,MSK/+0300,Krylia Sovetov,1-3,0-1,FK Rostov,2024-07-26T15:00Z
2,Sat Jul 27 2024,17:30,MSK/+0300,Dinamo Moskva,3-1,1-1,Lokomotiv Moskva,2024-07-27T14:30Z
2,Sat Jul 27 2024,17:30,MSK/+0300,Rubin Kazan,0-4,0-2,Zenit St. Petersburg,2024-07-27T14:30Z
2,Sat Jul 27 2024,20:00,MSK/+0300,Fakel Voronezh,0-2,0-0,Akron Tolyatti,2024-07-27T17:00Z
2,Sat Jul 27 2024,15:00,MSK/+0300,FK Nizhny Novgorod,0-3,0-1,CSKA Moskva,2024-07-27T12:00Z
2,Sun Jul 28 2024,15:00,MSK/+0300,FK Khimki,1-3,0-0,Spartak Moskva,2024-07-28T12:00Z
2,Sun Jul 28 2024,17:30,MSK/+0300,FK Orenburg,0-0,0-0,Akhmat Grozny,2024-07-28T14:30Z
2,Sun Jul 28 2024,20:00,MSK/+0300,FK Krasnodar,0-0,0-0,FK Dinamo Makhachkala,2024-07-28T17:00Z
3,Sat Aug 3 2024,17:30,MSK/+0300,Zenit St. Petersburg,5-0,4-0,FK Rostov,2024-08-03T14:30Z
3,Sat Aug 3 2024,20:00,MSK/+0300,Rubin Kazan,2-3,1-0,FK Khimki,2024-08-03T17:00Z
3,Sat Aug 3 2024,15:00,MSK/+0300,Akron Tolyatti,0-2,0-1,Dinamo Moskva,2024-08-03T12:00Z
3,Sun Aug 4 2024,15:30,MSK/+0300,CSKA Moskva,5-1,3-1,FK Orenburg,2024-08-04T12:30Z
3,Sun Aug 4 2024,17:30,MSK/+0300,Fakel Voronezh,0-0,0-0,FK Krasnodar,2024-08-04T14:30Z
3,Sun Aug 4 2024,20:30,MSK/+0300,Akhmat Grozny,0-5,0-3,Lokomotiv Moskva,2024-08-04T17:30Z
3,Sun Aug 4 2024,20:30,MSK/+0300,FK Dinamo Makhachkala,0-1,0-0,FK Nizhny Novgorod,2024-08-04T17:30Z
3,Mon Aug 5 2024,20:00,MSK/+0300,Spartak Moskva,3-0,2-0,Krylia Sovetov,2024-08-05T17:00Z
4,Fri Aug 9 2024,20:45,MSK/+0300,FK Rostov,1-1,1-0,Rubin Kazan,2024-08-09T17:45Z
4,Fri Aug 9 2024,18:30,MSK/+0300,FK Nizhny Novgorod,1-0,1-0,FK Khimki,2024-08-09T15:30Z
4,Sat Aug 10 2024,15:00,MSK/+0300,Lokomotiv Moskva,2-0,1-0,FK Dinamo Makhachkala,2024-08-10T12:00Z
4,Sat Aug 10 2024,17:30,MSK/+0300,Zenit St. Petersburg,1-0,0-0,Dinamo Moskva,2024-08-10T14:30Z
4,Sat Aug 10 2024,17:30,MSK/+0300,FK Orenburg,2-2,0-1,Akron Tolyatti,2024-08-10T14:30Z
4,Sat Aug 10 2024,20:00,MSK/+0300,FK Krasnodar,2-1,1-0,CSKA Moskva,2024-08-10T17:00Z
4,Sun Aug 11 2024,20:00,MSK/+0300,Spartak Moskva,0-0,0-0,Akhmat Grozny,2024-08-11T17:00Z
4,Sun Aug 11 2024,17:30,MSK/+0300,Krylia Sovetov,2-0,0-0,Fakel Voronezh,2024-08-11T14:30Z
5,Sat Aug 17 2024,19:30,MSK/+0300,FK Rostov,3-2,0-2,FK Orenburg,2024-08-17T16:30Z
5,Sat Aug 17 2024,17:00,MSK/+0300,Dinamo Moskva,1-0,0-0,Krylia Sovetov,2024-08-17T14:00Z
5,Sun Aug 18 2024,15:00,MSK/+0300,FK Khimki,1-1,0-0,Zenit St. Petersburg,2024-08-18T12:00Z
5,Sun Aug 18 2024,17:30,MSK/+0300,CSKA Moskva,0-1,0-0,Lokomotiv Moskva,2024-08-18T14:30Z
5,Sun Aug 18 2024,17:30,MSK/+0300,Spartak Moskva,3-0,2-0,Fakel Voronezh,2024-08-18T14:30Z
5,Sun Aug 18 2024,20:00,MSK/+0300,FK Krasnodar,2-1,0-1,FK Nizhny Novgorod,2024-08-18T17:00Z
5,Mon Aug 19 2024,20:00,MSK/+0300,FK Dinamo Makhachkala,1-0,0-0,Akhmat Grozny,2024-08-19T17:00Z
5,Mon Aug 19 2024,17:30,MSK/+0300,Akron Tolyatti,1-2,1-0,Rubin Kazan,2024-08-19T14:30Z
6,Fri Aug 23 2024,20:00,MSK/+0300,Rubin Kazan,2-0,1-0,FK Dinamo Makhachkala,2024-08-23T17:00Z
6,Sat Aug 24 2024,15:00,MSK/+0300,CSKA Moskva,4-0,0-0,Akron Tolyatti,2024-08-24T12:00Z
6,Sat Aug 24 2024,17:30,MSK/+0300,Zenit St. Petersburg,0-0,0-0,Spartak Moskva,2024-08-24T14:30Z
6,Sat Aug 24 2024,17:30,MSK/+0300,Fakel Voronezh,1-0,0-0,FK Orenburg,2024-08-24T14:30Z
6,Sat Aug 24 2024,20:00,MSK/+0300,Akhmat Grozny,3-3,0-1,FK Khimki,2024-08-24T17:00Z
6,Sun Aug 25 2024,17:30,MSK/+0300,Dinamo Moskva,0-1,0-1,FK Krasnodar,2024-08-25T14:30Z
6,Sun Aug 25 2024,20:00,MSK/+0300,Lokomotiv Moskva,3-2,2-1,FK Rostov,2024-08-25T17:00Z
6,Sun Aug 25 2024,15:00,MSK/+0300,Krylia Sovetov,3-1,0-0,FK Nizhny Novgorod,2024-08-25T12:00Z
7,Sat Aug 31 2024,15:00,MSK/+0300,FK Khimki,0-2,0-1,CSKA Moskva,2024-08-31T12:00Z
7,Sat Aug 31 2024,17:30,MSK/+0300,FK Nizhny Novgorod,0-3,0-1,Zenit St. Petersburg,2024-08-31T14:30Z
7,Sat Aug 31 2024,19:45,MSK/+0300,Spartak Moskva,1-0,0-0,Rubin Kazan,2024-08-31T16:45Z
7,Sat Aug 31 2024,20:00,MSK/+0300,Akhmat Grozny,0-0,0-0,Akron Tolyatti,2024-08-31T17:00Z
7,Sun Sep 1 2024,17:30,MSK/+0300,Krylia Sovetov,0-1,0-1,FK Dinamo Makhachkala,2024-09-01T14:30Z
7,Sun Sep 1 2024,19:45,MSK/+0300,Lokomotiv Moskva,0-3,0-2,FK Krasnodar,2024-09-01T16:45Z
7,Sun Sep 1 2024,20:00,MSK/+0300,FK Rostov,4-1,2-0,Fakel Voronezh,2024-09-01T17:00Z
7,Sun Sep 1 2024,15:00,MSK/+0300,FK Orenburg,2-2,1-0,Dinamo Moskva,2024-09-01T12:00Z
8,Fri Sep 13 2024,20:15,MSK/+0300,Rubin Kazan,,,Krylia Sovetov,2024-09-13T17:15Z
8,Sat Sep 14 2024,12:00,MSK/+0300,FK Orenburg,,,Lokomotiv Moskva,2024-09-14T09:00Z
8,Sat Sep 14 2024,14:15,MSK/+0300,Fakel Voronezh,,,FK Nizhny Novgorod,2024-09-14T11:15Z
8,Sat Sep 14 2024,16:30,MSK/+0300,CSKA Moskva,,,Zenit St. Petersburg,2024-09-14T13:30Z
8,Sat Sep 14 2024,19:00,MSK/+0300,FK Krasnodar,,,FK Rostov,2024-09-14T16:00Z
8,Sun Sep 15 2024,16:30,MSK/+0300,Akron Tolyatti,,,FK Khimki,2024-09-15T13:30Z
8,Sun Sep 15 2024,19:00,MSK/+0300,FK Dinamo Makhachkala,,,Spartak Moskva,2024-09-15T16:00Z
8,Sun Sep 15 2024,14:15,MSK/+0300,Dinamo Moskva,,,Akhmat Grozny,2024-09-15T11:15Z
9,Sat Sep 21 2024,16:30,MSK/+0300,Zenit St. Petersburg,,,Fakel Voronezh,2024-09-21T13:30Z
9,Sat Sep 21 2024,19:00,MSK/+0300,Rubin Kazan,,,CSKA Moskva,2024-09-21T16:00Z
