Round,Date,Time,Team 1,FT,HT,Team 2
8,Wed Jul 15 2020,18:00,FK Bodø/Glimt,2-1,0-1,Kristiansund BK
8,Wed Jul 15 2020,18:00,Molde FK,5-0,2-0,Viking FK
8,Wed Jul 15 2020,18:00,Sandefjord Fotball,1-0,1-0,Aalesunds FK
8,Wed Jul 15 2020,18:00,Strømsgodset IF,2-1,0-0,Mjøndalen IF
8,Wed Jul 15 2020,18:00,Vålerenga IF,1-0,0-0,FK Haugesund
8,Wed Jul 15 2020,20:30,Odds BK,1-0,0-0,SK Brann
8,Thu Jul 16 2020,18:00,Stabæk IF,1-1,1-0,Sarpsborg 08
8,Thu Jul 16 2020,20:30,IK Start,0-0,0-0,Rosenborg BK
9,Sat Jul 18 2020,18:00,Mjøndalen IF,2-3,0-2,FK Bodø/Glimt
9,Sat Jul 18 2020,20:30,FK Haugesund,0-2,0-1,Viking FK
9,Sun Jul 19 2020,18:00,Aalesunds FK,1-3,1-1,Stabæk IF
9,Sun Jul 19 2020,18:00,Kristiansund BK,0-0,0-0,Vålerenga IF
9,Sun Jul 19 2020,18:00,Rosenborg BK,2-1,1-0,Sandefjord Fotball
9,Sun Jul 19 2020,18:00,Sarpsborg 08,2-0,0-0,Odds BK
9,Sun Jul 19 2020,20:30,SK Brann,1-1,1-1,IK Start
9,Sun Jul 19 2020,18:00,Strømsgodset IF,0-4,0-1,Molde FK
10,Sat Jul 25 2020,18:00,Odds BK,3-2,2-2,Aalesunds FK
10,Sat Jul 25 2020,20:30,SK Brann,1-1,0-0,Kristiansund BK
10,Sun Jul 26 2020,18:00,Sandefjord Fotball,1-0,0-0,Mjøndalen IF
10,Sun Jul 26 2020,18:00,FK Bodø/Glimt,3-1,1-1,Molde FK
10,Sun Jul 26 2020,18:00,IK Start,0-0,0-0,Stabæk IF
10,Sun Jul 26 2020,18:00,Viking FK,3-0,2-0,Sarpsborg 08
10,Sun Jul 26 2020,20:30,FK Haugesund,1-0,1-0,Rosenborg BK
10,Sun Jul 26 2020,18:00,Vålerenga IF,2-0,2-0,Strømsgodset IF
11,Wed Jul 29 2020,18:00,Aalesunds FK,3-2,1-2,IK Start
11,Wed Jul 29 2020,18:00,Kristiansund BK,3-1,0-1,Sandefjord Fotball
11,Wed Jul 29 2020,18:00,Mjøndalen IF,0-2,0-1,Odds BK
11,Wed Jul 29 2020,20:30,Molde FK,4-1,1-0,Vålerenga IF
11,Wed Jul 29 2020,18:00,Strømsgodset IF,3-1,1-0,SK Brann
11,Wed Jul 29 2020,18:00,Sarpsborg 08,0-0,0-0,FK Haugesund
11,Thu Jul 30 2020,18:00,Stabæk IF,2-2,1-2,FK Bodø/Glimt
11,Thu Jul 30 2020,20:30,Rosenborg BK,3-0,1-0,Viking FK
12,Sat Aug 1 2020,18:00,Sandefjord Fotball,2-1,1-1,Molde FK
12,Sat Aug 1 2020,20:30,SK Brann,1-2,1-1,Vålerenga IF
12,Sun Aug 2 2020,18:00,FK Haugesund,3-1,2-0,Stabæk IF
12,Sun Aug 2 2020,18:00,FK Bodø/Glimt,3-2,2-1,Strømsgodset IF
12,Sun Aug 2 2020,20:30,Odds BK,2-1,1-0,Rosenborg BK
12,Sun Aug 2 2020,18:00,IK Start,3-0,1-0,Mjøndalen IF
12,Sun Aug 2 2020,18:00,Viking FK,1-2,1-0,Kristiansund BK
12,Sun Aug 2 2020,18:00,Sarpsborg 08,4-0,0-0,Aalesunds FK
17,Wed Aug 5 2020,19:00,Molde FK,5-0,1-0,IK Start
13,Sat Aug 8 2020,18:00,Vålerenga IF,,,FK Bodø/Glimt
13,Sun Aug 9 2020,18:00,Kristiansund BK,,,IK Start
13,Sun Aug 9 2020,18:00,Mjøndalen IF,,,FK Haugesund
13,Sun Aug 9 2020,18:00,Aalesunds FK,,,Viking FK
13,Sun Aug 9 2020,18:00,Strømsgodset IF,,,Sandefjord Fotball
13,Sun Aug 9 2020,20:30,Rosenborg BK,,,Sarpsborg 08
13,Sun Aug 9 2020,18:00,Stabæk IF,,,Odds BK
13,Mon Aug 10 2020,20:30,Molde FK,,,SK Brann
14,Sat Aug 15 2020,16:00,Sarpsborg 08,,,Molde FK
14,Sun Aug 16 2020,18:00,Sandefjord Fotball,,,FK Bodø/Glimt
14,Sun Aug 16 2020,18:00,Odds BK,,,Kristiansund BK
14,Sun Aug 16 2020,18:00,FK Haugesund,,,Strømsgodset IF
14,Sun Aug 16 2020,18:00,SK Brann,,,Mjøndalen IF
14,Sun Aug 16 2020,20:30,Rosenborg BK,,,Aalesunds FK
14,Sun Aug 16 2020,18:00,Viking FK,,,Stabæk IF
14,Mon Aug 17 2020,20:30,IK Start,,,Vålerenga IF
15,Sat Aug 22 2020,18:00,Kristiansund BK,,,Sarpsborg 08
15,Sat Aug 22 2020,18:00,FK Bodø/Glimt,,,IK Start
15,Sat Aug 22 2020,18:00,Aalesunds FK,,,FK Haugesund
15,Sat Aug 22 2020,18:00,Strømsgodset IF,,,Viking FK
15,Sat Aug 22 2020,15:00,Molde FK,,,Odds BK
15,Sat Aug 22 2020,20:30,Mjøndalen IF,,,Rosenborg BK
15,Sat Aug 22 2020,18:00,Vålerenga IF,,,Sandefjord Fotball
15,Mon Aug 24 2020,20:30,Stabæk IF,,,SK Brann
16,Sat Aug 29 2020,20:30,SK Brann,,,Strømsgodset IF
16,Sat Aug 29 2020,18:00,FK Haugesund,,,Vålerenga IF
16,Sun Aug 30 2020,18:00,Rosenborg BK,,,Stabæk IF
16,Sun Aug 30 2020,18:00,Sandefjord Fotball,,,Kristiansund BK
16,Sun Aug 30 2020,18:00,Sarpsborg 08,,,FK Bodø/Glimt
16,Sun Aug 30 2020,18:00,IK Start,,,Aalesunds FK
16,Sun Aug 30 2020,20:30,Viking FK,,,Molde FK
16,Sun Aug 30 2020,18:00,Odds BK,,,Mjøndalen IF
17,Sat Sep 19 2020,,Aalesunds FK,,,Sarpsborg 08
17,Sat Sep 19 2020,,FK Bodø/Glimt,,,Odds BK
17,Sat Sep 19 2020,,Kristiansund BK,,,Viking FK
17,Sat Sep 19 2020,,Mjøndalen IF,,,Sandefjord Fotball
17,Sat Sep 19 2020,,Vålerenga IF,,,SK Brann
17,Sat Sep 19 2020,,Strømsgodset IF,,,Rosenborg BK
17,Sat Sep 19 2020,,Stabæk IF,,,FK Haugesund
18,Sat Sep 26 2020,,SK Brann,,,FK Bodø/Glimt
18,Sat Sep 26 2020,,Odds BK,,,Stabæk IF
18,Sat Sep 26 2020,,Rosenborg BK,,,FK Haugesund
18,Sat Sep 26 2020,,Sandefjord Fotball,,,Strømsgodset IF
18,Sat Sep 26 2020,,Sarpsborg 08,,,Mjøndalen IF
18,Sat Sep 26 2020,,Vålerenga IF,,,Molde FK
18,Sat Sep 26 2020,,Viking FK,,,Aalesunds FK
18,Sat Sep 26 2020,,IK Start,,,Kristiansund BK
19,Sat Oct 3 2020,,Aalesunds FK,,,Rosenborg BK
19,Sat Oct 3 2020,,FK Bodø/Glimt,,,Vålerenga IF
19,Sat Oct 3 2020,,FK Haugesund,,,Odds BK
19,Sat Oct 3 2020,,Kristiansund BK,,,SK Brann
19,Sat Oct 3 2020,,Mjøndalen IF,,,Viking FK
19,Sat Oct 3 2020,,Molde FK,,,Sandefjord Fotball
19,Sat Oct 3 2020,,Stabæk IF,,,IK Start
19,Sat Oct 3 2020,,Strømsgodset IF,,,Sarpsborg 08
20,Sat Oct 10 2020,,Aalesunds FK,,,Kristiansund BK
20,Sat Oct 10 2020,,Vålerenga IF,,,Mjøndalen IF
20,Sat Oct 10 2020,,SK Brann,,,Molde FK
20,Sat Oct 10 2020,,Rosenborg BK,,,Odds BK
20,Sat Oct 10 2020,,Sarpsborg 08,,,Stabæk IF
20,Sat Oct 10 2020,,IK Start,,,FK Haugesund
20,Sat Oct 10 2020,,Viking FK,,,Strømsgodset IF
20,Sat Oct 10 2020,,FK Bodø/Glimt,,,Sandefjord Fotball
21,Sat Oct 17 2020,,FK Haugesund,,,Sarpsborg 08
21,Sat Oct 17 2020,,Kristiansund BK,,,Rosenborg BK
21,Sat Oct 17 2020,,Mjøndalen IF,,,SK Brann
21,Sat Oct 17 2020,,Molde FK,,,FK Bodø/Glimt
21,Sat Oct 17 2020,,Odds BK,,,Viking FK
21,Sat Oct 17 2020,,Sandefjord Fotball,,,Vålerenga IF
21,Sat Oct 17 2020,,Stabæk IF,,,Aalesunds FK
21,Sat Oct 17 2020,,Strømsgodset IF,,,IK Start
22,Sat Oct 24 2020,,FK Bodø/Glimt,,,Mjøndalen IF
22,Sat Oct 24 2020,,SK Brann,,,Stabæk IF
22,Sat Oct 24 2020,,Molde FK,,,Strømsgodset IF
22,Sat Oct 24 2020,,Aalesunds FK,,,Odds BK
22,Sat Oct 24 2020,,IK Start,,,Sandefjord Fotball
22,Sat Oct 24 2020,,Viking FK,,,FK Haugesund
22,Sat Oct 24 2020,,Vålerenga IF,,,Kristiansund BK
22,Sat Oct 24 2020,,Sarpsborg 08,,,Rosenborg BK
23,Sat Oct 31 2020,,FK Haugesund,,,Aalesunds FK
23,Sat Oct 31 2020,,Kristiansund BK,,,FK Bodø/Glimt
23,Sat Oct 31 2020,,Mjøndalen IF,,,Molde FK
23,Sat Oct 31 2020,,Odds BK,,,Sarpsborg 08
23,Sat Oct 31 2020,,Rosenborg BK,,,IK Start
23,Sat Oct 31 2020,,Strømsgodset IF,,,Vålerenga IF
23,Sat Oct 31 2020,,Stabæk IF,,,Viking FK
23,Sat Oct 31 2020,,Sandefjord Fotball,,,SK Brann
24,Sat Nov 7 2020,,FK Bodø/Glimt,,,Aalesunds FK
24,Sat Nov 7 2020,,SK Brann,,,FK Haugesund
24,Sat Nov 7 2020,,Mjøndalen IF,,,Strømsgodset IF
24,Sat Nov 7 2020,,Molde FK,,,Kristiansund BK
24,Sat Nov 7 2020,,Sandefjord Fotball,,,Stabæk IF
24,Sat Nov 7 2020,,IK Start,,,Sarpsborg 08
24,Sat Nov 7 2020,,Viking FK,,,Rosenborg BK
24,Sat Nov 7 2020,,Vålerenga IF,,,Odds BK
25,Sat Nov 7 2020,,Aalesunds FK,,,Vålerenga IF
25,Sat Nov 7 2020,,FK Haugesund,,,Sandefjord Fotball
25,Sat Nov 7 2020,,Kristiansund BK,,,Mjøndalen IF
25,Sat Nov 7 2020,,Odds BK,,,IK Start
25,Sat Nov 7 2020,,Rosenborg BK,,,SK Brann
25,Sat Nov 7 2020,,Sarpsborg 08,,,Viking FK
25,Sat Nov 7 2020,,Stabæk IF,,,Molde FK
25,Sat Nov 7 2020,,Strømsgodset IF,,,FK Bodø/Glimt
26,Sat Nov 21 2020,,FK Bodø/Glimt,,,Rosenborg BK
26,Sat Nov 21 2020,,SK Brann,,,Aalesunds FK
26,Sat Nov 21 2020,,Kristiansund BK,,,Strømsgodset IF
26,Sat Nov 21 2020,,Mjøndalen IF,,,Stabæk IF
26,Sat Nov 21 2020,,Molde FK,,,FK Haugesund
26,Sat Nov 21 2020,,Sandefjord Fotball,,,Odds BK
26,Sat Nov 21 2020,,Viking FK,,,IK Start
26,Sat Nov 21 2020,,Vålerenga IF,,,Sarpsborg 08
27,Sat Nov 28 2020,,Aalesunds FK,,,Sandefjord Fotball
27,Sat Nov 28 2020,,FK Haugesund,,,Mjøndalen IF
27,Sat Nov 28 2020,,Odds BK,,,Strømsgodset IF
27,Sat Nov 28 2020,,Rosenborg BK,,,Molde FK
27,Sat Nov 28 2020,,Viking FK,,,SK Brann
27,Sat Nov 28 2020,,Stabæk IF,,,Vålerenga IF
27,Sat Nov 28 2020,,IK Start,,,FK Bodø/Glimt
27,Sat Nov 28 2020,,Sarpsborg 08,,,Kristiansund BK
28,Sat Dec 5 2020,,FK Bodø/Glimt,,,Stabæk IF
28,Sat Dec 5 2020,,SK Brann,,,Sarpsborg 08
28,Sat Dec 5 2020,,Kristiansund BK,,,Odds BK
28,Sat Dec 5 2020,,Mjøndalen IF,,,IK Start
28,Sat Dec 5 2020,,Molde FK,,,Aalesunds FK
28,Sat Dec 5 2020,,Sandefjord Fotball,,,Viking FK
28,Sat Dec 5 2020,,Vålerenga IF,,,Rosenborg BK
28,Sat Dec 5 2020,,Strømsgodset IF,,,FK Haugesund
29,Sat Dec 12 2020,,Aalesunds FK,,,Strømsgodset IF
29,Sat Dec 12 2020,,FK Haugesund,,,FK Bodø/Glimt
29,Sat Dec 12 2020,,Odds BK,,,Molde FK
29,Sat Dec 12 2020,,Rosenborg BK,,,Mjøndalen IF
29,Sat Dec 12 2020,,Viking FK,,,Vålerenga IF
29,Sat Dec 12 2020,,Stabæk IF,,,Kristiansund BK
29,Sat Dec 12 2020,,IK Start,,,SK Brann
29,Sat Dec 12 2020,,Sarpsborg 08,,,Sandefjord Fotball
30,Sat Dec 19 2020,,FK Bodø/Glimt,,,Viking FK
30,Sat Dec 19 2020,,SK Brann,,,Odds BK
30,Sat Dec 19 2020,,Kristiansund BK,,,FK Haugesund
30,Sat Dec 19 2020,,Mjøndalen IF,,,Aalesunds FK
30,Sat Dec 19 2020,,Molde FK,,,Sarpsborg 08
30,Sat Dec 19 2020,,Sandefjord Fotball,,,Rosenborg BK
30,Sat Dec 19 2020,,Strømsgodset IF,,,Stabæk IF
30,Sat Dec 19 2020,,Vålerenga IF,,,IK Start
