Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
Primeiro turno,Gruppe A,Wed Jan 22 2020,20:00,-0300,Pelotas RS,0-0,0-0,Novo Hamburgo RS,2020-01-22T23:00Z
Primeiro turno,Gruppe A,Wed Jan 22 2020,20:00,-0300,Ypiranga RS,1-0,0-0,São Luiz RS,2020-01-22T23:00Z
Primeiro turno,Gruppe B,Wed Jan 22 2020,20:00,-0300,Grêmio Porto Alegre,0-2,0-1,S.E.R. Caxias RS,2020-01-22T23:00Z
Primeiro turno,Gruppe B,Thu Jan 23 2020,20:00,-0300,São José RS,1-1,0-1,Esportivo RS,2020-01-23T23:00Z
Primeiro turno,Gruppe A,Thu Jan 23 2020,21:30,-0300,Juventude RS,0-1,0-1,Internacional,2020-01-24T00:30Z
Primeiro turno,Gruppe B,Thu Jan 23 2020,16:00,-0300,Aimoré RS,1-0,0-0,Brasil de Pelotas RS,2020-01-23T19:00Z
Primeiro turno,Gruppe A,Sun Jan 26 2020,19:00,-0300,Novo Hamburgo RS,0-1,0-0,Ypiranga RS,2020-01-26T22:00Z
Primeiro turno,Gruppe A,Sun Jan 26 2020,19:00,-0300,Internacional,3-1,1-0,Pelotas RS,2020-01-26T22:00Z
Primeiro turno,Gruppe B,Sun Jan 26 2020,17:00,-0300,S.E.R. Caxias RS,1-1,0-0,São José RS,2020-01-26T20:00Z
Primeiro turno,Gruppe B,Sun Jan 26 2020,16:00,-0300,Esportivo RS,4-3,3-2,Aimoré RS,2020-01-26T19:00Z
Primeiro turno,Gruppe B,Sun Jan 26 2020,16:00,-0300,Brasil de Pelotas RS,0-1,0-1,Grêmio Porto Alegre,2020-01-26T19:00Z
Primeiro turno,Gruppe A,Sun Jan 26 2020,19:00,-0300,São Luiz RS,1-3,1-1,Juventude RS,2020-01-26T22:00Z
Primeiro turno,Gruppe A,Wed Jan 29 2020,20:00,-0300,Juventude RS,0-0,0-0,Novo Hamburgo RS,2020-01-29T23:00Z
Primeiro turno,Gruppe B,Wed Jan 29 2020,20:30,-0300,Brasil de Pelotas RS,0-0,0-0,Esportivo RS,2020-01-29T23:30Z
Primeiro turno,Gruppe A,Wed Jan 29 2020,21:30,-0300,São Luiz RS,3-4,1-3,Internacional,2020-01-30T00:30Z
Primeiro turno,Gruppe A,Wed Jan 29 2020,20:00,-0300,Ypiranga RS,2-1,2-0,Pelotas RS,2020-01-29T23:00Z
Primeiro turno,Gruppe B,Wed Jan 29 2020,20:00,-0300,Aimoré RS,0-1,0-0,S.E.R. Caxias RS,2020-01-29T23:00Z
Primeiro turno,Gruppe B,Thu Jan 30 2020,21:30,-0300,Grêmio Porto Alegre,2-1,0-1,São José RS,2020-01-31T00:30Z
Primeiro turno,Gruppe A,Sat Feb 1 2020,16:00,-0300,Pelotas RS,3-1,1-0,Juventude RS,2020-02-01T19:00Z
Primeiro turno,Gruppe A,Sat Feb 1 2020,19:00,-0300,Ypiranga RS,0-0,0-0,Internacional,2020-02-01T22:00Z
Primeiro turno,Gruppe B,Sun Feb 2 2020,18:00,-0300,São José RS,2-0,1-0,Aimoré RS,2020-02-02T21:00Z
Primeiro turno,Gruppe B,Sun Feb 2 2020,16:00,-0300,S.E.R. Caxias RS,1-0,1-0,Brasil de Pelotas RS,2020-02-02T19:00Z
Primeiro turno,Gruppe A,Sun Feb 2 2020,19:00,-0300,Novo Hamburgo RS,0-0,0-0,São Luiz RS,2020-02-02T22:00Z
Primeiro turno,Gruppe B,Mon Feb 3 2020,20:00,-0300,Grêmio Porto Alegre,5-0,2-0,Esportivo RS,2020-02-03T23:00Z
Primeiro turno,Gruppe B,Sat Feb 8 2020,16:00,-0300,Brasil de Pelotas RS,1-0,0-0,São José RS,2020-02-08T19:00Z
Primeiro turno,Gruppe A,Sat Feb 8 2020,17:00,-0300,Internacional,2-0,1-0,Novo Hamburgo RS,2020-02-08T20:00Z
Primeiro turno,Gruppe A,Sat Feb 8 2020,17:00,-0300,Juventude RS,0-0,0-0,Ypiranga RS,2020-02-08T20:00Z
