Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,1,Fri Jul 27 2018,20:45,CEST/+0200,Austria Wien,2-1,1-1,FC Wacker Innsbruck,2018-07-27T18:45Z
,1,Sat Jul 28 2018,17:00,CEST/+0200,SCR Altach,2-3,1-1,SV Mattersburg,2018-07-28T15:00Z
,1,Sat Jul 28 2018,17:00,CEST/+0200,Sturm Graz,3-2,2-1,TSV Hartberg,2018-07-28T15:00Z
,1,Sun Jul 29 2018,17:00,CEST/+0200,FC Admira Wacker,0-3,0-3,Rapid Wien,2018-07-29T15:00Z
,1,Sun Jul 29 2018,17:00,CEST/+0200,RB Salzburg,3-1,3-0,LASK,2018-07-29T15:00Z
,1,Sun Jul 29 2018,17:00,CEST/+0200,SKN St. Pölten,4-3,2-2,Wolfsberger AC,2018-07-29T15:00Z
,2,Sat Aug 4 2018,17:00,CEST/+0200,Rapid Wien,1-1,1-0,SCR Altach,2018-08-04T15:00Z
,2,Sat Aug 4 2018,17:00,CEST/+0200,SV Mattersburg,0-2,0-0,RB Salzburg,2018-08-04T15:00Z
,2,Sat Aug 4 2018,17:00,CEST/+0200,FC Wacker Innsbruck,2-3,0-1,Sturm Graz,2018-08-04T15:00Z
,2,Sun Aug 5 2018,17:00,CEST/+0200,LASK,0-0,0-0,SKN St. Pölten,2018-08-05T15:00Z
,2,Sun Aug 5 2018,17:00,CEST/+0200,Wolfsberger AC,1-0,0-0,Austria Wien,2018-08-05T15:00Z
,2,Sun Aug 5 2018,17:00,CEST/+0200,TSV Hartberg,0-1,0-0,FC Admira Wacker,2018-08-05T15:00Z
,3,Sat Aug 11 2018,17:00,CEST/+0200,RB Salzburg,2-0,1-0,Austria Wien,2018-08-11T15:00Z
,3,Sat Aug 11 2018,17:00,CEST/+0200,SCR Altach,1-2,1-2,FC Wacker Innsbruck,2018-08-11T15:00Z
,3,Sat Aug 11 2018,17:00,CEST/+0200,TSV Hartberg,4-2,3-1,SV Mattersburg,2018-08-11T15:00Z
,3,Sun Aug 12 2018,17:00,CEST/+0200,FC Admira Wacker,0-1,0-0,LASK,2018-08-12T15:00Z
,3,Sun Aug 12 2018,17:00,CEST/+0200,Rapid Wien,0-0,0-0,Wolfsberger AC,2018-08-12T15:00Z
,3,Sun Aug 12 2018,17:00,CEST/+0200,SKN St. Pölten,2-0,1-0,Sturm Graz,2018-08-12T15:00Z
,4,Sat Aug 18 2018,17:00,CEST/+0200,RB Salzburg,2-0,0-0,TSV Hartberg,2018-08-18T15:00Z
,4,Sat Aug 18 2018,17:00,CEST/+0200,SV Mattersburg,0-6,0-3,Wolfsberger AC,2018-08-18T15:00Z
,4,Sat Aug 18 2018,17:00,CEST/+0200,FC Wacker Innsbruck,0-2,0-1,SKN St. Pölten,2018-08-18T15:00Z
,4,Sun Aug 19 2018,17:00,CEST/+0200,Austria Wien,4-0,2-0,FC Admira Wacker,2018-08-19T15:00Z
,4,Sun Aug 19 2018,17:00,CEST/+0200,LASK,2-1,0-0,Rapid Wien,2018-08-19T15:00Z
,4,Sun Aug 19 2018,17:00,CEST/+0200,Sturm Graz,1-1,1-0,SCR Altach,2018-08-19T15:00Z
,5,Sat Aug 25 2018,17:00,CEST/+0200,SCR Altach,2-3,1-2,RB Salzburg,2018-08-25T15:00Z
,5,Sat Aug 25 2018,17:00,CEST/+0200,Wolfsberger AC,1-1,1-0,Sturm Graz,2018-08-25T15:00Z
,5,Sat Aug 25 2018,17:00,CEST/+0200,SKN St. Pölten,0-0,0-0,Austria Wien,2018-08-25T15:00Z
,5,Sun Aug 26 2018,17:00,CEST/+0200,FC Admira Wacker,0-0,0-0,SV Mattersburg,2018-08-26T15:00Z
,5,Sun Aug 26 2018,17:00,CEST/+0200,Rapid Wien,2-1,1-0,FC Wacker Innsbruck,2018-08-26T15:00Z
,5,Sun Aug 26 2018,17:00,CEST/+0200,TSV Hartberg,0-1,0-1,LASK,2018-08-26T15:00Z
,6,Sat Sep 1 2018,17:00,CEST/+0200,Austria Wien,2-1,0-1,SV Mattersburg,2018-09-01T15:00Z
,6,Sat Sep 1 2018,17:00,CEST/+0200,SCR Altach,1-2,0-1,SKN St. Pölten,2018-09-01T15:00Z
,6,Sat Sep 1 2018,17:00,CEST/+0200,FC Wacker Innsbruck,2-1,1-1,TSV Hartberg,2018-09-01T15:00Z
,6,Sun Sep 2 2018,17:00,CEST/+0200,RB Salzburg,3-1,1-0,FC Admira Wacker,2018-09-02T15:00Z
,6,Sun Sep 2 2018,17:00,CEST/+0200,Sturm Graz,1-1,1-0,Rapid Wien,2018-09-02T15:00Z
,6,Sun Sep 2 2018,17:00,CEST/+0200,LASK,2-0,1-0,Wolfsberger AC,2018-09-02T15:00Z
,7,Sat Sep 15 2018,17:00,CEST/+0200,FC Admira Wacker,2-3,1-1,Sturm Graz,2018-09-15T15:00Z
,7,Sat Sep 15 2018,17:00,CEST/+0200,SKN St. Pölten,1-3,1-1,RB Salzburg,2018-09-15T15:00Z
,7,Sat Sep 15 2018,17:00,CEST/+0200,TSV Hartberg,2-1,0-0,SCR Altach,2018-09-15T15:00Z
