Round,Date,Time,Team 1,FT,HT,Team 2
5,Sat Aug 25 2018,16:00,Morecambe FC,0-2,0-2,Oldham Athletic
5,Sat Aug 25 2018,16:00,Newport County,1-0,1-0,Grimsby Town
5,Sat Aug 25 2018,16:00,Tranmere Rovers,1-0,0-0,Port Vale FC
5,Sat Aug 25 2018,16:00,Lincoln City,3-1,2-1,Notts County
6,Sat Sep 1 2018,16:00,Bury FC,3-2,2-1,Morecambe FC
6,Sat Sep 1 2018,16:00,Cheltenham Town,1-3,0-2,Colchester United
6,Sat Sep 1 2018,16:00,Crewe Alexandra,3-0,2-0,Macclesfield Town
6,Sat Sep 1 2018,16:00,Exeter City,0-3,0-2,Lincoln City
6,Sat Sep 1 2018,16:00,Grimsby Town,0-1,0-0,Yeovil Town
6,Sat Sep 1 2018,16:00,Mansfield Town,1-0,0-0,Carlisle United
6,Sat Sep 1 2018,16:00,Northampton Town,1-1,0-0,Tranmere Rovers
6,Sat Sep 1 2018,16:00,Notts County,1-3,0-1,Forest Green Rovers
6,Sat Sep 1 2018,16:00,Oldham Athletic,2-1,1-1,Crawley Town
6,Sat Sep 1 2018,16:00,Port Vale FC,1-2,1-1,Newport County
6,Sat Sep 1 2018,16:00,Stevenage FC,0-1,0-1,Cambridge United
6,Sat Sep 1 2018,16:00,Swindon Town,1-1,0-1,Milton Keynes Dons
7,Sat Sep 8 2018,16:00,Bury FC,4-0,2-0,Grimsby Town
7,Sat Sep 8 2018,16:00,Cambridge United,1-2,1-1,Carlisle United
7,Sat Sep 8 2018,16:00,Exeter City,5-1,2-1,Notts County
7,Sat Sep 8 2018,16:00,Forest Green Rovers,1-1,1-0,Port Vale FC
7,Sat Sep 8 2018,16:00,Lincoln City,0-1,0-1,Crawley Town
7,Sat Sep 8 2018,16:00,Morecambe FC,0-1,0-1,Swindon Town
7,Sat Sep 8 2018,16:00,Northampton Town,1-3,0-1,Cheltenham Town
7,Sat Sep 8 2018,16:00,Oldham Athletic,0-1,0-0,Newport County
7,Sat Sep 8 2018,16:00,Stevenage FC,1-0,1-0,Macclesfield Town
7,Sat Sep 8 2018,16:00,Tranmere Rovers,1-1,1-0,Colchester United
8,Sat Sep 15 2018,16:00,Swindon Town,1-2,0-1,Bury FC
8,Sat Sep 15 2018,16:00,Port Vale FC,2-0,1-0,Northampton Town
8,Sat Sep 15 2018,16:00,Carlisle United,0-2,0-0,Tranmere Rovers
8,Sat Sep 15 2018,16:00,Cheltenham Town,0-0,0-0,Crewe Alexandra
8,Sat Sep 15 2018,16:00,Colchester United,3-0,2-0,Cambridge United
8,Sat Sep 15 2018,16:00,Crawley Town,2-0,0-0,Morecambe FC
8,Sat Sep 15 2018,16:00,Notts County,3-3,2-2,Stevenage FC
8,Sat Sep 15 2018,16:00,Macclesfield Town,1-2,0-1,Lincoln City
8,Sat Sep 15 2018,16:00,Mansfield Town,1-2,0-1,Exeter City
8,Sat Sep 15 2018,16:00,Milton Keynes Dons,1-1,1-0,Forest Green Rovers
8,Sat Sep 15 2018,16:00,Newport County,0-6,0-3,Yeovil Town
8,Sat Sep 15 2018,16:00,Grimsby Town,0-3,0-0,Oldham Athletic
9,Sat Sep 22 2018,16:00,Tranmere Rovers,0-1,0-1,Newport County
9,Sat Sep 22 2018,16:00,Stevenage FC,1-0,0-0,Grimsby Town
9,Sat Sep 22 2018,16:00,Bury FC,0-1,0-0,Carlisle United
9,Sat Sep 22 2018,16:00,Cambridge United,1-1,0-1,Mansfield Town
9,Sat Sep 22 2018,16:00,Crewe Alexandra,0-1,0-0,Port Vale FC
9,Sat Sep 22 2018,16:00,Exeter City,3-1,0-1,Cheltenham Town
9,Sat Sep 22 2018,16:00,Forest Green Rovers,1-0,0-0,Crawley Town
9,Sat Sep 22 2018,16:00,Lincoln City,2-1,0-0,Milton Keynes Dons
9,Sat Sep 22 2018,16:00,Morecambe FC,2-1,0-0,Macclesfield Town
9,Sat Sep 22 2018,16:00,Northampton Town,0-0,0-0,Notts County
9,Sat Sep 22 2018,16:00,Oldham Athletic,3-3,0-1,Colchester United
9,Sat Sep 22 2018,16:00,Yeovil Town,0-3,0-0,Swindon Town
7,Tue Sep 25 2018,20:45,Yeovil Town,1-1,0-1,Milton Keynes Dons
10,Sat Sep 29 2018,16:00,Grimsby Town,1-2,1-0,Morecambe FC
10,Sat Sep 29 2018,16:00,Carlisle United,0-1,0-0,Stevenage FC
10,Sat Sep 29 2018,16:00,Cheltenham Town,0-2,0-0,Lincoln City
10,Sat Sep 29 2018,16:00,Colchester United,1-2,0-1,Bury FC
10,Sat Sep 29 2018,16:00,Crawley Town,3-1,1-1,Yeovil Town
10,Sat Sep 29 2018,16:00,Port Vale FC,1-1,0-0,Exeter City
10,Sat Sep 29 2018,16:00,Macclesfield Town,1-1,0-0,Forest Green Rovers
10,Sat Sep 29 2018,16:00,Mansfield Town,4-0,1-0,Northampton Town
10,Sat Sep 29 2018,16:00,Milton Keynes Dons,1-1,1-1,Tranmere Rovers
10,Sat Sep 29 2018,16:00,Newport County,4-2,1-2,Cambridge United
10,Sat Sep 29 2018,16:00,Notts County,2-1,1-1,Crewe Alexandra
10,Sat Sep 29 2018,16:00,Swindon Town,0-0,0-0,Oldham Athletic
11,Tue Oct 2 2018,20:45,Crewe Alexandra,1-0,1-0,Swindon Town
11,Tue Oct 2 2018,20:45,Cambridge United,1-3,1-1,Forest Green Rovers
11,Tue Oct 2 2018,20:45,Carlisle United,0-1,0-1,Grimsby Town
11,Tue Oct 2 2018,20:45,Cheltenham Town,2-2,1-1,Morecambe FC
11,Tue Oct 2 2018,20:45,Colchester United,3-1,1-0,Yeovil Town
11,Tue Oct 2 2018,20:45,Tranmere Rovers,1-0,0-0,Lincoln City
11,Tue Oct 2 2018,20:45,Exeter City,1-0,1-0,Stevenage FC
11,Tue Oct 2 2018,20:45,Mansfield Town,0-0,0-0,Oldham Athletic
11,Tue Oct 2 2018,20:45,Newport County,3-3,1-2,Macclesfield Town
11,Tue Oct 2 2018,20:45,Northampton Town,0-0,0-0,Bury FC
11,Tue Oct 2 2018,20:45,Notts County,3-1,2-0,Crawley Town
11,Tue Oct 2 2018,20:45,Port Vale FC,0-2,0-2,Milton Keynes Dons
12,Sat Oct 6 2018,16:00,Yeovil Town,2-2,0-1,Exeter City
12,Sat Oct 6 2018,16:00,Bury FC,2-2,0-1,Mansfield Town
12,Sat Oct 6 2018,16:00,Crawley Town,2-0,0-0,Cambridge United
12,Sat Oct 6 2018,16:00,Forest Green Rovers,1-1,1-1,Newport County
12,Sat Oct 6 2018,16:00,Grimsby Town,2-0,1-0,Port Vale FC
12,Sat Oct 6 2018,16:00,Lincoln City,1-0,0-0,Crewe Alexandra
12,Sat Oct 6 2018,16:00,Macclesfield Town,0-1,0-0,Notts County
12,Sat Oct 6 2018,16:00,Milton Keynes Dons,3-0,1-0,Cheltenham Town
12,Sat Oct 6 2018,16:00,Morecambe FC,3-4,1-2,Tranmere Rovers
12,Sat Oct 6 2018,16:00,Oldham Athletic,1-3,0-1,Carlisle United
12,Sat Oct 6 2018,16:00,Swindon Town,1-1,0-0,Northampton Town
12,Sat Oct 6 2018,16:00,Stevenage FC,3-1,1-1,Colchester United
13,Fri Oct 12 2018,20:45,Tranmere Rovers,1-0,0-0,Macclesfield Town
13,Sat Oct 13 2018,16:00,Carlisle United,0-2,0-2,Morecambe FC
13,Sat Oct 13 2018,15:00,Northampton Town,2-1,0-1,Forest Green Rovers
13,Sat Oct 13 2018,16:00,Cambridge United,0-1,0-1,Milton Keynes Dons
13,Sat Oct 13 2018,16:00,Port Vale FC,2-6,0-3,Lincoln City
13,Sat Oct 13 2018,16:00,Colchester United,3-1,1-1,Crawley Town
13,Sat Oct 13 2018,16:00,Crewe Alexandra,1-1,1-0,Bury FC
13,Sat Oct 13 2018,16:00,Exeter City,2-0,1-0,Swindon Town
13,Sat Oct 13 2018,16:00,Newport County,2-1,1-1,Stevenage FC
14,Sat Oct 20 2018,16:00,Yeovil Town,0-0,0-0,Tranmere Rovers
14,Sat Oct 20 2018,16:00,Stevenage FC,0-1,0-0,Crewe Alexandra
14,Sat Oct 20 2018,16:00,Swindon Town,0-0,0-0,Mansfield Town
14,Sat Oct 20 2018,16:00,Oldham Athletic,0-1,0-1,Port Vale FC
14,Sat Oct 20 2018,16:00,Bury FC,4-0,2-0,Notts County
14,Sat Oct 20 2018,16:00,Crawley Town,4-1,1-0,Newport County
14,Sat Oct 20 2018,16:00,Forest Green Rovers,1-1,0-1,Cheltenham Town
14,Sat Oct 20 2018,16:00,Grimsby Town,0-0,0-0,Exeter City
14,Sat Oct 20 2018,16:00,Lincoln City,1-1,1-1,Cambridge United
14,Sat Oct 20 2018,16:00,Macclesfield Town,2-1,0-0,Carlisle United
14,Sat Oct 20 2018,16:00,Milton Keynes Dons,1-0,1-0,Northampton Town
14,Sat Oct 20 2018,16:00,Morecambe FC,0-1,0-1,Colchester United
15,Tue Oct 23 2018,20:45,Swindon Town,0-2,0-2,Cambridge United
15,Tue Oct 23 2018,20:45,Oldham Athletic,2-0,0-0,Cheltenham Town
15,Tue Oct 23 2018,20:45,Yeovil Town,1-1,1-1,Crewe Alexandra
15,Tue Oct 23 2018,20:45,Stevenage FC,0-0,0-0,Port Vale FC
15,Tue Oct 23 2018,20:45,Bury FC,1-1,1-0,Newport County
15,Tue Oct 23 2018,20:45,Crawley Town,1-1,0-0,Exeter City
15,Tue Oct 23 2018,20:45,Forest Green Rovers,3-1,2-0,Tranmere Rovers
15,Tue Oct 23 2018,20:45,Grimsby Town,1-0,0-0,Colchester United
15,Tue Oct 23 2018,20:45,Lincoln City,2-2,2-2,Carlisle United
15,Tue Oct 23 2018,20:45,Macclesfield Town,0-5,0-4,Northampton Town
15,Tue Oct 23 2018,20:45,Milton Keynes Dons,2-1,0-1,Notts County
15,Tue Oct 23 2018,20:45,Morecambe FC,0-1,0-1,Mansfield Town
16,Sat Oct 27 2018,16:00,Notts County,1-2,1-0,Swindon Town
16,Sat Oct 27 2018,16:00,Tranmere Rovers,5-1,2-0,Crawley Town
16,Sat Oct 27 2018,16:00,Northampton Town,2-1,2-0,Oldham Athletic
16,Sat Oct 27 2018,16:00,Port Vale FC,1-0,0-0,Bury FC
16,Sat Oct 27 2018,16:00,Cambridge United,1-0,0-0,Macclesfield Town
16,Sat Oct 27 2018,16:00,Carlisle United,0-1,0-0,Yeovil Town
16,Sat Oct 27 2018,16:00,Cheltenham Town,0-2,0-2,Stevenage FC
16,Sat Oct 27 2018,16:00,Colchester United,1-0,1-0,Lincoln City
16,Sat Oct 27 2018,16:00,Crewe Alexandra,2-0,0-0,Grimsby Town
16,Sat Oct 27 2018,16:00,Exeter City,1-2,0-0,Forest Green Rovers
16,Sat Oct 27 2018,16:00,Mansfield Town,1-1,1-1,Milton Keynes Dons
16,Sat Oct 27 2018,16:00,Newport County,1-1,1-0,Morecambe FC
7,Tue Oct 30 2018,20:45,Crewe Alexandra,0-3,0-2,Mansfield Town
17,Sat Nov 3 2018,16:00,Port Vale FC,2-2,1-1,Notts County
17,Sat Nov 3 2018,16:00,Stevenage FC,3-2,1-1,Oldham Athletic
17,Sat Nov 3 2018,16:00,Tranmere Rovers,2-0,1-0,Exeter City
17,Sat Nov 3 2018,16:00,Cambridge United,1-0,0-0,Grimsby Town
17,Sat Nov 3 2018,16:00,Carlisle United,3-2,2-1,Newport County
17,Sat Nov 3 2018,16:00,Cheltenham Town,2-2,2-1,Mansfield Town
17,Sat Nov 3 2018,16:00,Colchester United,1-0,1-0,Swindon Town
17,Sat Nov 3 2018,16:00,Northampton Town,2-0,1-0,Crewe Alexandra
17,Sat Nov 3 2018,16:00,Lincoln City,2-1,1-1,Forest Green Rovers
17,Sat Nov 3 2018,16:00,Macclesfield Town,1-4,1-3,Bury FC
17,Sat Nov 3 2018,16:00,Morecambe FC,2-1,1-0,Yeovil Town
17,Sat Nov 3 2018,16:00,Crawley Town,0-4,0-3,Milton Keynes Dons
13,Tue Nov 6 2018,20:45,Mansfield Town,2-1,0-1,Grimsby Town
13,Tue Nov 6 2018,20:45,Notts County,0-0,0-0,Oldham Athletic
18,Sat Nov 17 2018,16:00,Swindon Town,0-4,0-1,Carlisle United
18,Sat Nov 17 2018,16:00,Bury FC,4-0,0-0,Stevenage FC
18,Sat Nov 17 2018,16:00,Crewe Alexandra,3-2,1-1,Tranmere Rovers
18,Sat Nov 17 2018,16:00,Exeter City,2-2,2-1,Northampton Town
18,Sat Nov 17 2018,16:00,Forest Green Rovers,0-1,0-0,Morecambe FC
18,Sat Nov 17 2018,16:00,Grimsby Town,1-0,0-0,Crawley Town
18,Sat Nov 17 2018,16:00,Mansfield Town,1-0,1-0,Port Vale FC
18,Sat Nov 17 2018,16:00,Milton Keynes Dons,2-0,0-0,Macclesfield Town
18,Sat Nov 17 2018,16:00,Newport County,2-0,0-0,Colchester United
18,Sat Nov 17 2018,16:00,Oldham Athletic,3-1,0-1,Cambridge United
18,Sat Nov 17 2018,16:00,Notts County,0-3,0-1,Cheltenham Town
19,Sat Nov 24 2018,16:00,Port Vale FC,0-1,0-1,Swindon Town
19,Sat Nov 24 2018,16:00,Tranmere Rovers,1-1,0-1,Oldham Athletic
19,Sat Nov 24 2018,14:00,Lincoln City,1-1,0-0,Mansfield Town
19,Sat Nov 24 2018,16:00,Cambridge United,2-2,1-2,Bury FC
19,Sat Nov 24 2018,16:00,Carlisle United,1-2,0-1,Forest Green Rovers
19,Sat Nov 24 2018,16:00,Cheltenham Town,2-1,2-0,Newport County
19,Sat Nov 24 2018,16:00,Colchester United,1-1,0-0,Exeter City
19,Sat Nov 24 2018,16:00,Crawley Town,3-0,1-0,Crewe Alexandra
19,Sat Nov 24 2018,16:00,Macclesfield Town,1-0,0-0,Yeovil Town
19,Sat Nov 24 2018,16:00,Morecambe FC,1-1,0-0,Notts County
19,Sat Nov 24 2018,16:00,Northampton Town,2-2,1-1,Grimsby Town
19,Sat Nov 24 2018,16:00,Stevenage FC,3-2,1-1,Milton Keynes Dons
20,Tue Nov 27 2018,20:45,Forest Green Rovers,0-1,0-1,Colchester United
20,Tue Nov 27 2018,20:45,Yeovil Town,0-3,0-2,Port Vale FC
20,Tue Nov 27 2018,20:45,Bury FC,4-1,2-1,Cheltenham Town
20,Tue Nov 27 2018,20:45,Crewe Alexandra,2-0,1-0,Cambridge United
20,Tue Nov 27 2018,20:45,Exeter City,0-1,0-0,Macclesfield Town
20,Tue Nov 27 2018,20:45,Swindon Town,3-2,3-1,Stevenage FC
20,Tue Nov 27 2018,20:45,Grimsby Town,5-2,2-1,Tranmere Rovers
20,Tue Nov 27 2018,20:45,Milton Keynes Dons,2-0,0-0,Morecambe FC
20,Tue Nov 27 2018,20:45,Newport County,3-1,3-1,Northampton Town
20,Tue Nov 27 2018,20:45,Notts County,1-1,0-0,Carlisle United
20,Tue Nov 27 2018,20:45,Oldham Athletic,1-1,0-0,Lincoln City
21,Sat Dec 8 2018,16:00,Stevenage FC,0-1,0-1,Lincoln City
21,Sat Dec 8 2018,16:00,Yeovil Town,1-2,0-0,Forest Green Rovers
21,Sat Dec 8 2018,16:00,Tranmere Rovers,1-0,0-0,Cambridge United
21,Sat Dec 8 2018,14:00,Mansfield Town,2-0,1-0,Notts County
21,Sat Dec 8 2018,16:00,Bury FC,2-0,1-0,Exeter City
21,Sat Dec 8 2018,16:00,Swindon Town,2-1,1-0,Newport County
21,Sat Dec 8 2018,16:00,Colchester United,1-0,1-0,Macclesfield Town
21,Sat Dec 8 2018,16:00,Crawley Town,0-1,0-0,Northampton Town
21,Sat Dec 8 2018,16:00,Crewe Alexandra,0-2,0-2,Oldham Athletic
21,Sat Dec 8 2018,16:00,Milton Keynes Dons,2-0,0-0,Carlisle United
21,Sat Dec 8 2018,16:00,Morecambe FC,2-2,2-0,Port Vale FC
21,Sat Dec 8 2018,16:00,Cheltenham Town,2-1,1-0,Grimsby Town
22,Sat Dec 15 2018,16:00,Oldham Athletic,4-2,3-0,Bury FC
22,Sat Dec 15 2018,16:00,Port Vale FC,2-2,1-1,Cheltenham Town
22,Sat Dec 15 2018,16:00,Notts County,3-2,2-1,Tranmere Rovers
22,Sat Dec 15 2018,16:00,Cambridge United,0-0,0-0,Yeovil Town
22,Sat Dec 15 2018,16:00,Carlisle United,4-0,1-0,Colchester United
22,Sat Dec 15 2018,16:00,Exeter City,1-0,1-0,Crewe Alexandra
22,Sat Dec 15 2018,16:00,Grimsby Town,2-1,1-1,Swindon Town
22,Sat Dec 15 2018,16:00,Lincoln City,3-1,3-0,Morecambe FC
22,Sat Dec 15 2018,16:00,Macclesfield Town,2-0,1-0,Crawley Town
22,Sat Dec 15 2018,16:00,Northampton Town,1-1,1-0,Stevenage FC
23,Sat Dec 22 2018,16:00,Stevenage FC,1-3,1-0,Mansfield Town
23,Sat Dec 22 2018,16:00,Yeovil Town,1-1,0-0,Northampton Town
23,Sat Dec 22 2018,16:00,Swindon Town,0-0,0-0,Cheltenham Town
23,Sat Dec 22 2018,16:00,Oldham Athletic,2-3,1-1,Exeter City
23,Sat Dec 22 2018,16:00,Morecambe FC,3-0,0-0,Cambridge United
23,Sat Dec 22 2018,16:00,Bury FC,2-1,0-0,Tranmere Rovers
23,Sat Dec 22 2018,16:00,Crawley Town,2-3,2-2,Carlisle United
23,Sat Dec 22 2018,16:00,Forest Green Rovers,1-0,1-0,Crewe Alexandra
23,Sat Dec 22 2018,16:00,Grimsby Town,4-0,2-0,Notts County
23,Sat Dec 22 2018,16:00,Lincoln City,3-2,2-1,Newport County
23,Sat Dec 22 2018,16:00,Macclesfield Town,0-0,0-0,Port Vale FC
23,Sat Dec 22 2018,16:00,Milton Keynes Dons,0-1,0-1,Colchester United
24,Wed Dec 26 2018,16:15,Colchester United,1-2,0-2,Stevenage FC
24,Wed Dec 26 2018,16:00,Notts County,1-2,0-1,Macclesfield Town
24,Wed Dec 26 2018,16:00,Northampton Town,1-1,1-0,Swindon Town
24,Wed Dec 26 2018,16:00,Port Vale FC,0-1,0-0,Grimsby Town
24,Wed Dec 26 2018,16:00,Tranmere Rovers,3-1,3-0,Morecambe FC
24,Wed Dec 26 2018,16:00,Newport County,1-4,1-2,Forest Green Rovers
24,Wed Dec 26 2018,14:00,Exeter City,2-1,1-0,Yeovil Town
24,Wed Dec 26 2018,16:00,Carlisle United,6-0,2-0,Oldham Athletic
24,Wed Dec 26 2018,16:00,Cheltenham Town,3-1,2-1,Milton Keynes Dons
24,Wed Dec 26 2018,16:00,Crewe Alexandra,2-1,0-0,Lincoln City
24,Wed Dec 26 2018,16:00,Mansfield Town,2-1,0-0,Bury FC
24,Wed Dec 26 2018,14:00,Cambridge United,2-1,1-1,Crawley Town
25,Sat Dec 29 2018,16:00,Port Vale FC,1-4,1-1,Oldham Athletic
25,Sat Dec 29 2018,16:00,Tranmere Rovers,0-0,0-0,Yeovil Town
25,Sat Dec 29 2018,16:00,Notts County,0-0,0-0,Bury FC
25,Sat Dec 29 2018,16:00,Northampton Town,2-2,0-1,Milton Keynes Dons
25,Sat Dec 29 2018,16:00,Mansfield Town,0-0,0-0,Swindon Town
25,Sat Dec 29 2018,16:00,Cambridge United,1-2,1-0,Lincoln City
25,Sat Dec 29 2018,16:00,Carlisle United,2-1,1-1,Macclesfield Town
25,Sat Dec 29 2018,16:00,Cheltenham Town,2-2,0-0,Forest Green Rovers
25,Sat Dec 29 2018,16:00,Colchester United,0-0,0-0,Morecambe FC
25,Sat Dec 29 2018,16:00,Crewe Alexandra,1-0,1-0,Stevenage FC
25,Sat Dec 29 2018,16:00,Exeter City,1-2,0-1,Grimsby Town
25,Sat Dec 29 2018,16:00,Newport County,0-0,0-0,Crawley Town
26,Tue Jan 1 2019,16:00,Oldham Athletic,2-0,1-0,Notts County
26,Tue Jan 1 2019,16:00,Stevenage FC,1-0,0-0,Newport County
26,Tue Jan 1 2019,16:00,Swindon Town,0-2,0-1,Exeter City
26,Tue Jan 1 2019,16:00,Morecambe FC,0-2,0-1,Carlisle United
26,Tue Jan 1 2019,16:00,Yeovil Town,1-4,0-2,Cheltenham Town
26,Tue Jan 1 2019,14:00,Grimsby Town,0-1,0-1,Mansfield Town
26,Tue Jan 1 2019,16:00,Bury FC,3-1,0-1,Crewe Alexandra
26,Tue Jan 1 2019,16:00,Crawley Town,2-0,0-0,Colchester United
26,Tue Jan 1 2019,16:00,Forest Green Rovers,2-1,1-0,Northampton Town
26,Tue Jan 1 2019,16:00,Lincoln City,1-1,0-0,Port Vale FC
26,Tue Jan 1 2019,16:00,Macclesfield Town,1-1,1-1,Tranmere Rovers
26,Tue Jan 1 2019,16:00,Milton Keynes Dons,6-0,3-0,Cambridge United
27,Sat Jan 5 2019,16:00,Cambridge United,2-0,2-0,Stevenage FC
27,Sat Jan 5 2019,16:00,Crawley Town,1-0,1-0,Cheltenham Town
27,Sat Jan 5 2019,16:00,Macclesfield Town,1-2,1-1,Swindon Town
27,Sat Jan 5 2019,16:00,Morecambe FC,2-2,0-1,Crewe Alexandra
27,Sat Jan 5 2019,16:00,Yeovil Town,0-1,0-1,Bury FC
27,Sat Jan 5 2019,16:00,Colchester United,3-3,2-3,Notts County
27,Sat Jan 5 2019,16:00,Carlisle United,3-2,2-0,Mansfield Town
28,Sat Jan 12 2019,16:00,Mansfield Town,0-1,0-1,Yeovil Town
28,Sat Jan 12 2019,16:00,Grimsby Town,0-2,0-2,Macclesfield Town
28,Sat Jan 12 2019,16:00,Swindon Town,2-2,0-2,Lincoln City
28,Sat Jan 12 2019,16:00,Crewe Alexandra,3-2,1-0,Newport County
28,Sat Jan 12 2019,16:00,Stevenage FC,2-1,2-1,Crawley Town
28,Sat Jan 12 2019,16:00,Port Vale FC,0-3,0-2,Colchester United
28,Sat Jan 12 2019,16:00,Oldham Athletic,0-0,0-0,Forest Green Rovers
28,Sat Jan 12 2019,16:00,Cheltenham Town,1-3,1-0,Tranmere Rovers
28,Sat Jan 12 2019,16:00,Northampton Town,3-0,0-0,Carlisle United
28,Sat Jan 12 2019,16:00,Exeter City,0-0,0-0,Morecambe FC
28,Sat Jan 12 2019,16:00,Bury FC,4-3,1-2,Milton Keynes Dons
28,Sat Jan 12 2019,16:00,Notts County,0-1,0-1,Cambridge United
20,Tue Jan 15 2019,20:45,Mansfield Town,1-0,0-0,Crawley Town
29,Sat Jan 19 2019,16:00,Tranmere Rovers,1-2,0-2,Swindon Town
29,Sat Jan 19 2019,16:00,Macclesfield Town,2-1,1-1,Oldham Athletic
29,Sat Jan 19 2019,16:00,Forest Green Rovers,1-2,1-0,Bury FC
29,Sat Jan 19 2019,16:00,Milton Keynes Dons,0-1,0-1,Crewe Alexandra
29,Sat Jan 19 2019,16:00,Morecambe FC,1-2,0-1,Stevenage FC
29,Sat Jan 19 2019,16:00,Newport County,1-0,0-0,Exeter City
29,Sat Jan 19 2019,16:00,Crawley Town,0-1,0-1,Port Vale FC
29,Sat Jan 19 2019,16:00,Carlisle United,2-0,0-0,Cheltenham Town
29,Sat Jan 19 2019,16:00,Colchester United,2-3,2-0,Mansfield Town
