Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Aug 5 2016,19:00,CEST/+0200,Austria Wien II,2-0,2-0,SC Neusiedl/See 1919,2016-08-05T17:00Z
1,Fri Aug 5 2016,19:00,CEST/+0200,SC/ESV Parndorf,0-2,0-0,Rapid Wien II,2016-08-05T17:00Z
1,Fri Aug 5 2016,19:30,CEST/+0200,SV Schwechat,0-1,0-0,SKN St. Pölten II,2016-08-05T17:30Z
1,Fri Aug 5 2016,19:30,CEST/+0200,Wiener Sportklub,2-2,2-0,FC Admira Wacker II,2016-08-05T17:30Z
1,Fri Aug 5 2016,19:30,CEST/+0200,SKU Amstetten,2-0,1-0,SC Mannsdorf,2016-08-05T17:30Z
1,Fri Aug 5 2016,19:30,CEST/+0200,FCM Traiskirchen,1-1,1-0,First Vienna FC,2016-08-05T17:30Z
1,Fri Aug 5 2016,18:30,CEST/+0200,FC Stadlau,1-0,1-0,ASK Ebreichsdorf,2016-08-05T16:30Z
2,Fri Aug 12 2016,19:00,CEST/+0200,Austria Wien II,3-1,2-0,SC Mannsdorf,2016-08-12T17:00Z
2,Fri Aug 12 2016,19:00,CEST/+0200,SC Neusiedl/See 1919,1-0,0-0,FC Stadlau,2016-08-12T17:00Z
2,Fri Aug 12 2016,19:00,CEST/+0200,First Vienna FC,2-3,2-1,SC Ritzing,2016-08-12T17:00Z
2,Fri Aug 12 2016,19:30,CEST/+0200,Rapid Wien II,4-1,1-0,SV Schwechat,2016-08-12T17:30Z
2,Fri Aug 12 2016,19:30,CEST/+0200,SKU Amstetten,4-2,0-2,SKN St. Pölten II,2016-08-12T17:30Z
2,Fri Aug 12 2016,19:30,CEST/+0200,ASK Ebreichsdorf,4-2,2-2,Wiener Sportklub,2016-08-12T17:30Z
2,Sun Aug 14 2016,17:30,CEST/+0200,FC Admira Wacker II,0-1,0-0,FCM Traiskirchen,2016-08-14T15:30Z
3,Fri Aug 19 2016,19:00,CEST/+0200,Austria Wien II,2-1,1-0,SKU Amstetten,2016-08-19T17:00Z
3,Fri Aug 19 2016,19:00,CEST/+0200,SC/ESV Parndorf,0-0,0-0,First Vienna FC,2016-08-19T17:00Z
3,Fri Aug 19 2016,19:30,CEST/+0200,Wiener Sportklub,1-2,1-1,SC Neusiedl/See 1919,2016-08-19T17:30Z
3,Fri Aug 19 2016,20:00,CEST/+0200,FCM Traiskirchen,0-4,0-3,ASK Ebreichsdorf,2016-08-19T18:00Z
3,Fri Aug 19 2016,18:00,CEST/+0200,FC Stadlau,3-0,1-0,SC Mannsdorf,2016-08-19T16:00Z
3,Sat Aug 20 2016,17:00,CEST/+0200,SC Ritzing,3-0,1-0,FC Admira Wacker II,2016-08-20T15:00Z
3,Sun Aug 21 2016,17:30,CEST/+0200,SKN St. Pölten II,0-2,0-0,Rapid Wien II,2016-08-21T15:30Z
4,Fri Aug 26 2016,19:00,CEST/+0200,Austria Wien II,0-0,0-0,FC Stadlau,2016-08-26T17:00Z
4,Fri Aug 26 2016,19:00,CEST/+0200,SC Neusiedl/See 1919,1-1,1-1,FCM Traiskirchen,2016-08-26T17:00Z
4,Fri Aug 26 2016,19:00,CEST/+0200,First Vienna FC,1-1,0-0,SV Schwechat,2016-08-26T17:00Z
4,Fri Aug 26 2016,19:30,CEST/+0200,Wiener Sportklub,0-0,0-0,SC Mannsdorf,2016-08-26T17:30Z
4,Fri Aug 26 2016,19:30,CEST/+0200,ASK Ebreichsdorf,3-5,1-2,SC Ritzing,2016-08-26T17:30Z
4,Fri Aug 26 2016,19:30,CEST/+0200,SKU Amstetten,2-2,1-2,Rapid Wien II,2016-08-26T17:30Z
