Round,Date,Time,Team 1,FT,HT,Team 2
29,Sun Mar 5 2017,17:30,Benevento Calcio,1-1,0-1,US Salernitana 1919
29,Mon Mar 6 2017,20:30,Frosinone Calcio,1-1,1-0,AS Cittadella
30,Sat Mar 11 2017,15:00,Benevento Calcio,0-0,0-0,Virtus Entella
30,Sat Mar 11 2017,15:00,FC Bari 1908,1-0,0-0,Frosinone Calcio
30,Sat Mar 11 2017,15:00,AS Cittadella,1-1,1-0,AC Perugia Calcio
30,Sat Mar 11 2017,15:00,US Salernitana 1919,2-0,0-0,Brescia Calcio
30,Sat Mar 11 2017,15:00,SPAL 2013 Ferrara,2-0,1-0,AC Cesena
30,Sat Mar 11 2017,18:00,Latina Calcio,0-1,0-0,Carpi FC
30,Sat Mar 11 2017,15:00,Spezia Calcio,2-1,1-1,US Avellino
30,Sun Mar 12 2017,15:00,Novara Calcio,0-0,0-0,Pro Vercelli
30,Sun Mar 12 2017,15:00,Ternana Calcio,2-1,2-0,Trapani Calcio
30,Sun Mar 12 2017,17:30,Vicenza Calcio,2-1,0-0,AC Pisa
30,Mon Mar 13 2017,20:30,Hellas Verona,0-0,0-0,Ascoli Picchio FC
31,Fri Mar 17 2017,20:30,AC Perugia Calcio,3-1,2-1,Benevento Calcio
31,Sat Mar 18 2017,15:00,US Avellino,1-1,0-1,Novara Calcio
31,Sat Mar 18 2017,15:00,Ascoli Picchio FC,2-1,0-0,AS Cittadella
31,Sat Mar 18 2017,15:00,Brescia Calcio,1-1,0-1,Spezia Calcio
31,Sat Mar 18 2017,15:00,Carpi FC,1-4,0-3,SPAL 2013 Ferrara
31,Sat Mar 18 2017,15:00,Frosinone Calcio,3-1,1-0,Vicenza Calcio
31,Sat Mar 18 2017,15:00,AC Pisa,1-1,0-0,Latina Calcio
31,Sat Mar 18 2017,15:00,Pro Vercelli,1-1,1-0,Hellas Verona
31,Sat Mar 18 2017,15:00,Trapani Calcio,4-0,3-0,FC Bari 1908
31,Sun Mar 19 2017,17:30,AC Cesena,1-0,0-0,Ternana Calcio
31,Mon Mar 20 2017,20:30,Virtus Entella,0-1,0-1,US Salernitana 1919
32,Sat Mar 25 2017,18:00,AS Cittadella,1-0,1-0,Spezia Calcio
32,Sat Mar 25 2017,20:30,Benevento Calcio,1-3,1-1,Trapani Calcio
32,Sun Mar 26 2017,15:00,Virtus Entella,2-1,1-1,AC Cesena
32,Sun Mar 26 2017,15:00,Carpi FC,0-0,0-0,AC Perugia Calcio
32,Sun Mar 26 2017,12:30,Hellas Verona,1-1,1-0,AC Pisa
32,Sun Mar 26 2017,15:00,Latina Calcio,0-0,0-0,Pro Vercelli
32,Sun Mar 26 2017,15:00,US Salernitana 1919,2-0,0-0,Ascoli Picchio FC
32,Sun Mar 26 2017,15:00,SPAL 2013 Ferrara,0-2,0-0,Frosinone Calcio
32,Sun Mar 26 2017,15:00,Ternana Calcio,4-1,2-0,US Avellino
32,Sun Mar 26 2017,20:30,FC Bari 1908,0-0,0-0,Novara Calcio
32,Sun Mar 26 2017,15:00,Vicenza Calcio,1-1,1-1,Brescia Calcio
33,Fri Mar 31 2017,19:00,US Avellino,1-0,0-0,SPAL 2013 Ferrara
33,Fri Mar 31 2017,21:00,AC Cesena,1-1,1-0,Frosinone Calcio
33,Sat Apr 1 2017,15:00,Novara Calcio,1-2,0-0,Ternana Calcio
33,Sat Apr 1 2017,15:00,Brescia Calcio,2-2,0-1,Virtus Entella
33,Sat Apr 1 2017,15:00,Latina Calcio,0-2,0-0,AS Cittadella
33,Sat Apr 1 2017,15:00,Ascoli Picchio FC,1-2,1-1,Carpi FC
33,Sat Apr 1 2017,15:00,AC Perugia Calcio,1-0,0-0,Vicenza Calcio
33,Sat Apr 1 2017,15:00,AC Pisa,0-1,0-0,US Salernitana 1919
33,Sat Apr 1 2017,15:00,Pro Vercelli,1-0,1-0,FC Bari 1908
33,Sat Apr 1 2017,15:00,Spezia Calcio,1-3,1-1,Benevento Calcio
33,Sat Apr 1 2017,15:00,Trapani Calcio,0-2,0-0,Hellas Verona
34,Mon Apr 3 2017,20:30,Frosinone Calcio,1-1,1-0,US Avellino
34,Tue Apr 4 2017,20:30,Virtus Entella,2-1,1-0,Ascoli Picchio FC
34,Tue Apr 4 2017,20:30,Benevento Calcio,2-1,1-0,Ternana Calcio
34,Tue Apr 4 2017,20:30,Carpi FC,0-0,0-0,Pro Vercelli
34,Tue Apr 4 2017,20:30,Vicenza Calcio,0-1,0-0,Trapani Calcio
34,Tue Apr 4 2017,20:30,FC Bari 1908,2-0,0-0,Latina Calcio
34,Tue Apr 4 2017,20:30,AC Perugia Calcio,2-2,2-1,AC Pisa
34,Tue Apr 4 2017,20:30,US Salernitana 1919,0-0,0-0,AS Cittadella
34,Tue Apr 4 2017,20:30,SPAL 2013 Ferrara,2-0,0-0,Novara Calcio
34,Tue Apr 4 2017,20:30,Hellas Verona,0-1,0-0,Spezia Calcio
34,Tue Apr 4 2017,20:30,AC Cesena,1-1,1-1,Brescia Calcio
35,Sat Apr 8 2017,15:00,Ascoli Picchio FC,1-1,0-0,Frosinone Calcio
35,Sat Apr 8 2017,15:00,US Avellino,1-0,0-0,Carpi FC
35,Sat Apr 8 2017,15:00,AS Cittadella,1-0,1-0,Benevento Calcio
35,Sat Apr 8 2017,15:00,Latina Calcio,0-1,0-0,Vicenza Calcio
35,Sat Apr 8 2017,15:00,AC Pisa,0-1,0-0,AC Cesena
35,Sat Apr 8 2017,15:00,Trapani Calcio,3-0,1-0,AC Perugia Calcio
35,Sat Apr 8 2017,15:00,Spezia Calcio,1-0,1-0,FC Bari 1908
35,Sat Apr 8 2017,15:00,Ternana Calcio,1-0,1-0,US Salernitana 1919
35,Sat Apr 8 2017,15:00,Pro Vercelli,1-0,0-0,Virtus Entella
35,Sun Apr 9 2017,17:30,Brescia Calcio,1-3,1-2,SPAL 2013 Ferrara
35,Mon Apr 10 2017,20:30,Novara Calcio,2-2,0-1,Hellas Verona
36,Mon Apr 17 2017,15:00,Frosinone Calcio,2-3,1-2,Novara Calcio
36,Mon Apr 17 2017,15:00,Brescia Calcio,1-0,1-0,Benevento Calcio
36,Mon Apr 17 2017,15:00,Carpi FC,2-0,1-0,FC Bari 1908
36,Mon Apr 17 2017,15:00,Virtus Entella,1-1,0-0,Ternana Calcio
36,Mon Apr 17 2017,12:30,SPAL 2013 Ferrara,2-1,0-1,Trapani Calcio
36,Mon Apr 17 2017,15:00,AC Perugia Calcio,0-0,0-0,Ascoli Picchio FC
36,Mon Apr 17 2017,15:00,US Salernitana 1919,2-1,0-1,Latina Calcio
36,Mon Apr 17 2017,15:00,Hellas Verona,2-0,1-0,AS Cittadella
36,Mon Apr 17 2017,15:00,Vicenza Calcio,0-1,0-0,Pro Vercelli
36,Mon Apr 17 2017,18:00,AC Pisa,0-1,0-0,US Avellino
36,Mon Apr 17 2017,20:30,AC Cesena,1-0,0-0,Spezia Calcio
37,Fri Apr 21 2017,19:00,Novara Calcio,0-1,0-0,AC Perugia Calcio
37,Fri Apr 21 2017,21:00,Benevento Calcio,0-0,0-0,Vicenza Calcio
37,Sat Apr 22 2017,15:00,AS Cittadella,4-1,2-1,Carpi FC
37,Sat Apr 22 2017,15:00,US Avellino,1-1,1-1,AC Cesena
37,Sat Apr 22 2017,15:00,FC Bari 1908,0-2,0-1,Hellas Verona
37,Sat Apr 22 2017,15:00,Ascoli Picchio FC,0-0,0-0,Brescia Calcio
37,Sat Apr 22 2017,15:00,Latina Calcio,1-2,1-1,SPAL 2013 Ferrara
37,Sat Apr 22 2017,15:00,Pro Vercelli,0-0,0-0,US Salernitana 1919
37,Sat Apr 22 2017,15:00,Spezia Calcio,2-0,0-0,Virtus Entella
37,Sat Apr 22 2017,15:00,Ternana Calcio,2-0,0-0,Frosinone Calcio
37,Sat Apr 22 2017,15:00,Trapani Calcio,1-0,0-0,AC Pisa
38,Mon Apr 24 2017,20:30,Vicenza Calcio,3-1,1-1,Novara Calcio
38,Tue Apr 25 2017,12:30,US Salernitana 1919,0-0,0-0,FC Bari 1908
38,Tue Apr 25 2017,15:00,Ascoli Picchio FC,2-0,1-0,US Avellino
38,Tue Apr 25 2017,15:00,Brescia Calcio,2-1,1-1,Ternana Calcio
38,Tue Apr 25 2017,15:00,Virtus Entella,0-1,0-0,Latina Calcio
38,Tue Apr 25 2017,15:00,Frosinone Calcio,2-0,0-0,Spezia Calcio
38,Tue Apr 25 2017,15:00,AC Pisa,1-1,0-1,Pro Vercelli
38,Tue Apr 25 2017,15:00,SPAL 2013 Ferrara,2-1,0-0,AS Cittadella
38,Tue Apr 25 2017,18:00,AC Cesena,4-1,0-0,Benevento Calcio
38,Tue Apr 25 2017,20:30,AC Perugia Calcio,1-1,0-0,Hellas Verona
38,Tue Apr 25 2017,20:30,Carpi FC,2-1,2-0,Trapani Calcio
39,Sat Apr 29 2017,15:00,FC Bari 1908,0-0,0-0,AC Pisa
39,Sat Apr 29 2017,15:00,AS Cittadella,2-3,1-1,AC Cesena
39,Sat Apr 29 2017,15:00,Latina Calcio,0-0,0-0,Ascoli Picchio FC
39,Sat Apr 29 2017,15:00,Pro Vercelli,0-1,0-1,AC Perugia Calcio
39,Sat Apr 29 2017,15:00,Trapani Calcio,2-0,2-0,Virtus Entella
39,Sat Apr 29 2017,15:00,Ternana Calcio,0-0,0-0,Carpi FC
39,Sat Apr 29 2017,15:00,Spezia Calcio,0-0,0-0,SPAL 2013 Ferrara
39,Sun Apr 30 2017,17:30,Novara Calcio,2-3,1-1,Brescia Calcio
39,Mon May 1 2017,12:30,Benevento Calcio,2-1,0-0,US Avellino
39,Mon May 1 2017,20:30,US Salernitana 1919,1-3,0-3,Frosinone Calcio
39,Mon May 1 2017,15:00,Hellas Verona,3-2,1-1,Vicenza Calcio
40,Fri May 5 2017,20:30,AC Perugia Calcio,0-0,0-0,Spezia Calcio
40,Sat May 6 2017,15:00,US Avellino,1-1,0-1,FC Bari 1908
40,Sat May 6 2017,15:00,Ascoli Picchio FC,1-1,0-1,Benevento Calcio
40,Sat May 6 2017,15:00,Brescia Calcio,1-1,0-0,Latina Calcio
40,Sat May 6 2017,15:00,Carpi FC,2-0,0-0,US Salernitana 1919
40,Sat May 6 2017,15:00,AC Cesena,0-1,0-1,Novara Calcio
40,Sat May 6 2017,15:00,Vicenza Calcio,0-1,0-0,Ternana Calcio
40,Sat May 6 2017,15:00,Frosinone Calcio,1-0,1-0,Trapani Calcio
40,Sat May 6 2017,15:00,Virtus Entella,1-2,0-2,Hellas Verona
40,Sun May 7 2017,17:30,SPAL 2013 Ferrara,0-0,0-0,Pro Vercelli
40,Mon May 8 2017,20:30,AC Pisa,1-4,0-1,AS Cittadella
41,Sat May 13 2017,15:00,Pro Vercelli,2-2,1-1,Brescia Calcio
41,Sat May 13 2017,15:00,AS Cittadella,2-0,1-0,Vicenza Calcio
41,Sat May 13 2017,15:00,Latina Calcio,2-2,1-1,AC Perugia Calcio
41,Sat May 13 2017,15:00,Novara Calcio,2-0,1-0,Virtus Entella
41,Sat May 13 2017,15:00,Benevento Calcio,2-1,1-0,Frosinone Calcio
41,Sat May 13 2017,15:00,US Salernitana 1919,2-0,0-0,US Avellino
41,Sat May 13 2017,15:00,Spezia Calcio,0-0,0-0,AC Pisa
41,Sat May 13 2017,15:00,Ternana Calcio,2-1,2-1,SPAL 2013 Ferrara
41,Sat May 13 2017,15:00,Hellas Verona,1-1,0-1,Carpi FC
41,Sat May 13 2017,18:00,Trapani Calcio,1-2,1-1,AC Cesena
41,Sun May 14 2017,15:00,FC Bari 1908,0-1,0-1,Ascoli Picchio FC
42,Thu May 18 2017,20:30,Ascoli Picchio FC,1-2,1-0,Ternana Calcio
42,Thu May 18 2017,20:30,US Avellino,2-1,0-1,Latina Calcio
42,Thu May 18 2017,20:30,Brescia Calcio,2-1,2-0,Trapani Calcio
42,Thu May 18 2017,20:30,Carpi FC,2-0,2-0,Novara Calcio
42,Thu May 18 2017,20:30,AC Cesena,0-0,0-0,Hellas Verona
42,Thu May 18 2017,20:30,Virtus Entella,4-1,4-0,AS Cittadella
42,Thu May 18 2017,20:30,Frosinone Calcio,2-1,2-0,Pro Vercelli
42,Thu May 18 2017,20:30,AC Perugia Calcio,3-2,2-1,US Salernitana 1919
42,Thu May 18 2017,20:30,AC Pisa,0-3,0-0,Benevento Calcio
42,Thu May 18 2017,20:30,SPAL 2013 Ferrara,2-1,1-1,FC Bari 1908
42,Thu May 18 2017,20:30,Vicenza Calcio,0-1,0-1,Spezia Calcio
