Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 6 2016,15:00,BST/+0100,Bolton Wanderers,1-0,1-0,Sheffield United,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Bradford City,0-0,0-0,Port Vale FC,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Bury FC,2-0,0-0,Charlton Athletic,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Millwall FC,3-0,2-0,Oldham Athletic,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Northampton Town,1-1,1-0,Fleetwood Town,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Oxford United,1-1,1-0,Chesterfield FC,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Rochdale AFC,2-3,2-2,Peterborough United,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Scunthorpe United,3-1,0-1,Bristol Rovers,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Shrewsbury Town,0-1,0-0,Milton Keynes Dons,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Southend United,1-3,1-1,Gillingham FC,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Swindon Town,1-0,0-0,Coventry City,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Walsall FC,3-1,2-0,AFC Wimbledon,2016-08-06T14:00Z
2,Sat Aug 13 2016,15:00,BST/+0100,AFC Wimbledon,1-2,1-1,Bolton Wanderers,2016-08-13T14:00Z
2,Sat Aug 13 2016,15:00,BST/+0100,Charlton Athletic,1-1,0-1,Northampton Town,2016-08-13T14:00Z
2,Sat Aug 13 2016,15:00,BST/+0100,Chesterfield FC,3-1,2-0,Swindon Town,2016-08-13T14:00Z
2,Sat Aug 13 2016,15:00,BST/+0100,Coventry City,0-0,0-0,Shrewsbury Town,2016-08-13T14:00Z
