Round,Date,Time,Team 1,FT,HT,Team 2
4,Sat Sep 10 2016,18:00,CF Reus Deportiu,1-1,0-0,CD Numancia
4,Sat Sep 10 2016,18:00,CD Tenerife,1-0,1-0,Real Valladolid
4,Sat Sep 10 2016,20:00,Levante UD,4-2,3-1,Real Zaragoza
4,Sun Sep 11 2016,16:00,Real Oviedo,0-0,0-0,CD Mirandés
4,Sun Sep 11 2016,12:00,Rayo Vallecano,1-0,0-0,RCD Mallorca
4,Sun Sep 11 2016,18:00,Cádiz CF,3-0,1-0,Getafe CF
4,Sun Sep 11 2016,18:00,UCAM Murcia CF,1-1,0-1,Elche CF
4,Sun Sep 11 2016,20:00,Girona FC,3-3,2-1,UD Almería
4,Sun Sep 11 2016,18:00,AD Alcorcón,1-0,0-0,Gimnàstic
4,Sun Sep 11 2016,18:00,SD Huesca,3-0,2-0,Córdoba CF
5,Sat Sep 17 2016,16:00,CD Numancia,1-0,1-0,Gimnàstic
5,Sat Sep 17 2016,18:00,CF Reus Deportiu,1-0,0-0,Cádiz CF
5,Sat Sep 17 2016,18:00,Real Valladolid,0-1,0-0,UCAM Murcia CF
5,Sat Sep 17 2016,20:00,Real Zaragoza,2-0,1-0,AD Alcorcón
5,Sat Sep 17 2016,18:00,Córdoba CF,1-0,1-0,Levante UD
5,Sat Sep 17 2016,18:00,Elche CF,0-3,0-2,CD Lugo
5,Sun Sep 18 2016,12:00,UD Almería,0-1,0-0,CD Tenerife
5,Sun Sep 18 2016,16:00,CD Mirandés,2-1,1-1,Rayo Vallecano
5,Sun Sep 18 2016,18:00,Getafe CF,2-1,0-1,Real Oviedo
5,Sun Sep 18 2016,18:00,Sevilla Atlético,2-0,0-0,SD Huesca
5,Sun Sep 18 2016,20:00,RCD Mallorca,1-0,1-0,Girona FC
6,Tue Sep 20 2016,22:00,Gimnàstic,0-0,0-0,Real Zaragoza
6,Tue Sep 20 2016,20:00,AD Alcorcón,0-1,0-0,Córdoba CF
6,Tue Sep 20 2016,22:00,Cádiz CF,1-0,0-0,CD Numancia
6,Tue Sep 20 2016,20:00,CD Lugo,1-0,1-0,Real Valladolid
6,Wed Sep 21 2016,20:00,SD Huesca,0-3,0-0,Elche CF
6,Wed Sep 21 2016,22:00,UCAM Murcia CF,4-0,1-0,UD Almería
6,Wed Sep 21 2016,20:00,Levante UD,1-0,0-0,Sevilla Atlético
6,Thu Sep 22 2016,20:00,Real Oviedo,0-1,0-0,CF Reus Deportiu
6,Thu Sep 22 2016,20:00,Rayo Vallecano,2-0,1-0,Getafe CF
6,Thu Sep 22 2016,20:00,Girona FC,1-1,0-0,CD Mirandés
6,Thu Sep 22 2016,22:00,CD Tenerife,0-0,0-0,RCD Mallorca
7,Sat Sep 24 2016,16:00,Sevilla Atlético,1-1,1-0,AD Alcorcón
7,Sat Sep 24 2016,18:00,UD Almería,0-0,0-0,CD Lugo
7,Sat Sep 24 2016,18:00,Real Valladolid,1-2,0-0,SD Huesca
7,Sat Sep 24 2016,20:00,Elche CF,0-1,0-0,Levante UD
7,Sat Sep 24 2016,18:00,Córdoba CF,2-0,1-0,Gimnàstic
7,Sun Sep 25 2016,20:00,CF Reus Deportiu,1-1,1-0,Rayo Vallecano
7,Sun Sep 25 2016,16:00,CD Mirandés,3-2,2-0,CD Tenerife
7,Sun Sep 25 2016,18:00,Getafe CF,0-2,0-1,Girona FC
7,Sun Sep 25 2016,18:00,RCD Mallorca,0-0,0-0,UCAM Murcia CF
7,Sun Sep 25 2016,18:00,CD Numancia,2-1,1-1,Real Zaragoza
7,Sun Sep 25 2016,12:00,Cádiz CF,0-2,0-2,Real Oviedo
8,Sat Oct 1 2016,19:30,Real Zaragoza,1-1,1-1,Córdoba CF
8,Sat Oct 1 2016,18:00,CD Lugo,3-1,2-1,RCD Mallorca
8,Sat Oct 1 2016,18:00,AD Alcorcón,1-0,0-0,Elche CF
8,Sat Oct 1 2016,18:00,Gimnàstic,1-1,1-1,Sevilla Atlético
8,Sat Oct 1 2016,16:00,SD Huesca,2-0,1-0,UD Almería
8,Sun Oct 2 2016,12:00,UCAM Murcia CF,2-2,1-2,CD Mirandés
8,Sun Oct 2 2016,16:00,Girona FC,1-0,0-0,CF Reus Deportiu
8,Sun Oct 2 2016,17:45,Levante UD,3-2,1-1,Real Valladolid
8,Sun Oct 2 2016,18:00,Real Oviedo,2-2,1-1,CD Numancia
8,Sun Oct 2 2016,18:00,CD Tenerife,0-0,0-0,Getafe CF
8,Sun Oct 2 2016,20:00,Rayo Vallecano,3-0,1-0,Cádiz CF
9,Sat Oct 8 2016,16:00,CF Reus Deportiu,0-0,0-0,CD Tenerife
9,Sat Oct 8 2016,18:00,Getafe CF,2-0,0-0,UCAM Murcia CF
9,Sat Oct 8 2016,18:00,Real Valladolid,2-0,2-0,AD Alcorcón
9,Sat Oct 8 2016,20:00,Sevilla Atlético,2-1,0-0,Real Zaragoza
9,Sat Oct 8 2016,18:00,CD Numancia,1-1,1-0,Córdoba CF
9,Sat Oct 8 2016,18:00,Elche CF,4-4,2-1,Gimnàstic
9,Sun Oct 9 2016,12:00,Real Oviedo,2-0,1-0,Rayo Vallecano
9,Sun Oct 9 2016,16:00,CD Mirandés,2-2,0-2,CD Lugo
9,Sun Oct 9 2016,18:00,Cádiz CF,0-0,0-0,Girona FC
9,Sun Oct 9 2016,18:00,RCD Mallorca,3-0,2-0,SD Huesca
9,Sun Oct 9 2016,18:00,UD Almería,2-2,1-0,Levante UD
10,Sat Oct 15 2016,16:00,CD Lugo,0-1,0-0,Getafe CF
10,Sat Oct 15 2016,18:00,Girona FC,0-0,0-0,Real Oviedo
10,Sat Oct 15 2016,20:00,Levante UD,2-1,1-1,RCD Mallorca
10,Sat Oct 15 2016,18:00,AD Alcorcón,0-0,0-0,UD Almería
10,Sat Oct 15 2016,18:00,SD Huesca,3-0,1-0,CD Mirandés
10,Sun Oct 16 2016,12:00,Real Zaragoza,1-3,0-3,Elche CF
10,Sun Oct 16 2016,16:00,Córdoba CF,0-1,0-0,Sevilla Atlético
10,Sun Oct 16 2016,18:00,Rayo Vallecano,3-3,1-1,CD Numancia
10,Sun Oct 16 2016,20:00,CD Tenerife,1-1,0-0,Cádiz CF
10,Sun Oct 16 2016,18:00,Gimnàstic,1-2,1-1,Real Valladolid
10,Sun Oct 16 2016,18:00,UCAM Murcia CF,0-2,0-2,CF Reus Deportiu
11,Sat Oct 22 2016,16:00,Elche CF,1-1,1-0,Córdoba CF
11,Sat Oct 22 2016,18:00,CF Reus Deportiu,2-1,2-0,CD Lugo
11,Sat Oct 22 2016,18:00,Getafe CF,1-1,0-0,SD Huesca
11,Sat Oct 22 2016,18:00,CD Numancia,1-2,1-1,Sevilla Atlético
11,Sat Oct 22 2016,20:00,Rayo Vallecano,1-0,0-0,Girona FC
11,Sun Oct 23 2016,12:00,RCD Mallorca,1-0,0-0,AD Alcorcón
11,Sun Oct 23 2016,12:00,Real Valladolid,0-0,0-0,Real Zaragoza
11,Sun Oct 23 2016,16:00,UD Almería,3-0,1-0,Gimnàstic
11,Sun Oct 23 2016,20:00,Real Oviedo,2-0,1-0,CD Tenerife
11,Sun Oct 23 2016,18:00,CD Mirandés,0-3,0-1,Levante UD
11,Sun Oct 23 2016,18:00,Cádiz CF,2-2,2-0,UCAM Murcia CF
12,Sat Oct 29 2016,16:00,SD Huesca,2-1,0-1,CF Reus Deportiu
12,Sat Oct 29 2016,18:00,CD Tenerife,3-2,2-1,Rayo Vallecano
12,Sat Oct 29 2016,18:00,Real Zaragoza,2-1,1-0,UD Almería
12,Sat Oct 29 2016,20:00,Córdoba CF,1-1,1-1,Real Valladolid
12,Sun Oct 30 2016,12:00,Sevilla Atlético,2-0,0-0,Elche CF
12,Sun Oct 30 2016,12:00,Girona FC,3-0,3-0,CD Numancia
12,Sun Oct 30 2016,16:00,CD Lugo,0-1,0-0,Cádiz CF
12,Sun Oct 30 2016,18:00,UCAM Murcia CF,0-1,0-1,Real Oviedo
12,Sun Oct 30 2016,18:00,AD Alcorcón,1-0,0-0,CD Mirandés
12,Sun Oct 30 2016,18:00,Gimnàstic,2-2,1-0,RCD Mallorca
12,Sun Oct 30 2016,20:00,Levante UD,1-1,1-1,Getafe CF
13,Sat Nov 5 2016,16:00,Cádiz CF,1-0,0-0,SD Huesca
13,Sat Nov 5 2016,18:00,Girona FC,1-1,1-1,CD Tenerife
13,Sat Nov 5 2016,18:00,Rayo Vallecano,0-1,0-0,UCAM Murcia CF
13,Sat Nov 5 2016,18:00,Real Valladolid,2-0,0-0,Sevilla Atlético
13,Sat Nov 5 2016,20:00,RCD Mallorca,2-2,0-1,Real Zaragoza
13,Sun Nov 6 2016,20:00,CF Reus Deportiu,0-1,0-0,Levante UD
13,Sun Nov 6 2016,16:00,CD Numancia,2-2,2-0,Elche CF
13,Sun Nov 6 2016,18:00,Real Oviedo,1-1,0-1,CD Lugo
13,Sun Nov 6 2016,18:00,Getafe CF,1-0,0-0,AD Alcorcón
13,Sun Nov 6 2016,18:00,UD Almería,3-1,3-1,Córdoba CF
13,Sun Nov 6 2016,12:00,CD Mirandés,0-1,0-0,Gimnàstic
14,Fri Nov 11 2016,20:00,Córdoba CF,0-2,0-0,RCD Mallorca
14,Sat Nov 12 2016,13:00,Elche CF,2-0,1-0,Real Valladolid
14,Sat Nov 12 2016,16:00,SD Huesca,4-0,3-0,Real Oviedo
14,Sat Nov 12 2016,16:00,Gimnàstic,1-0,1-0,Getafe CF
14,Sat Nov 12 2016,18:00,CD Tenerife,1-1,1-0,CD Numancia
14,Sat Nov 12 2016,18:30,Levante UD,0-0,0-0,Cádiz CF
14,Sat Nov 12 2016,18:00,AD Alcorcón,1-0,0-0,CF Reus Deportiu
14,Sun Nov 13 2016,20:00,Real Zaragoza,2-0,2-0,CD Mirandés
14,Sun Nov 13 2016,16:00,Sevilla Atlético,1-0,1-0,UD Almería
14,Sun Nov 13 2016,18:00,UCAM Murcia CF,0-1,0-0,Girona FC
14,Sun Nov 13 2016,12:00,CD Lugo,1-0,1-0,Rayo Vallecano
15,Fri Nov 18 2016,20:00,UD Almería,2-1,1-1,Elche CF
15,Sat Nov 19 2016,18:00,Real Oviedo,2-0,0-0,Levante UD
15,Sat Nov 19 2016,16:00,CD Numancia,2-1,1-0,Real Valladolid
15,Sat Nov 19 2016,18:00,RCD Mallorca,2-2,0-2,Sevilla Atlético
15,Sat Nov 19 2016,20:00,Girona FC,3-1,2-1,CD Lugo
15,Sun Nov 20 2016,12:00,CF Reus Deportiu,1-0,0-0,Gimnàstic
15,Sun Nov 20 2016,16:00,Getafe CF,1-0,0-0,Real Zaragoza
15,Sun Nov 20 2016,18:00,CD Tenerife,2-1,2-1,UCAM Murcia CF
15,Sun Nov 20 2016,20:00,CD Mirandés,1-1,1-0,Córdoba CF
15,Sun Nov 20 2016,18:00,Cádiz CF,4-1,0-1,AD Alcorcón
15,Sun Nov 20 2016,18:00,Rayo Vallecano,2-2,1-1,SD Huesca
16,Fri Nov 25 2016,20:00,Gimnàstic,1-0,0-0,Cádiz CF
16,Sat Nov 26 2016,18:00,UCAM Murcia CF,3-2,0-1,CD Numancia
16,Sat Nov 26 2016,20:00,Real Zaragoza,2-2,1-0,CF Reus Deportiu
16,Sat Nov 26 2016,18:00,AD Alcorcón,5-1,2-0,Real Oviedo
16,Sat Nov 26 2016,18:00,Real Valladolid,0-0,0-0,UD Almería
16,Sat Nov 26 2016,16:00,CD Lugo,1-3,1-1,CD Tenerife
16,Sun Nov 27 2016,12:00,Elche CF,1-0,0-0,RCD Mallorca
16,Sun Nov 27 2016,16:00,SD Huesca,1-2,1-2,Girona FC
16,Sun Nov 27 2016,18:00,Sevilla Atlético,1-0,1-0,CD Mirandés
16,Sun Nov 27 2016,18:00,Córdoba CF,1-3,0-1,Getafe CF
17,Fri Dec 2 2016,20:00,Getafe CF,2-0,1-0,Sevilla Atlético
17,Sat Dec 3 2016,20:00,Cádiz CF,3-0,1-0,Real Zaragoza
17,Sat Dec 3 2016,18:15,UCAM Murcia CF,1-2,1-1,CD Lugo
17,Sat Dec 3 2016,18:15,CD Numancia,1-0,1-0,UD Almería
17,Sat Dec 3 2016,18:15,CD Mirandés,1-0,1-0,Elche CF
17,Sun Dec 4 2016,18:00,RCD Mallorca,0-3,0-0,Real Valladolid
17,Sun Dec 4 2016,12:00,Girona FC,2-1,1-0,Levante UD
17,Sun Dec 4 2016,12:00,Rayo Vallecano,2-0,0-0,AD Alcorcón
17,Sun Dec 4 2016,20:00,CF Reus Deportiu,1-2,0-1,Córdoba CF
17,Sun Dec 4 2016,18:00,CD Tenerife,1-1,1-0,SD Huesca
17,Sun Dec 4 2016,16:00,Real Oviedo,1-0,1-0,Gimnàstic
18,Fri Dec 9 2016,20:00,Sevilla Atlético,0-1,0-0,CF Reus Deportiu
18,Sat Dec 10 2016,20:00,Levante UD,1-0,0-0,CD Tenerife
18,Sat Dec 10 2016,18:00,Elche CF,2-2,0-2,Getafe CF
18,Sat Dec 10 2016,18:00,SD Huesca,5-2,2-1,UCAM Murcia CF
18,Sat Dec 10 2016,16:00,Gimnàstic,0-1,0-0,Rayo Vallecano
18,Sun Dec 11 2016,20:00,Real Zaragoza,2-1,1-0,Real Oviedo
18,Sun Dec 11 2016,12:00,UD Almería,2-1,1-0,RCD Mallorca
18,Sun Dec 11 2016,16:00,Córdoba CF,1-3,0-0,Cádiz CF
18,Sun Dec 11 2016,18:00,CD Lugo,3-1,1-1,CD Numancia
18,Sun Dec 11 2016,18:00,AD Alcorcón,2-1,2-0,Girona FC
18,Sun Dec 11 2016,18:00,Real Valladolid,5-0,2-0,CD Mirandés
16,Wed Dec 14 2016,20:00,Levante UD,1-0,1-0,Rayo Vallecano
19,Fri Dec 16 2016,20:00,CF Reus Deportiu,0-1,0-0,Elche CF
19,Sat Dec 17 2016,18:00,CD Lugo,1-1,0-1,SD Huesca
19,Sat Dec 17 2016,20:00,Girona FC,4-2,1-2,Gimnàstic
19,Sat Dec 17 2016,18:00,CD Tenerife,2-0,1-0,AD Alcorcón
19,Sat Dec 17 2016,18:00,Real Oviedo,1-2,0-1,Córdoba CF
19,Sat Dec 17 2016,16:00,Getafe CF,3-1,0-0,Real Valladolid
19,Sun Dec 18 2016,18:00,Rayo Vallecano,1-2,0-0,Real Zaragoza
19,Sun Dec 18 2016,18:00,CD Mirandés,2-1,0-0,UD Almería
19,Sun Dec 18 2016,18:00,CD Numancia,3-1,2-1,RCD Mallorca
19,Sun Dec 18 2016,20:00,Cádiz CF,4-1,1-0,Sevilla Atlético
20,Fri Jan 6 2017,18:00,RCD Mallorca,2-0,0-0,CD Mirandés
20,Fri Jan 6 2017,16:00,Real Valladolid,1-0,0-0,CF Reus Deportiu
20,Fri Jan 6 2017,16:00,UD Almería,0-1,0-0,Getafe CF
20,Fri Jan 6 2017,18:00,CD Numancia,0-0,0-0,SD Huesca
20,Sat Jan 7 2017,18:00,Levante UD,1-0,0-0,CD Lugo
20,Sat Jan 7 2017,20:00,Córdoba CF,0-0,0-0,Rayo Vallecano
20,Sun Jan 8 2017,12:00,AD Alcorcón,0-0,0-0,UCAM Murcia CF
20,Sun Jan 8 2017,20:00,Sevilla Atlético,5-3,3-0,Real Oviedo
20,Sun Jan 8 2017,16:00,Gimnàstic,1-1,0-1,CD Tenerife
20,Sun Jan 8 2017,18:00,Real Zaragoza,0-2,0-0,Girona FC
20,Sun Jan 8 2017,18:00,Elche CF,2-3,1-1,Cádiz CF
19,Wed Jan 11 2017,20:00,UCAM Murcia CF,0-2,0-1,Levante UD
21,Fri Jan 13 2017,20:00,Cádiz CF,0-1,0-1,Real Valladolid
21,Sat Jan 14 2017,16:00,Rayo Vallecano,1-1,0-1,Sevilla Atlético
21,Sat Jan 14 2017,18:00,UCAM Murcia CF,1-1,0-1,Gimnàstic
21,Sat Jan 14 2017,18:00,Real Oviedo,2-1,0-0,Elche CF
21,Sat Jan 14 2017,18:00,CD Mirandés,0-3,0-1,CD Numancia
21,Sat Jan 14 2017,20:00,CD Tenerife,1-0,0-0,Real Zaragoza
21,Sun Jan 15 2017,12:00,Getafe CF,1-1,0-1,RCD Mallorca
21,Sun Jan 15 2017,16:00,CF Reus Deportiu,1-0,1-0,UD Almería
21,Sun Jan 15 2017,20:00,Girona FC,2-0,1-0,Córdoba CF
21,Sun Jan 15 2017,18:00,CD Lugo,1-0,0-0,AD Alcorcón
21,Sun Jan 15 2017,18:00,SD Huesca,0-2,0-1,Levante UD
22,Sat Jan 21 2017,20:00,UCAM Murcia CF,1-0,1-0,Real Zaragoza
22,Sat Jan 21 2017,18:00,Rayo Vallecano,1-1,0-1,Elche CF
22,Sat Jan 21 2017,18:00,CD Tenerife,2-0,0-0,Córdoba CF
22,Sat Jan 21 2017,18:00,CD Lugo,2-3,1-0,Gimnàstic
22,Sat Jan 21 2017,18:00,SD Huesca,0-1,0-0,AD Alcorcón
22,Sat Jan 21 2017,16:00,Real Oviedo,1-0,1-0,Real Valladolid
22,Sun Jan 22 2017,12:00,Levante UD,1-0,1-0,CD Numancia
22,Sun Jan 22 2017,16:00,CF Reus Deportiu,1-1,0-1,RCD Mallorca
22,Sun Jan 22 2017,18:00,Getafe CF,1-1,1-0,CD Mirandés
22,Sun Jan 22 2017,18:00,Girona FC,2-0,0-0,Sevilla Atlético
22,Sun Jan 22 2017,20:00,Cádiz CF,1-0,0-0,UD Almería
23,Fri Jan 27 2017,20:00,Elche CF,1-0,0-0,Girona FC
23,Sat Jan 28 2017,16:00,Sevilla Atlético,0-0,0-0,CD Tenerife
23,Sat Jan 28 2017,20:00,Real Valladolid,2-1,0-1,Rayo Vallecano
23,Sat Jan 28 2017,18:00,Gimnàstic,0-0,0-0,SD Huesca
23,Sat Jan 28 2017,18:00,AD Alcorcón,2-0,2-0,Levante UD
23,Sat Jan 28 2017,18:00,CD Mirandés,1-1,1-0,CF Reus Deportiu
23,Sun Jan 29 2017,12:00,CD Numancia,2-0,1-0,Getafe CF
23,Sun Jan 29 2017,16:00,Córdoba CF,1-1,1-0,UCAM Murcia CF
23,Sun Jan 29 2017,18:00,RCD Mallorca,0-0,0-0,Cádiz CF
23,Sun Jan 29 2017,18:00,UD Almería,3-0,0-0,Real Oviedo
23,Sun Jan 29 2017,20:00,Real Zaragoza,1-1,0-0,CD Lugo
24,Fri Feb 3 2017,20:00,UCAM Murcia CF,1-0,0-0,Sevilla Atlético
24,Sat Feb 4 2017,16:00,AD Alcorcón,2-3,1-1,CD Numancia
24,Sat Feb 4 2017,18:00,Cádiz CF,2-1,1-1,CD Mirandés
24,Sat Feb 4 2017,18:00,CD Tenerife,2-0,1-0,Elche CF
24,Sat Feb 4 2017,18:00,CD Lugo,1-0,1-0,Córdoba CF
24,Sat Feb 4 2017,20:00,SD Huesca,2-3,0-0,Real Zaragoza
24,Sun Feb 5 2017,12:00,Real Oviedo,2-1,1-1,RCD Mallorca
24,Sun Feb 5 2017,20:00,Girona FC,2-1,1-0,Real Valladolid
24,Sun Feb 5 2017,18:00,CF Reus Deportiu,1-1,0-1,Getafe CF
24,Sun Feb 5 2017,18:00,Levante UD,2-1,0-0,Gimnàstic
24,Sun Feb 5 2017,16:00,Rayo Vallecano,1-0,1-0,UD Almería
25,Fri Feb 10 2017,20:00,Sevilla Atlético,1-1,0-0,CD Lugo
25,Sat Feb 11 2017,20:00,Getafe CF,3-2,2-1,Cádiz CF
25,Sat Feb 11 2017,16:00,UD Almería,0-0,0-0,Girona FC
25,Sat Feb 11 2017,18:00,Gimnàstic,1-1,1-1,AD Alcorcón
25,Sat Feb 11 2017,18:00,Real Zaragoza,0-1,0-1,Levante UD
25,Sun Feb 12 2017,12:00,Córdoba CF,0-2,0-0,SD Huesca
25,Sun Feb 12 2017,16:00,Real Valladolid,0-0,0-0,CD Tenerife
25,Sun Feb 12 2017,18:00,CD Numancia,1-0,1-0,CF Reus Deportiu
25,Sun Feb 12 2017,18:00,CD Mirandés,0-2,0-1,Real Oviedo
25,Sun Feb 12 2017,18:00,Elche CF,1-1,1-0,UCAM Murcia CF
25,Sun Feb 12 2017,20:00,RCD Mallorca,2-1,2-0,Rayo Vallecano
26,Fri Feb 17 2017,20:00,CD Lugo,1-2,1-2,Elche CF
26,Sat Feb 18 2017,20:00,Girona FC,1-0,0-0,RCD Mallorca
26,Sat Feb 18 2017,16:00,UCAM Murcia CF,1-3,0-2,Real Valladolid
26,Sat Feb 18 2017,18:00,Levante UD,3-1,1-1,Córdoba CF
26,Sat Feb 18 2017,18:00,Gimnàstic,2-0,0-0,CD Numancia
26,Sat Feb 18 2017,18:00,CD Tenerife,1-0,1-0,UD Almería
26,Sun Feb 19 2017,12:00,SD Huesca,2-1,2-0,Sevilla Atlético
26,Sun Feb 19 2017,20:00,AD Alcorcón,1-1,0-0,Real Zaragoza
26,Sun Feb 19 2017,18:00,Real Oviedo,2-1,1-0,Getafe CF
26,Sun Feb 19 2017,18:00,Rayo Vallecano,1-2,0-0,CD Mirandés
26,Sun Feb 19 2017,16:00,Cádiz CF,0-0,0-0,CF Reus Deportiu
27,Fri Feb 24 2017,20:00,CF Reus Deportiu,1-1,1-0,Real Oviedo
27,Sat Feb 25 2017,16:00,Córdoba CF,1-0,0-0,AD Alcorcón
27,Sat Feb 25 2017,18:00,CD Mirandés,0-2,0-0,Girona FC
27,Sat Feb 25 2017,18:00,RCD Mallorca,1-4,1-0,CD Tenerife
27,Sat Feb 25 2017,18:00,Elche CF,1-1,0-1,SD Huesca
27,Sat Feb 25 2017,20:00,Getafe CF,1-0,0-0,Rayo Vallecano
27,Sun Feb 26 2017,12:00,CD Numancia,0-3,0-0,Cádiz CF
27,Sun Feb 26 2017,20:00,Real Zaragoza,1-2,1-1,Gimnàstic
27,Sun Feb 26 2017,18:00,Real Valladolid,1-1,1-1,CD Lugo
27,Sun Feb 26 2017,18:00,Sevilla Atlético,1-1,0-1,Levante UD
27,Sun Feb 26 2017,16:00,UD Almería,2-3,1-1,UCAM Murcia CF
28,Fri Mar 3 2017,21:00,CD Tenerife,1-1,1-1,CD Mirandés
28,Sat Mar 4 2017,18:00,Rayo Vallecano,0-0,0-0,CF Reus Deportiu
28,Sat Mar 4 2017,16:00,AD Alcorcón,0-0,0-0,Sevilla Atlético
28,Sat Mar 4 2017,18:00,Girona FC,5-1,3-0,Getafe CF
28,Sat Mar 4 2017,20:00,Real Oviedo,2-1,1-1,Cádiz CF
28,Sun Mar 5 2017,12:00,UCAM Murcia CF,1-1,0-1,RCD Mallorca
28,Sun Mar 5 2017,16:00,SD Huesca,1-0,0-0,Real Valladolid
28,Sun Mar 5 2017,18:00,CD Lugo,1-2,0-1,UD Almería
28,Sun Mar 5 2017,20:00,Real Zaragoza,3-0,2-0,CD Numancia
28,Sun Mar 5 2017,18:00,Gimnàstic,2-1,1-1,Córdoba CF
28,Sun Mar 5 2017,18:00,Levante UD,2-1,0-1,Elche CF
29,Fri Mar 10 2017,20:00,Elche CF,0-0,0-0,AD Alcorcón
29,Sat Mar 11 2017,20:30,Córdoba CF,2-1,0-1,Real Zaragoza
29,Sat Mar 11 2017,16:00,RCD Mallorca,1-1,0-1,CD Lugo
29,Sat Mar 11 2017,18:00,CD Mirandés,1-1,0-0,UCAM Murcia CF
29,Sat Mar 11 2017,18:00,Real Valladolid,0-4,0-2,Levante UD
29,Sat Mar 11 2017,18:00,CD Numancia,0-0,0-0,Real Oviedo
29,Sun Mar 12 2017,12:00,UD Almería,0-0,0-0,SD Huesca
29,Sun Mar 12 2017,16:00,Sevilla Atlético,2-2,0-1,Gimnàstic
29,Sun Mar 12 2017,18:00,Cádiz CF,1-0,1-0,Rayo Vallecano
29,Sun Mar 12 2017,18:00,CF Reus Deportiu,1-2,0-0,Girona FC
29,Sun Mar 12 2017,20:30,Getafe CF,2-2,1-0,CD Tenerife
30,Fri Mar 17 2017,20:00,Gimnàstic,1-3,0-3,Elche CF
30,Sat Mar 18 2017,16:00,Córdoba CF,0-0,0-0,CD Numancia
30,Sat Mar 18 2017,18:00,UCAM Murcia CF,2-0,2-0,Getafe CF
30,Sat Mar 18 2017,18:00,CD Lugo,2-1,0-0,CD Mirandés
30,Sat Mar 18 2017,20:30,Real Zaragoza,1-2,0-1,Sevilla Atlético
30,Sat Mar 18 2017,18:00,SD Huesca,2-1,0-0,RCD Mallorca
30,Sun Mar 19 2017,12:00,Levante UD,1-0,1-0,UD Almería
30,Sun Mar 19 2017,16:00,AD Alcorcón,1-2,1-2,Real Valladolid
30,Sun Mar 19 2017,17:00,CD Tenerife,0-1,0-1,CF Reus Deportiu
30,Sun Mar 19 2017,18:00,Girona FC,1-2,0-2,Cádiz CF
30,Sun Mar 19 2017,20:30,Rayo Vallecano,2-0,1-0,Real Oviedo
31,Sat Mar 25 2017,16:00,Real Valladolid,1-2,0-1,Gimnàstic
