Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 6 2016,15:00,BST/+0100,Accrington Stanley,3-2,2-1,Doncaster Rovers,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Blackpool FC,2-0,1-0,Exeter City,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Cambridge United,1-1,0-0,Barnet FC,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Cheltenham Town,1-1,0-1,Leyton Orient,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Crawley Town,1-0,0-0,Wycombe Wanderers,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Grimsby Town,2-0,1-0,Morecambe FC,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Hartlepool United,1-1,1-1,Colchester United,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Newport County,2-3,1-1,Mansfield Town,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Plymouth Argyle,0-3,0-0,Luton Town,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Portsmouth FC,1-1,1-1,Carlisle United,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Stevenage FC,1-2,0-0,Crewe Alexandra,2016-08-06T14:00Z
1,Sat Aug 6 2016,15:00,BST/+0100,Yeovil Town,2-0,2-0,Notts County,2016-08-06T14:00Z
2,Sat Aug 13 2016,15:00,BST/+0100,Barnet FC,2-0,1-0,Accrington Stanley,2016-08-13T14:00Z
2,Sat Aug 13 2016,15:00,BST/+0100,Carlisle United,1-0,1-0,Plymouth Argyle,2016-08-13T14:00Z
2,Sat Aug 13 2016,15:00,BST/+0100,Colchester United,2-0,1-0,Cambridge United,2016-08-13T14:00Z
2,Sat Aug 13 2016,15:00,BST/+0100,Crewe Alexandra,0-0,0-0,Portsmouth FC,2016-08-13T14:00Z
