Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 16 Jul 2016 (28),Club Tijuana (1),2-0,?,Monarcas (1)
?,(Sat) 16 Jul 2016 (28),Queretaro (1),2-0,?,Veracruz (1)
?,(Sun) 17 Jul 2016 (28),Atlas (1),1-1,?,Toluca (1)
?,(Sun) 17 Jul 2016 (28),Monterrey (1),1-1,?,Puebla (1)
?,(Sun) 17 Jul 2016 (28),Pachuca (1),5-1,?,Club Leon (1)
?,(Sun) 17 Jul 2016 (28),Club America (1),2-0,?,Chiapas (1)
?,(Sun) 17 Jul 2016 (28),Necaxa (1),0-0,?,Cruz Azul (1)
?,(Sun) 17 Jul 2016 (28),U.N.A.M.- Pumas (1),1-0,?,Guadalajara Chivas (1)
?,(Mon) 18 Jul 2016 (29),Santos Laguna (1),0-0,?,U.A.N.L.- Tigres (1)
?,(Sat) 23 Jul 2016 (29),Veracruz (2),2-0,?,Santos Laguna (2)
?,(Sat) 23 Jul 2016 (29),Chiapas (2),0-2,?,Pachuca (2)
?,(Sat) 23 Jul 2016 (29),Cruz Azul (2),0-0,?,U.N.A.M.- Pumas (2)
?,(Sun) 24 Jul 2016 (29),Monarcas (2),2-2,?,Queretaro (2)
?,(Sun) 24 Jul 2016 (29),U.A.N.L.- Tigres (2),0-0,?,Atlas (2)
?,(Sun) 24 Jul 2016 (29),Club Leon (2),0-0,?,Necaxa (2)
?,(Sun) 24 Jul 2016 (29),Club America (2),3-1,?,Toluca (2)
?,(Sun) 24 Jul 2016 (29),Guadalajara Chivas (2),1-0,?,Monterrey (2)
?,(Mon) 25 Jul 2016 (30),Puebla (2),3-2,?,Club Tijuana (2)
?,(Sat) 30 Jul 2016 (30),Club Tijuana (3),4-0,?,Guadalajara Chivas (3)
?,(Sat) 30 Jul 2016 (30),Queretaro (3),2-1,?,Puebla (3)
?,(Sun) 31 Jul 2016 (30),Atlas (3),1-0,?,Veracruz (3)
?,(Sun) 31 Jul 2016 (30),Monterrey (3),1-1,?,Cruz Azul (3)
?,(Sun) 31 Jul 2016 (30),Pachuca (3),1-0,?,Necaxa (3)
?,(Sun) 31 Jul 2016 (30),Club America (3),0-3,?,U.A.N.L.- Tigres (3)
?,(Sun) 31 Jul 2016 (30),U.N.A.M.- Pumas (3),1-0,?,Club Leon (3)
?,(Sun) 31 Jul 2016 (30),Chiapas (3),1-0,?,Toluca (3)
?,(Mon) 1 Aug 2016 (31),Santos Laguna (3),2-4,?,Monarcas (3)
?,(Sat) 6 Aug 2016 (31),Cruz Azul (4),1-2,?,Club Tijuana (4)
?,(Sun) 7 Aug 2016 (31),Monarcas (4),3-2,?,Atlas (4)
?,(Sun) 7 Aug 2016 (31),U.A.N.L.- Tigres (4),1-0,?,Chiapas (4)
?,(Sun) 7 Aug 2016 (31),Club Leon (4),0-3,?,Monterrey (4)
?,(Sun) 7 Aug 2016 (31),Guadalajara Chivas (4),0-0,?,Queretaro (4)
?,(Sun) 7 Aug 2016 (31),Necaxa (4),2-2,?,U.N.A.M.- Pumas (4)
?,(Sun) 7 Aug 2016 (31),Veracruz (4),2-4,?,Club America (4)
?,(Sun) 7 Aug 2016 (31),Toluca (4),2-0,?,Pachuca (4)
?,(Mon) 8 Aug 2016 (32),Puebla (4),0-0,?,Santos Laguna (4)
?,(Sat) 13 Aug 2016 (32),Club Tijuana (5),2-0,?,Club Leon (5)
