Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Jul 23 2016,18:30,CEST/+0200,Sturm Graz,3-1,3-0,RB Salzburg,2016-07-23T16:30Z
1,Sat Jul 23 2016,18:30,CEST/+0200,SCR Altach,1-0,0-0,Wolfsberger AC,2016-07-23T16:30Z
1,Sat Jul 23 2016,16:00,CEST/+0200,Rapid Wien,5-0,3-0,SV Ried,2016-07-23T14:00Z
1,Sun Jul 24 2016,19:00,CEST/+0200,SV Mattersburg,0-1,0-1,FC Admira Wacker,2016-07-24T17:00Z
1,Sun Jul 24 2016,16:30,CEST/+0200,SKN St. Pölten,1-2,0-1,Austria Wien,2016-07-24T14:30Z
2,Sat Jul 30 2016,16:00,CEST/+0200,RB Salzburg,1-1,0-0,Wolfsberger AC,2016-07-30T14:00Z
2,Sat Jul 30 2016,18:30,CEST/+0200,SV Ried,1-0,1-0,Sturm Graz,2016-07-30T16:30Z
2,Sun Jul 31 2016,16:30,CEST/+0200,SCR Altach,1-0,0-0,Rapid Wien,2016-07-31T14:30Z
2,Sun Jul 31 2016,19:00,CEST/+0200,SKN St. Pölten,2-1,0-0,FC Admira Wacker,2016-07-31T17:00Z
2,Sun Jul 31 2016,16:30,CEST/+0200,Austria Wien,3-1,0-1,SV Mattersburg,2016-07-31T14:30Z
3,Sat Aug 6 2016,16:00,CEST/+0200,SV Mattersburg,0-2,0-0,Sturm Graz,2016-08-06T14:00Z
3,Sat Aug 6 2016,18:30,CEST/+0200,RB Salzburg,2-0,1-0,SKN St. Pölten,2016-08-06T16:30Z
3,Sat Aug 6 2016,18:30,CEST/+0200,FC Admira Wacker,1-2,0-1,SCR Altach,2016-08-06T16:30Z
3,Sat Aug 6 2016,18:30,CEST/+0200,Wolfsberger AC,1-0,0-0,SV Ried,2016-08-06T16:30Z
3,Sun Aug 7 2016,16:30,CEST/+0200,Austria Wien,1-4,0-1,Rapid Wien,2016-08-07T14:30Z
4,Sat Aug 13 2016,18:30,CEST/+0200,Rapid Wien,4-0,2-0,FC Admira Wacker,2016-08-13T16:30Z
4,Sat Aug 13 2016,18:30,CEST/+0200,SCR Altach,3-1,3-0,SKN St. Pölten,2016-08-13T16:30Z
4,Sat Aug 13 2016,18:30,CEST/+0200,SV Mattersburg,3-1,2-1,Wolfsberger AC,2016-08-13T16:30Z
4,Sat Aug 13 2016,16:00,CEST/+0200,SV Ried,0-2,0-0,RB Salzburg,2016-08-13T14:00Z
4,Sun Aug 14 2016,16:30,CEST/+0200,Sturm Graz,3-1,1-0,Austria Wien,2016-08-14T14:30Z
5,Sat Aug 20 2016,16:00,CEST/+0200,SKN St. Pölten,1-3,0-2,Sturm Graz,2016-08-20T14:00Z
5,Sat Aug 20 2016,18:30,CEST/+0200,RB Salzburg,3-1,0-0,SV Mattersburg,2016-08-20T16:30Z
