Round,Date,Time,Team 1,FT,HT,Team 2
30,Sun Mar 16 2014,18:00,RCD Mallorca,2-0,1-0,CD Tenerife
30,Sun Mar 16 2014,18:15,SD Eibar,1-1,0-0,Hércules CF
30,Sun Mar 16 2014,20:00,CD Numancia,0-1,0-1,AD Alcorcón
31,Sat Mar 22 2014,18:00,FC Barcelona B,2-1,0-0,CD Alavés
31,Sat Mar 22 2014,18:00,CD Mirandés,1-4,0-1,SD Eibar
31,Sat Mar 22 2014,18:00,AD Alcorcón,0-0,0-0,Real Jaén
31,Sat Mar 22 2014,18:15,CD Lugo,2-0,0-0,Recreativo Huelva
31,Sat Mar 22 2014,20:00,Real Murcia,1-3,0-1,UD Las Palmas
31,Sat Mar 22 2014,20:00,CE Sabadell,3-2,1-1,Córdoba CF
31,Sun Mar 23 2014,12:00,Real Zaragoza,0-1,0-1,Deportivo La Coruña
31,Sun Mar 23 2014,17:00,Hércules CF,0-0,0-0,CD Numancia
31,Sun Mar 23 2014,17:00,Sporting Gijón,3-1,3-1,Girona FC
31,Sun Mar 23 2014,18:00,CD Tenerife,5-0,3-0,SD Ponferradina
31,Sun Mar 23 2014,18:15,Real Madrid Castilla,1-2,0-0,RCD Mallorca
32,Sat Mar 29 2014,18:00,SD Ponferradina,0-0,0-0,Real Madrid Castilla
32,Sat Mar 29 2014,18:00,Córdoba CF,1-1,0-0,Real Murcia
32,Sat Mar 29 2014,18:15,RCD Mallorca,0-0,0-0,Recreativo Huelva
32,Sat Mar 29 2014,18:30,SD Eibar,0-0,0-0,FC Barcelona B
32,Sat Mar 29 2014,21:00,Deportivo La Coruña,1-1,1-0,CD Tenerife
32,Sat Mar 29 2014,22:00,CD Numancia,0-1,0-0,CD Mirandés
32,Sun Mar 30 2014,12:00,UD Las Palmas,2-1,0-0,Sporting Gijón
32,Sun Mar 30 2014,17:00,Real Jaén,1-1,1-1,Hércules CF
32,Sun Mar 30 2014,17:00,Girona FC,3-1,1-0,AD Alcorcón
32,Sun Mar 30 2014,17:00,CE Sabadell,1-0,1-0,CD Lugo
32,Sun Mar 30 2014,18:15,CD Alavés,2-2,1-1,Real Zaragoza
33,Sat Apr 5 2014,18:00,Real Murcia,2-0,1-0,CE Sabadell
33,Sat Apr 5 2014,18:15,Real Madrid Castilla,0-2,0-1,Deportivo La Coruña
33,Sat Apr 5 2014,20:00,AD Alcorcón,2-0,1-0,UD Las Palmas
33,Sun Apr 6 2014,12:00,Real Zaragoza,1-0,0-0,SD Eibar
33,Sun Apr 6 2014,17:00,CD Lugo,2-1,1-1,RCD Mallorca
33,Sun Apr 6 2014,17:00,FC Barcelona B,3-0,0-0,CD Numancia
33,Sun Apr 6 2014,17:00,Hércules CF,0-0,0-0,Girona FC
33,Sun Apr 6 2014,17:00,Sporting Gijón,1-2,0-1,Córdoba CF
33,Sun Apr 6 2014,18:00,CD Tenerife,2-0,2-0,CD Alavés
33,Sun Apr 6 2014,18:15,Recreativo Huelva,1-0,1-0,SD Ponferradina
33,Sun Apr 6 2014,21:00,CD Mirandés,2-1,0-1,Real Jaén
34,Sat Apr 12 2014,18:00,Girona FC,4-0,1-0,CD Mirandés
34,Sat Apr 12 2014,18:15,CD Numancia,2-2,1-2,Real Zaragoza
34,Sat Apr 12 2014,20:00,UD Las Palmas,2-1,0-1,Hércules CF
34,Sat Apr 12 2014,20:00,CE Sabadell,2-0,0-0,Sporting Gijón
34,Sun Apr 13 2014,12:00,Deportivo La Coruña,2-0,1-0,Recreativo Huelva
34,Sun Apr 13 2014,17:00,Real Murcia,3-1,0-0,CD Lugo
34,Sun Apr 13 2014,17:00,Real Jaén,0-3,0-1,FC Barcelona B
34,Sun Apr 13 2014,17:00,Córdoba CF,3-1,1-1,AD Alcorcón
34,Sun Apr 13 2014,18:00,SD Eibar,1-2,1-0,CD Tenerife
34,Sun Apr 13 2014,18:15,CD Alavés,2-2,1-2,Real Madrid Castilla
34,Sun Apr 13 2014,21:00,SD Ponferradina,2-0,1-0,RCD Mallorca
35,Sat Apr 19 2014,18:00,CD Lugo,3-0,1-0,SD Ponferradina
35,Sat Apr 19 2014,18:00,Hércules CF,0-1,0-1,Córdoba CF
35,Sat Apr 19 2014,18:15,Real Madrid Castilla,0-1,0-1,SD Eibar
35,Sat Apr 19 2014,19:00,FC Barcelona B,2-1,0-1,Girona FC
35,Sat Apr 19 2014,20:00,CD Mirandés,2-1,1-1,UD Las Palmas
35,Sun Apr 20 2014,12:00,RCD Mallorca,0-3,0-1,Deportivo La Coruña
35,Sun Apr 20 2014,17:00,Sporting Gijón,0-0,0-0,Real Murcia
35,Sun Apr 20 2014,17:00,Recreativo Huelva,0-2,0-1,CD Alavés
35,Sun Apr 20 2014,18:00,CD Tenerife,3-2,1-0,CD Numancia
35,Sun Apr 20 2014,18:15,Real Zaragoza,1-0,0-0,Real Jaén
35,Sun Apr 20 2014,21:00,AD Alcorcón,3-1,2-1,CE Sabadell
36,Sat Apr 26 2014,18:00,CD Alavés,1-0,0-0,RCD Mallorca
36,Sat Apr 26 2014,18:00,Sporting Gijón,2-0,1-0,CD Lugo
36,Sat Apr 26 2014,18:15,Deportivo La Coruña,0-3,0-1,SD Ponferradina
36,Sat Apr 26 2014,20:00,Córdoba CF,1-1,1-0,CD Mirandés
36,Sat Apr 26 2014,22:00,UD Las Palmas,0-2,0-0,FC Barcelona B
36,Sun Apr 27 2014,12:00,SD Eibar,0-0,0-0,Recreativo Huelva
36,Sun Apr 27 2014,17:00,CE Sabadell,2-1,1-0,Hércules CF
36,Sun Apr 27 2014,18:00,Real Jaén,1-0,0-0,CD Tenerife
36,Sun Apr 27 2014,18:15,CD Numancia,0-0,0-0,Real Madrid Castilla
36,Sun Apr 27 2014,19:00,Girona FC,2-0,1-0,Real Zaragoza
36,Sun Apr 27 2014,21:00,Real Murcia,1-1,1-0,AD Alcorcón
37,Sat May 3 2014,18:00,SD Ponferradina,2-1,0-1,CD Alavés
37,Sat May 3 2014,18:00,AD Alcorcón,1-0,1-0,Sporting Gijón
37,Sat May 3 2014,18:15,CD Lugo,2-2,0-2,Deportivo La Coruña
37,Sat May 3 2014,20:00,Hércules CF,2-3,1-1,Real Murcia
37,Sat May 3 2014,20:00,FC Barcelona B,0-1,0-0,Córdoba CF
37,Sun May 4 2014,12:00,Real Zaragoza,1-2,1-2,UD Las Palmas
37,Sun May 4 2014,17:00,Real Madrid Castilla,1-1,0-0,Real Jaén
37,Sun May 4 2014,18:15,RCD Mallorca,0-2,0-0,SD Eibar
37,Sun May 4 2014,19:00,Recreativo Huelva,0-0,0-0,CD Numancia
37,Sun May 4 2014,19:00,CD Tenerife,0-1,0-0,Girona FC
37,Sun May 4 2014,21:00,CD Mirandés,2-2,2-1,CE Sabadell
38,Sat May 10 2014,18:00,Girona FC,1-1,0-0,Real Madrid Castilla
38,Sat May 10 2014,18:00,Sporting Gijón,2-1,1-1,Hércules CF
38,Sat May 10 2014,18:15,CD Numancia,1-1,0-1,RCD Mallorca
38,Sat May 10 2014,20:00,CE Sabadell,2-1,1-0,FC Barcelona B
38,Sat May 10 2014,20:00,AD Alcorcón,1-0,0-0,CD Lugo
38,Sat May 10 2014,20:15,SD Eibar,0-0,0-0,SD Ponferradina
38,Sat May 10 2014,22:00,UD Las Palmas,1-0,0-0,CD Tenerife
38,Sun May 11 2014,12:00,Córdoba CF,1-2,1-0,Real Zaragoza
38,Sun May 11 2014,17:00,Real Murcia,5-0,3-0,CD Mirandés
38,Sun May 11 2014,18:15,CD Alavés,1-1,0-0,Deportivo La Coruña
38,Sun May 11 2014,19:00,Real Jaén,3-1,2-0,Recreativo Huelva
39,Sat May 17 2014,18:15,RCD Mallorca,0-0,0-0,Real Jaén
39,Sat May 17 2014,20:00,Real Zaragoza,2-2,2-0,CE Sabadell
39,Sat May 17 2014,20:00,CD Mirandés,1-1,0-1,Sporting Gijón
39,Sat May 17 2014,20:00,Hércules CF,1-2,0-0,AD Alcorcón
39,Sat May 17 2014,21:00,CD Tenerife,0-1,0-1,Córdoba CF
39,Sat May 17 2014,21:30,FC Barcelona B,4-0,3-0,Real Murcia
39,Sun May 18 2014,12:00,Deportivo La Coruña,1-1,1-0,SD Eibar
39,Sun May 18 2014,18:15,CD Lugo,0-1,0-1,CD Alavés
39,Sun May 18 2014,20:00,Recreativo Huelva,1-0,1-0,Girona FC
39,Sun May 18 2014,20:00,Real Madrid Castilla,3-2,3-1,UD Las Palmas
39,Sun May 18 2014,21:15,SD Ponferradina,0-1,0-0,CD Numancia
40,Sat May 24 2014,16:00,Sporting Gijón,1-0,1-0,FC Barcelona B
40,Sun May 25 2014,16:00,Córdoba CF,2-0,0-0,Real Madrid Castilla
40,Sun May 25 2014,17:00,Girona FC,1-1,1-0,RCD Mallorca
40,Sun May 25 2014,17:00,Hércules CF,1-1,0-0,CD Lugo
40,Sun May 25 2014,18:00,Real Murcia,1-1,1-0,Real Zaragoza
40,Sun May 25 2014,19:00,Real Jaén,0-1,0-1,SD Ponferradina
40,Sun May 25 2014,19:00,CE Sabadell,1-0,1-0,CD Tenerife
40,Sun May 25 2014,20:00,CD Numancia,2-1,1-1,Deportivo La Coruña
40,Sun May 25 2014,20:15,SD Eibar,1-0,0-0,CD Alavés
40,Sun May 25 2014,21:00,UD Las Palmas,2-3,1-0,Recreativo Huelva
40,Sun May 25 2014,21:00,AD Alcorcón,2-0,0-0,CD Mirandés
41,Sat May 31 2014,19:00,SD Eibar,1-0,1-0,CD Lugo
41,Sat May 31 2014,19:00,CD Tenerife,0-1,0-1,Real Murcia
41,Sat May 31 2014,19:00,CD Alavés,3-1,1-0,CD Numancia
41,Sat May 31 2014,19:00,Deportivo La Coruña,1-0,1-0,Real Jaén
41,Sat May 31 2014,19:00,SD Ponferradina,1-2,0-1,Girona FC
41,Sat May 31 2014,19:00,RCD Mallorca,2-0,0-0,UD Las Palmas
41,Sat May 31 2014,19:00,Recreativo Huelva,1-1,0-1,Córdoba CF
41,Sat May 31 2014,19:00,Real Madrid Castilla,2-1,0-0,CE Sabadell
41,Sat May 31 2014,19:00,Real Zaragoza,1-1,1-0,Sporting Gijón
41,Sat May 31 2014,19:00,FC Barcelona B,4-3,0-2,AD Alcorcón
41,Sat May 31 2014,19:00,CD Mirandés,0-1,0-0,Hércules CF
42,Sat Jun 7 2014,18:30,Real Murcia,1-0,1-0,Real Madrid Castilla
42,Sat Jun 7 2014,18:30,Real Jaén,2-3,0-0,CD Alavés
42,Sat Jun 7 2014,18:30,Girona FC,3-1,1-0,Deportivo La Coruña
42,Sat Jun 7 2014,18:30,UD Las Palmas,3-2,1-1,SD Ponferradina
42,Sat Jun 7 2014,18:30,Córdoba CF,0-0,0-0,RCD Mallorca
42,Sat Jun 7 2014,18:30,CE Sabadell,0-0,0-0,Recreativo Huelva
42,Sat Jun 7 2014,18:30,Sporting Gijón,3-0,3-0,CD Tenerife
42,Sat Jun 7 2014,18:30,Hércules CF,1-2,0-2,FC Barcelona B
42,Sat Jun 7 2014,18:30,CD Lugo,1-0,0-0,CD Mirandés
42,Sun Jun 8 2014,18:00,CD Numancia,1-1,1-0,SD Eibar
42,Sun Jun 8 2014,18:15,AD Alcorcón,1-0,0-0,Real Zaragoza
