Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 19 Jul 2013 (W29),Querétaro FC (1),1-3,?,Monarcas Morelia (1)
?,(Fri) 19 Jul 2013 (W29),Club Tijuana (1),3-3,?,Club Atlas (1)
?,(Sat) 20 Jul 2013 (W29),Cruz Azul (1),1-0,?,CF Monterrey (1)
?,(Sat) 20 Jul 2013 (W29),Tiburones Rojos Veracruz (1),2-2,?,Jaguares Chiapas (1)
?,(Sat) 20 Jul 2013 (W29),Club León (1),1-0,?,Atlante FC (1)
?,(Sun) 21 Jul 2013 (W29),Club Puebla (1),1-1,?,Pumas UNAM (1)
?,(Sun) 21 Jul 2013 (W29),Deportivo Toluca FC (1),0-1,?,CF Pachuca (1)
?,(Fri) 26 Jul 2013 (W30),Monarcas Morelia (2),3-4,?,Deportivo Toluca FC (2)
?,(Fri) 26 Jul 2013 (W30),Santos Laguna (1),3-2,?,Cruz Azul (2)
?,(Sat) 27 Jul 2013 (W30),Atlante FC (2),2-4,?,Tiburones Rojos Veracruz (2)
?,(Sat) 27 Jul 2013 (W30),CF Monterrey (2),1-1,?,Club Puebla (2)
?,(Sat) 27 Jul 2013 (W30),CF Pachuca (2),2-1,?,Tigres UANL (1)
?,(Sat) 27 Jul 2013 (W30),Club Atlas (2),1-2,?,Club León (2)
?,(Sat) 27 Jul 2013 (W30),Jaguares Chiapas (2),1-1,?,CD Guadalajara Chivas (1)
?,(Sun) 28 Jul 2013 (W30),Pumas UNAM (2),0-3,?,Querétaro FC (2)
?,(Tue) 30 Jul 2013 (W31),Cruz Azul (3),1-1,?,Jaguares Chiapas (3)
?,(Tue) 30 Jul 2013 (W31),Atlante FC (3),1-1,?,Club Atlas (3)
?,(Tue) 30 Jul 2013 (W31),Club Tijuana (2),1-0,?,CF Pachuca (3)
?,(Wed) 31 Jul 2013 (W31),CD Guadalajara Chivas (2),0-2,?,Tiburones Rojos Veracruz (3)
?,(Wed) 31 Jul 2013 (W31),Club Puebla (3),1-1,?,Santos Laguna (2)
?,(Wed) 31 Jul 2013 (W31),Querétaro FC (3),3-3,?,CF Monterrey (3)
?,(Wed) 31 Jul 2013 (W31),Deportivo Toluca FC (3),0-0,?,Pumas UNAM (3)
?,(Wed) 31 Jul 2013 (W31),Tigres UANL (2),1-2,?,Monarcas Morelia (3)
?,(Wed) 31 Jul 2013 (W31),Club León (3),1-1,?,Club América (1)
?,(Sat) 3 Aug 2013 (W31),Club América (2),3-0,?,Club Atlas (4)
?,(Sat) 3 Aug 2013 (W31),Tiburones Rojos Veracruz (4),3-2,?,Cruz Azul (4)
?,(Sat) 3 Aug 2013 (W31),Monarcas Morelia (4),2-1,?,Club Tijuana (3)
?,(Sat) 3 Aug 2013 (W31),CF Monterrey (4),1-1,?,Deportivo Toluca FC (4)
?,(Sat) 3 Aug 2013 (W31),CF Pachuca (4),1-1,?,Club León (4)
?,(Sat) 3 Aug 2013 (W31),Santos Laguna (3),2-0,?,Querétaro FC (4)
?,(Sat) 3 Aug 2013 (W31),Jaguares Chiapas (4),4-2,?,Club Puebla (4)
?,(Sun) 4 Aug 2013 (W31),Pumas UNAM (4),0-2,?,Tigres UANL (3)
?,(Sun) 4 Aug 2013 (W31),CD Guadalajara Chivas (3),1-0,?,Atlante FC (4)
?,(Fri) 9 Aug 2013 (W32),Querétaro FC (5),1-1,?,Jaguares Chiapas (5)
?,(Fri) 9 Aug 2013 (W32),Club Tijuana (4),2-0,?,Pumas UNAM (5)
?,(Sat) 10 Aug 2013 (W32),Cruz Azul (5),3-1,?,CD Guadalajara Chivas (4)
?,(Sat) 10 Aug 2013 (W32),Atlante FC (5),2-4,?,Club América (3)
?,(Sat) 10 Aug 2013 (W32),Tigres UANL (4),3-1,?,CF Monterrey (5)
?,(Sat) 10 Aug 2013 (W32),Club León (5),0-0,?,Monarcas Morelia (5)
?,(Sat) 10 Aug 2013 (W32),Club Atlas (5),1-1,?,CF Pachuca (5)
?,(Sun) 11 Aug 2013 (W32),Club Puebla (5),0-0,?,Tiburones Rojos Veracruz (5)
?,(Sun) 11 Aug 2013 (W32),Deportivo Toluca FC (5),2-2,?,Santos Laguna (4)
?,(Fri) 16 Aug 2013 (W33),Monarcas Morelia (6),2-0,?,Club Atlas (6)
?,(Fri) 16 Aug 2013 (W33),Santos Laguna (5),3-0,?,Tigres UANL (5)
?,(Sat) 17 Aug 2013 (W33),Cruz Azul (6),1-0,?,Atlante FC (6)
?,(Sat) 17 Aug 2013 (W33),Tiburones Rojos Veracruz (6),0-0,?,Querétaro FC (6)
?,(Sat) 17 Aug 2013 (W33),CF Monterrey (6),2-1,?,Club Tijuana (5)
?,(Sat) 17 Aug 2013 (W33),CF Pachuca (6),0-1,?,Club América (4)
?,(Sat) 17 Aug 2013 (W33),Jaguares Chiapas (6),0-4,?,Deportivo Toluca FC (6)
?,(Sun) 18 Aug 2013 (W33),Pumas UNAM (6),1-1,?,Club León (6)
?,(Sun) 18 Aug 2013 (W33),CD Guadalajara Chivas (5),2-4,?,Club Puebla (6)
?,(Fri) 23 Aug 2013 (W34),Querétaro FC (7),2-0,?,CD Guadalajara Chivas (6)
?,(Fri) 23 Aug 2013 (W34),Club Tijuana (6),1-1,?,Santos Laguna (6)
?,(Sat) 24 Aug 2013 (W34),Club América (5),3-1,?,Monarcas Morelia (7)
?,(Sat) 24 Aug 2013 (W34),Atlante FC (7),1-1,?,CF Pachuca (7)
?,(Sat) 24 Aug 2013 (W34),Tigres UANL (6),2-2,?,Jaguares Chiapas (7)
?,(Sat) 24 Aug 2013 (W34),Club León (7),3-1,?,CF Monterrey (7)
?,(Sat) 24 Aug 2013 (W34),Club Atlas (7),1-1,?,Pumas UNAM (7)
?,(Sun) 25 Aug 2013 (W34),Club Puebla (7),1-2,?,Cruz Azul (7)
?,(Sun) 25 Aug 2013 (W34),Deportivo Toluca FC (7),3-1,?,Tiburones Rojos Veracruz (7)
?,(Fri) 30 Aug 2013 (W35),Monarcas Morelia (8),4-1,?,CF Pachuca (8)
?,(Fri) 30 Aug 2013 (W35),Santos Laguna (7),0-2,?,Club León (8)
?,(Sat) 31 Aug 2013 (W35),Cruz Azul (8),0-2,?,Querétaro FC (8)
?,(Sat) 31 Aug 2013 (W35),Tiburones Rojos Veracruz (8),1-1,?,Tigres UANL (7)
?,(Sat) 31 Aug 2013 (W35),CF Monterrey (8),0-0,?,Club Atlas (8)
?,(Sat) 31 Aug 2013 (W35),Jaguares Chiapas (8),3-1,?,Club Tijuana (7)
?,(Sun) 1 Sep 2013 (W35),Club Puebla (8),1-0,?,Atlante FC (8)
?,(Sun) 1 Sep 2013 (W35),CD Guadalajara Chivas (7),0-0,?,Deportivo Toluca FC (8)
?,(Mon) 2 Sep 2013 (W36),Pumas UNAM (8),1-4,?,Club América (6)
?,(Fri) 6 Sep 2013 (W36),Querétaro FC (9),1-0,?,Club Puebla (9)
?,(Sat) 7 Sep 2013 (W36),Club América (7),1-0,?,CF Monterrey (9)
?,(Sat) 7 Sep 2013 (W36),Atlante FC (9),2-2,?,Monarcas Morelia (9)
?,(Sat) 7 Sep 2013 (W36),CF Pachuca (9),0-0,?,Pumas UNAM (9)
?,(Sat) 7 Sep 2013 (W36),Tigres UANL (8),3-3,?,CD Guadalajara Chivas (8)
?,(Sat) 7 Sep 2013 (W36),Club León (9),0-1,?,Jaguares Chiapas (9)
?,(Sat) 7 Sep 2013 (W36),Club Atlas (9),2-2,?,Santos Laguna (8)
?,(Sat) 7 Sep 2013 (W36),Club Tijuana (8),3-0,?,Tiburones Rojos Veracruz (9)
?,(Sun) 8 Sep 2013 (W36),Deportivo Toluca FC (9),1-2,?,Cruz Azul (9)
?,(Fri) 13 Sep 2013 (W37),Querétaro FC (10),1-0,?,Atlante FC (10)
?,(Fri) 13 Sep 2013 (W37),Santos Laguna (9),2-1,?,Club América (8)
?,(Sat) 14 Sep 2013 (W37),Cruz Azul (10),0-1,?,Tigres UANL (9)
?,(Sat) 14 Sep 2013 (W37),Tiburones Rojos Veracruz (10),0-1,?,Club León (10)
?,(Sat) 14 Sep 2013 (W37),CF Monterrey (10),1-0,?,CF Pachuca (10)
?,(Sat) 14 Sep 2013 (W37),Jaguares Chiapas (10),3-0,?,Club Atlas (10)
?,(Sun) 15 Sep 2013 (W37),Club Puebla (10),1-1,?,Deportivo Toluca FC (10)
?,(Sun) 15 Sep 2013 (W37),Pumas UNAM (10),0-1,?,Monarcas Morelia (10)
?,(Sun) 15 Sep 2013 (W37),CD Guadalajara Chivas (9),2-2,?,Club Tijuana (9)
?,(Fri) 20 Sep 2013 (W38),Monarcas Morelia (11),1-3,?,CF Monterrey (11)
?,(Fri) 20 Sep 2013 (W38),Club Tijuana (10),0-0,?,Cruz Azul (11)
?,(Sat) 21 Sep 2013 (W38),Club América (9),3-1,?,Jaguares Chiapas (11)
?,(Sat) 21 Sep 2013 (W38),Atlante FC (11),1-0,?,Pumas UNAM (11)
?,(Sat) 21 Sep 2013 (W38),CF Pachuca (11),1-1,?,Santos Laguna (10)
?,(Sat) 21 Sep 2013 (W38),Tigres UANL (10),0-0,?,Club Puebla (11)
?,(Sat) 21 Sep 2013 (W38),Club León (11),2-1,?,CD Guadalajara Chivas (10)
?,(Sat) 21 Sep 2013 (W38),Club Atlas (11),3-3,?,Tiburones Rojos Veracruz (11)
?,(Sun) 22 Sep 2013 (W38),Deportivo Toluca FC (11),4-0,?,Querétaro FC (11)
?,(Fri) 27 Sep 2013 (W39),Querétaro FC (12),2-2,?,Tigres UANL (11)
?,(Fri) 27 Sep 2013 (W39),Santos Laguna (11),3-1,?,Monarcas Morelia (12)
?,(Sat) 28 Sep 2013 (W39),Cruz Azul (12),1-0,?,Club León (12)
?,(Sat) 28 Sep 2013 (W39),Tiburones Rojos Veracruz (12),0-1,?,Club América (10)
?,(Sat) 28 Sep 2013 (W39),CF Monterrey (12),0-1,?,Pumas UNAM (12)
?,(Sat) 28 Sep 2013 (W39),Jaguares Chiapas (12),2-1,?,CF Pachuca (12)
?,(Sun) 29 Sep 2013 (W39),Club Puebla (12),2-0,?,Club Tijuana (11)
?,(Sun) 29 Sep 2013 (W39),Deportivo Toluca FC (12),7-1,?,Atlante FC (12)
?,(Sun) 29 Sep 2013 (W39),CD Guadalajara Chivas (11),1-1,?,Club Atlas (12)
?,(Tue) 1 Oct 2013 (W40),Club América (11),2-0,?,Club Tijuana (12)
?,(Fri) 4 Oct 2013 (W40),Monarcas Morelia (13),2-1,?,Jaguares Chiapas (13)
?,(Fri) 4 Oct 2013 (W40),Club Tijuana (13),1-0,?,Querétaro FC (13)
?,(Sat) 5 Oct 2013 (W40),Club América (12),2-0,?,CD Guadalajara Chivas (12)
?,(Sat) 5 Oct 2013 (W40),Atlante FC (13),2-1,?,CF Monterrey (13)
?,(Sat) 5 Oct 2013 (W40),CF Pachuca (13),1-1,?,Tiburones Rojos Veracruz (13)
?,(Sat) 5 Oct 2013 (W40),Tigres UANL (12),1-2,?,Deportivo Toluca FC (13)
?,(Sat) 5 Oct 2013 (W40),Club León (13),3-1,?,Club Puebla (13)
?,(Sat) 5 Oct 2013 (W40),Club Atlas (13),1-2,?,Cruz Azul (13)
?,(Sun) 6 Oct 2013 (W40),Pumas UNAM (13),0-1,?,Santos Laguna (12)
?,(Fri) 18 Oct 2013 (W42),Querétaro FC (14),2-0,?,Club León (14)
?,(Fri) 18 Oct 2013 (W42),Santos Laguna (13),3-2,?,CF Monterrey (14)
?,(Sat) 19 Oct 2013 (W42),Cruz Azul (14),1-1,?,Club América (13)
?,(Sat) 19 Oct 2013 (W42),Tiburones Rojos Veracruz (14),1-0,?,Monarcas Morelia (14)
?,(Sat) 19 Oct 2013 (W42),Tigres UANL (13),3-1,?,Atlante FC (14)
?,(Sat) 19 Oct 2013 (W42),Jaguares Chiapas (14),1-1,?,Pumas UNAM (14)
?,(Sun) 20 Oct 2013 (W42),Club Puebla (14),2-0,?,Club Atlas (14)
?,(Sun) 20 Oct 2013 (W42),Deportivo Toluca FC (14),0-0,?,Club Tijuana (14)
?,(Sun) 20 Oct 2013 (W42),CD Guadalajara Chivas (13),1-3,?,CF Pachuca (14)
?,(Fri) 25 Oct 2013 (W43),Monarcas Morelia (15),1-1,?,CD Guadalajara Chivas (14)
?,(Fri) 25 Oct 2013 (W43),Club Tijuana (15),0-0,?,Tigres UANL (14)
?,(Sat) 26 Oct 2013 (W43),Club América (14),3-1,?,Club Puebla (15)
?,(Sat) 26 Oct 2013 (W43),Atlante FC (15),1-3,?,Santos Laguna (14)
?,(Sat) 26 Oct 2013 (W43),CF Monterrey (15),1-1,?,Jaguares Chiapas (15)
?,(Sat) 26 Oct 2013 (W43),CF Pachuca (15),0-0,?,Cruz Azul (15)
?,(Sat) 26 Oct 2013 (W43),Club León (15),2-2,?,Deportivo Toluca FC (15)
?,(Sat) 26 Oct 2013 (W43),Club Atlas (15),3-1,?,Querétaro FC (15)
?,(Sun) 27 Oct 2013 (W43),Pumas UNAM (15),0-0,?,Tiburones Rojos Veracruz (15)
?,(Tue) 29 Oct 2013 (W44),Tigres UANL (15),1-0,?,Club América (15)
?,(Wed) 30 Oct 2013 (W44),CD Guadalajara Chivas (15),0-2,?,Santos Laguna (15)
?,(Fri) 1 Nov 2013 (W44),Querétaro FC (16),0-0,?,Club América (16)
?,(Fri) 1 Nov 2013 (W44),Club Tijuana (16),4-1,?,Atlante FC (16)
?,(Sat) 2 Nov 2013 (W44),Cruz Azul (16),1-0,?,Monarcas Morelia (16)
?,(Sat) 2 Nov 2013 (W44),Tiburones Rojos Veracruz (16),0-3,?,CF Monterrey (16)
?,(Sat) 2 Nov 2013 (W44),Tigres UANL (16),1-1,?,Club León (16)
?,(Sat) 2 Nov 2013 (W44),Jaguares Chiapas (16),2-1,?,Santos Laguna (16)
?,(Sun) 3 Nov 2013 (W44),Club Puebla (16),1-1,?,CF Pachuca (16)
?,(Sun) 3 Nov 2013 (W44),Deportivo Toluca FC (16),1-1,?,Club Atlas (16)
