Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
26,Fri May 9 2014,19:30,CEST/+0200,Rapid Wien II,3-2,1-1,SV Neuberg,,2014-05-09T17:30Z
26,Fri May 9 2014,19:30,CEST/+0200,SV Schwechat,2-1,1-1,SC Retz,,2014-05-09T17:30Z
26,Fri May 9 2014,20:00,CEST/+0200,SC Sollenau,1-1,0-0,Wiener Sportklub,,2014-05-09T18:00Z
26,Fri May 9 2014,20:00,CEST/+0200,SV Stegersbach,4-0,1-0,SV Oberwart,,2014-05-09T18:00Z
26,Sat May 10 2014,16:15,CEST/+0200,ATSV Ober-Grafendorf,1-3,0-1,FAC Team für Wien,,2014-05-10T14:15Z
26,Sat May 10 2014,15:30,CEST/+0200,FC Admira Wacker II,2-1,1-0,SKU Amstetten,,2014-05-10T13:30Z
26,Sun May 11 2014,16:15,CEST/+0200,SV Mattersburg II,4-0,2-0,SC Wiener Viktoria,,2014-05-11T14:15Z
27,Fri May 16 2014,19:00,CEST/+0200,SV Mattersburg II,3-0,2-0,FC Admira Wacker II,,2014-05-16T17:00Z
27,Fri May 16 2014,19:30,CEST/+0200,SC Wiener Viktoria,4-3,0-2,SC Sollenau,,2014-05-16T17:30Z
27,Sat May 17 2014,16:15,CEST/+0200,SC Retz,2-2,0-1,SKU Amstetten,,2014-05-17T14:15Z
27,Sun May 18 2014,13:00,CEST/+0200,Wiener Sportklub,2-1,0-1,ATSV Ober-Grafendorf,,2014-05-18T11:00Z
27,Tue May 20 2014,19:30,CEST/+0200,SC Ritzing,2-1,1-0,Rapid Wien II,,2014-05-20T17:30Z
27,Tue May 20 2014,19:00,CEST/+0200,FAC Team für Wien,3-0,0-0,SV Stegersbach,,2014-05-20T17:00Z
27,Tue May 20 2014,18:00,CEST/+0200,SV Neuberg,0-0,0-0,SV Schwechat,,2014-05-20T16:00Z
27,Tue May 20 2014,19:45,CEST/+0200,SV Oberwart,0-2,0-0,Austria Wien II,,2014-05-20T17:45Z
28,Sat May 24 2014,16:15,CEST/+0200,SV Stegersbach,0-3,0-1,Wiener Sportklub,,2014-05-24T14:15Z
28,Sat May 24 2014,16:15,CEST/+0200,ATSV Ober-Grafendorf,3-1,2-0,SC Wiener Viktoria,,2014-05-24T14:15Z
28,Sat May 24 2014,16:15,CEST/+0200,SC Retz,0-1,0-0,FC Admira Wacker II,,2014-05-24T14:15Z
28,Sat May 24 2014,16:15,CEST/+0200,SKU Amstetten,1-1,1-1,SV Neuberg,,2014-05-24T14:15Z
28,Sat May 24 2014,16:15,CEST/+0200,Rapid Wien II,4-2,2-0,SV Oberwart,,2014-05-24T14:15Z
28,Sat May 24 2014,16:15,CEST/+0200,SV Schwechat,4-1,2-1,SC Ritzing,,2014-05-24T14:15Z
28,Sat May 24 2014,16:15,CEST/+0200,SC Sollenau,2-1,1-0,SV Mattersburg II,,2014-05-24T14:15Z
28,Sat May 24 2014,16:15,CEST/+0200,Austria Wien II,1-1,0-1,FAC Team für Wien,,2014-05-24T14:15Z
29,Tue May 27 2014,19:00,CEST/+0200,FAC Team für Wien,3-1,2-0,Rapid Wien II,,2014-05-27T17:00Z
29,Wed May 28 2014,18:00,CEST/+0200,SC Sollenau,1-3,1-2,FC Admira Wacker II,,2014-05-28T16:00Z
29,Wed May 28 2014,18:00,CEST/+0200,SC Wiener Viktoria,3-2,3-1,SV Stegersbach,,2014-05-28T16:00Z
29,Wed May 28 2014,18:00,CEST/+0200,SV Oberwart,2-2,1-0,SV Schwechat,,2014-05-28T16:00Z
29,Wed May 28 2014,18:00,CEST/+0200,Wiener Sportklub,3-3,0-3,Austria Wien II,,2014-05-28T16:00Z
29,Wed May 28 2014,18:00,CEST/+0200,SV Mattersburg II,2-1,2-1,ATSV Ober-Grafendorf,,2014-05-28T16:00Z
29,Wed May 28 2014,18:00,CEST/+0200,SV Neuberg,1-2,0-1,SC Retz,,2014-05-28T16:00Z
29,Wed May 28 2014,18:00,CEST/+0200,SC Ritzing,0-1,0-0,SKU Amstetten,,2014-05-28T16:00Z
