Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 20 Jul 2013 (28),Queretaro (1),1-3,?,Monarcas (1)
?,(Sat) 20 Jul 2013 (28),Club Tijuana (1),3-3,?,Atlas (1)
?,(Sat) 20 Jul 2013 (28),Cruz Azul (1),1-0,?,Monterrey (1)
?,(Sun) 21 Jul 2013 (28),Veracruz (1),2-2,?,Chiapas (1)
?,(Sun) 21 Jul 2013 (28),Club Leon (1),1-0,?,Atlante (1)
?,(Sun) 21 Jul 2013 (28),Puebla (1),1-1,?,U.N.A.M.- Pumas (1)
?,(Sun) 21 Jul 2013 (28),Toluca (1),0-1,?,Pachuca (1)
?,(Sat) 27 Jul 2013 (29),Monarcas (2),3-4,?,Toluca (2)
?,(Sat) 27 Jul 2013 (29),Santos Laguna (1),3-2,?,Cruz Azul (2)
?,(Sun) 28 Jul 2013 (29),Atlante (2),2-4,?,Veracruz (2)
?,(Sun) 28 Jul 2013 (29),Monterrey (2),1-1,?,Puebla (2)
?,(Sun) 28 Jul 2013 (29),Pachuca (2),2-1,?,U.A.N.L.- Tigres (1)
?,(Sun) 28 Jul 2013 (29),Atlas (2),1-2,?,Club Leon (2)
?,(Sun) 28 Jul 2013 (29),Chiapas (2),1-1,?,Guadalajara Chivas (1)
?,(Sun) 28 Jul 2013 (29),U.N.A.M.- Pumas (2),0-3,?,Queretaro (2)
?,(Wed) 31 Jul 2013 (30),Cruz Azul (3),1-1,?,Chiapas (3)
?,(Wed) 31 Jul 2013 (30),Atlante (3),1-1,?,Atlas (3)
?,(Wed) 31 Jul 2013 (30),Club Tijuana (2),1-0,?,Pachuca (3)
?,(Thu) 1 Aug 2013 (30),Guadalajara Chivas (2),0-2,?,Veracruz (3)
?,(Thu) 1 Aug 2013 (30),Puebla (3),1-1,?,Santos Laguna (2)
?,(Thu) 1 Aug 2013 (30),Queretaro (3),3-3,?,Monterrey (3)
?,(Thu) 1 Aug 2013 (30),Toluca (3),0-0,?,U.N.A.M.- Pumas (3)
?,(Thu) 1 Aug 2013 (30),U.A.N.L.- Tigres (2),1-2,?,Monarcas (3)
?,(Thu) 1 Aug 2013 (30),Club Leon (3),1-1,?,Club America (1)
?,(Sat) 3 Aug 2013 (30),Club America (2),3-0,?,Atlas (4)
?,(Sat) 3 Aug 2013 (30),Veracruz (4),3-2,?,Cruz Azul (4)
?,(Sun) 4 Aug 2013 (30),Monarcas (4),2-1,?,Club Tijuana (3)
?,(Sun) 4 Aug 2013 (30),Monterrey (4),1-1,?,Toluca (4)
?,(Sun) 4 Aug 2013 (30),Pachuca (4),1-1,?,Club Leon (4)
?,(Sun) 4 Aug 2013 (30),Santos Laguna (3),2-0,?,Queretaro (4)
?,(Sun) 4 Aug 2013 (30),Chiapas (4),4-2,?,Puebla (4)
?,(Sun) 4 Aug 2013 (30),U.N.A.M.- Pumas (4),0-2,?,U.A.N.L.- Tigres (3)
?,(Sun) 4 Aug 2013 (30),Guadalajara Chivas (3),1-0,?,Atlante (4)
?,(Sat) 10 Aug 2013 (31),Queretaro (5),1-1,?,Chiapas (5)
?,(Sat) 10 Aug 2013 (31),Club Tijuana (4),2-0,?,U.N.A.M.- Pumas (5)
?,(Sat) 10 Aug 2013 (31),Cruz Azul (5),3-1,?,Guadalajara Chivas (4)
?,(Sun) 11 Aug 2013 (31),Atlante (5),2-4,?,Club America (3)
?,(Sun) 11 Aug 2013 (31),U.A.N.L.- Tigres (4),3-1,?,Monterrey (5)
?,(Sun) 11 Aug 2013 (31),Club Leon (5),0-0,?,Monarcas (5)
?,(Sun) 11 Aug 2013 (31),Atlas (5),1-1,?,Pachuca (5)
?,(Sun) 11 Aug 2013 (31),Puebla (5),0-0,?,Veracruz (5)
?,(Sun) 11 Aug 2013 (31),Toluca (5),2-2,?,Santos Laguna (4)
?,(Sat) 17 Aug 2013 (32),Monarcas (6),2-0,?,Atlas (6)
?,(Sat) 17 Aug 2013 (32),Santos Laguna (5),3-0,?,U.A.N.L.- Tigres (5)
?,(Sat) 17 Aug 2013 (32),Cruz Azul (6),1-0,?,Atlante (6)
?,(Sat) 17 Aug 2013 (32),Veracruz (6),0-0,?,Queretaro (6)
?,(Sun) 18 Aug 2013 (32),Monterrey (6),2-1,?,Club Tijuana (5)
?,(Sun) 18 Aug 2013 (32),Pachuca (6),0-1,?,Club America (4)
?,(Sun) 18 Aug 2013 (32),Chiapas (6),0-4,?,Toluca (6)
?,(Sun) 18 Aug 2013 (32),U.N.A.M.- Pumas (6),1-1,?,Club Leon (6)
?,(Sun) 18 Aug 2013 (32),Guadalajara Chivas (5),2-4,?,Puebla (6)
?,(Sat) 24 Aug 2013 (33),Queretaro (7),2-0,?,Guadalajara Chivas (6)
?,(Sat) 24 Aug 2013 (33),Club Tijuana (6),1-1,?,Santos Laguna (6)
?,(Sat) 24 Aug 2013 (33),Club America (5),3-1,?,Monarcas (7)
?,(Sun) 25 Aug 2013 (33),Atlante (7),1-1,?,Pachuca (7)
?,(Sun) 25 Aug 2013 (33),U.A.N.L.- Tigres (6),2-2,?,Chiapas (7)
?,(Sun) 25 Aug 2013 (33),Club Leon (7),3-1,?,Monterrey (7)
?,(Sun) 25 Aug 2013 (33),Atlas (7),1-1,?,U.N.A.M.- Pumas (7)
?,(Sun) 25 Aug 2013 (33),Puebla (7),1-2,?,Cruz Azul (7)
?,(Sun) 25 Aug 2013 (33),Toluca (7),3-1,?,Veracruz (7)
?,(Sat) 31 Aug 2013 (34),Monarcas (8),4-1,?,Pachuca (8)
?,(Sat) 31 Aug 2013 (34),Santos Laguna (7),0-2,?,Club Leon (8)
?,(Sat) 31 Aug 2013 (34),Cruz Azul (8),0-2,?,Queretaro (8)
?,(Sat) 31 Aug 2013 (34),Veracruz (8),1-1,?,U.A.N.L.- Tigres (7)
?,(Sun) 1 Sep 2013 (34),Monterrey (8),0-0,?,Atlas (8)
?,(Sun) 1 Sep 2013 (34),Chiapas (8),3-1,?,Club Tijuana (7)
?,(Sun) 1 Sep 2013 (34),Puebla (8),1-0,?,Atlante (8)
?,(Sun) 1 Sep 2013 (34),Guadalajara Chivas (7),0-0,?,Toluca (8)
?,(Tue) 3 Sep 2013 (35),U.N.A.M.- Pumas (8),1-4,?,Club America (6)
?,(Sat) 7 Sep 2013 (35),Queretaro (9),1-0,?,Puebla (9)
?,(Sat) 7 Sep 2013 (35),Club America (7),1-0,?,Monterrey (9)
?,(Sun) 8 Sep 2013 (35),Atlante (9),2-2,?,Monarcas (9)
?,(Sun) 8 Sep 2013 (35),Pachuca (9),0-0,?,U.N.A.M.- Pumas (9)
?,(Sun) 8 Sep 2013 (35),U.A.N.L.- Tigres (8),3-3,?,Guadalajara Chivas (8)
?,(Sun) 8 Sep 2013 (35),Club Leon (9),0-1,?,Chiapas (9)
?,(Sun) 8 Sep 2013 (35),Atlas (9),2-2,?,Santos Laguna (8)
?,(Sun) 8 Sep 2013 (35),Club Tijuana (8),3-0,?,Veracruz (9)
?,(Sun) 8 Sep 2013 (35),Toluca (9),1-2,?,Cruz Azul (9)
?,(Sat) 14 Sep 2013 (36),Queretaro (10),1-0,?,Atlante (10)
?,(Sat) 14 Sep 2013 (36),Santos Laguna (9),2-1,?,Club America (8)
?,(Sat) 14 Sep 2013 (36),Cruz Azul (10),0-1,?,U.A.N.L.- Tigres (9)
?,(Sat) 14 Sep 2013 (36),Veracruz (10),0-1,?,Club Leon (10)
?,(Sun) 15 Sep 2013 (36),Monterrey (10),1-0,?,Pachuca (10)
?,(Sun) 15 Sep 2013 (36),Chiapas (10),3-0,?,Atlas (10)
?,(Sun) 15 Sep 2013 (36),Puebla (10),1-1,?,Toluca (10)
?,(Sun) 15 Sep 2013 (36),U.N.A.M.- Pumas (10),0-1,?,Monarcas (10)
?,(Sun) 15 Sep 2013 (36),Guadalajara Chivas (9),2-2,?,Club Tijuana (9)
?,(Sat) 21 Sep 2013 (37),Monarcas (11),1-3,?,Monterrey (11)
?,(Sat) 21 Sep 2013 (37),Club Tijuana (10),0-0,?,Cruz Azul (11)
?,(Sat) 21 Sep 2013 (37),Club America (9),3-1,?,Chiapas (11)
?,(Sun) 22 Sep 2013 (37),Atlante (11),1-0,?,U.N.A.M.- Pumas (11)
?,(Sun) 22 Sep 2013 (37),Pachuca (11),1-1,?,Santos Laguna (10)
?,(Sun) 22 Sep 2013 (37),U.A.N.L.- Tigres (10),0-0,?,Puebla (11)
?,(Sun) 22 Sep 2013 (37),Club Leon (11),2-1,?,Guadalajara Chivas (10)
?,(Sun) 22 Sep 2013 (37),Atlas (11),3-3,?,Veracruz (11)
?,(Sun) 22 Sep 2013 (37),Toluca (11),4-0,?,Queretaro (11)
?,(Sat) 28 Sep 2013 (38),Queretaro (12),2-2,?,U.A.N.L.- Tigres (11)
?,(Sat) 28 Sep 2013 (38),Santos Laguna (11),3-1,?,Monarcas (12)
?,(Sat) 28 Sep 2013 (38),Cruz Azul (12),1-0,?,Club Leon (12)
?,(Sat) 28 Sep 2013 (38),Veracruz (12),0-1,?,Club America (10)
?,(Sun) 29 Sep 2013 (38),Monterrey (12),0-1,?,U.N.A.M.- Pumas (12)
?,(Sun) 29 Sep 2013 (38),Chiapas (12),2-1,?,Pachuca (12)
?,(Sun) 29 Sep 2013 (38),Puebla (12),2-0,?,Club Tijuana (11)
?,(Sun) 29 Sep 2013 (38),Toluca (12),7-1,?,Atlante (12)
?,(Sun) 29 Sep 2013 (38),Guadalajara Chivas (11),1-1,?,Atlas (12)
?,(Wed) 2 Oct 2013 (39),Club America (11),2-0,?,Club Tijuana (12)
?,(Sat) 5 Oct 2013 (39),Monarcas (13),2-1,?,Chiapas (13)
?,(Sat) 5 Oct 2013 (39),Club Tijuana (13),1-0,?,Queretaro (13)
?,(Sat) 5 Oct 2013 (39),Club America (12),2-0,?,Guadalajara Chivas (12)
?,(Sun) 6 Oct 2013 (39),Atlante (13),2-1,?,Monterrey (13)
?,(Sun) 6 Oct 2013 (39),Pachuca (13),1-1,?,Veracruz (13)
?,(Sun) 6 Oct 2013 (39),U.A.N.L.- Tigres (12),1-2,?,Toluca (13)
?,(Sun) 6 Oct 2013 (39),Club Leon (13),3-1,?,Puebla (13)
?,(Sun) 6 Oct 2013 (39),Atlas (13),1-2,?,Cruz Azul (13)
?,(Sun) 6 Oct 2013 (39),U.N.A.M.- Pumas (13),0-1,?,Santos Laguna (12)
?,(Sat) 19 Oct 2013 (41),Queretaro (14),2-0,?,Club Leon (14)
?,(Sat) 19 Oct 2013 (41),Santos Laguna (13),3-2,?,Monterrey (14)
?,(Sat) 19 Oct 2013 (41),Cruz Azul (14),1-1,?,Club America (13)
?,(Sat) 19 Oct 2013 (41),Veracruz (14),1-0,?,Monarcas (14)
?,(Sun) 20 Oct 2013 (41),U.A.N.L.- Tigres (13),3-1,?,Atlante (14)
?,(Sun) 20 Oct 2013 (41),Chiapas (14),1-1,?,U.N.A.M.- Pumas (14)
?,(Sun) 20 Oct 2013 (41),Puebla (14),2-0,?,Atlas (14)
?,(Sun) 20 Oct 2013 (41),Toluca (14),0-0,?,Club Tijuana (14)
?,(Sun) 20 Oct 2013 (41),Guadalajara Chivas (13),1-3,?,Pachuca (14)
?,(Sat) 26 Oct 2013 (42),Monarcas (15),1-1,?,Guadalajara Chivas (14)
?,(Sat) 26 Oct 2013 (42),Club Tijuana (15),0-0,?,U.A.N.L.- Tigres (14)
?,(Sat) 26 Oct 2013 (42),Club America (14),3-1,?,Puebla (15)
?,(Sun) 27 Oct 2013 (42),Atlante (15),1-3,?,Santos Laguna (14)
?,(Sun) 27 Oct 2013 (42),Monterrey (15),1-1,?,Chiapas (15)
