Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 19 2013,18:30,CEST/+0200,SCR Altach,3-2,0-0,SV Horn,2013-07-19T16:30Z
1,Fri Jul 19 2013,18:30,CEST/+0200,SC/ESV Parndorf,0-0,0-0,Austria Lustenau,2013-07-19T16:30Z
1,Fri Jul 19 2013,18:30,CEST/+0200,TSV Hartberg,4-1,1-1,First Vienna FC,2013-07-19T16:30Z
1,Fri Jul 19 2013,20:30,CEST/+0200,FC Liefering,3-0,1-0,SV Mattersburg,2013-07-19T18:30Z
1,Fri Jul 19 2013,18:30,CEST/+0200,SKN St. Pölten,4-0,2-0,Kapfenberger SV 1919,2013-07-19T16:30Z
2,Fri Jul 26 2013,18:30,CEST/+0200,SV Horn,2-4,2-2,FC Liefering,2013-07-26T16:30Z
2,Fri Jul 26 2013,18:30,CEST/+0200,Austria Lustenau,0-1,0-0,TSV Hartberg,2013-07-26T16:30Z
2,Fri Jul 26 2013,18:30,CEST/+0200,SV Mattersburg,0-1,0-0,SKN St. Pölten,2013-07-26T16:30Z
2,Fri Jul 26 2013,18:30,CEST/+0200,Kapfenberger SV 1919,2-0,1-0,SC/ESV Parndorf,2013-07-26T16:30Z
2,Fri Jul 26 2013,20:30,CEST/+0200,First Vienna FC,1-4,0-3,SCR Altach,2013-07-26T18:30Z
3,Fri Aug 2 2013,18:30,CEST/+0200,SKN St. Pölten,2-0,1-0,Austria Lustenau,2013-08-02T16:30Z
3,Fri Aug 2 2013,18:30,CEST/+0200,SCR Altach,1-0,1-0,Kapfenberger SV 1919,2013-08-02T16:30Z
3,Fri Aug 2 2013,18:30,CEST/+0200,FC Liefering,4-1,3-1,SC/ESV Parndorf,2013-08-02T16:30Z
3,Fri Aug 2 2013,18:30,CEST/+0200,TSV Hartberg,2-2,1-1,SV Horn,2013-08-02T16:30Z
3,Fri Aug 2 2013,20:30,CEST/+0200,SV Mattersburg,3-0,0-0,First Vienna FC,2013-08-02T18:30Z
4,Mon Aug 5 2013,18:30,CEST/+0200,Kapfenberger SV 1919,0-0,0-0,TSV Hartberg,2013-08-05T16:30Z
4,Tue Aug 6 2013,18:30,CEST/+0200,Austria Lustenau,0-0,0-0,First Vienna FC,2013-08-06T16:30Z
4,Tue Aug 6 2013,18:30,CEST/+0200,FC Liefering,5-1,2-0,SCR Altach,2013-08-06T16:30Z
4,Tue Aug 6 2013,18:30,CEST/+0200,SC/ESV Parndorf,2-0,0-0,SKN St. Pölten,2013-08-06T16:30Z
4,Tue Aug 6 2013,18:30,CEST/+0200,SV Horn,3-4,3-0,SV Mattersburg,2013-08-06T16:30Z
5,Fri Aug 9 2013,18:30,CEST/+0200,First Vienna FC,1-0,1-0,FC Liefering,2013-08-09T16:30Z
5,Fri Aug 9 2013,18:30,CEST/+0200,Austria Lustenau,3-0,2-0,SV Horn,2013-08-09T16:30Z
5,Fri Aug 9 2013,18:30,CEST/+0200,SV Mattersburg,1-0,0-0,Kapfenberger SV 1919,2013-08-09T16:30Z
5,Fri Aug 9 2013,18:30,CEST/+0200,TSV Hartberg,3-2,1-1,SC/ESV Parndorf,2013-08-09T16:30Z
5,Fri Aug 9 2013,20:30,CEST/+0200,SKN St. Pölten,0-1,0-1,SCR Altach,2013-08-09T18:30Z
6,Fri Aug 16 2013,18:30,CEST/+0200,FC Liefering,3-0,0-0,TSV Hartberg,2013-08-16T16:30Z
6,Fri Aug 16 2013,18:30,CEST/+0200,SC/ESV Parndorf,1-4,0-3,SV Horn,2013-08-16T16:30Z
6,Fri Aug 16 2013,18:30,CEST/+0200,Kapfenberger SV 1919,1-3,1-1,Austria Lustenau,2013-08-16T16:30Z
6,Fri Aug 16 2013,20:30,CEST/+0200,SCR Altach,3-0,2-0,SV Mattersburg,2013-08-16T18:30Z
6,Fri Aug 16 2013,18:30,CEST/+0200,SKN St. Pölten,1-2,0-2,First Vienna FC,2013-08-16T16:30Z
7,Fri Aug 23 2013,18:30,CEST/+0200,First Vienna FC,1-2,0-0,Kapfenberger SV 1919,2013-08-23T16:30Z
7,Fri Aug 23 2013,18:30,CEST/+0200,Austria Lustenau,3-3,1-2,FC Liefering,2013-08-23T16:30Z
7,Fri Aug 23 2013,18:30,CEST/+0200,SV Mattersburg,3-0,2-0,SC/ESV Parndorf,2013-08-23T16:30Z
7,Fri Aug 23 2013,18:30,CEST/+0200,TSV Hartberg,0-4,0-2,SCR Altach,2013-08-23T16:30Z
7,Fri Aug 23 2013,20:30,CEST/+0200,SV Horn,3-1,1-0,SKN St. Pölten,2013-08-23T18:30Z
8,Fri Aug 30 2013,18:30,CEST/+0200,First Vienna FC,1-0,0-0,SC/ESV Parndorf,2013-08-30T16:30Z
8,Fri Aug 30 2013,18:30,CEST/+0200,SKN St. Pölten,1-4,1-1,FC Liefering,2013-08-30T16:30Z
8,Fri Aug 30 2013,18:30,CEST/+0200,SV Mattersburg,4-4,1-3,TSV Hartberg,2013-08-30T16:30Z
8,Fri Aug 30 2013,18:30,CEST/+0200,Kapfenberger SV 1919,3-1,0-0,SV Horn,2013-08-30T16:30Z
8,Fri Aug 30 2013,20:30,CEST/+0200,SCR Altach,0-0,0-0,Austria Lustenau,2013-08-30T18:30Z
9,Fri Sep 13 2013,18:30,CEST/+0200,FC Liefering,0-2,0-2,Kapfenberger SV 1919,2013-09-13T16:30Z
9,Fri Sep 13 2013,18:30,CEST/+0200,SC/ESV Parndorf,0-2,0-0,SCR Altach,2013-09-13T16:30Z
9,Fri Sep 13 2013,18:30,CEST/+0200,TSV Hartberg,1-0,0-0,SKN St. Pölten,2013-09-13T16:30Z
9,Fri Sep 13 2013,20:30,CEST/+0200,Austria Lustenau,4-0,4-0,SV Mattersburg,2013-09-13T18:30Z
9,Fri Sep 13 2013,18:30,CEST/+0200,SV Horn,3-1,0-0,First Vienna FC,2013-09-13T16:30Z
10,Fri Sep 20 2013,18:30,CEST/+0200,First Vienna FC,3-0,2-0,TSV Hartberg,2013-09-20T16:30Z
10,Fri Sep 20 2013,18:30,CEST/+0200,SV Horn,0-0,0-0,SCR Altach,2013-09-20T16:30Z
10,Fri Sep 20 2013,18:30,CEST/+0200,Austria Lustenau,2-1,1-0,SC/ESV Parndorf,2013-09-20T16:30Z
10,Fri Sep 20 2013,18:30,CEST/+0200,Kapfenberger SV 1919,1-0,1-0,SKN St. Pölten,2013-09-20T16:30Z
10,Fri Sep 20 2013,20:30,CEST/+0200,SV Mattersburg,2-0,1-0,FC Liefering,2013-09-20T18:30Z
11,Fri Sep 27 2013,18:30,CEST/+0200,SCR Altach,4-1,1-1,First Vienna FC,2013-09-27T16:30Z
11,Fri Sep 27 2013,18:30,CEST/+0200,FC Liefering,4-2,1-1,SV Horn,2013-09-27T16:30Z
11,Fri Sep 27 2013,18:30,CEST/+0200,SC/ESV Parndorf,1-1,1-1,Kapfenberger SV 1919,2013-09-27T16:30Z
11,Fri Sep 27 2013,20:30,CEST/+0200,TSV Hartberg,0-1,0-0,Austria Lustenau,2013-09-27T18:30Z
11,Fri Sep 27 2013,18:30,CEST/+0200,SKN St. Pölten,1-0,0-0,SV Mattersburg,2013-09-27T16:30Z
12,Fri Oct 4 2013,18:30,CEST/+0200,First Vienna FC,3-1,2-0,SV Mattersburg,2013-10-04T16:30Z
12,Fri Oct 4 2013,18:30,CEST/+0200,SV Horn,1-2,1-1,TSV Hartberg,2013-10-04T16:30Z
12,Fri Oct 4 2013,18:30,CEST/+0200,Austria Lustenau,1-1,1-1,SKN St. Pölten,2013-10-04T16:30Z
12,Fri Oct 4 2013,18:30,CEST/+0200,Kapfenberger SV 1919,3-0,1-0,SCR Altach,2013-10-04T16:30Z
12,Fri Oct 4 2013,20:30,CEST/+0200,SC/ESV Parndorf,0-0,0-0,FC Liefering,2013-10-04T18:30Z
13,Fri Oct 18 2013,18:30,CEST/+0200,First Vienna FC,0-2,0-1,Austria Lustenau,2013-10-18T16:30Z
13,Fri Oct 18 2013,18:30,CEST/+0200,SKN St. Pölten,2-0,1-0,SC/ESV Parndorf,2013-10-18T16:30Z
13,Fri Oct 18 2013,18:30,CEST/+0200,SV Mattersburg,0-1,0-0,SV Horn,2013-10-18T16:30Z
13,Fri Oct 18 2013,18:30,CEST/+0200,TSV Hartberg,0-2,0-0,Kapfenberger SV 1919,2013-10-18T16:30Z
13,Fri Oct 18 2013,20:30,CEST/+0200,SCR Altach,4-2,2-1,FC Liefering,2013-10-18T18:30Z
14,Mon Oct 21 2013,18:30,CEST/+0200,SV Horn,0-2,0-1,Austria Lustenau,2013-10-21T16:30Z
14,Tue Oct 22 2013,18:00,CEST/+0200,FC Liefering,0-2,0-1,First Vienna FC,2013-10-22T16:00Z
14,Tue Oct 22 2013,18:00,CEST/+0200,SC/ESV Parndorf,4-0,2-0,TSV Hartberg,2013-10-22T16:00Z
14,Tue Oct 22 2013,18:00,CEST/+0200,Kapfenberger SV 1919,3-1,1-1,SV Mattersburg,2013-10-22T16:00Z
14,Tue Oct 22 2013,18:00,CEST/+0200,SCR Altach,3-0,2-0,SKN St. Pölten,2013-10-22T16:00Z
15,Fri Oct 25 2013,18:30,CEST/+0200,SV Horn,2-2,1-0,SC/ESV Parndorf,2013-10-25T16:30Z
15,Fri Oct 25 2013,18:30,CEST/+0200,Austria Lustenau,2-4,1-3,Kapfenberger SV 1919,2013-10-25T16:30Z
15,Fri Oct 25 2013,18:30,CEST/+0200,SV Mattersburg,3-3,0-1,SCR Altach,2013-10-25T16:30Z
15,Fri Oct 25 2013,18:30,CEST/+0200,TSV Hartberg,2-2,1-2,FC Liefering,2013-10-25T16:30Z
15,Fri Oct 25 2013,20:30,CEST/+0200,First Vienna FC,1-2,0-0,SKN St. Pölten,2013-10-25T18:30Z
16,Fri Nov 1 2013,18:30,CET/+0100,SCR Altach,3-0,1-0,TSV Hartberg,2013-11-01T17:30Z
16,Fri Nov 1 2013,18:30,CET/+0100,SC/ESV Parndorf,2-1,0-0,SV Mattersburg,2013-11-01T17:30Z
16,Fri Nov 1 2013,18:30,CET/+0100,SKN St. Pölten,5-2,2-1,SV Horn,2013-11-01T17:30Z
16,Sat Nov 2 2013,16:30,CET/+0100,Kapfenberger SV 1919,3-0,1-0,First Vienna FC,2013-11-02T15:30Z
16,Mon Nov 4 2013,18:30,CET/+0100,FC Liefering,1-1,0-0,Austria Lustenau,2013-11-04T17:30Z
17,Fri Nov 8 2013,18:30,CET/+0100,SV Horn,0-2,0-0,Kapfenberger SV 1919,2013-11-08T17:30Z
17,Fri Nov 8 2013,18:30,CET/+0100,FC Liefering,0-1,0-0,SKN St. Pölten,2013-11-08T17:30Z
17,Fri Nov 8 2013,18:30,CET/+0100,SC/ESV Parndorf,2-0,2-0,First Vienna FC,2013-11-08T17:30Z
17,Fri Nov 8 2013,18:30,CET/+0100,TSV Hartberg,1-3,1-1,SV Mattersburg,2013-11-08T17:30Z
17,Fri Nov 8 2013,20:30,CET/+0100,Austria Lustenau,1-1,1-0,SCR Altach,2013-11-08T19:30Z
18,Fri Nov 22 2013,18:30,CET/+0100,SKN St. Pölten,1-0,1-0,TSV Hartberg,2013-11-22T17:30Z
18,Fri Nov 22 2013,18:30,CET/+0100,SCR Altach,4-1,3-1,SC/ESV Parndorf,2013-11-22T17:30Z
18,Fri Nov 22 2013,18:30,CET/+0100,SV Mattersburg,2-2,1-2,Austria Lustenau,2013-11-22T17:30Z
18,Fri Nov 22 2013,20:30,CET/+0100,Kapfenberger SV 1919,0-1,0-0,FC Liefering,2013-11-22T19:30Z
18,Fri Nov 22 2013,18:30,CET/+0100,First Vienna FC,1-2,1-1,SV Horn,2013-11-22T17:30Z
19,Fri Nov 29 2013,18:30,CET/+0100,SV Horn,0-0,0-0,First Vienna FC,2013-11-29T17:30Z
