Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Jul 20 2013,19:00,CEST/+0200,SV Grödig,0-0,0-0,SV Ried,2013-07-20T17:00Z
1,Sat Jul 20 2013,19:00,CEST/+0200,Wolfsberger AC,2-2,0-2,Rapid Wien,2013-07-20T17:00Z
1,Sat Jul 20 2013,19:00,CEST/+0200,1. Wiener Neustädter SC,1-5,1-2,RB Salzburg,2013-07-20T17:00Z
1,Sat Jul 20 2013,16:30,CEST/+0200,Austria Wien,2-0,0-0,FC Admira Wacker,2013-07-20T14:30Z
1,Sun Jul 21 2013,16:30,CEST/+0200,FC Wacker Innsbruck,2-2,0-0,Sturm Graz,2013-07-21T14:30Z
2,Sat Jul 27 2013,16:30,CEST/+0200,Rapid Wien,4-0,2-0,1. Wiener Neustädter SC,2013-07-27T14:30Z
2,Sat Jul 27 2013,19:00,CEST/+0200,SV Ried,1-0,0-0,Wolfsberger AC,2013-07-27T17:00Z
2,Sat Jul 27 2013,19:00,CEST/+0200,RB Salzburg,5-1,2-1,Austria Wien,2013-07-27T17:00Z
2,Sat Jul 27 2013,19:00,CEST/+0200,FC Admira Wacker,1-2,1-1,FC Wacker Innsbruck,2013-07-27T17:00Z
2,Sun Jul 28 2013,16:30,CEST/+0200,Sturm Graz,0-2,0-0,SV Grödig,2013-07-28T14:30Z
3,Sat Aug 3 2013,16:30,CEST/+0200,1. Wiener Neustädter SC,2-1,1-1,Wolfsberger AC,2013-08-03T14:30Z
3,Sat Aug 3 2013,19:00,CEST/+0200,SV Grödig,7-1,3-1,FC Admira Wacker,2013-08-03T17:00Z
3,Sat Aug 3 2013,19:00,CEST/+0200,FC Wacker Innsbruck,1-1,1-1,RB Salzburg,2013-08-03T17:00Z
3,Sat Aug 3 2013,19:00,CEST/+0200,Austria Wien,3-3,2-0,SV Ried,2013-08-03T17:00Z
3,Sun Aug 4 2013,16:30,CEST/+0200,Sturm Graz,2-4,1-0,Rapid Wien,2013-08-04T14:30Z
4,Sat Aug 10 2013,19:00,CEST/+0200,SV Ried,1-1,1-0,1. Wiener Neustädter SC,2013-08-10T17:00Z
4,Sat Aug 10 2013,19:00,CEST/+0200,RB Salzburg,4-1,0-1,SV Grödig,2013-08-10T17:00Z
4,Sat Aug 10 2013,19:00,CEST/+0200,FC Admira Wacker,1-1,0-1,Sturm Graz,2013-08-10T17:00Z
4,Sat Aug 10 2013,16:30,CEST/+0200,Wolfsberger AC,1-1,1-0,FC Wacker Innsbruck,2013-08-10T14:30Z
4,Sun Aug 11 2013,16:30,CEST/+0200,Rapid Wien,0-0,0-0,Austria Wien,2013-08-11T14:30Z
5,Sat Aug 17 2013,16:30,CEST/+0200,Sturm Graz,1-1,0-1,RB Salzburg,2013-08-17T14:30Z
5,Sat Aug 17 2013,19:00,CEST/+0200,SV Grödig,4-3,3-0,Wolfsberger AC,2013-08-17T17:00Z
5,Sat Aug 17 2013,19:00,CEST/+0200,FC Wacker Innsbruck,2-3,2-2,SV Ried,2013-08-17T17:00Z
5,Sat Aug 17 2013,19:00,CEST/+0200,Austria Wien,5-0,2-0,1. Wiener Neustädter SC,2013-08-17T17:00Z
5,Sun Aug 18 2013,16:30,CEST/+0200,FC Admira Wacker,2-0,1-0,Rapid Wien,2013-08-18T14:30Z
6,Sat Aug 24 2013,19:00,CEST/+0200,Wolfsberger AC,1-4,0-1,Austria Wien,2013-08-24T17:00Z
6,Sat Aug 24 2013,19:00,CEST/+0200,1. Wiener Neustädter SC,1-1,1-0,FC Wacker Innsbruck,2013-08-24T17:00Z
6,Sat Aug 24 2013,16:30,CEST/+0200,SV Ried,3-0,2-0,Sturm Graz,2013-08-24T14:30Z
