Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Aug 11 2017,19:45,BST/+0100,Arsenal FC,4-3,2-2,Leicester City,2017-08-11T18:45Z
1,Sat Aug 12 2017,12:30,BST/+0100,Watford FC,3-3,2-1,Liverpool FC,2017-08-12T11:30Z
1,Sat Aug 12 2017,15:00,BST/+0100,Chelsea FC,2-3,0-3,Burnley FC,2017-08-12T14:00Z
1,Sat Aug 12 2017,15:00,BST/+0100,Crystal Palace,0-3,0-2,Huddersfield Town,2017-08-12T14:00Z
1,Sat Aug 12 2017,15:00,BST/+0100,Everton FC,1-0,1-0,Stoke City,2017-08-12T14:00Z
1,Sat Aug 12 2017,15:00,BST/+0100,Southampton FC,0-0,0-0,Swansea City,2017-08-12T14:00Z
1,Sat Aug 12 2017,15:00,BST/+0100,West Bromwich Albion,1-0,1-0,AFC Bournemouth,2017-08-12T14:00Z
1,Sat Aug 12 2017,17:30,BST/+0100,Brighton & Hove Albion,0-2,0-0,Manchester City,2017-08-12T16:30Z
1,Sun Aug 13 2017,16:00,BST/+0100,Manchester United,4-0,1-0,West Ham United,2017-08-13T15:00Z
1,Sun Aug 13 2017,13:30,BST/+0100,Newcastle United,0-2,0-0,Tottenham Hotspur,2017-08-13T12:30Z
2,Sat Aug 19 2017,12:30,BST/+0100,Swansea City,0-4,0-1,Manchester United,2017-08-19T11:30Z
2,Sat Aug 19 2017,15:00,BST/+0100,AFC Bournemouth,0-2,0-0,Watford FC,2017-08-19T14:00Z
2,Sat Aug 19 2017,15:00,BST/+0100,Burnley FC,0-1,0-0,West Bromwich Albion,2017-08-19T14:00Z
2,Sat Aug 19 2017,15:00,BST/+0100,Leicester City,2-0,1-0,Brighton & Hove Albion,2017-08-19T14:00Z
2,Sat Aug 19 2017,15:00,BST/+0100,Liverpool FC,1-0,0-0,Crystal Palace,2017-08-19T14:00Z
2,Sat Aug 19 2017,15:00,BST/+0100,Southampton FC,3-2,2-1,West Ham United,2017-08-19T14:00Z
2,Sat Aug 19 2017,17:30,BST/+0100,Stoke City,1-0,0-0,Arsenal FC,2017-08-19T16:30Z
2,Sun Aug 20 2017,16:00,BST/+0100,Tottenham Hotspur,1-2,0-1,Chelsea FC,2017-08-20T15:00Z
2,Sun Aug 20 2017,13:30,BST/+0100,Huddersfield Town,1-0,0-0,Newcastle United,2017-08-20T12:30Z
2,Mon Aug 21 2017,20:00,BST/+0100,Manchester City,1-1,0-1,Everton FC,2017-08-21T19:00Z
3,Sat Aug 26 2017,12:30,BST/+0100,AFC Bournemouth,1-2,1-1,Manchester City,2017-08-26T11:30Z
3,Sat Aug 26 2017,15:00,BST/+0100,Crystal Palace,0-2,0-1,Swansea City,2017-08-26T14:00Z
3,Sat Aug 26 2017,15:00,BST/+0100,Huddersfield Town,0-0,0-0,Southampton FC,2017-08-26T14:00Z
3,Sat Aug 26 2017,15:00,BST/+0100,Newcastle United,3-0,1-0,West Ham United,2017-08-26T14:00Z
3,Sat Aug 26 2017,15:00,BST/+0100,Watford FC,0-0,0-0,Brighton & Hove Albion,2017-08-26T14:00Z
3,Sat Aug 26 2017,17:30,BST/+0100,Manchester United,2-0,0-0,Leicester City,2017-08-26T16:30Z
3,Sun Aug 27 2017,13:30,BST/+0100,West Bromwich Albion,1-1,0-0,Stoke City,2017-08-27T12:30Z
3,Sun Aug 27 2017,16:00,BST/+0100,Liverpool FC,4-0,2-0,Arsenal FC,2017-08-27T15:00Z
3,Sun Aug 27 2017,16:00,BST/+0100,Tottenham Hotspur,1-1,0-0,Burnley FC,2017-08-27T15:00Z
3,Sun Aug 27 2017,13:30,BST/+0100,Chelsea FC,2-0,2-0,Everton FC,2017-08-27T12:30Z
4,Sat Sep 9 2017,12:30,BST/+0100,Manchester City,5-0,2-0,Liverpool FC,2017-09-09T11:30Z
4,Sat Sep 9 2017,15:00,BST/+0100,Arsenal FC,3-0,2-0,AFC Bournemouth,2017-09-09T14:00Z
4,Sat Sep 9 2017,15:00,BST/+0100,Brighton & Hove Albion,3-1,1-0,West Bromwich Albion,2017-09-09T14:00Z
4,Sat Sep 9 2017,15:00,BST/+0100,Everton FC,0-3,0-2,Tottenham Hotspur,2017-09-09T14:00Z
4,Sat Sep 9 2017,15:00,BST/+0100,Leicester City,1-2,0-1,Chelsea FC,2017-09-09T14:00Z
4,Sat Sep 9 2017,15:00,BST/+0100,Southampton FC,0-2,0-1,Watford FC,2017-09-09T14:00Z
4,Sat Sep 9 2017,17:30,BST/+0100,Stoke City,2-2,1-1,Manchester United,2017-09-09T16:30Z
4,Sun Sep 10 2017,16:00,BST/+0100,Swansea City,0-1,0-0,Newcastle United,2017-09-10T15:00Z
4,Sun Sep 10 2017,13:30,BST/+0100,Burnley FC,1-0,1-0,Crystal Palace,2017-09-10T12:30Z
4,Mon Sep 11 2017,20:00,BST/+0100,West Ham United,2-0,0-0,Huddersfield Town,2017-09-11T19:00Z
5,Fri Sep 15 2017,20:00,BST/+0100,AFC Bournemouth,2-1,0-0,Brighton & Hove Albion,2017-09-15T19:00Z
5,Sat Sep 16 2017,12:30,BST/+0100,Crystal Palace,0-1,0-1,Southampton FC,2017-09-16T11:30Z
5,Sat Sep 16 2017,15:00,BST/+0100,Huddersfield Town,1-1,0-0,Leicester City,2017-09-16T14:00Z
5,Sat Sep 16 2017,15:00,BST/+0100,Liverpool FC,1-1,1-1,Burnley FC,2017-09-16T14:00Z
5,Sat Sep 16 2017,15:00,BST/+0100,Newcastle United,2-1,1-0,Stoke City,2017-09-16T14:00Z
5,Sat Sep 16 2017,15:00,BST/+0100,Watford FC,0-6,0-3,Manchester City,2017-09-16T14:00Z
5,Sat Sep 16 2017,15:00,BST/+0100,West Bromwich Albion,0-0,0-0,West Ham United,2017-09-16T14:00Z
