Round,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 18 2017,20:00,Lorca FC,2-0,1-0,CD Leonesa
1,Fri Aug 18 2017,22:00,CD Tenerife,1-0,0-0,Real Zaragoza
1,Sat Aug 19 2017,19:00,CA Osasuna,1-1,0-0,Sevilla Atlético
1,Sat Aug 19 2017,19:00,AD Alcorcón,0-0,0-0,Sporting Gijón
1,Sat Aug 19 2017,22:00,Real Valladolid,1-2,0-2,FC Barcelona B
1,Sat Aug 19 2017,20:30,CD Numancia,1-0,0-0,SD Huesca
1,Sat Aug 19 2017,20:30,Córdoba CF,1-2,0-2,Cádiz CF
1,Sun Aug 20 2017,19:00,Real Oviedo,2-3,1-2,Rayo Vallecano
1,Sun Aug 20 2017,22:00,Granada CF,0-0,0-0,Albacete
1,Sun Aug 20 2017,20:30,Gimnàstic,0-1,0-1,UD Almería
1,Mon Aug 21 2017,20:00,CD Lugo,0-0,0-0,CF Reus Deportiu
2,Fri Aug 25 2017,20:00,Albacete,0-3,0-1,Córdoba CF
2,Sat Aug 26 2017,19:00,CD Leonesa,2-1,0-1,CA Osasuna
2,Sat Aug 26 2017,19:00,SD Huesca,2-0,2-0,Lorca FC
2,Sat Aug 26 2017,20:30,Rayo Vallecano,2-2,2-0,CD Numancia
2,Sat Aug 26 2017,22:00,UD Almería,1-1,0-0,Real Oviedo
2,Sat Aug 26 2017,20:30,Sevilla Atlético,1-2,0-2,Real Valladolid
2,Sun Aug 27 2017,19:00,Sporting Gijón,2-0,0-0,CD Lugo
2,Sun Aug 27 2017,19:00,Real Zaragoza,1-1,0-1,Granada CF
2,Sun Aug 27 2017,20:30,CF Reus Deportiu,1-1,1-0,Gimnàstic
2,Sun Aug 27 2017,20:30,Cádiz CF,0-0,0-0,AD Alcorcón
2,Mon Aug 28 2017,21:00,FC Barcelona B,0-3,0-2,CD Tenerife
3,Fri Sep 1 2017,21:30,Granada CF,2-2,1-1,FC Barcelona B
3,Sat Sep 2 2017,16:00,CD Lugo,0-1,0-0,Cádiz CF
3,Sat Sep 2 2017,18:00,CA Osasuna,1-1,0-0,SD Huesca
3,Sat Sep 2 2017,18:00,Gimnàstic,0-4,0-3,Sporting Gijón
3,Sat Sep 2 2017,18:00,Lorca FC,0-0,0-0,Rayo Vallecano
3,Sat Sep 2 2017,16:00,CD Numancia,1-0,0-0,UD Almería
3,Sun Sep 3 2017,18:00,Real Oviedo,3-0,1-0,CF Reus Deportiu
3,Sun Sep 3 2017,21:30,Córdoba CF,1-2,1-1,Real Zaragoza
3,Sun Sep 3 2017,20:30,Real Valladolid,2-0,1-0,CD Tenerife
3,Sun Sep 3 2017,20:00,Sevilla Atlético,1-2,0-0,CD Leonesa
3,Mon Sep 4 2017,20:30,AD Alcorcón,1-0,0-0,Albacete
4,Fri Sep 8 2017,21:00,Cádiz CF,2-0,0-0,Gimnàstic
4,Sat Sep 9 2017,16:00,SD Huesca,0-0,0-0,Sevilla Atlético
4,Sat Sep 9 2017,18:00,FC Barcelona B,4-0,3-0,Córdoba CF
4,Sat Sep 9 2017,18:00,Sporting Gijón,1-1,1-0,Real Oviedo
4,Sat Sep 9 2017,20:00,UD Almería,2-1,0-0,Lorca FC
4,Sun Sep 10 2017,13:00,CD Tenerife,2-2,0-1,Granada CF
4,Sun Sep 10 2017,16:00,Real Zaragoza,0-1,0-1,AD Alcorcón
4,Sun Sep 10 2017,20:30,Rayo Vallecano,0-3,0-1,CA Osasuna
4,Sun Sep 10 2017,20:00,Albacete,0-1,0-0,CD Lugo
4,Sun Sep 10 2017,18:00,CD Leonesa,4-4,1-1,Real Valladolid
4,Mon Sep 11 2017,20:30,CF Reus Deportiu,1-0,1-0,CD Numancia
5,Fri Sep 15 2017,21:00,CD Lugo,2-1,0-1,Real Zaragoza
5,Sat Sep 16 2017,18:00,Lorca FC,1-1,1-0,CF Reus Deportiu
5,Sat Sep 16 2017,20:30,CD Numancia,3-0,2-0,Sporting Gijón
5,Sat Sep 16 2017,18:00,Sevilla Atlético,0-0,0-0,Rayo Vallecano
5,Sat Sep 16 2017,20:00,CA Osasuna,2-1,0-1,UD Almería
5,Sat Sep 16 2017,16:00,Real Valladolid,2-1,1-0,Granada CF
5,Sun Sep 17 2017,12:00,CD Leonesa,3-2,2-1,SD Huesca
5,Sun Sep 17 2017,16:00,AD Alcorcón,1-1,0-0,FC Barcelona B
5,Sun Sep 17 2017,18:00,Gimnàstic,3-1,2-1,Albacete
5,Sun Sep 17 2017,18:00,Real Oviedo,1-0,0-0,Cádiz CF
5,Sun Sep 17 2017,20:00,Córdoba CF,2-0,0-0,CD Tenerife
6,Fri Sep 22 2017,21:00,UD Almería,3-0,1-0,Sevilla Atlético
6,Sat Sep 23 2017,18:00,Sporting Gijón,1-0,1-0,Lorca FC
6,Sat Sep 23 2017,16:00,CF Reus Deportiu,0-0,0-0,CA Osasuna
6,Sat Sep 23 2017,18:00,Granada CF,3-1,1-0,Córdoba CF
6,Sat Sep 23 2017,20:00,CD Tenerife,4-0,2-0,AD Alcorcón
6,Sun Sep 24 2017,12:00,SD Huesca,1-0,1-0,Real Valladolid
6,Sun Sep 24 2017,16:00,Rayo Vallecano,3-1,1-1,CD Leonesa
6,Sun Sep 24 2017,18:00,Albacete,2-1,0-0,Real Oviedo
6,Sun Sep 24 2017,20:00,Cádiz CF,0-0,0-0,CD Numancia
6,Sun Sep 24 2017,20:30,Real Zaragoza,1-1,1-0,Gimnàstic
6,Mon Sep 25 2017,20:30,FC Barcelona B,1-2,1-1,CD Lugo
7,Fri Sep 29 2017,20:30,CD Leonesa,0-0,0-0,UD Almería
7,Sat Sep 30 2017,20:00,Lorca FC,3-0,1-0,Cádiz CF
7,Sat Sep 30 2017,18:00,CD Numancia,5-1,1-1,Albacete
7,Sat Sep 30 2017,16:00,Real Valladolid,4-1,3-0,Córdoba CF
7,Sun Oct 1 2017,12:00,AD Alcorcón,1-2,1-1,Granada CF
7,Sun Oct 1 2017,16:00,SD Huesca,2-1,1-1,Rayo Vallecano
7,Sun Oct 1 2017,18:00,CA Osasuna,2-0,1-0,Sporting Gijón
7,Sun Oct 1 2017,18:00,CD Lugo,1-0,0-0,CD Tenerife
7,Sun Oct 1 2017,20:00,Sevilla Atlético,0-1,0-1,CF Reus Deportiu
7,Mon Oct 2 2017,21:00,Real Oviedo,2-2,2-2,Real Zaragoza
8,Sat Oct 7 2017,20:00,CD Tenerife,2-0,0-0,Gimnàstic
8,Sat Oct 7 2017,16:00,Sporting Gijón,3-0,1-0,Sevilla Atlético
8,Sat Oct 7 2017,18:00,UD Almería,0-3,0-2,SD Huesca
8,Sat Oct 7 2017,18:00,CF Reus Deportiu,1-1,1-1,CD Leonesa
8,Sat Oct 7 2017,20:30,Cádiz CF,0-2,0-0,CA Osasuna
8,Sun Oct 8 2017,20:30,Real Zaragoza,3-0,1-0,CD Numancia
8,Sun Oct 8 2017,12:00,Albacete,2-1,1-0,Lorca FC
8,Sun Oct 8 2017,16:00,Rayo Vallecano,4-1,3-0,Real Valladolid
8,Sun Oct 8 2017,20:00,Granada CF,2-0,1-0,CD Lugo
8,Sun Oct 8 2017,18:00,Córdoba CF,3-0,0-0,AD Alcorcón
8,Sun Oct 8 2017,18:00,FC Barcelona B,1-1,1-0,Real Oviedo
9,Tue Oct 10 2017,20:00,SD Huesca,1-1,0-0,CF Reus Deportiu
9,Tue Oct 10 2017,21:00,CD Leonesa,0-2,0-0,Sporting Gijón
9,Wed Oct 11 2017,22:00,Sevilla Atlético,0-0,0-0,Cádiz CF
9,Wed Oct 11 2017,20:00,Gimnàstic,2-0,2-0,Granada CF
9,Wed Oct 11 2017,20:00,CD Numancia,1-0,0-0,FC Barcelona B
9,Wed Oct 11 2017,21:00,Real Oviedo,1-1,1-0,CD Tenerife
9,Wed Oct 11 2017,22:00,Lorca FC,0-2,0-0,Real Zaragoza
9,Thu Oct 12 2017,16:00,CD Lugo,2-0,0-0,Córdoba CF
9,Thu Oct 12 2017,21:00,Rayo Vallecano,1-0,0-0,UD Almería
9,Thu Oct 12 2017,18:00,Real Valladolid,4-0,1-0,AD Alcorcón
9,Thu Oct 12 2017,20:00,CA Osasuna,1-0,1-0,Albacete
10,Fri Oct 13 2017,21:00,Sporting Gijón,1-1,0-0,SD Huesca
10,Sat Oct 14 2017,20:00,CD Tenerife,1-1,1-1,CD Numancia
10,Sat Oct 14 2017,16:00,Cádiz CF,2-2,2-0,CD Leonesa
10,Sat Oct 14 2017,18:00,FC Barcelona B,1-0,0-0,Lorca FC
10,Sat Oct 14 2017,18:00,Granada CF,2-0,1-0,Real Oviedo
10,Sun Oct 15 2017,20:30,Real Zaragoza,1-1,1-0,CA Osasuna
10,Sun Oct 15 2017,12:00,CF Reus Deportiu,0-2,0-1,Rayo Vallecano
10,Sun Oct 15 2017,16:00,Albacete,2-1,2-0,Sevilla Atlético
10,Sun Oct 15 2017,20:00,Córdoba CF,1-5,1-2,Gimnàstic
10,Sun Oct 15 2017,18:00,UD Almería,1-1,1-1,Real Valladolid
10,Mon Oct 16 2017,21:00,AD Alcorcón,0-1,0-0,CD Lugo
11,Fri Oct 20 2017,21:00,CA Osasuna,2-2,1-2,FC Barcelona B
11,Sat Oct 21 2017,20:30,Sevilla Atlético,2-2,1-1,Real Zaragoza
11,Sat Oct 21 2017,16:00,SD Huesca,1-0,1-0,Cádiz CF
11,Sat Oct 21 2017,18:00,CD Numancia,1-3,0-2,Granada CF
11,Sat Oct 21 2017,20:00,Lorca FC,2-2,2-1,CD Tenerife
11,Sun Oct 22 2017,20:00,UD Almería,0-1,0-1,CF Reus Deportiu
11,Sun Oct 22 2017,18:00,Gimnàstic,0-3,0-2,AD Alcorcón
11,Sun Oct 22 2017,16:00,Real Valladolid,2-2,0-2,CD Lugo
