Round,Date,Time,Team 1,FT,HT,Team 2
6,Sat Sep 23 2017,15:00,US Salernitana 1919,2-0,1-0,Spezia Calcio
6,Sat Sep 23 2017,15:00,AC Perugia Calcio,1-0,1-0,Frosinone Calcio
6,Sun Sep 24 2017,17:30,AC Cesena,0-2,0-0,Ascoli Picchio FC
6,Mon Sep 25 2017,20:30,US Palermo,2-1,1-1,Pro Vercelli
7,Fri Sep 29 2017,20:30,Parma Calcio 1913,2-2,2-0,US Salernitana 1919
7,Sat Sep 30 2017,15:00,US Avellino,3-2,0-1,Empoli FC
7,Sat Sep 30 2017,15:00,Ascoli Picchio FC,0-0,0-0,US Palermo
7,Sat Sep 30 2017,15:00,Brescia Calcio,2-1,0-0,AC Perugia Calcio
7,Sat Sep 30 2017,15:00,Ternana Calcio,2-3,0-1,Venezia FC
7,Sat Sep 30 2017,15:00,Carpi FC,0-1,0-1,Pescara Calcio
7,Sat Sep 30 2017,15:00,AS Cittadella,0-1,0-1,Virtus Entella
7,Sat Sep 30 2017,15:00,Pro Vercelli,5-2,1-2,AC Cesena
7,Sat Sep 30 2017,15:00,Spezia Calcio,1-0,0-0,FC Bari 1908
7,Sun Oct 1 2017,15:00,Foggia Calcio,2-2,1-1,Novara Calcio
7,Mon Oct 2 2017,20:30,Frosinone Calcio,0-0,0-0,US Cremonese
5,Tue Oct 3 2017,20:30,Ternana Calcio,1-1,1-1,Brescia Calcio
8,Sat Oct 7 2017,18:00,US Salernitana 1919,0-0,0-0,Ascoli Picchio FC
8,Sat Oct 7 2017,20:30,AC Cesena,1-0,1-0,Spezia Calcio
8,Sun Oct 8 2017,15:00,Empoli FC,3-1,0-0,Foggia Calcio
8,Sun Oct 8 2017,15:00,FC Bari 1908,2-1,0-0,US Avellino
8,Sun Oct 8 2017,15:00,US Cremonese,3-3,1-3,Ternana Calcio
8,Sun Oct 8 2017,20:30,Novara Calcio,2-1,0-0,Frosinone Calcio
8,Sun Oct 8 2017,15:00,US Palermo,1-1,1-0,Parma Calcio 1913
8,Sun Oct 8 2017,15:00,AC Perugia Calcio,1-5,0-1,Pro Vercelli
8,Sun Oct 8 2017,15:00,Virtus Entella,3-0,1-0,Brescia Calcio
8,Sun Oct 8 2017,15:00,Venezia FC,2-0,1-0,Carpi FC
8,Sun Oct 8 2017,12:30,Pescara Calcio,1-2,1-2,AS Cittadella
9,Fri Oct 13 2017,20:30,Foggia Calcio,2-1,2-1,AC Perugia Calcio
9,Sat Oct 14 2017,15:00,AS Cittadella,1-2,0-0,US Cremonese
9,Sat Oct 14 2017,15:00,Brescia Calcio,0-1,0-0,Novara Calcio
9,Sat Oct 14 2017,15:00,Ternana Calcio,4-2,2-2,Spezia Calcio
9,Sat Oct 14 2017,15:00,Ascoli Picchio FC,3-3,0-1,Venezia FC
9,Sat Oct 14 2017,15:00,Frosinone Calcio,0-0,0-0,US Palermo
9,Sat Oct 14 2017,15:00,Parma Calcio 1913,0-1,0-0,Pescara Calcio
9,Sat Oct 14 2017,15:00,Pro Vercelli,2-2,1-0,FC Bari 1908
9,Sat Oct 14 2017,15:00,Carpi FC,2-1,2-0,AC Cesena
9,Sun Oct 15 2017,17:30,US Avellino,2-3,0-0,US Salernitana 1919
9,Mon Oct 16 2017,20:30,Virtus Entella,2-3,0-2,Empoli FC
10,Fri Oct 20 2017,19:00,US Cremonese,2-0,1-0,Brescia Calcio
10,Fri Oct 20 2017,21:00,FC Bari 1908,4-2,1-1,AS Cittadella
10,Sat Oct 21 2017,15:00,Parma Calcio 1913,3-1,1-0,Virtus Entella
10,Sat Oct 21 2017,15:00,US Palermo,0-2,0-0,Novara Calcio
10,Sat Oct 21 2017,15:00,AC Cesena,3-3,0-0,Foggia Calcio
10,Sat Oct 21 2017,15:00,Pescara Calcio,2-1,1-1,US Avellino
10,Sat Oct 21 2017,15:00,Pro Vercelli,0-0,0-0,Carpi FC
10,Sat Oct 21 2017,15:00,US Salernitana 1919,1-1,1-0,Frosinone Calcio
10,Sat Oct 21 2017,15:00,Spezia Calcio,4-2,2-1,AC Perugia Calcio
10,Sat Oct 21 2017,15:00,Venezia FC,1-0,0-0,Empoli FC
10,Sat Oct 21 2017,15:00,Ternana Calcio,1-1,0-0,Ascoli Picchio FC
11,Mon Oct 23 2017,20:30,Brescia Calcio,2-1,1-1,FC Bari 1908
11,Tue Oct 24 2017,20:30,Empoli FC,3-1,2-0,Pescara Calcio
11,Tue Oct 24 2017,20:30,US Avellino,1-0,0-0,Pro Vercelli
11,Tue Oct 24 2017,20:30,Carpi FC,1-3,0-2,US Palermo
11,Tue Oct 24 2017,20:30,AS Cittadella,2-1,1-1,Venezia FC
11,Tue Oct 24 2017,20:30,Ascoli Picchio FC,3-1,0-0,Spezia Calcio
11,Tue Oct 24 2017,20:30,Foggia Calcio,0-3,0-1,Parma Calcio 1913
11,Tue Oct 24 2017,20:30,Frosinone Calcio,4-2,1-1,Ternana Calcio
11,Tue Oct 24 2017,20:30,Novara Calcio,2-3,1-1,US Salernitana 1919
11,Tue Oct 24 2017,20:30,AC Perugia Calcio,0-3,0-1,AC Cesena
11,Tue Oct 24 2017,20:30,Virtus Entella,1-1,0-1,US Cremonese
12,Sat Oct 28 2017,15:00,FC Bari 1908,3-0,0-0,Ascoli Picchio FC
12,Sat Oct 28 2017,15:00,AC Cesena,2-2,1-0,Novara Calcio
12,Sat Oct 28 2017,15:00,US Cremonese,3-3,1-1,AC Perugia Calcio
12,Sat Oct 28 2017,15:00,US Palermo,2-0,1-0,Virtus Entella
12,Sat Oct 28 2017,15:00,Venezia FC,1-1,1-1,Frosinone Calcio
12,Sat Oct 28 2017,15:00,US Salernitana 1919,2-1,2-1,Empoli FC
12,Sat Oct 28 2017,15:00,Spezia Calcio,0-0,0-0,AS Cittadella
12,Sat Oct 28 2017,15:00,Pescara Calcio,0-3,0-1,Brescia Calcio
12,Sun Oct 29 2017,15:00,Parma Calcio 1913,2-0,1-0,US Avellino
12,Sun Oct 29 2017,17:30,Pro Vercelli,1-4,1-2,Foggia Calcio
12,Mon Oct 30 2017,20:30,Ternana Calcio,0-0,0-0,Carpi FC
13,Fri Nov 3 2017,20:30,Pescara Calcio,2-2,1-2,US Palermo
13,Sat Nov 4 2017,15:00,AS Cittadella,1-1,1-0,Ternana Calcio
13,Sat Nov 4 2017,15:00,Carpi FC,4-2,2-2,Ascoli Picchio FC
13,Sat Nov 4 2017,15:00,Brescia Calcio,1-2,0-0,Venezia FC
13,Sat Nov 4 2017,15:00,Foggia Calcio,2-3,2-2,US Cremonese
13,Sat Nov 4 2017,15:00,Virtus Entella,2-2,1-2,AC Cesena
13,Sat Nov 4 2017,15:00,Novara Calcio,0-1,0-0,Pro Vercelli
13,Sat Nov 4 2017,15:00,US Salernitana 1919,2-2,2-1,FC Bari 1908
13,Sat Nov 4 2017,15:00,Frosinone Calcio,2-1,2-1,Parma Calcio 1913
13,Sun Nov 5 2017,17:30,Empoli FC,1-1,0-0,Spezia Calcio
13,Mon Nov 6 2017,20:30,AC Perugia Calcio,1-1,0-1,US Avellino
14,Sat Nov 11 2017,15:00,Pro Vercelli,2-1,1-1,Empoli FC
14,Sat Nov 11 2017,18:00,US Avellino,0-0,0-0,Virtus Entella
14,Sat Nov 11 2017,20:30,Spezia Calcio,1-1,0-0,Frosinone Calcio
14,Sun Nov 12 2017,15:00,Ascoli Picchio FC,0-2,0-0,Foggia Calcio
14,Sun Nov 12 2017,12:30,Venezia FC,1-0,1-0,AC Perugia Calcio
14,Sun Nov 12 2017,15:00,Carpi FC,1-1,1-1,Brescia Calcio
14,Sun Nov 12 2017,15:00,AC Cesena,3-3,2-1,US Salernitana 1919
14,Sun Nov 12 2017,15:00,AS Cittadella,1-2,0-1,Parma Calcio 1913
14,Sun Nov 12 2017,15:00,US Cremonese,1-2,1-1,US Palermo
14,Sun Nov 12 2017,20:30,FC Bari 1908,1-0,0-0,Pescara Calcio
14,Sun Nov 12 2017,15:00,Ternana Calcio,1-1,0-0,Novara Calcio
15,Fri Nov 17 2017,20:30,Frosinone Calcio,1-1,0-1,US Avellino
15,Sat Nov 18 2017,15:00,Novara Calcio,1-2,0-0,FC Bari 1908
15,Sat Nov 18 2017,15:00,Empoli FC,5-3,1-0,AC Cesena
15,Sat Nov 18 2017,15:00,Foggia Calcio,1-1,0-1,Ternana Calcio
15,Sat Nov 18 2017,15:00,Brescia Calcio,1-1,0-0,Spezia Calcio
15,Sat Nov 18 2017,15:00,Parma Calcio 1913,4-0,1-0,Ascoli Picchio FC
15,Sat Nov 18 2017,15:00,AC Perugia Calcio,5-0,3-0,Carpi FC
15,Sat Nov 18 2017,15:00,Pescara Calcio,3-1,1-0,Pro Vercelli
15,Sat Nov 18 2017,15:00,Virtus Entella,0-0,0-0,Venezia FC
15,Sun Nov 19 2017,17:30,US Salernitana 1919,1-1,1-0,US Cremonese
15,Mon Nov 20 2017,20:30,US Palermo,0-3,0-1,AS Cittadella
16,Fri Nov 24 2017,20:30,Empoli FC,3-3,0-2,Frosinone Calcio
16,Sat Nov 25 2017,15:00,Venezia FC,1-3,0-2,Novara Calcio
16,Sat Nov 25 2017,15:00,US Avellino,1-3,0-1,US Palermo
16,Sat Nov 25 2017,15:00,Ascoli Picchio FC,0-0,0-0,US Cremonese
16,Sat Nov 25 2017,15:00,AS Cittadella,2-1,1-1,US Salernitana 1919
16,Sat Nov 25 2017,15:00,Pro Vercelli,1-1,0-1,Virtus Entella
16,Sat Nov 25 2017,15:00,Spezia Calcio,4-0,1-0,Pescara Calcio
16,Sat Nov 25 2017,15:00,Carpi FC,2-1,2-1,Parma Calcio 1913
16,Sun Nov 26 2017,12:30,FC Bari 1908,1-0,0-0,Foggia Calcio
16,Sun Nov 26 2017,15:00,Ternana Calcio,1-1,1-0,AC Perugia Calcio
16,Mon Nov 27 2017,20:30,AC Cesena,1-0,1-0,Brescia Calcio
17,Sat Dec 2 2017,15:00,Foggia Calcio,1-3,1-2,AS Cittadella
17,Sat Dec 2 2017,15:00,US Cremonese,1-0,0-0,Spezia Calcio
17,Sat Dec 2 2017,15:00,Brescia Calcio,2-0,0-0,US Salernitana 1919
17,Sat Dec 2 2017,15:00,Frosinone Calcio,3-3,2-2,AC Cesena
17,Sat Dec 2 2017,18:00,US Palermo,0-0,0-0,Venezia FC
17,Sat Dec 2 2017,15:00,Parma Calcio 1913,3-0,0-0,Pro Vercelli
17,Sat Dec 2 2017,15:00,Pescara Calcio,3-3,2-0,Ternana Calcio
17,Sat Dec 2 2017,15:00,Novara Calcio,1-1,0-0,Empoli FC
17,Sun Dec 3 2017,15:00,US Avellino,1-1,1-0,Carpi FC
17,Sun Dec 3 2017,17:30,Virtus Entella,3-1,2-0,FC Bari 1908
17,Mon Dec 4 2017,20:30,AC Perugia Calcio,1-0,0-0,Ascoli Picchio FC
18,Fri Dec 8 2017,12:30,Novara Calcio,1-1,0-1,US Cremonese
18,Fri Dec 8 2017,15:00,Ternana Calcio,1-1,0-1,Parma Calcio 1913
18,Fri Dec 8 2017,18:00,AC Cesena,4-2,0-0,Pescara Calcio
18,Fri Dec 8 2017,20:30,Spezia Calcio,1-0,1-0,Foggia Calcio
18,Sat Dec 9 2017,14:00,US Salernitana 1919,1-1,0-0,AC Perugia Calcio
18,Sat Dec 9 2017,15:00,Ascoli Picchio FC,1-1,1-0,Virtus Entella
18,Sat Dec 9 2017,15:00,AS Cittadella,2-2,1-1,US Avellino
18,Sat Dec 9 2017,15:00,Empoli FC,1-0,1-0,Carpi FC
18,Sat Dec 9 2017,15:00,Venezia FC,1-1,1-1,Pro Vercelli
18,Sat Dec 9 2017,15:00,Frosinone Calcio,2-0,1-0,Brescia Calcio
18,Sun Dec 10 2017,17:30,FC Bari 1908,0-3,0-0,US Palermo
19,Fri Dec 15 2017,20:30,Foggia Calcio,2-2,0-1,Venezia FC
19,Sat Dec 16 2017,15:00,Virtus Entella,0-2,0-1,US Salernitana 1919
19,Sat Dec 16 2017,15:00,Carpi FC,1-1,0-0,Frosinone Calcio
19,Sat Dec 16 2017,15:00,US Avellino,1-1,0-1,Ascoli Picchio FC
19,Sat Dec 16 2017,15:00,US Palermo,1-0,1-0,Ternana Calcio
19,Sat Dec 16 2017,15:00,Parma Calcio 1913,0-0,0-0,AC Cesena
19,Sat Dec 16 2017,15:00,AC Perugia Calcio,1-3,1-2,FC Bari 1908
19,Sat Dec 16 2017,15:00,Pro Vercelli,0-2,0-1,Spezia Calcio
19,Sat Dec 16 2017,15:00,US Cremonese,1-1,0-1,Empoli FC
19,Sun Dec 17 2017,15:00,Brescia Calcio,1-1,1-0,AS Cittadella
19,Sun Dec 17 2017,17:30,Pescara Calcio,1-0,1-0,Novara Calcio
20,Wed Dec 20 2017,20:30,Venezia FC,1-1,0-0,US Cremonese
20,Thu Dec 21 2017,20:30,AS Cittadella,0-1,0-1,Carpi FC
20,Thu Dec 21 2017,20:30,FC Bari 1908,0-0,0-0,Parma Calcio 1913
20,Thu Dec 21 2017,20:30,Ternana Calcio,4-3,3-1,Pro Vercelli
20,Thu Dec 21 2017,20:30,Ascoli Picchio FC,1-1,0-1,Pescara Calcio
20,Thu Dec 21 2017,20:30,Empoli FC,1-1,0-0,Brescia Calcio
20,Thu Dec 21 2017,20:30,Frosinone Calcio,4-3,1-1,Virtus Entella
20,Thu Dec 21 2017,20:30,Novara Calcio,1-1,0-0,AC Perugia Calcio
20,Thu Dec 21 2017,20:30,US Salernitana 1919,0-3,0-0,Foggia Calcio
20,Thu Dec 21 2017,20:30,Spezia Calcio,1-0,1-0,US Avellino
20,Thu Dec 21 2017,20:30,AC Cesena,1-1,1-1,US Palermo
21,Wed Dec 27 2017,20:30,Parma Calcio 1913,0-0,0-0,Spezia Calcio
21,Thu Dec 28 2017,20:30,US Avellino,2-1,1-0,Ternana Calcio
21,Thu Dec 28 2017,20:30,Brescia Calcio,0-1,0-1,Ascoli Picchio FC
21,Thu Dec 28 2017,20:30,Carpi FC,0-0,0-0,FC Bari 1908
21,Thu Dec 28 2017,20:30,US Cremonese,1-0,0-0,AC Cesena
21,Thu Dec 28 2017,20:30,Foggia Calcio,1-2,1-0,Frosinone Calcio
21,Thu Dec 28 2017,20:30,US Palermo,3-0,1-0,US Salernitana 1919
21,Thu Dec 28 2017,20:30,AC Perugia Calcio,2-4,1-3,Empoli FC
21,Thu Dec 28 2017,20:30,Pescara Calcio,1-0,0-0,Venezia FC
21,Thu Dec 28 2017,20:30,Pro Vercelli,1-2,0-1,AS Cittadella
21,Thu Dec 28 2017,20:30,Virtus Entella,2-1,0-1,Novara Calcio
22,Sat Jan 20 2018,20:30,AC Cesena,1-1,1-0,FC Bari 1908
22,Sat Jan 20 2018,15:00,Ascoli Picchio FC,1-2,1-0,AS Cittadella
22,Sat Jan 20 2018,15:00,US Cremonese,1-0,0-0,Parma Calcio 1913
22,Sat Jan 20 2018,15:00,Foggia Calcio,0-1,0-1,Pescara Calcio
22,Sat Jan 20 2018,15:00,Frosinone Calcio,4-0,3-0,Pro Vercelli
22,Sat Jan 20 2018,15:00,Empoli FC,2-1,1-1,Ternana Calcio
22,Sat Jan 20 2018,15:00,AC Perugia Calcio,2-0,0-0,Virtus Entella
22,Sat Jan 20 2018,15:00,US Salernitana 1919,3-2,3-0,Venezia FC
22,Sat Jan 20 2018,18:00,Spezia Calcio,0-0,0-0,US Palermo
22,Sat Jan 20 2018,15:00,Novara Calcio,1-0,1-0,Carpi FC
22,Sun Jan 21 2018,15:00,Brescia Calcio,2-3,2-1,US Avellino
23,Fri Jan 26 2018,20:30,Pescara Calcio,0-2,0-1,AC Perugia Calcio
23,Sat Jan 27 2018,15:00,US Avellino,0-0,0-0,US Cremonese
23,Sat Jan 27 2018,15:00,US Palermo,2-0,1-0,Brescia Calcio
23,Sat Jan 27 2018,15:00,Venezia FC,1-0,0-0,AC Cesena
23,Sat Jan 27 2018,15:00,Pro Vercelli,2-0,1-0,Ascoli Picchio FC
23,Sat Jan 27 2018,15:00,FC Bari 1908,0-4,0-2,Empoli FC
23,Sat Jan 27 2018,15:00,Virtus Entella,1-2,0-1,Foggia Calcio
23,Sat Jan 27 2018,15:00,Parma Calcio 1913,3-0,2-0,Novara Calcio
23,Sat Jan 27 2018,15:00,Carpi FC,2-1,0-0,Spezia Calcio
23,Sun Jan 28 2018,17:30,AS Cittadella,1-2,0-1,Frosinone Calcio
23,Mon Jan 29 2018,20:30,Ternana Calcio,2-2,0-1,US Salernitana 1919
24,Fri Feb 2 2018,20:30,Empoli FC,4-0,2-0,US Palermo
24,Sat Feb 3 2018,15:00,US Cremonese,2-3,1-1,Pro Vercelli
24,Sat Feb 3 2018,15:00,Foggia Calcio,2-1,1-1,US Avellino
24,Sat Feb 3 2018,15:00,Novara Calcio,1-2,1-2,Ascoli Picchio FC
24,Sat Feb 3 2018,15:00,US Salernitana 1919,1-2,1-1,Carpi FC
24,Sat Feb 3 2018,15:00,AC Perugia Calcio,1-3,1-1,AS Cittadella
24,Sat Feb 3 2018,15:00,Brescia Calcio,2-1,1-0,Parma Calcio 1913
24,Sat Feb 3 2018,15:00,Frosinone Calcio,3-0,0-0,Pescara Calcio
24,Sat Feb 3 2018,15:00,Venezia FC,3-1,3-0,FC Bari 1908
24,Sun Feb 4 2018,17:30,AC Cesena,4-3,3-2,Ternana Calcio
24,Mon Feb 5 2018,20:30,Virtus Entella,0-1,0-0,Spezia Calcio
25,Sat Feb 10 2018,15:00,Carpi FC,1-1,0-1,US Cremonese
25,Sat Feb 10 2018,15:00,US Avellino,1-1,0-0,AC Cesena
25,Sat Feb 10 2018,15:00,Pro Vercelli,0-0,0-0,Brescia Calcio
25,Sat Feb 10 2018,15:00,Ascoli Picchio FC,1-2,0-1,Empoli FC
25,Sat Feb 10 2018,15:00,Spezia Calcio,1-1,0-1,Venezia FC
25,Sat Feb 10 2018,15:00,Pescara Calcio,1-0,0-0,US Salernitana 1919
25,Sat Feb 10 2018,15:00,Ternana Calcio,0-1,0-0,Virtus Entella
25,Sat Feb 10 2018,15:00,FC Bari 1908,1-0,0-0,Frosinone Calcio
25,Sun Feb 11 2018,15:00,Parma Calcio 1913,1-1,0-0,AC Perugia Calcio
25,Sun Feb 11 2018,17:30,AS Cittadella,1-3,1-1,Novara Calcio
25,Mon Feb 12 2018,20:30,US Palermo,1-2,0-0,Foggia Calcio
26,Fri Feb 16 2018,20:30,US Cremonese,0-1,0-0,FC Bari 1908
26,Sat Feb 17 2018,15:00,Foggia Calcio,3-0,2-0,Carpi FC
26,Sat Feb 17 2018,15:00,Venezia FC,3-1,1-0,US Avellino
26,Sat Feb 17 2018,15:00,Novara Calcio,1-1,1-1,Spezia Calcio
26,Sat Feb 17 2018,15:00,AC Perugia Calcio,1-0,0-0,US Palermo
26,Sat Feb 17 2018,15:00,Empoli FC,4-0,2-0,Parma Calcio 1913
26,Sat Feb 17 2018,15:00,Virtus Entella,0-0,0-0,Pescara Calcio
26,Sat Feb 17 2018,15:00,US Salernitana 1919,0-0,0-0,Pro Vercelli
26,Sat Feb 17 2018,15:00,AC Cesena,0-1,0-1,AS Cittadella
26,Sun Feb 18 2018,17:30,Brescia Calcio,3-1,1-0,Ternana Calcio
26,Sun Feb 18 2018,15:00,Frosinone Calcio,2-0,2-0,Ascoli Picchio FC
27,Fri Feb 23 2018,19:00,Spezia Calcio,3-0,1-0,US Salernitana 1919
27,Fri Feb 23 2018,21:00,Parma Calcio 1913,1-1,0-0,Venezia FC
27,Sat Feb 24 2018,15:00,Pescara Calcio,0-0,0-0,US Cremonese
27,Sat Feb 24 2018,15:00,Foggia Calcio,1-2,1-0,Brescia Calcio
27,Sat Feb 24 2018,15:00,Ascoli Picchio FC,2-1,1-1,AC Cesena
27,Sat Feb 24 2018,15:00,Ternana Calcio,1-2,1-1,FC Bari 1908
27,Sat Feb 24 2018,15:00,AS Cittadella,1-1,1-0,Empoli FC
27,Sat Feb 24 2018,15:00,Carpi FC,0-0,0-0,Virtus Entella
27,Sat Feb 24 2018,15:00,Pro Vercelli,0-0,0-0,US Palermo
27,Sat Feb 24 2018,15:00,Frosinone Calcio,1-3,1-1,AC Perugia Calcio
27,Sat Feb 24 2018,15:00,US Avellino,2-1,1-0,Novara Calcio
28,Mon Feb 26 2018,20:30,US Salernitana 1919,0-1,0-1,Parma Calcio 1913
28,Tue Feb 27 2018,20:30,US Palermo,4-1,0-1,Ascoli Picchio FC
28,Tue Feb 27 2018,20:30,Empoli FC,1-1,1-0,US Avellino
28,Tue Feb 27 2018,20:30,Virtus Entella,0-1,0-1,AS Cittadella
28,Tue Feb 27 2018,20:30,Novara Calcio,0-1,0-1,Foggia Calcio
28,Tue Feb 27 2018,20:30,Venezia FC,2-0,1-0,Ternana Calcio
28,Tue Feb 27 2018,20:30,US Cremonese,2-2,2-0,Frosinone Calcio
29,Sat Mar 3 2018,15:00,Spezia Calcio,1-2,1-1,AC Cesena
29,Sat Mar 3 2018,15:00,Ternana Calcio,2-1,2-0,US Cremonese
29,Sat Mar 3 2018,15:00,Ascoli Picchio FC,1-3,0-1,US Salernitana 1919
29,Sat Mar 3 2018,15:00,AS Cittadella,2-0,1-0,Pescara Calcio
29,Sat Mar 3 2018,15:00,Frosinone Calcio,1-0,1-0,Novara Calcio
28,Tue Mar 6 2018,18:30,AC Cesena,2-2,2-0,Pro Vercelli
28,Tue Mar 6 2018,18:00,AC Perugia Calcio,2-0,1-0,Brescia Calcio
30,Sat Mar 10 2018,15:00,Spezia Calcio,1-1,1-1,Ternana Calcio
30,Sat Mar 10 2018,18:00,US Palermo,1-0,0-0,Frosinone Calcio
30,Sat Mar 10 2018,15:00,FC Bari 1908,2-2,0-1,Pro Vercelli
30,Sat Mar 10 2018,15:00,Pescara Calcio,1-4,0-1,Parma Calcio 1913
30,Sat Mar 10 2018,15:00,AC Perugia Calcio,2-0,0-0,Foggia Calcio
30,Sat Mar 10 2018,15:00,Venezia FC,1-0,0-0,Ascoli Picchio FC
30,Sat Mar 10 2018,15:00,AC Cesena,0-0,0-0,Carpi FC
30,Sat Mar 10 2018,15:00,US Cremonese,1-1,1-0,AS Cittadella
30,Sun Mar 11 2018,17:30,Empoli FC,2-1,1-0,Virtus Entella
30,Sun Mar 11 2018,15:00,US Salernitana 1919,2-0,2-0,US Avellino
30,Mon Mar 12 2018,20:30,Novara Calcio,2-1,0-1,Brescia Calcio
28,Tue Mar 13 2018,18:00,Pescara Calcio,0-1,0-1,Carpi FC
