Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 5 2017,15:00,BST/+0100,Bradford City,2-1,1-1,Blackpool FC,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Bury FC,1-0,1-0,Walsall FC,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Charlton Athletic,1-0,1-0,Bristol Rovers,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Doncaster Rovers,0-0,0-0,Gillingham FC,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Fleetwood Town,2-0,1-0,Rotherham United,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Milton Keynes Dons,0-1,0-1,Wigan Athletic,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Oldham Athletic,0-2,0-1,Oxford United,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Peterborough United,2-1,1-0,Plymouth Argyle,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Portsmouth FC,2-0,0-0,Rochdale AFC,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Scunthorpe United,1-1,1-0,AFC Wimbledon,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Shrewsbury Town,1-0,0-0,Northampton Town,2017-08-05T14:00Z
1,Sat Aug 5 2017,15:00,BST/+0100,Southend United,2-1,2-0,Blackburn Rovers,2017-08-05T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,AFC Wimbledon,0-1,0-1,Shrewsbury Town,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Blackburn Rovers,1-3,0-0,Doncaster Rovers,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Blackpool FC,1-0,1-0,Milton Keynes Dons,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Bristol Rovers,1-4,0-1,Peterborough United,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Gillingham FC,0-1,0-1,Bradford City,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Northampton Town,0-1,0-0,Fleetwood Town,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Oxford United,3-0,0-0,Portsmouth FC,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Plymouth Argyle,2-0,0-0,Charlton Athletic,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Rochdale AFC,1-1,0-0,Scunthorpe United,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Rotherham United,5-0,4-0,Southend United,2017-08-12T14:00Z
2,Sat Aug 12 2017,15:00,BST/+0100,Walsall FC,2-1,0-1,Oldham Athletic,2017-08-12T14:00Z
2,Sun Aug 13 2017,15:00,BST/+0100,Wigan Athletic,4-1,1-1,Bury FC,2017-08-13T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Bradford City,0-1,0-0,Blackburn Rovers,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Bury FC,2-3,0-0,Bristol Rovers,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Charlton Athletic,4-1,1-0,Northampton Town,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Doncaster Rovers,3-3,2-1,Blackpool FC,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Fleetwood Town,2-0,1-0,AFC Wimbledon,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Milton Keynes Dons,1-0,0-0,Gillingham FC,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Oldham Athletic,0-2,0-2,Wigan Athletic,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Peterborough United,2-1,0-0,Rotherham United,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Portsmouth FC,1-1,0-0,Walsall FC,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Scunthorpe United,1-0,0-0,Oxford United,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Shrewsbury Town,3-2,2-1,Rochdale AFC,2017-08-19T14:00Z
3,Sat Aug 19 2017,15:00,BST/+0100,Southend United,1-1,1-0,Plymouth Argyle,2017-08-19T14:00Z
4,Sat Aug 26 2017,15:00,BST/+0100,AFC Wimbledon,2-0,0-0,Doncaster Rovers,2017-08-26T14:00Z
