Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 21 Jul 2017 (W29),Monarcas Morelia (1),0-0,?,CF Monterrey (1)
?,(Fri) 21 Jul 2017 (W29),Club Tijuana (1),0-2,?,Cruz Azul (1)
?,(Sat) 22 Jul 2017 (W29),Club América (1),0-1,?,Querétaro FC (1)
?,(Sat) 22 Jul 2017 (W29),Lobos BUAP (1),2-2,?,Santos Laguna (1)
?,(Sat) 22 Jul 2017 (W29),Tigres UANL (1),5-0,?,Club Puebla (1)
?,(Sat) 22 Jul 2017 (W29),Club León (1),0-3,?,Club Atlas (1)
?,(Sat) 22 Jul 2017 (W29),CD Guadalajara Chivas (1),0-0,?,Deportivo Toluca FC (1)
?,(Sun) 23 Jul 2017 (W29),Pumas UNAM (1),1-0,?,CF Pachuca (1)
?,(Sun) 23 Jul 2017 (W29),Tiburones Rojos Veracruz (1),0-2,?,Club Necaxa (1)
?,(Fri) 28 Jul 2017 (W30),Club Puebla (2),1-1,?,Monarcas Morelia (2)
?,(Fri) 28 Jul 2017 (W30),Club Atlas (2),2-1,?,Pumas UNAM (2)
?,(Sat) 29 Jul 2017 (W30),Cruz Azul (2),1-1,?,CD Guadalajara Chivas (2)
?,(Sat) 29 Jul 2017 (W30),Querétaro FC (2),0-4,?,Lobos BUAP (2)
?,(Sat) 29 Jul 2017 (W30),CF Monterrey (2),1-0,?,Tiburones Rojos Veracruz (2)
?,(Sat) 29 Jul 2017 (W30),CF Pachuca (2),0-2,?,Club América (2)
?,(Sat) 29 Jul 2017 (W30),Club Necaxa (2),1-0,?,Club Tijuana (2)
?,(Sun) 30 Jul 2017 (W30),Deportivo Toluca FC (2),3-1,?,Club León (2)
?,(Sun) 30 Jul 2017 (W30),Santos Laguna (2),1-1,?,Tigres UANL (2)
?,(Fri) 4 Aug 2017 (W31),Monarcas Morelia (3),1-1,?,Santos Laguna (3)
?,(Fri) 4 Aug 2017 (W31),Club Tijuana (3),0-3,?,CF Monterrey (3)
?,(Sat) 5 Aug 2017 (W31),Lobos BUAP (3),3-2,?,CF Pachuca (3)
?,(Sat) 5 Aug 2017 (W31),Tigres UANL (3),1-1,?,Querétaro FC (3)
?,(Sat) 5 Aug 2017 (W31),Club León (3),2-2,?,Cruz Azul (3)
?,(Sat) 5 Aug 2017 (W31),Club América (3),2-1,?,Pumas UNAM (3)
?,(Sat) 5 Aug 2017 (W31),CD Guadalajara Chivas (3),2-2,?,Club Necaxa (3)
?,(Sun) 6 Aug 2017 (W31),Deportivo Toluca FC (3),3-2,?,Club Atlas (3)
?,(Sun) 6 Aug 2017 (W31),Tiburones Rojos Veracruz (3),2-0,?,Club Puebla (3)
?,(Fri) 11 Aug 2017 (W32),Club Puebla (4),1-1,?,Club Tijuana (4)
?,(Fri) 11 Aug 2017 (W32),Club Atlas (4),0-1,?,Club América (4)
