Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
41,Sat Apr 10 2004,15:00,BST/+0100,Hull City,2-3,Northampton Town,2004-04-10T14:00Z
41,Sat Apr 10 2004,15:00,BST/+0100,Lincoln City,2-1,Swansea City,2004-04-10T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Torquay United,3-0,Oxford United,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Swansea City,2-3,Hull City,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Southend United,3-2,Darlington FC,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Boston United,3-2,Yeovil Town,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Cheltenham Town,2-1,Scunthorpe United,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Doncaster Rovers,2-0,Cambridge United,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Kidderminster Harriers,2-1,Huddersfield Town,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Leyton Orient,1-1,Carlisle United,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Mansfield Town,0-0,Bristol Rovers,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Northampton Town,1-1,Lincoln City,2004-04-12T14:00Z
42,Mon Apr 12 2004,15:00,BST/+0100,Rochdale AFC,1-2,Macclesfield Town,2004-04-12T14:00Z
42,Tue Apr 13 2004,19:45,BST/+0100,York City,1-1,Bury FC,2004-04-13T18:45Z
43,Sat Apr 17 2004,15:00,BST/+0100,York City,0-2,Cheltenham Town,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Yeovil Town,2-1,Bury FC,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Torquay United,1-0,Doncaster Rovers,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Boston United,1-2,Mansfield Town,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Bristol Rovers,2-1,Swansea City,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Cambridge United,0-0,Kidderminster Harriers,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Carlisle United,0-2,Lincoln City,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Darlington FC,2-0,Oxford United,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Huddersfield Town,3-2,Scunthorpe United,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Macclesfield Town,1-1,Hull City,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Northampton Town,2-2,Southend United,2004-04-17T14:00Z
43,Sat Apr 17 2004,15:00,BST/+0100,Rochdale AFC,3-0,Leyton Orient,2004-04-17T14:00Z
38,Tue Apr 20 2004,19:45,BST/+0100,Southend United,2-2,Hull City,2004-04-20T18:45Z
38,Tue Apr 20 2004,19:45,BST/+0100,York City,1-2,Yeovil Town,2004-04-20T18:45Z
38,Tue Apr 20 2004,19:45,BST/+0100,Northampton Town,0-1,Huddersfield Town,2004-04-20T18:45Z
44,Sat Apr 24 2004,15:00,BST/+0100,Bury FC,0-0,Bristol Rovers,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Cheltenham Town,1-3,Torquay United,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Doncaster Rovers,3-1,York City,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Hull City,0-0,Huddersfield Town,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Kidderminster Harriers,0-1,Rochdale AFC,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Leyton Orient,1-3,Boston United,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Lincoln City,1-1,Darlington FC,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Mansfield Town,2-3,Carlisle United,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Oxford United,2-2,Cambridge United,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Scunthorpe United,1-0,Macclesfield Town,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Southend United,0-2,Yeovil Town,2004-04-24T14:00Z
44,Sat Apr 24 2004,15:00,BST/+0100,Swansea City,0-2,Northampton Town,2004-04-24T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Boston United,0-0,Doncaster Rovers,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Bristol Rovers,3-1,Lincoln City,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Cambridge United,3-2,Scunthorpe United,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Carlisle United,1-1,Cheltenham Town,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Darlington FC,1-2,Swansea City,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Huddersfield Town,1-3,Mansfield Town,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Macclesfield Town,2-1,Oxford United,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Northampton Town,3-2,Bury FC,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Rochdale AFC,1-1,Southend United,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Torquay United,1-1,Kidderminster Harriers,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,Yeovil Town,1-2,Hull City,2004-05-01T14:00Z
45,Sat May 1 2004,15:00,BST/+0100,York City,1-2,Leyton Orient,2004-05-01T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Bury FC,2-0,Macclesfield Town,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Cheltenham Town,1-1,Huddersfield Town,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Doncaster Rovers,1-0,Carlisle United,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Hull City,3-0,Bristol Rovers,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Kidderminster Harriers,2-0,Boston United,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Leyton Orient,0-1,Cambridge United,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Lincoln City,2-3,Yeovil Town,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Mansfield Town,1-2,Northampton Town,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Oxford United,2-0,Rochdale AFC,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Scunthorpe United,0-1,Darlington FC,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Southend United,1-2,Torquay United,2004-05-08T14:00Z
46,Sat May 8 2004,15:00,BST/+0100,Swansea City,0-0,York City,2004-05-08T14:00Z
