Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Clausura,3,Sun Jan 22 2023,17:00,CST/-0600,Gallos Blancos,3-3,2-2,Atlas Guadalajara,,,2023-01-22T23:00Z
Clausura,4,Thu Jan 26 2023,21:05,CST/-0600,Atlas Guadalajara,2-2,0-1,Santos Laguna,,,2023-01-27T03:05Z
Clausura,4,Fri Jan 27 2023,19:05,CST/-0600,Puebla FC,1-2,1-0,CF Monterrey,,,2023-01-28T01:05Z
Clausura,4,Fri Jan 27 2023,21:05,CST/-0600,Club Tijuana,0-0,0-0,Pumas UNAM,,,2023-01-28T03:05Z
Clausura,4,Sat Jan 28 2023,21:05,CST/-0600,CF América,6-0,4-0,Mazatlán FC,,,2023-01-29T03:05Z
Clausura,4,Sat Jan 28 2023,21:05,CST/-0600,FC Juárez,1-2,0-2,Deportivo Guadalajara,,,2023-01-29T03:05Z
Clausura,4,Sat Jan 28 2023,19:05,CST/-0600,UANL Tigres,0-0,0-0,Atlético San Luis,,,2023-01-29T01:05Z
Clausura,4,Sun Jan 29 2023,19:00,CST/-0600,CF Pachuca,2-1,1-0,Club Necaxa,,,2023-01-30T01:00Z
Clausura,4,Sun Jan 29 2023,12:00,CST/-0600,Deportivo Toluca,0-0,0-0,Club León,,,2023-01-29T18:00Z
Clausura,1,Wed Feb 1 2023,20:05,CST/-0600,Atlas Guadalajara,0-0,0-0,Deportivo Toluca,,,2023-02-02T02:05Z
Clausura,5,Thu Feb 2 2023,21:00,CST/-0600,Atlético San Luis,2-0,0-0,Puebla FC,,,2023-02-03T03:00Z
Clausura,5,Fri Feb 3 2023,19:00,CST/-0600,Club Necaxa,1-1,0-1,Club Tijuana,,,2023-02-04T01:00Z
Clausura,5,Fri Feb 3 2023,21:05,CST/-0600,Mazatlán FC,2-3,1-1,FC Juárez,,,2023-02-04T03:05Z
Clausura,5,Sat Feb 4 2023,19:05,CST/-0600,Cruz Azul,0-1,0-1,UANL Tigres,,,2023-02-05T01:05Z
Clausura,5,Sat Feb 4 2023,21:05,CST/-0600,Santos Laguna,2-2,2-1,CF América,,,2023-02-05T03:05Z
Clausura,5,Sat Feb 4 2023,17:00,CST/-0600,Club León,0-1,0-1,CF Pachuca,,,2023-02-04T23:00Z
Clausura,5,Sun Feb 5 2023,19:10,CST/-0600,CF Monterrey,2-1,2-0,Deportivo Toluca,,,2023-02-06T01:10Z
Clausura,5,Sun Feb 5 2023,17:05,CST/-0600,Deportivo Guadalajara,1-1,0-0,Gallos Blancos,,,2023-02-05T23:05Z
Clausura,5,Sun Feb 5 2023,12:00,CST/-0600,Pumas UNAM,2-2,2-1,Atlas Guadalajara,,,2023-02-05T18:00Z
Clausura,6,Thu Feb 9 2023,19:05,CST/-0600,Gallos Blancos,0-3,0-2,Club León,,,2023-02-10T01:05Z
Clausura,6,Thu Feb 9 2023,21:05,CST/-0600,Atlas Guadalajara,0-2,0-0,CF Monterrey,,,2023-02-10T03:05Z
Clausura,6,Fri Feb 10 2023,19:00,CST/-0600,Puebla FC,3-1,3-0,Mazatlán FC,,,2023-02-11T01:00Z
Clausura,6,Fri Feb 10 2023,21:10,CST/-0600,Club Tijuana,1-0,0-0,Atlético San Luis,,,2023-02-11T03:10Z
Clausura,6,Sat Feb 11 2023,19:05,CST/-0600,UANL Tigres,4-2,3-1,Pumas UNAM,,,2023-02-12T01:05Z
Clausura,6,Sat Feb 11 2023,21:05,CST/-0600,CF Pachuca,1-1,0-1,Deportivo Guadalajara,,,2023-02-12T03:05Z
Clausura,6,Sat Feb 11 2023,17:00,CST/-0600,CF América,2-1,1-0,Club Necaxa,,,2023-02-11T23:00Z
Clausura,6,Sat Feb 11 2023,19:05,CST/-0600,FC Juárez,3-1,0-1,Santos Laguna,,,2023-02-12T01:05Z
Clausura,6,Sun Feb 12 2023,12:00,CST/-0600,Deportivo Toluca,3-1,1-1,Cruz Azul,,,2023-02-12T18:00Z
Clausura,7,Tue Feb 14 2023,21:05,CST/-0600,Atlético San Luis,1-3,1-2,CF América,,,2023-02-15T03:05Z
Clausura,7,Tue Feb 14 2023,19:05,CST/-0600,UANL Tigres,0-0,0-0,FC Juárez,,,2023-02-15T01:05Z
Clausura,7,Tue Feb 14 2023,19:05,CST/-0600,Club León,2-0,0-0,Puebla FC,,,2023-02-15T01:05Z
Clausura,7,Wed Feb 15 2023,21:05,CST/-0600,Club Necaxa,3-1,2-1,Pumas UNAM,,,2023-02-16T03:05Z
Clausura,7,Wed Feb 15 2023,19:05,CST/-0600,CF Monterrey,2-0,2-0,Gallos Blancos,,,2023-02-16T01:05Z
Clausura,7,Wed Feb 15 2023,19:05,CST/-0600,Deportivo Guadalajara,2-1,1-1,Club Tijuana,,,2023-02-16T01:05Z
Clausura,7,Thu Feb 16 2023,21:00,CST/-0600,Mazatlán FC,2-3,0-1,CF Pachuca,,,2023-02-17T03:00Z
Clausura,8,Fri Feb 17 2023,19:06,CST/-0600,FC Juárez,0-0,0-0,Club León,,,2023-02-18T01:06Z
Clausura,8,Fri Feb 17 2023,21:05,CST/-0600,Puebla FC,1-3,0-1,Cruz Azul,,,2023-02-18T03:05Z
Clausura,8,Sat Feb 18 2023,21:05,CST/-0600,Pumas UNAM,1-2,0-2,Deportivo Guadalajara,,,2023-02-19T03:05Z
Clausura,8,Sat Feb 18 2023,19:05,CST/-0600,Atlas Guadalajara,0-1,0-1,UANL Tigres,,,2023-02-19T01:05Z
Clausura,8,Sat Feb 18 2023,17:06,CST/-0600,CF Monterrey,2-1,0-0,Club Necaxa,,,2023-02-18T23:06Z
Clausura,8,Sat Feb 18 2023,17:00,CST/-0600,Atlético San Luis,1-1,1-0,Santos Laguna,,,2023-02-18T23:00Z
Clausura,8,Sun Feb 19 2023,17:00,CST/-0600,Gallos Blancos,1-1,1-0,Mazatlán FC,,,2023-02-19T23:00Z
Clausura,8,Sun Feb 19 2023,21:05,CST/-0600,CF Pachuca,1-2,0-1,Deportivo Toluca,,,2023-02-20T03:05Z
Clausura,8,Sun Feb 19 2023,19:05,CST/-0600,CF América,2-1,1-0,Club Tijuana,,,2023-02-20T01:05Z
Clausura,7,Wed Feb 22 2023,20:05,CST/-0600,Cruz Azul,1-0,0-0,Atlas Guadalajara,,,2023-02-23T02:05Z
Clausura,7,Thu Feb 23 2023,20:00,CST/-0600,Santos Laguna,0-5,0-2,Deportivo Toluca,,,2023-02-24T02:00Z
Clausura,9,Fri Feb 24 2023,19:05,CST/-0600,Club Necaxa,1-1,1-0,Gallos Blancos,,,2023-02-25T01:05Z
Clausura,9,Fri Feb 24 2023,21:10,CST/-0600,Mazatlán FC,1-2,1-0,Pumas UNAM,,,2023-02-25T03:10Z
Clausura,9,Sat Feb 25 2023,21:05,CST/-0600,Atlas Guadalajara,2-2,1-2,CF América,,,2023-02-26T03:05Z
Clausura,9,Sat Feb 25 2023,19:05,CST/-0600,UANL Tigres,1-2,0-2,Deportivo Guadalajara,,,2023-02-26T01:05Z
Clausura,9,Sat Feb 25 2023,17:00,CST/-0600,Cruz Azul,1-0,1-0,FC Juárez,,,2023-02-25T23:00Z
Clausura,9,Sun Feb 26 2023,21:05,CST/-0600,Club Tijuana,2-0,2-0,CF Pachuca,,,2023-02-27T03:05Z
Clausura,9,Sun Feb 26 2023,12:00,CST/-0600,Deportivo Toluca,2-0,2-0,Atlético San Luis,,,2023-02-26T18:00Z
Clausura,9,Sun Feb 26 2023,19:05,CST/-0600,Santos Laguna,3-2,2-0,Puebla FC,,,2023-02-27T01:05Z
Clausura,9,Mon Feb 27 2023,21:10,CST/-0600,Club León,1-1,1-0,CF Monterrey,,,2023-02-28T03:10Z
Clausura,10,Fri Mar 3 2023,21:15,CST/-0600,Club Tijuana,1-1,1-1,Atlas Guadalajara,,,2023-03-04T03:15Z
Clausura,10,Fri Mar 3 2023,19:05,CST/-0600,Mazatlán FC,3-1,1-1,Cruz Azul,,,2023-03-04T01:05Z
Clausura,10,Fri Mar 3 2023,19:05,CST/-0600,Club Necaxa,0-1,0-1,UANL Tigres,,,2023-03-04T01:05Z
Clausura,10,Sat Mar 4 2023,19:10,CST/-0600,CF Monterrey,3-0,1-0,FC Juárez,,,2023-03-05T01:10Z
Clausura,10,Sat Mar 4 2023,21:05,CST/-0600,Deportivo Guadalajara,2-0,2-0,Santos Laguna,,,2023-03-05T03:05Z
Clausura,10,Sat Mar 4 2023,17:00,CST/-0600,Club León,2-0,0-0,Atlético San Luis,,,2023-03-04T23:00Z
Clausura,10,Sat Mar 4 2023,19:05,CST/-0600,CF América,0-3,0-3,CF Pachuca,,,2023-03-05T01:05Z
Clausura,10,Sun Mar 5 2023,12:00,CST/-0600,Pumas UNAM,2-4,1-2,Puebla FC,,,2023-03-05T18:00Z
Clausura,10,Sun Mar 5 2023,19:05,CST/-0600,Gallos Blancos,1-0,1-0,Deportivo Toluca,,,2023-03-06T01:05Z
Clausura,11,Fri Mar 10 2023,21:05,CST/-0600,Puebla FC,1-0,1-0,Deportivo Guadalajara,,,2023-03-11T03:05Z
Clausura,11,Fri Mar 10 2023,19:05,CST/-0600,Atlético San Luis,2-0,0-0,Gallos Blancos,,,2023-03-11T01:05Z
Clausura,11,Sat Mar 11 2023,21:10,CST/-0600,UANL Tigres,0-2,0-1,CF América,,,2023-03-12T03:10Z
Clausura,11,Sat Mar 11 2023,19:05,CST/-0600,Cruz Azul,1-0,0-0,Pumas UNAM,,,2023-03-12T01:05Z
Clausura,11,Sat Mar 11 2023,17:00,CST/-0600,Atlas Guadalajara,0-1,0-1,Club León,,,2023-03-11T23:00Z
Clausura,11,Sun Mar 12 2023,19:05,CST/-0600,Santos Laguna,3-2,1-1,Club Tijuana,,,2023-03-13T01:05Z
Clausura,11,Sun Mar 12 2023,21:15,CST/-0600,FC Juárez,1-1,0-0,Club Necaxa,,,2023-03-13T03:15Z
Clausura,11,Sun Mar 12 2023,12:00,CST/-0600,Deportivo Toluca,4-1,2-1,Mazatlán FC,,,2023-03-12T18:00Z
Clausura,11,Sun Mar 12 2023,19:05,CST/-0600,CF Pachuca,1-2,1-1,CF Monterrey,,,2023-03-13T01:05Z
Clausura,12,Fri Mar 17 2023,21:05,CST/-0600,Club Tijuana,3-3,0-3,Deportivo Toluca,,,2023-03-18T03:05Z
Clausura,12,Fri Mar 17 2023,19:00,CST/-0600,Puebla FC,0-4,0-2,Atlas Guadalajara,,,2023-03-18T01:00Z
Clausura,12,Fri Mar 17 2023,21:10,CST/-0600,Mazatlán FC,0-1,0-1,Club Necaxa,,,2023-03-18T03:10Z
Clausura,12,Sat Mar 18 2023,19:05,CST/-0600,UANL Tigres,0-1,0-0,CF Monterrey,,,2023-03-19T01:05Z
Clausura,12,Sat Mar 18 2023,17:00,CST/-0600,Cruz Azul,1-0,0-0,Atlético San Luis,,,2023-03-18T23:00Z
Clausura,12,Sat Mar 18 2023,21:10,CST/-0600,Deportivo Guadalajara,2-4,0-3,CF América,,,2023-03-19T03:10Z
Clausura,12,Sun Mar 19 2023,12:00,CST/-0600,Pumas UNAM,0-2,0-0,CF Pachuca,,,2023-03-19T18:00Z
Clausura,12,Sun Mar 19 2023,19:05,CST/-0600,Gallos Blancos,2-2,1-0,FC Juárez,,,2023-03-20T01:05Z
Clausura,12,Sun Mar 19 2023,21:05,CST/-0600,Club León,4-1,3-0,Santos Laguna,,,2023-03-20T03:05Z
Clausura,1,Fri Mar 24 2023,21:05,CST/-0600,Mazatlán FC,1-2,1-1,Club León,,,2023-03-25T03:05Z
Clausura,4,Wed Mar 29 2023,21:05,CST/-0600,Gallos Blancos,2-2,0-1,Cruz Azul,,,2023-03-30T03:05Z
Clausura,13,Fri Mar 31 2023,21:00,CST/-0600,FC Juárez,0-2,0-0,Puebla FC,,,2023-04-01T03:00Z
Clausura,13,Fri Mar 31 2023,19:05,CST/-0600,Club Necaxa,0-0,0-0,Santos Laguna,,,2023-04-01T01:05Z
Clausura,13,Sat Apr 1 2023,17:00,CST/-0600,CF Pachuca,0-2,0-1,Cruz Azul,,,2023-04-01T23:00Z
Clausura,13,Sat Apr 1 2023,19:05,CST/-0600,CF América,2-2,0-1,Club León,,,2023-04-02T01:05Z
Clausura,13,Sat Apr 1 2023,19:15,CST/-0600,CF Monterrey,4-0,3-0,Club Tijuana,,,2023-04-02T01:15Z
Clausura,13,Sat Apr 1 2023,21:10,CST/-0600,Atlas Guadalajara,3-3,2-2,Deportivo Guadalajara,,,2023-04-02T03:10Z
Clausura,13,Sun Apr 2 2023,17:00,CST/-0600,Atlético San Luis,2-1,1-0,Mazatlán FC,,,2023-04-02T23:00Z
Clausura,13,Sun Apr 2 2023,19:05,CST/-0600,Gallos Blancos,1-0,0-0,Pumas UNAM,,,2023-04-03T01:05Z
Clausura,13,Sun Apr 2 2023,12:00,CST/-0600,Deportivo Toluca,3-2,2-0,UANL Tigres,,,2023-04-02T18:00Z
Clausura,14,Fri Apr 7 2023,19:05,CST/-0600,Puebla FC,1-2,0-2,Deportivo Toluca,,,2023-04-08T01:05Z
Clausura,14,Fri Apr 7 2023,21:10,CST/-0600,Club Tijuana,1-2,0-1,Gallos Blancos,,,2023-04-08T03:10Z
Clausura,14,Sat Apr 8 2023,19:05,CST/-0600,Club León,0-0,0-0,Cruz Azul,,,2023-04-09T01:05Z
Clausura,14,Sat Apr 8 2023,19:05,CST/-0600,UANL Tigres,1-2,0-2,Mazatlán FC,,,2023-04-09T01:05Z
Clausura,14,Sat Apr 8 2023,21:10,CST/-0600,CF América,2-1,1-1,CF Monterrey,,,2023-04-09T03:10Z
Clausura,14,Sat Apr 8 2023,17:00,CST/-0600,Deportivo Guadalajara,1-0,0-0,Club Necaxa,,,2023-04-08T23:00Z
Clausura,14,Sun Apr 9 2023,18:05,CST/-0600,Santos Laguna,1-4,1-2,CF Pachuca,,,2023-04-10T00:05Z
Clausura,14,Sun Apr 9 2023,20:10,CST/-0600,FC Juárez,1-1,1-1,Atlas Guadalajara,,,2023-04-10T02:10Z
Clausura,14,Sun Apr 9 2023,12:00,CST/-0600,Pumas UNAM,3-1,2-1,Atlético San Luis,,,2023-04-09T18:00Z
Clausura,15,Thu Apr 13 2023,21:05,CST/-0600,Atlético San Luis,2-0,1-0,FC Juárez,,,2023-04-14T03:05Z
Clausura,15,Fri Apr 14 2023,19:05,CST/-0600,Club Necaxa,1-1,0-0,Puebla FC,,,2023-04-15T01:05Z
Clausura,15,Fri Apr 14 2023,21:05,CST/-0600,Mazatlán FC,1-2,1-1,Club Tijuana,,,2023-04-15T03:05Z
Clausura,15,Sat Apr 15 2023,19:05,CST/-0600,Club León,0-2,0-0,Deportivo Guadalajara,,,2023-04-16T01:05Z
Clausura,15,Sat Apr 15 2023,21:10,CST/-0600,Cruz Azul,1-3,1-1,CF América,,,2023-04-16T03:10Z
Clausura,15,Sat Apr 15 2023,17:00,CST/-0600,Atlas Guadalajara,4-1,3-0,CF Pachuca,,,2023-04-15T23:00Z
Clausura,15,Sun Apr 16 2023,12:00,CST/-0600,Pumas UNAM,3-1,3-1,Deportivo Toluca,,,2023-04-16T18:00Z
Clausura,15,Sun Apr 16 2023,17:00,CST/-0600,Gallos Blancos,0-0,0-0,UANL Tigres,,,2023-04-16T23:00Z
Clausura,15,Sun Apr 16 2023,19:10,CST/-0600,CF Monterrey,1-2,1-1,Santos Laguna,,,2023-04-17T01:10Z
Clausura,16,Thu Apr 20 2023,20:05,CST/-0600,UANL Tigres,1-0,0-0,Puebla FC,,,2023-04-21T02:05Z
Clausura,16,Fri Apr 21 2023,19:05,CST/-0600,Club Necaxa,1-3,0-3,Atlas Guadalajara,,,2023-04-22T01:05Z
Clausura,16,Fri Apr 21 2023,21:15,CST/-0600,Club Tijuana,0-0,0-0,Club León,,,2023-04-22T03:15Z
Clausura,16,Fri Apr 21 2023,19:00,CST/-0600,Mazatlán FC,0-2,0-1,CF Monterrey,,,2023-04-22T01:00Z
Clausura,16,Sat Apr 22 2023,17:00,CST/-0600,CF Pachuca,2-1,0-1,Atlético San Luis,,,2023-04-22T23:00Z
Clausura,16,Sat Apr 22 2023,19:05,CST/-0600,Deportivo Guadalajara,2-1,0-1,Cruz Azul,,,2023-04-23T01:05Z
Clausura,16,Sat Apr 22 2023,21:10,CST/-0600,CF América,1-1,0-0,Pumas UNAM,,,2023-04-23T03:10Z
Clausura,16,Sun Apr 23 2023,19:05,CST/-0600,Santos Laguna,0-2,0-0,Gallos Blancos,,,2023-04-24T01:05Z
Clausura,16,Sun Apr 23 2023,12:00,CST/-0600,Deportivo Toluca,1-1,1-0,FC Juárez,,,2023-04-23T18:00Z
Clausura,17,Fri Apr 28 2023,21:05,CST/-0600,FC Juárez,0-1,0-1,CF América,,,2023-04-29T03:05Z
Clausura,17,Sat Apr 29 2023,19:00,CST/-0600,Atlético San Luis,0-0,0-0,Atlas Guadalajara,,,2023-04-30T01:00Z
Clausura,17,Sat Apr 29 2023,19:05,CST/-0600,CF Monterrey,4-1,4-1,Pumas UNAM,,,2023-04-30T01:05Z
Clausura,17,Sat Apr 29 2023,19:05,CST/-0600,Deportivo Guadalajara,4-1,2-1,Mazatlán FC,,,2023-04-30T01:05Z
Clausura,17,Sat Apr 29 2023,21:05,CST/-0600,Cruz Azul,3-2,2-0,Santos Laguna,,,2023-04-30T03:05Z
Clausura,17,Sat Apr 29 2023,17:00,CST/-0600,Puebla FC,5-2,2-1,Club Tijuana,,,2023-04-29T23:00Z
Clausura,17,Sun Apr 30 2023,12:00,CST/-0600,Deportivo Toluca,3-0,1-0,Club Necaxa,,,2023-04-30T18:00Z
Clausura,17,Sun Apr 30 2023,17:00,CST/-0600,Gallos Blancos,0-1,0-1,CF Pachuca,,,2023-04-30T23:00Z
Clausura,17,Sun Apr 30 2023,19:05,CST/-0600,Club León,3-0,2-0,UANL Tigres,,,2023-05-01T01:05Z
Clausura - Liguilla,Recalificación,Sat May 6 2023,19:10,CST/-0600,CF Pachuca,4-4,3-2,Santos Laguna,,4-4,2023-05-07T01:10Z
Clausura - Liguilla,Recalificación,Sat May 6 2023,17:00,CST/-0600,Cruz Azul,0-1,0-1,Atlas Guadalajara,,,2023-05-06T23:00Z
Clausura - Liguilla,Recalificación,Sun May 7 2023,21:10,CST/-0600,UANL Tigres,1-0,0-0,Puebla FC,,,2023-05-08T03:10Z
Clausura - Liguilla,Recalificación,Sun May 7 2023,19:06,CST/-0600,Club León,1-3,1-3,Atlético San Luis,,,2023-05-08T01:06Z
Clausura - Liguilla,Quarterfinals,Wed May 10 2023,21:10,CST/-0600,Atlético San Luis,1-3,1-3,CF América,,,2023-05-11T03:10Z
Clausura - Liguilla,Quarterfinals,Wed May 10 2023,19:00,CST/-0600,Santos Laguna,0-0,0-0,CF Monterrey,,,2023-05-11T01:00Z
Clausura - Liguilla,Quarterfinals,Thu May 11 2023,21:10,CST/-0600,UANL Tigres,4-1,3-1,Deportivo Toluca,,,2023-05-12T03:10Z
Clausura - Liguilla,Quarterfinals,Thu May 11 2023,19:00,CST/-0600,Atlas Guadalajara,1-0,1-0,Deportivo Guadalajara,,,2023-05-12T01:00Z
Clausura - Liguilla,Quarterfinals,Sat May 13 2023,19:06,CST/-0600,CF Monterrey,2-0,1-0,Santos Laguna,,,2023-05-14T01:06Z
Clausura - Liguilla,Quarterfinals,Sat May 13 2023,21:16,CST/-0600,CF América,1-2,0-2,Atlético San Luis,,,2023-05-14T03:16Z
Clausura - Liguilla,Quarterfinals,Sun May 14 2023,19:05,CST/-0600,Deportivo Guadalajara,1-0,0-0,Atlas Guadalajara,,,2023-05-15T01:05Z
Clausura - Liguilla,Quarterfinals,Sun May 14 2023,12:00,CST/-0600,Deportivo Toluca,3-1,2-0,UANL Tigres,,,2023-05-14T18:00Z
Clausura - Liguilla,Semifinals,Wed May 17 2023,21:00,CST/-0600,UANL Tigres,1-1,0-1,CF Monterrey,,,2023-05-18T03:00Z
Clausura - Liguilla,Semifinals,Thu May 18 2023,20:10,CST/-0600,Deportivo Guadalajara,0-1,0-0,CF América,,,2023-05-19T02:10Z
Clausura - Liguilla,Semifinals,Sat May 20 2023,19:06,CST/-0600,CF Monterrey,0-1,0-0,UANL Tigres,,,2023-05-21T01:06Z
Clausura - Liguilla,Semifinals,Sun May 21 2023,20:00,CST/-0600,CF América,1-3,0-1,Deportivo Guadalajara,,,2023-05-22T02:00Z
Clausura - Liguilla,Final,Thu May 25 2023,20:00,CST/-0600,UANL Tigres,0-0,0-0,Deportivo Guadalajara,,,2023-05-26T02:00Z
Clausura - Liguilla,Final,Sun May 28 2023,19:35,CST/-0600,Deportivo Guadalajara,2-2,2-0,UANL Tigres,2-3,,2023-05-29T01:35Z
