Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
,22,Fri Jan 27 2023,20:30,CET/+0100,Cagliari Calcio,2-1,1-1,SPAL 2013 Ferrara,,2023-01-27T19:30Z
,22,Sat Jan 28 2023,14:00,CET/+0100,Brescia Calcio,0-1,0-0,Como 1907,,2023-01-28T13:00Z
,22,Sat Jan 28 2023,14:00,CET/+0100,Cosenza Calcio,1-0,1-0,Parma Calcio 1913,,2023-01-28T13:00Z
,22,Sat Jan 28 2023,14:00,CET/+0100,FC Südtirol,2-1,1-1,Reggina 1914,,2023-01-28T13:00Z
,22,Sat Jan 28 2023,14:00,CET/+0100,Venezia FC,1-1,1-1,AS Cittadella,,2023-01-28T13:00Z
,22,Sat Jan 28 2023,14:00,CET/+0100,SSC Bari,0-2,0-0,AC Perugia Calcio,,2023-01-28T13:00Z
,22,Sat Jan 28 2023,14:00,CET/+0100,Ternana Calcio,2-1,2-0,Modena FC,,2023-01-28T13:00Z
,22,Sat Jan 28 2023,16:15,CET/+0100,Genoa CFC,0-0,0-0,Pisa SC,,2023-01-28T15:15Z
,22,Sun Jan 29 2023,14:00,CET/+0100,Ascoli Calcio,1-2,0-1,Palermo FC,,2023-01-29T13:00Z
,22,Sun Jan 29 2023,16:15,CET/+0100,Frosinone Calcio,1-0,0-0,Benevento Calcio,,2023-01-29T15:15Z
,23,Fri Feb 3 2023,20:30,CET/+0100,Modena FC,2-0,1-0,Cagliari Calcio,,2023-02-03T19:30Z
,23,Sat Feb 4 2023,14:00,CET/+0100,AC Perugia Calcio,4-0,1-0,Brescia Calcio,,2023-02-04T13:00Z
,23,Sat Feb 4 2023,14:00,CET/+0100,Pisa SC,0-1,0-1,FC Südtirol,,2023-02-04T13:00Z
,23,Sat Feb 4 2023,14:00,CET/+0100,AS Cittadella,3-0,1-0,Ascoli Calcio,,2023-02-04T13:00Z
,23,Sat Feb 4 2023,14:00,CET/+0100,Benevento Calcio,1-2,1-1,Venezia FC,,2023-02-04T13:00Z
,23,Sat Feb 4 2023,14:00,CET/+0100,Cosenza Calcio,0-0,0-0,Ternana Calcio,,2023-02-04T13:00Z
,23,Sat Feb 4 2023,14:00,CET/+0100,SPAL 2013 Ferrara,3-4,0-2,SSC Bari,,2023-02-04T13:00Z
,23,Sat Feb 4 2023,16:15,CET/+0100,Como 1907,0-2,0-2,Frosinone Calcio,,2023-02-04T15:15Z
,23,Sun Feb 5 2023,16:15,CET/+0100,Parma Calcio 1913,2-0,1-0,Genoa CFC,,2023-02-05T15:15Z
,23,Sun Feb 5 2023,16:15,CET/+0100,Palermo FC,2-1,0-0,Reggina 1914,,2023-02-05T15:15Z
,24,Fri Feb 10 2023,20:30,CET/+0100,Genoa CFC,2-0,1-0,Palermo FC,,2023-02-10T19:30Z
,24,Sat Feb 11 2023,14:00,CET/+0100,Brescia Calcio,0-1,0-0,Modena FC,,2023-02-11T13:00Z
,24,Sat Feb 11 2023,14:00,CET/+0100,Cagliari Calcio,1-0,0-0,Benevento Calcio,,2023-02-11T13:00Z
,24,Sat Feb 11 2023,14:00,CET/+0100,FC Südtirol,1-1,0-0,Como 1907,,2023-02-11T13:00Z
,24,Sat Feb 11 2023,14:00,CET/+0100,Venezia FC,2-1,2-0,SPAL 2013 Ferrara,,2023-02-11T13:00Z
,24,Sat Feb 11 2023,14:00,CET/+0100,Frosinone Calcio,3-0,1-0,AS Cittadella,,2023-02-11T13:00Z
,24,Sat Feb 11 2023,14:00,CET/+0100,Reggina 1914,0-2,0-0,Pisa SC,,2023-02-11T13:00Z
,24,Sat Feb 11 2023,16:15,CET/+0100,Ascoli Calcio,1-0,0-0,AC Perugia Calcio,,2023-02-11T15:15Z
,24,Sat Feb 11 2023,16:15,CET/+0100,Ternana Calcio,1-1,1-1,Parma Calcio 1913,,2023-02-11T15:15Z
,24,Sun Feb 12 2023,16:15,CET/+0100,SSC Bari,2-1,1-1,Cosenza Calcio,,2023-02-12T15:15Z
,25,Fri Feb 17 2023,20:30,CET/+0100,Pisa SC,1-1,0-1,Venezia FC,,2023-02-17T19:30Z
,25,Sat Feb 18 2023,14:00,CET/+0100,AS Cittadella,3-2,0-2,Reggina 1914,,2023-02-18T13:00Z
,25,Sat Feb 18 2023,14:00,CET/+0100,Benevento Calcio,1-0,0-0,Brescia Calcio,,2023-02-18T13:00Z
,25,Sat Feb 18 2023,14:00,CET/+0100,Cosenza Calcio,0-0,0-0,FC Südtirol,,2023-02-18T13:00Z
,25,Sat Feb 18 2023,14:00,CET/+0100,Palermo FC,1-1,1-0,Frosinone Calcio,,2023-02-18T13:00Z
,25,Sat Feb 18 2023,14:00,CET/+0100,Parma Calcio 1913,0-1,0-0,Ascoli Calcio,,2023-02-18T13:00Z
,25,Sat Feb 18 2023,14:00,CET/+0100,SPAL 2013 Ferrara,1-1,1-1,Como 1907,,2023-02-18T13:00Z
,25,Sat Feb 18 2023,16:15,CET/+0100,AC Perugia Calcio,3-0,0-0,Ternana Calcio,,2023-02-18T15:15Z
,25,Sat Feb 18 2023,16:15,CET/+0100,SSC Bari,1-1,0-1,Cagliari Calcio,,2023-02-18T15:15Z
,25,Sun Feb 19 2023,16:15,CET/+0100,Modena FC,2-2,1-1,Genoa CFC,,2023-02-19T15:15Z
,26,Fri Feb 24 2023,20:30,CET/+0100,Frosinone Calcio,3-4,1-3,Parma Calcio 1913,,2023-02-24T19:30Z
,26,Fri Feb 24 2023,20:30,CET/+0100,Pisa SC,2-1,0-1,AC Perugia Calcio,,2023-02-24T19:30Z
,26,Sat Feb 25 2023,14:00,CET/+0100,Brescia Calcio,0-2,0-1,SSC Bari,,2023-02-25T13:00Z
,26,Sat Feb 25 2023,14:00,CET/+0100,Como 1907,5-1,2-1,Cosenza Calcio,,2023-02-25T13:00Z
,26,Sat Feb 25 2023,14:00,CET/+0100,FC Südtirol,1-1,1-0,Palermo FC,,2023-02-25T13:00Z
,26,Sat Feb 25 2023,14:00,CET/+0100,Venezia FC,0-0,0-0,Cagliari Calcio,,2023-02-25T13:00Z
,26,Sat Feb 25 2023,14:00,CET/+0100,Reggina 1914,2-1,1-1,Modena FC,,2023-02-25T13:00Z
,26,Sat Feb 25 2023,14:00,CET/+0100,Ternana Calcio,1-2,1-0,AS Cittadella,,2023-02-25T13:00Z
,26,Sat Feb 25 2023,16:15,CET/+0100,Genoa CFC,3-0,0-0,SPAL 2013 Ferrara,,2023-02-25T15:15Z
,26,Sun Feb 26 2023,16:15,CET/+0100,Ascoli Calcio,0-0,0-0,Benevento Calcio,,2023-02-26T15:15Z
,27,Tue Feb 28 2023,20:30,CET/+0100,Palermo FC,0-0,0-0,Ternana Calcio,,2023-02-28T19:30Z
,27,Tue Feb 28 2023,20:30,CET/+0100,Parma Calcio 1913,0-1,0-0,Pisa SC,,2023-02-28T19:30Z
,27,Tue Feb 28 2023,20:30,CET/+0100,Cosenza Calcio,2-1,0-1,Reggina 1914,,2023-02-28T19:30Z
,27,Wed Mar 1 2023,20:30,CET/+0100,AC Perugia Calcio,0-0,0-0,Como 1907,,2023-03-01T19:30Z
,27,Wed Mar 1 2023,20:30,CET/+0100,AS Cittadella,0-0,0-0,Brescia Calcio,,2023-03-01T19:30Z
,27,Wed Mar 1 2023,20:30,CET/+0100,Benevento Calcio,0-2,0-1,FC Südtirol,,2023-03-01T19:30Z
,27,Wed Mar 1 2023,20:30,CET/+0100,Cagliari Calcio,0-0,0-0,Genoa CFC,,2023-03-01T19:30Z
,27,Wed Mar 1 2023,20:30,CET/+0100,Modena FC,0-1,0-0,Ascoli Calcio,,2023-03-01T19:30Z
,27,Wed Mar 1 2023,20:30,CET/+0100,SPAL 2013 Ferrara,0-2,0-1,Frosinone Calcio,,2023-03-01T19:30Z
,27,Wed Mar 1 2023,20:30,CET/+0100,SSC Bari,1-0,0-0,Venezia FC,,2023-03-01T19:30Z
,28,Sat Mar 4 2023,14:00,CET/+0100,Pisa SC,1-1,0-1,Palermo FC,,2023-03-04T13:00Z
,28,Sat Mar 4 2023,16:15,CET/+0100,Reggina 1914,0-1,0-0,Parma Calcio 1913,,2023-03-04T15:15Z
,28,Sun Mar 5 2023,15:00,CET/+0100,Ascoli Calcio,0-1,0-1,SSC Bari,,2023-03-05T14:00Z
,28,Sun Mar 5 2023,15:00,CET/+0100,Brescia Calcio,1-1,0-0,Cagliari Calcio,,2023-03-05T14:00Z
,28,Sun Mar 5 2023,15:00,CET/+0100,Como 1907,1-0,0-0,Modena FC,,2023-03-05T14:00Z
,28,Sun Mar 5 2023,15:00,CET/+0100,FC Südtirol,2-1,1-1,AC Perugia Calcio,,2023-03-05T14:00Z
,28,Sun Mar 5 2023,15:00,CET/+0100,Frosinone Calcio,3-0,1-0,Venezia FC,,2023-03-05T14:00Z
,28,Sun Mar 5 2023,15:00,CET/+0100,SPAL 2013 Ferrara,2-1,1-0,AS Cittadella,,2023-03-05T14:00Z
,28,Sun Mar 5 2023,15:00,CET/+0100,Ternana Calcio,2-2,2-2,Benevento Calcio,,2023-03-05T14:00Z
,28,Mon Mar 6 2023,20:30,CET/+0100,Genoa CFC,4-0,1-0,Cosenza Calcio,,2023-03-06T19:30Z
,29,Fri Mar 10 2023,20:30,CET/+0100,Cagliari Calcio,4-1,0-1,Ascoli Calcio,,2023-03-10T19:30Z
,29,Sat Mar 11 2023,14:00,CET/+0100,AS Cittadella,3-3,2-2,Palermo FC,,2023-03-11T13:00Z
,29,Sat Mar 11 2023,14:00,CET/+0100,Benevento Calcio,0-0,0-0,Como 1907,,2023-03-11T13:00Z
,29,Sat Mar 11 2023,14:00,CET/+0100,Modena FC,1-0,1-0,Pisa SC,,2023-03-11T13:00Z
,29,Sat Mar 11 2023,14:00,CET/+0100,Venezia FC,1-1,0-0,Brescia Calcio,,2023-03-11T13:00Z
,29,Sat Mar 11 2023,14:00,CET/+0100,Parma Calcio 1913,0-0,0-0,FC Südtirol,,2023-03-11T13:00Z
,29,Sat Mar 11 2023,16:15,CET/+0100,SSC Bari,0-0,0-0,Frosinone Calcio,,2023-03-11T15:15Z
,29,Sun Mar 12 2023,16:15,CET/+0100,Cosenza Calcio,1-0,0-0,SPAL 2013 Ferrara,,2023-03-12T15:15Z
,29,Sun Mar 12 2023,16:15,CET/+0100,Genoa CFC,1-0,1-0,Ternana Calcio,,2023-03-12T15:15Z
,30,Fri Mar 17 2023,20:30,CET/+0100,Palermo FC,5-2,1-2,Modena FC,,2023-03-17T19:30Z
,30,Sat Mar 18 2023,16:15,CET/+0100,Reggina 1914,0-4,0-2,Cagliari Calcio,,2023-03-18T15:15Z
,30,Sat Mar 18 2023,14:00,CET/+0100,Pisa SC,2-0,1-0,Benevento Calcio,,2023-03-18T13:00Z
,30,Sat Mar 18 2023,14:00,CET/+0100,AS Cittadella,0-2,0-0,AC Perugia Calcio,,2023-03-18T13:00Z
,30,Sat Mar 18 2023,14:00,CET/+0100,Ascoli Calcio,0-1,0-0,Venezia FC,,2023-03-18T13:00Z
,30,Sat Mar 18 2023,14:00,CET/+0100,Brescia Calcio,0-3,0-1,Genoa CFC,,2023-03-18T13:00Z
,30,Sat Mar 18 2023,14:00,CET/+0100,Como 1907,2-0,1-0,Parma Calcio 1913,,2023-03-18T13:00Z
,30,Sat Mar 18 2023,14:00,CET/+0100,FC Südtirol,2-0,1-0,SPAL 2013 Ferrara,,2023-03-18T13:00Z
,30,Sat Mar 18 2023,14:00,CET/+0100,Frosinone Calcio,0-1,0-0,Cosenza Calcio,,2023-03-18T13:00Z
,30,Sun Mar 19 2023,16:15,CET/+0100,Ternana Calcio,1-0,1-0,SSC Bari,,2023-03-19T15:15Z
,31,Fri Mar 31 2023,20:30,CEST/+0200,Genoa CFC,1-0,1-0,Reggina 1914,,2023-03-31T18:30Z
,31,Sat Apr 1 2023,14:00,CEST/+0200,Cosenza Calcio,1-0,1-0,Pisa SC,,2023-04-01T12:00Z
,31,Sat Apr 1 2023,14:00,CEST/+0200,Ascoli Calcio,4-3,1-1,Brescia Calcio,,2023-04-01T12:00Z
,31,Sat Apr 1 2023,14:00,CEST/+0200,Cagliari Calcio,1-1,1-0,FC Südtirol,,2023-04-01T12:00Z
,31,Sat Apr 1 2023,16:15,CEST/+0200,SSC Bari,2-0,0-0,Benevento Calcio,,2023-04-01T14:15Z
,31,Sat Apr 1 2023,14:00,CEST/+0200,Venezia FC,3-2,1-1,Como 1907,,2023-04-01T12:00Z
,31,Sat Apr 1 2023,14:00,CEST/+0200,Parma Calcio 1913,2-1,1-1,Palermo FC,,2023-04-01T12:00Z
,31,Sat Apr 1 2023,14:00,CEST/+0200,SPAL 2013 Ferrara,1-1,1-0,Ternana Calcio,,2023-04-01T12:00Z
,31,Sat Apr 1 2023,16:15,CEST/+0200,AC Perugia Calcio,1-1,0-0,Frosinone Calcio,,2023-04-01T14:15Z
,31,Sun Apr 2 2023,16:15,CEST/+0200,Modena FC,0-0,0-0,AS Cittadella,,2023-04-02T14:15Z
,29,Wed Apr 5 2023,20:15,CEST/+0200,AC Perugia Calcio,1-3,1-1,Reggina 1914,,2023-04-05T18:15Z
,32,Mon Apr 10 2023,12:30,CEST/+0200,Benevento Calcio,1-3,1-1,SPAL 2013 Ferrara,,2023-04-10T10:30Z
,32,Mon Apr 10 2023,15:00,CEST/+0200,AC Perugia Calcio,0-1,0-0,Modena FC,,2023-04-10T13:00Z
,32,Mon Apr 10 2023,15:00,CEST/+0200,AS Cittadella,0-1,0-1,Parma Calcio 1913,,2023-04-10T13:00Z
,32,Mon Apr 10 2023,15:00,CEST/+0200,Brescia Calcio,1-0,1-0,Ternana Calcio,,2023-04-10T13:00Z
,32,Mon Apr 10 2023,15:00,CEST/+0200,Como 1907,2-2,0-1,Genoa CFC,,2023-04-10T13:00Z
,32,Mon Apr 10 2023,15:00,CEST/+0200,FC Südtirol,0-1,0-0,SSC Bari,,2023-04-10T13:00Z
,32,Mon Apr 10 2023,15:00,CEST/+0200,Frosinone Calcio,2-0,1-0,Ascoli Calcio,,2023-04-10T13:00Z
,32,Mon Apr 10 2023,15:00,CEST/+0200,Reggina 1914,1-0,1-0,Venezia FC,,2023-04-10T13:00Z
,32,Mon Apr 10 2023,18:00,CEST/+0200,Pisa SC,0-0,0-0,Cagliari Calcio,,2023-04-10T16:00Z
,32,Mon Apr 10 2023,20:30,CEST/+0200,Palermo FC,0-0,0-0,Cosenza Calcio,,2023-04-10T18:30Z
,33,Fri Apr 14 2023,20:30,CEST/+0200,Modena FC,1-1,1-1,Parma Calcio 1913,,2023-04-14T18:30Z
,33,Sat Apr 15 2023,14:00,CEST/+0200,Ascoli Calcio,1-0,0-0,FC Südtirol,,2023-04-15T12:00Z
,33,Sat Apr 15 2023,14:00,CEST/+0200,Benevento Calcio,1-1,0-1,Reggina 1914,,2023-04-15T12:00Z
,33,Sat Apr 15 2023,14:00,CEST/+0200,Genoa CFC,2-0,1-0,AC Perugia Calcio,,2023-04-15T12:00Z
,33,Sat Apr 15 2023,14:00,CEST/+0200,Cosenza Calcio,1-1,1-1,AS Cittadella,,2023-04-15T12:00Z
,33,Sat Apr 15 2023,14:00,CEST/+0200,Venezia FC,3-2,1-1,Palermo FC,,2023-04-15T12:00Z
,33,Sat Apr 15 2023,14:00,CEST/+0200,SPAL 2013 Ferrara,2-2,1-1,Brescia Calcio,,2023-04-15T12:00Z
,33,Sat Apr 15 2023,14:00,CEST/+0200,SSC Bari,2-2,0-2,Como 1907,,2023-04-15T12:00Z
,33,Sat Apr 15 2023,16:15,CEST/+0200,Cagliari Calcio,0-0,0-0,Frosinone Calcio,,2023-04-15T14:15Z
,33,Sun Apr 16 2023,16:15,CEST/+0200,Ternana Calcio,2-1,0-1,Pisa SC,,2023-04-16T14:15Z
,34,Fri Apr 21 2023,20:30,CEST/+0200,Reggina 1914,1-2,0-1,Brescia Calcio,,2023-04-21T18:30Z
,34,Sat Apr 22 2023,14:00,CEST/+0200,AC Perugia Calcio,0-0,0-0,Cosenza Calcio,,2023-04-22T12:00Z
,34,Sat Apr 22 2023,14:00,CEST/+0200,AS Cittadella,0-1,0-0,Genoa CFC,,2023-04-22T12:00Z
,34,Sat Apr 22 2023,14:00,CEST/+0200,Como 1907,1-1,0-0,Ascoli Calcio,,2023-04-22T12:00Z
,34,Sat Apr 22 2023,14:00,CEST/+0200,Modena FC,0-0,0-0,SPAL 2013 Ferrara,,2023-04-22T12:00Z
,34,Sat Apr 22 2023,14:00,CEST/+0200,Frosinone Calcio,0-0,0-0,FC Südtirol,,2023-04-22T12:00Z
,34,Sat Apr 22 2023,14:00,CEST/+0200,Parma Calcio 1913,2-1,0-1,Cagliari Calcio,,2023-04-22T12:00Z
,34,Sat Apr 22 2023,16:15,CEST/+0200,Palermo FC,1-1,1-1,Benevento Calcio,,2023-04-22T14:15Z
,34,Sun Apr 23 2023,16:15,CEST/+0200,Ternana Calcio,1-4,0-3,Venezia FC,,2023-04-23T14:15Z
,34,Sun Apr 23 2023,16:15,CEST/+0200,Pisa SC,1-2,1-1,SSC Bari,,2023-04-23T14:15Z
,35,Sun Apr 30 2023,16:15,CEST/+0200,SPAL 2013 Ferrara,1-1,0-1,AC Perugia Calcio,,2023-04-30T14:15Z
,35,Sun Apr 30 2023,16:15,CEST/+0200,Cagliari Calcio,2-1,1-1,Ternana Calcio,,2023-04-30T14:15Z
,35,Mon May 1 2023,12:30,CEST/+0200,Como 1907,1-1,1-1,Palermo FC,,2023-05-01T10:30Z
,35,Mon May 1 2023,15:00,CEST/+0200,Ascoli Calcio,2-1,0-0,Pisa SC,,2023-05-01T13:00Z
,35,Mon May 1 2023,15:00,CEST/+0200,Benevento Calcio,2-2,0-2,Parma Calcio 1913,,2023-05-01T13:00Z
,35,Mon May 1 2023,15:00,CEST/+0200,Brescia Calcio,2-1,0-0,Cosenza Calcio,,2023-05-01T13:00Z
,35,Mon May 1 2023,15:00,CEST/+0200,FC Südtirol,0-0,0-0,Genoa CFC,,2023-05-01T13:00Z
,35,Mon May 1 2023,15:00,CEST/+0200,SSC Bari,1-1,0-0,AS Cittadella,,2023-05-01T13:00Z
,35,Mon May 1 2023,18:00,CEST/+0200,Venezia FC,5-0,1-0,Modena FC,,2023-05-01T16:00Z
,35,Mon May 1 2023,20:30,CEST/+0200,Frosinone Calcio,3-1,2-0,Reggina 1914,,2023-05-01T18:30Z
,36,Fri May 5 2023,20:30,CEST/+0200,AC Perugia Calcio,0-5,0-3,Cagliari Calcio,,2023-05-05T18:30Z
,36,Sat May 6 2023,14:00,CEST/+0200,Pisa SC,1-3,1-1,Frosinone Calcio,,2023-05-06T12:00Z
,36,Sat May 6 2023,14:00,CEST/+0200,AS Cittadella,3-1,1-1,Benevento Calcio,,2023-05-06T12:00Z
,36,Sat May 6 2023,14:00,CEST/+0200,Genoa CFC,2-1,1-0,Ascoli Calcio,,2023-05-06T12:00Z
,36,Sat May 6 2023,14:00,CEST/+0200,Cosenza Calcio,1-1,0-1,Venezia FC,,2023-05-06T12:00Z
,36,Sat May 6 2023,14:00,CEST/+0200,Modena FC,1-1,0-1,SSC Bari,,2023-05-06T12:00Z
,36,Sat May 6 2023,14:00,CEST/+0200,Reggina 1914,2-1,1-0,Como 1907,,2023-05-06T12:00Z
,36,Sat May 6 2023,14:00,CEST/+0200,Ternana Calcio,0-1,0-1,FC Südtirol,,2023-05-06T12:00Z
,36,Sat May 6 2023,16:15,CEST/+0200,Palermo FC,2-1,2-0,SPAL 2013 Ferrara,,2023-05-06T14:15Z
,36,Sun May 7 2023,16:15,CEST/+0200,Parma Calcio 1913,2-0,2-0,Brescia Calcio,,2023-05-07T14:15Z
,37,Sat May 13 2023,14:00,CEST/+0200,Ascoli Calcio,1-1,1-1,Cosenza Calcio,,2023-05-13T12:00Z
,37,Sat May 13 2023,14:00,CEST/+0200,Benevento Calcio,2-1,2-1,Modena FC,,2023-05-13T12:00Z
,37,Sat May 13 2023,14:00,CEST/+0200,Brescia Calcio,1-1,0-0,Pisa SC,,2023-05-13T12:00Z
,37,Sat May 13 2023,14:00,CEST/+0200,Cagliari Calcio,2-1,1-1,Palermo FC,,2023-05-13T12:00Z
,37,Sat May 13 2023,14:00,CEST/+0200,Como 1907,3-1,0-1,Ternana Calcio,,2023-05-13T12:00Z
,37,Sat May 13 2023,14:00,CEST/+0200,FC Südtirol,1-1,0-0,AS Cittadella,,2023-05-13T12:00Z
,37,Sat May 13 2023,14:00,CEST/+0200,Venezia FC,3-2,2-0,AC Perugia Calcio,,2023-05-13T12:00Z
,37,Sat May 13 2023,14:00,CEST/+0200,SPAL 2013 Ferrara,0-1,0-0,Parma Calcio 1913,,2023-05-13T12:00Z
,37,Sat May 13 2023,14:00,CEST/+0200,SSC Bari,1-0,1-0,Reggina 1914,,2023-05-13T12:00Z
,37,Sat May 13 2023,16:15,CEST/+0200,Frosinone Calcio,3-2,2-1,Genoa CFC,,2023-05-13T14:15Z
,38,Fri May 19 2023,20:30,CEST/+0200,AC Perugia Calcio,3-2,0-1,Benevento Calcio,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,Pisa SC,1-2,0-1,SPAL 2013 Ferrara,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,AS Cittadella,0-0,0-0,Como 1907,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,Genoa CFC,4-3,2-1,SSC Bari,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,Cosenza Calcio,0-1,0-1,Cagliari Calcio,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,Modena FC,2-1,2-0,FC Südtirol,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,Palermo FC,2-2,2-0,Brescia Calcio,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,Parma Calcio 1913,2-1,1-1,Venezia FC,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,Reggina 1914,1-0,0-0,Ascoli Calcio,,2023-05-19T18:30Z
,38,Fri May 19 2023,20:30,CEST/+0200,Ternana Calcio,2-3,2-1,Frosinone Calcio,,2023-05-19T18:30Z
Playout,Final,Thu May 25 2023,20:30,CEST/+0200,Cosenza Calcio,1-0,0-0,Brescia Calcio,,2023-05-25T18:30Z
Playoff,Round 1,Fri May 26 2023,20:30,CEST/+0200,FC Südtirol,1-0,0-0,Reggina 1914,,2023-05-26T18:30Z
Playoff,Round 1,Sat May 27 2023,20:30,CEST/+0200,Cagliari Calcio,2-1,2-0,Venezia FC,,2023-05-27T18:30Z
Playoff,Semifinals,Mon May 29 2023,20:30,CEST/+0200,FC Südtirol,1-0,0-0,SSC Bari,,2023-05-29T18:30Z
Playoff,Semifinals,Tue May 30 2023,20:30,CEST/+0200,Cagliari Calcio,3-2,0-2,Parma Calcio 1913,,2023-05-30T18:30Z
Playout,Final,Thu Jun 1 2023,20:30,CEST/+0200,Brescia Calcio,0-3 (*),,Cosenza Calcio,awd.,2023-06-01T18:30Z
Playoff,Semifinals,Fri Jun 2 2023,20:30,CEST/+0200,SSC Bari,1-0,1-0,FC Südtirol,,2023-06-02T18:30Z
Playoff,Semifinals,Sat Jun 3 2023,20:30,CEST/+0200,Parma Calcio 1913,0-0,0-0,Cagliari Calcio,,2023-06-03T18:30Z
Playoff,Final,Thu Jun 8 2023,20:30,CEST/+0200,Cagliari Calcio,1-1,1-0,SSC Bari,,2023-06-08T18:30Z
Playoff,Final,Sun Jun 11 2023,20:30,CEST/+0200,SSC Bari,0-1,0-0,Cagliari Calcio,,2023-06-11T18:30Z
