Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Aug 12 2022,21:00,CEST/+0200,CA Osasuna,2-1,1-1,Sevilla FC,2022-08-12T19:00Z
1,Sat Aug 13 2022,19:00,CEST/+0200,Real Valladolid,0-3,0-0,Villarreal CF,2022-08-13T17:00Z
1,Sat Aug 13 2022,21:00,CEST/+0200,FC Barcelona,0-0,0-0,Rayo Vallecano,2022-08-13T19:00Z
1,Sat Aug 13 2022,17:00,CEST/+0200,RC Celta,2-2,1-0,Espanyol Barcelona,2022-08-13T15:00Z
1,Sun Aug 14 2022,17:30,CEST/+0200,Cádiz CF,0-1,0-1,Real Sociedad,2022-08-14T15:30Z
1,Sun Aug 14 2022,19:30,CEST/+0200,Valencia CF,1-0,1-0,Girona FC,2022-08-14T17:30Z
1,Sun Aug 14 2022,22:00,CEST/+0200,UD Almería,1-2,1-0,Real Madrid,2022-08-14T20:00Z
1,Mon Aug 15 2022,19:30,CEST/+0200,Getafe CF,0-3,0-1,Atlético Madrid,2022-08-15T17:30Z
1,Mon Aug 15 2022,21:30,CEST/+0200,Real Betis,3-0,2-0,Elche CF,2022-08-15T19:30Z
1,Mon Aug 15 2022,17:30,CEST/+0200,Athletic Bilbao,0-0,0-0,RCD Mallorca,2022-08-15T15:30Z
2,Fri Aug 19 2022,20:00,CEST/+0200,Espanyol Barcelona,0-2,0-1,Rayo Vallecano,2022-08-19T18:00Z
2,Fri Aug 19 2022,22:00,CEST/+0200,Sevilla FC,1-1,0-0,Real Valladolid,2022-08-19T20:00Z
2,Sat Aug 20 2022,19:30,CEST/+0200,RCD Mallorca,1-2,0-1,Real Betis,2022-08-20T17:30Z
2,Sat Aug 20 2022,22:00,CEST/+0200,RC Celta,1-4,1-2,Real Madrid,2022-08-20T20:00Z
2,Sat Aug 20 2022,17:30,CEST/+0200,CA Osasuna,2-0,1-0,Cádiz CF,2022-08-20T15:30Z
2,Sun Aug 21 2022,17:30,CEST/+0200,Athletic Bilbao,1-0,1-0,Valencia CF,2022-08-21T15:30Z
2,Sun Aug 21 2022,19:30,CEST/+0200,Atlético Madrid,0-2,0-0,Villarreal CF,2022-08-21T17:30Z
2,Sun Aug 21 2022,22:00,CEST/+0200,Real Sociedad,1-4,1-1,FC Barcelona,2022-08-21T20:00Z
2,Mon Aug 22 2022,22:00,CEST/+0200,Girona FC,3-1,1-0,Getafe CF,2022-08-22T20:00Z
2,Mon Aug 22 2022,20:00,CEST/+0200,Elche CF,1-1,1-1,UD Almería,2022-08-22T18:00Z
3,Fri Aug 26 2022,22:00,CEST/+0200,Real Betis,1-0,1-0,CA Osasuna,2022-08-26T20:00Z
3,Fri Aug 26 2022,20:00,CEST/+0200,Girona FC,0-1,0-0,RC Celta,2022-08-26T18:00Z
3,Sat Aug 27 2022,17:30,CEST/+0200,Elche CF,0-1,0-1,Real Sociedad,2022-08-27T15:30Z
3,Sat Aug 27 2022,19:30,CEST/+0200,Rayo Vallecano,0-2,0-1,RCD Mallorca,2022-08-27T17:30Z
