Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
2,Sun Aug 7 2022,15:00,CEST/+0200,SC Verl,2-2,1-0,Waldhof Mannheim,,2022-08-07T13:00Z
2,Sun Aug 7 2022,13:00,CEST/+0200,Borussia Dortmund II,0-4,0-2,FC Ingolstadt 04,,2022-08-07T11:00Z
3,Tue Aug 9 2022,18:30,CEST/+0200,VfB Oldenburg,2-3,0-1,SV 07 Elversberg,,2022-08-09T16:30Z
3,Tue Aug 9 2022,19:00,CEST/+0200,TSV 1860 München,4-0,1-0,SV Meppen,,2022-08-09T17:00Z
3,Tue Aug 9 2022,19:00,CEST/+0200,Rot-Weiss Essen,1-4,0-2,Viktoria Köln,,2022-08-09T17:00Z
3,Tue Aug 9 2022,19:00,CEST/+0200,FSV Zwickau,0-1,0-1,MSV Duisburg,,2022-08-09T17:00Z
3,Tue Aug 9 2022,19:00,CEST/+0200,SC Freiburg II,2-0,0-0,Hallescher FC,,2022-08-09T17:00Z
3,Wed Aug 10 2022,19:00,CEST/+0200,VfL Osnabrück,0-1,0-1,FC Ingolstadt 04,,2022-08-10T17:00Z
3,Wed Aug 10 2022,19:00,CEST/+0200,Waldhof Mannheim,1-0,0-0,Erzgebirge Aue,,2022-08-10T17:00Z
3,Wed Aug 10 2022,19:00,CEST/+0200,Dynamo Dresden,2-0,1-0,SC Verl,,2022-08-10T17:00Z
3,Wed Aug 10 2022,19:00,CEST/+0200,1. FC Saarbrücken,1-0,0-0,Borussia Dortmund II,,2022-08-10T17:00Z
3,Wed Aug 10 2022,19:00,CEST/+0200,SV Wehen Wiesbaden,4-1,2-0,SpVgg Bayreuth,,2022-08-10T17:00Z
4,Fri Aug 12 2022,19:00,CEST/+0200,Hallescher FC,2-0,0-0,VfB Oldenburg,,2022-08-12T17:00Z
4,Sat Aug 13 2022,14:00,CEST/+0200,FC Ingolstadt 04,0-0,0-0,1. FC Saarbrücken,,2022-08-13T12:00Z
4,Sat Aug 13 2022,14:00,CEST/+0200,SV 07 Elversberg,5-0,2-0,FSV Zwickau,,2022-08-13T12:00Z
4,Sat Aug 13 2022,14:00,CEST/+0200,Borussia Dortmund II,1-0,1-0,Rot-Weiss Essen,,2022-08-13T12:00Z
4,Sat Aug 13 2022,14:00,CEST/+0200,Viktoria Köln,2-1,2-1,Dynamo Dresden,,2022-08-13T12:00Z
4,Sat Aug 13 2022,14:00,CEST/+0200,SC Verl,0-1,0-0,TSV 1860 München,,2022-08-13T12:00Z
4,Sat Aug 13 2022,14:00,CEST/+0200,SpVgg Bayreuth,1-0,0-0,VfL Osnabrück,,2022-08-13T12:00Z
4,Sun Aug 14 2022,14:00,CEST/+0200,Erzgebirge Aue,1-5,0-2,SV Wehen Wiesbaden,,2022-08-14T12:00Z
4,Sun Aug 14 2022,13:00,CEST/+0200,SV Meppen,6-2,3-1,Waldhof Mannheim,,2022-08-14T11:00Z
4,Mon Aug 15 2022,19:00,CEST/+0200,MSV Duisburg,3-1,1-0,SC Freiburg II,,2022-08-15T17:00Z
5,Fri Aug 19 2022,19:00,CEST/+0200,TSV 1860 München,3-1,1-0,Hallescher FC,,2022-08-19T17:00Z
5,Sat Aug 20 2022,14:00,CEST/+0200,SV Wehen Wiesbaden,1-1,0-0,VfL Osnabrück,,2022-08-20T12:00Z
5,Sat Aug 20 2022,14:00,CEST/+0200,Waldhof Mannheim,2-1,0-1,Borussia Dortmund II,,2022-08-20T12:00Z
5,Sat Aug 20 2022,14:00,CEST/+0200,Rot-Weiss Essen,2-2,2-0,FC Ingolstadt 04,,2022-08-20T12:00Z
5,Sat Aug 20 2022,14:00,CEST/+0200,Dynamo Dresden,2-3,1-2,SV 07 Elversberg,,2022-08-20T12:00Z
5,Sat Aug 20 2022,14:00,CEST/+0200,1. FC Saarbrücken,0-0,0-0,Erzgebirge Aue,,2022-08-20T12:00Z
5,Sat Aug 20 2022,14:00,CEST/+0200,SC Freiburg II,1-0,1-0,Viktoria Köln,,2022-08-20T12:00Z
5,Sun Aug 21 2022,14:00,CEST/+0200,SV Meppen,0-3,0-1,MSV Duisburg,,2022-08-21T12:00Z
5,Sun Aug 21 2022,13:00,CEST/+0200,VfB Oldenburg,1-0,1-0,SC Verl,,2022-08-21T11:00Z
5,Mon Aug 22 2022,19:00,CEST/+0200,FSV Zwickau,2-0,2-0,SpVgg Bayreuth,,2022-08-22T17:00Z
6,Fri Aug 26 2022,19:00,CEST/+0200,Hallescher FC,1-1,1-0,SV Meppen,,2022-08-26T17:00Z
6,Sat Aug 27 2022,14:00,CEST/+0200,VfL Osnabrück,2-2,1-1,1. FC Saarbrücken,,2022-08-27T12:00Z
6,Sat Aug 27 2022,14:00,CEST/+0200,FC Ingolstadt 04,2-3,2-1,SV Wehen Wiesbaden,,2022-08-27T12:00Z
6,Sat Aug 27 2022,14:00,CEST/+0200,SV 07 Elversberg,1-0,1-0,Waldhof Mannheim,,2022-08-27T12:00Z
6,Sat Aug 27 2022,14:00,CEST/+0200,Viktoria Köln,1-1,1-0,TSV 1860 München,,2022-08-27T12:00Z
6,Sat Aug 27 2022,14:00,CEST/+0200,SC Verl,3-0,2-0,FSV Zwickau,,2022-08-27T12:00Z
6,Sat Aug 27 2022,14:00,CEST/+0200,SpVgg Bayreuth,1-1,1-0,Rot-Weiss Essen,,2022-08-27T12:00Z
6,Sun Aug 28 2022,13:00,CEST/+0200,Borussia Dortmund II,0-2,0-1,SC Freiburg II,,2022-08-28T11:00Z
6,Sun Aug 28 2022,14:00,CEST/+0200,Erzgebirge Aue,0-1,0-0,Dynamo Dresden,,2022-08-28T12:00Z
6,Mon Aug 29 2022,19:00,CEST/+0200,MSV Duisburg,1-1,0-0,VfB Oldenburg,,2022-08-29T17:00Z
7,Fri Sep 2 2022,19:00,CEST/+0200,Rot-Weiss Essen,2-1,1-0,Erzgebirge Aue,,2022-09-02T17:00Z
7,Sat Sep 3 2022,14:00,CEST/+0200,VfB Oldenburg,4-3,1-2,VfL Osnabrück,,2022-09-03T12:00Z
7,Sat Sep 3 2022,14:00,CEST/+0200,TSV 1860 München,4-1,4-1,MSV Duisburg,,2022-09-03T12:00Z
7,Sat Sep 3 2022,14:00,CEST/+0200,Waldhof Mannheim,2-1,1-1,SpVgg Bayreuth,,2022-09-03T12:00Z
7,Sat Sep 3 2022,14:00,CEST/+0200,Hallescher FC,5-1,1-0,SC Verl,,2022-09-03T12:00Z
7,Sat Sep 3 2022,14:00,CEST/+0200,Dynamo Dresden,3-0,1-0,Borussia Dortmund II,,2022-09-03T12:00Z
7,Sat Sep 3 2022,14:00,CEST/+0200,SC Freiburg II,1-0,0-0,FC Ingolstadt 04,,2022-09-03T12:00Z
7,Sun Sep 4 2022,14:00,CEST/+0200,FSV Zwickau,0-0,0-0,Viktoria Köln,,2022-09-04T12:00Z
7,Sun Sep 4 2022,13:00,CEST/+0200,SV Meppen,0-0,0-0,SV 07 Elversberg,,2022-09-04T11:00Z
7,Mon Sep 5 2022,19:00,CEST/+0200,1. FC Saarbrücken,2-2,1-1,SV Wehen Wiesbaden,,2022-09-05T17:00Z
8,Fri Sep 9 2022,19:00,CEST/+0200,VfL Osnabrück,1-0,1-0,Rot-Weiss Essen,,2022-09-09T17:00Z
8,Sat Sep 10 2022,14:00,CEST/+0200,SV Wehen Wiesbaden,3-1,1-1,SC Freiburg II,,2022-09-10T12:00Z
8,Sat Sep 10 2022,14:00,CEST/+0200,FC Ingolstadt 04,1-0,0-0,Waldhof Mannheim,,2022-09-10T12:00Z
8,Sat Sep 10 2022,14:00,CEST/+0200,SV 07 Elversberg,4-1,3-0,TSV 1860 München,,2022-09-10T12:00Z
8,Sat Sep 10 2022,14:00,CEST/+0200,Borussia Dortmund II,1-2,0-1,VfB Oldenburg,,2022-09-10T12:00Z
8,Sat Sep 10 2022,14:00,CEST/+0200,Viktoria Köln,2-2,1-0,Hallescher FC,,2022-09-10T12:00Z
8,Sat Sep 10 2022,14:00,CEST/+0200,SpVgg Bayreuth,0-6,0-3,1. FC Saarbrücken,,2022-09-10T12:00Z
8,Sun Sep 11 2022,14:00,CEST/+0200,Erzgebirge Aue,0-1,0-1,FSV Zwickau,,2022-09-11T12:00Z
8,Sun Sep 11 2022,13:00,CEST/+0200,MSV Duisburg,0-1,0-0,Dynamo Dresden,,2022-09-11T11:00Z
8,Mon Sep 12 2022,19:00,CEST/+0200,SC Verl,2-2,1-2,SV Meppen,,2022-09-12T17:00Z
9,Fri Sep 16 2022,19:00,CEST/+0200,TSV 1860 München,3-1,1-0,Erzgebirge Aue,,2022-09-16T17:00Z
9,Sat Sep 17 2022,14:00,CEST/+0200,VfB Oldenburg,1-1,1-0,SpVgg Bayreuth,,2022-09-17T12:00Z
9,Sat Sep 17 2022,14:00,CEST/+0200,Waldhof Mannheim,1-0,0-0,SV Wehen Wiesbaden,,2022-09-17T12:00Z
9,Sat Sep 17 2022,14:00,CEST/+0200,SV Meppen,2-2,1-0,Viktoria Köln,,2022-09-17T12:00Z
9,Sat Sep 17 2022,14:00,CEST/+0200,Hallescher FC,1-3,1-1,SV 07 Elversberg,,2022-09-17T12:00Z
9,Sat Sep 17 2022,14:00,CEST/+0200,Dynamo Dresden,1-1,1-1,FC Ingolstadt 04,,2022-09-17T12:00Z
9,Sat Sep 17 2022,14:00,CEST/+0200,FSV Zwickau,1-2,1-0,Borussia Dortmund II,,2022-09-17T12:00Z
9,Sun Sep 18 2022,14:00,CEST/+0200,SC Verl,1-0,0-0,MSV Duisburg,,2022-09-18T12:00Z
9,Sun Sep 18 2022,13:00,CEST/+0200,SC Freiburg II,1-1,0-0,VfL Osnabrück,,2022-09-18T11:00Z
9,Mon Sep 19 2022,19:00,CEST/+0200,Rot-Weiss Essen,1-0,1-0,1. FC Saarbrücken,,2022-09-19T17:00Z
10,Fri Sep 30 2022,19:00,CEST/+0200,Erzgebirge Aue,3-0,2-0,SV Meppen,,2022-09-30T17:00Z
10,Sat Oct 1 2022,14:00,CEST/+0200,VfL Osnabrück,5-0,3-0,Waldhof Mannheim,,2022-10-01T12:00Z
10,Sat Oct 1 2022,14:00,CEST/+0200,MSV Duisburg,1-0,0-0,Hallescher FC,,2022-10-01T12:00Z
10,Sat Oct 1 2022,14:00,CEST/+0200,SV 07 Elversberg,1-2,1-0,SC Verl,,2022-10-01T12:00Z
10,Sat Oct 1 2022,14:00,CEST/+0200,Borussia Dortmund II,1-1,0-0,TSV 1860 München,,2022-10-01T12:00Z
10,Sat Oct 1 2022,14:00,CEST/+0200,1. FC Saarbrücken,2-2,0-1,SC Freiburg II,,2022-10-01T12:00Z
10,Sat Oct 1 2022,14:15,CEST/+0200,SpVgg Bayreuth,1-1,1-1,Dynamo Dresden,,2022-10-01T12:15Z
10,Sun Oct 2 2022,14:00,CEST/+0200,SV Wehen Wiesbaden,3-1,1-0,Rot-Weiss Essen,,2022-10-02T12:00Z
10,Sun Oct 2 2022,13:00,CEST/+0200,Viktoria Köln,1-2,0-0,VfB Oldenburg,,2022-10-02T11:00Z
10,Mon Oct 3 2022,19:00,CEST/+0200,FC Ingolstadt 04,0-0,0-0,FSV Zwickau,,2022-10-03T17:00Z
11,Fri Oct 7 2022,19:00,CEST/+0200,SC Verl,2-2,0-0,Viktoria Köln,,2022-10-07T17:00Z
11,Sat Oct 8 2022,14:00,CEST/+0200,VfB Oldenburg,1-3,1-1,Erzgebirge Aue,,2022-10-08T12:00Z
11,Sat Oct 8 2022,14:00,CEST/+0200,TSV 1860 München,1-2,0-1,FC Ingolstadt 04,,2022-10-08T12:00Z
11,Sat Oct 8 2022,14:00,CEST/+0200,Waldhof Mannheim,1-0,1-0,1. FC Saarbrücken,,2022-10-08T12:00Z
11,Sat Oct 8 2022,14:00,CEST/+0200,SV 07 Elversberg,3-0,1-0,MSV Duisburg,,2022-10-08T12:00Z
11,Sat Oct 8 2022,14:00,CEST/+0200,SV Meppen,0-1,0-0,SpVgg Bayreuth,,2022-10-08T12:00Z
11,Sat Oct 8 2022,14:00,CEST/+0200,FSV Zwickau,0-1,0-1,SV Wehen Wiesbaden,,2022-10-08T12:00Z
11,Sun Oct 9 2022,13:00,CEST/+0200,Dynamo Dresden,3-2,0-2,VfL Osnabrück,,2022-10-09T11:00Z
11,Sun Oct 9 2022,14:00,CEST/+0200,SC Freiburg II,0-3,0-1,Rot-Weiss Essen,,2022-10-09T12:00Z
11,Mon Oct 10 2022,19:00,CEST/+0200,Hallescher FC,0-0,0-0,Borussia Dortmund II,,2022-10-10T17:00Z
12,Fri Oct 14 2022,19:00,CEST/+0200,Erzgebirge Aue,1-1,0-1,Hallescher FC,,2022-10-14T17:00Z
12,Sat Oct 15 2022,14:00,CEST/+0200,Rot-Weiss Essen,1-1,1-0,Dynamo Dresden,,2022-10-15T12:00Z
12,Sat Oct 15 2022,14:00,CEST/+0200,Viktoria Köln,0-2,0-0,SV 07 Elversberg,,2022-10-15T12:00Z
12,Sat Oct 15 2022,14:00,CEST/+0200,1. FC Saarbrücken,3-2,2-0,FSV Zwickau,,2022-10-15T12:00Z
12,Sat Oct 15 2022,14:00,CEST/+0200,SC Freiburg II,3-2,0-1,Waldhof Mannheim,,2022-10-15T12:00Z
12,Sat Oct 15 2022,14:00,CEST/+0200,VfL Osnabrück,0-2,0-1,TSV 1860 München,,2022-10-15T12:00Z
12,Sat Oct 15 2022,14:00,CEST/+0200,FC Ingolstadt 04,3-1,2-1,SV Meppen,,2022-10-15T12:00Z
12,Sun Oct 16 2022,14:00,CEST/+0200,Borussia Dortmund II,2-0,1-0,MSV Duisburg,,2022-10-16T12:00Z
12,Sun Oct 16 2022,13:00,CEST/+0200,SpVgg Bayreuth,1-3,1-1,SC Verl,,2022-10-16T11:00Z
12,Mon Oct 17 2022,19:00,CEST/+0200,SV Wehen Wiesbaden,3-1,1-1,VfB Oldenburg,,2022-10-17T17:00Z
13,Fri Oct 21 2022,19:00,CEST/+0200,FSV Zwickau,0-1,0-0,SC Freiburg II,,2022-10-21T17:00Z
13,Sat Oct 22 2022,14:00,CEST/+0200,MSV Duisburg,1-1,0-1,Viktoria Köln,,2022-10-22T12:00Z
13,Sat Oct 22 2022,14:00,CEST/+0200,TSV 1860 München,3-1,0-0,SV Wehen Wiesbaden,,2022-10-22T12:00Z
13,Sat Oct 22 2022,14:00,CEST/+0200,Waldhof Mannheim,1-2,1-2,Rot-Weiss Essen,,2022-10-22T12:00Z
13,Sat Oct 22 2022,14:00,CEST/+0200,SV 07 Elversberg,4-1,2-0,VfL Osnabrück,,2022-10-22T12:00Z
13,Sat Oct 22 2022,14:00,CEST/+0200,SV Meppen,0-2,0-0,Borussia Dortmund II,,2022-10-22T12:00Z
13,Sat Oct 22 2022,14:03,CEST/+0200,Dynamo Dresden,1-2,0-1,1. FC Saarbrücken,,2022-10-22T12:03Z
13,Sun Oct 23 2022,14:00,CEST/+0200,SC Verl,3-2,2-1,Erzgebirge Aue,,2022-10-23T12:00Z
13,Sun Oct 23 2022,13:00,CEST/+0200,VfB Oldenburg,0-3,0-2,FC Ingolstadt 04,,2022-10-23T11:00Z
13,Mon Oct 24 2022,19:00,CEST/+0200,Hallescher FC,3-0,2-0,SpVgg Bayreuth,,2022-10-24T17:00Z
14,Fri Oct 28 2022,19:00,CEST/+0200,SV Wehen Wiesbaden,1-3,0-0,MSV Duisburg,,2022-10-28T17:00Z
14,Sat Oct 29 2022,14:00,CEST/+0200,Erzgebirge Aue,1-1,0-0,SV 07 Elversberg,,2022-10-29T12:00Z
14,Sat Oct 29 2022,14:00,CEST/+0200,Waldhof Mannheim,2-1,2-0,Dynamo Dresden,,2022-10-29T12:00Z
14,Sat Oct 29 2022,14:00,CEST/+0200,Rot-Weiss Essen,1-1,1-1,FSV Zwickau,,2022-10-29T12:00Z
14,Sat Oct 29 2022,14:00,CEST/+0200,Borussia Dortmund II,1-0,0-0,SC Verl,,2022-10-29T12:00Z
14,Sat Oct 29 2022,14:00,CEST/+0200,1. FC Saarbrücken,0-0,0-0,SV Meppen,,2022-10-29T12:00Z
14,Sat Oct 29 2022,14:00,CEST/+0200,SpVgg Bayreuth,1-0,1-0,TSV 1860 München,,2022-10-29T12:00Z
14,Sun Oct 30 2022,14:00,CET/+0100,FC Ingolstadt 04,1-3,1-2,Viktoria Köln,,2022-10-30T13:00Z
14,Sun Oct 30 2022,13:00,CET/+0100,SC Freiburg II,1-0,0-0,VfB Oldenburg,,2022-10-30T12:00Z
14,Mon Oct 31 2022,19:00,CET/+0100,VfL Osnabrück,3-2,1-2,Hallescher FC,,2022-10-31T18:00Z
15,Fri Nov 4 2022,19:00,CET/+0100,SV Meppen,0-3,0-2,SV Wehen Wiesbaden,,2022-11-04T18:00Z
15,Sat Nov 5 2022,14:00,CET/+0100,MSV Duisburg,1-1,0-1,SpVgg Bayreuth,,2022-11-05T13:00Z
15,Sat Nov 5 2022,14:00,CET/+0100,SV 07 Elversberg,3-1,2-1,Borussia Dortmund II,,2022-11-05T13:00Z
15,Sat Nov 5 2022,14:00,CET/+0100,Viktoria Köln,3-0,0-0,Erzgebirge Aue,,2022-11-05T13:00Z
15,Sat Nov 5 2022,14:00,CET/+0100,Hallescher FC,3-1,2-1,Waldhof Mannheim,,2022-11-05T13:00Z
15,Sat Nov 5 2022,14:00,CET/+0100,Dynamo Dresden,1-1,0-0,SC Freiburg II,,2022-11-05T13:00Z
15,Sat Nov 5 2022,14:00,CET/+0100,SC Verl,2-1,1-1,FC Ingolstadt 04,,2022-11-05T13:00Z
15,Sun Nov 6 2022,14:00,CET/+0100,FSV Zwickau,4-3,3-2,VfL Osnabrück,,2022-11-06T13:00Z
15,Sun Nov 6 2022,15:00,CET/+0100,TSV 1860 München,0-1,0-0,1. FC Saarbrücken,,2022-11-06T14:00Z
15,Sun Nov 6 2022,13:00,CET/+0100,VfB Oldenburg,3-5,1-2,Rot-Weiss Essen,,2022-11-06T12:00Z
16,Tue Nov 8 2022,19:00,CET/+0100,Erzgebirge Aue,0-2,0-1,MSV Duisburg,,2022-11-08T18:00Z
16,Tue Nov 8 2022,19:00,CET/+0100,FC Ingolstadt 04,1-0,0-0,Hallescher FC,,2022-11-08T18:00Z
16,Tue Nov 8 2022,19:00,CET/+0100,Borussia Dortmund II,0-2,0-0,Viktoria Köln,,2022-11-08T18:00Z
16,Tue Nov 8 2022,19:00,CET/+0100,SpVgg Bayreuth,0-1,0-1,SV 07 Elversberg,,2022-11-08T18:00Z
16,Tue Nov 8 2022,19:00,CET/+0100,SV Wehen Wiesbaden,1-0,0-0,Dynamo Dresden,,2022-11-08T18:00Z
16,Wed Nov 9 2022,19:00,CET/+0100,VfL Osnabrück,2-1,0-1,SC Verl,,2022-11-09T18:00Z
16,Wed Nov 9 2022,19:00,CET/+0100,Waldhof Mannheim,2-1,0-0,FSV Zwickau,,2022-11-09T18:00Z
16,Wed Nov 9 2022,19:00,CET/+0100,Rot-Weiss Essen,0-0,0-0,SV Meppen,,2022-11-09T18:00Z
16,Wed Nov 9 2022,19:00,CET/+0100,1. FC Saarbrücken,3-1,3-0,VfB Oldenburg,,2022-11-09T18:00Z
16,Wed Nov 9 2022,19:00,CET/+0100,SC Freiburg II,2-0,1-0,TSV 1860 München,,2022-11-09T18:00Z
17,Fri Nov 11 2022,19:00,CET/+0100,Borussia Dortmund II,0-1,0-0,Erzgebirge Aue,,2022-11-11T18:00Z
17,Sat Nov 12 2022,14:00,CET/+0100,SV 07 Elversberg,3-0,2-0,SC Freiburg II,,2022-11-12T13:00Z
17,Sat Nov 12 2022,14:00,CET/+0100,SV Meppen,0-3,0-1,VfL Osnabrück,,2022-11-12T13:00Z
17,Sat Nov 12 2022,14:00,CET/+0100,Hallescher FC,1-2,0-0,1. FC Saarbrücken,,2022-11-12T13:00Z
17,Sat Nov 12 2022,14:00,CET/+0100,Dynamo Dresden,0-0,0-0,FSV Zwickau,,2022-11-12T13:00Z
17,Sat Nov 12 2022,14:00,CET/+0100,SC Verl,1-1,0-1,SV Wehen Wiesbaden,,2022-11-12T13:00Z
17,Sat Nov 12 2022,14:00,CET/+0100,MSV Duisburg,0-1,0-0,FC Ingolstadt 04,,2022-11-12T13:00Z
17,Sun Nov 13 2022,13:00,CET/+0100,VfB Oldenburg,1-1,1-0,Waldhof Mannheim,,2022-11-13T12:00Z
17,Sun Nov 13 2022,14:00,CET/+0100,Viktoria Köln,2-1,0-1,SpVgg Bayreuth,,2022-11-13T13:00Z
17,Mon Nov 14 2022,19:00,CET/+0100,TSV 1860 München,1-1,0-0,Rot-Weiss Essen,,2022-11-14T18:00Z
18,Fri Jan 13 2023,19:00,CET/+0100,FSV Zwickau,0-1,0-1,VfB Oldenburg,,2023-01-13T18:00Z
18,Sat Jan 14 2023,14:00,CET/+0100,SV Wehen Wiesbaden,1-0,1-0,SV 07 Elversberg,,2023-01-14T13:00Z
18,Sat Jan 14 2023,14:00,CET/+0100,VfL Osnabrück,3-1,2-1,Viktoria Köln,,2023-01-14T13:00Z
18,Sat Jan 14 2023,14:00,CET/+0100,Waldhof Mannheim,3-1,1-1,TSV 1860 München,,2023-01-14T13:00Z
18,Sat Jan 14 2023,14:00,CET/+0100,Rot-Weiss Essen,0-0,0-0,Hallescher FC,,2023-01-14T13:00Z
18,Sat Jan 14 2023,14:00,CET/+0100,1. FC Saarbrücken,2-3,0-2,MSV Duisburg,,2023-01-14T13:00Z
18,Sat Jan 14 2023,14:00,CET/+0100,SC Freiburg II,1-1,0-0,SC Verl,,2023-01-14T13:00Z
18,Sun Jan 15 2023,14:00,CET/+0100,SpVgg Bayreuth,3-1,0-1,Borussia Dortmund II,,2023-01-15T13:00Z
18,Sun Jan 15 2023,13:00,CET/+0100,Dynamo Dresden,1-1,0-0,SV Meppen,,2023-01-15T12:00Z
18,Mon Jan 16 2023,19:00,CET/+0100,FC Ingolstadt 04,1-2,1-1,Erzgebirge Aue,,2023-01-16T18:00Z
19,Fri Jan 20 2023,19:00,CET/+0100,Viktoria Köln,0-2,0-1,1. FC Saarbrücken,,2023-01-20T18:00Z
19,Sat Jan 21 2023,14:00,CET/+0100,Erzgebirge Aue,4-0,3-0,SpVgg Bayreuth,,2023-01-21T13:00Z
19,Sat Jan 21 2023,14:00,CET/+0100,TSV 1860 München,3-1,3-0,FSV Zwickau,,2023-01-21T13:00Z
19,Sat Jan 21 2023,14:00,CET/+0100,SV 07 Elversberg,4-3,3-1,FC Ingolstadt 04,,2023-01-21T13:00Z
19,Sat Jan 21 2023,14:00,CET/+0100,SV Meppen,1-2,0-2,SC Freiburg II,,2023-01-21T13:00Z
19,Sat Jan 21 2023,14:00,CET/+0100,SC Verl,1-1,0-0,Rot-Weiss Essen,,2023-01-21T13:00Z
19,Sun Jan 22 2023,14:00,CET/+0100,Hallescher FC,2-3,0-1,SV Wehen Wiesbaden,,2023-01-22T13:00Z
19,Sun Jan 22 2023,13:00,CET/+0100,VfB Oldenburg,1-3,1-0,Dynamo Dresden,,2023-01-22T12:00Z
19,Mon Jan 23 2023,19:00,CET/+0100,MSV Duisburg,1-3,1-1,Waldhof Mannheim,,2023-01-23T18:00Z
19,Tue Jan 24 2023,19:00,CET/+0100,Borussia Dortmund II,1-2,1-2,VfL Osnabrück,,2023-01-24T18:00Z
20,Fri Jan 27 2023,19:00,CET/+0100,SV 07 Elversberg,3-0,0-0,Rot-Weiss Essen,,2023-01-27T18:00Z
20,Sat Jan 28 2023,14:00,CET/+0100,SV Meppen,1-1,1-1,VfB Oldenburg,,2023-01-28T13:00Z
20,Sat Jan 28 2023,14:00,CET/+0100,SpVgg Bayreuth,1-0,1-0,FC Ingolstadt 04,,2023-01-28T13:00Z
20,Sat Jan 28 2023,14:00,CET/+0100,Hallescher FC,0-2,0-1,FSV Zwickau,,2023-01-28T13:00Z
20,Sat Jan 28 2023,14:00,CET/+0100,SC Verl,2-0,1-0,1. FC Saarbrücken,,2023-01-28T13:00Z
20,Sat Jan 28 2023,14:00,CET/+0100,Erzgebirge Aue,0-0,0-0,SC Freiburg II,,2023-01-28T13:00Z
20,Sat Jan 28 2023,14:00,CET/+0100,MSV Duisburg,1-2,0-2,VfL Osnabrück,,2023-01-28T13:00Z
20,Sun Jan 29 2023,14:00,CET/+0100,Borussia Dortmund II,0-1,0-0,SV Wehen Wiesbaden,,2023-01-29T13:00Z
20,Sun Jan 29 2023,13:00,CET/+0100,Viktoria Köln,1-4,0-2,Waldhof Mannheim,,2023-01-29T12:00Z
20,Mon Jan 30 2023,19:00,CET/+0100,TSV 1860 München,1-2,1-0,Dynamo Dresden,,2023-01-30T18:00Z
21,Fri Feb 3 2023,19:00,CET/+0100,SC Freiburg II,2-0,1-0,SpVgg Bayreuth,,2023-02-03T18:00Z
21,Sat Feb 4 2023,14:00,CET/+0100,VfL Osnabrück,3-1,1-1,Erzgebirge Aue,,2023-02-04T13:00Z
21,Sat Feb 4 2023,14:00,CET/+0100,1. FC Saarbrücken,0-4,0-3,SV 07 Elversberg,,2023-02-04T13:00Z
21,Sat Feb 4 2023,14:00,CET/+0100,FC Ingolstadt 04,1-2,0-2,Borussia Dortmund II,,2023-02-04T13:00Z
21,Sat Feb 4 2023,14:00,CET/+0100,SV Wehen Wiesbaden,1-1,0-0,Viktoria Köln,,2023-02-04T13:00Z
