Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
4,Fri Aug 19 2022,19:00,CEST/+0200,FC Marchfeld Donauauen,2-1,1-0,ASV Siegendorf,,2022-08-19T17:00Z
4,Fri Aug 19 2022,19:00,CEST/+0200,ASV Draßburg,1-1,0-0,SC Wiener Viktoria,,2022-08-19T17:00Z
4,Fri Aug 19 2022,19:00,CEST/+0200,USV Scheiblingkirchen-Warth,2-2,1-1,SV Stripfing/Weiden,,2022-08-19T17:00Z
4,Fri Aug 19 2022,19:30,CEST/+0200,Wiener Sport-Club,3-1,2-1,SV Leobendorf,,2022-08-19T17:30Z
4,Fri Aug 19 2022,19:30,CEST/+0200,1. Wiener Neustädter SC,2-3,0-2,SR Donaufeld,,2022-08-19T17:30Z
4,Fri Aug 19 2022,20:00,CEST/+0200,SC Neusiedl/See 1919,0-2,0-2,FCM Traiskirchen,,2022-08-19T18:00Z
4,Fri Aug 19 2022,20:00,CEST/+0200,Kremser SC,0-1,0-1,TWL Elektra,,2022-08-19T18:00Z
4,Sat Aug 20 2022,17:30,CEST/+0200,FC Mauerwerk,5-2,0-2,ASK-BSC Bruck/Leitha,,2022-08-20T15:30Z
5,Fri Aug 26 2022,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,4-1,2-0,Kremser SC,,2022-08-26T17:00Z
5,Fri Aug 26 2022,19:00,CEST/+0200,ASV Siegendorf,0-1,0-0,FC Mauerwerk,,2022-08-26T17:00Z
5,Fri Aug 26 2022,19:30,CEST/+0200,FCM Traiskirchen,2-0,1-0,USV Scheiblingkirchen-Warth,,2022-08-26T17:30Z
5,Fri Aug 26 2022,19:30,CEST/+0200,TWL Elektra,1-0,0-0,Wiener Sport-Club,,2022-08-26T17:30Z
5,Sat Aug 27 2022,17:30,CEST/+0200,SC Wiener Viktoria,2-1,1-1,FC Marchfeld Donauauen,,2022-08-27T15:30Z
5,Sat Aug 27 2022,17:30,CEST/+0200,SV Stripfing/Weiden,5-0,2-0,ASV Draßburg,,2022-08-27T15:30Z
5,Sat Aug 27 2022,17:30,CEST/+0200,SV Leobendorf,1-1,1-1,1. Wiener Neustädter SC,,2022-08-27T15:30Z
5,Sat Aug 27 2022,17:30,CEST/+0200,SR Donaufeld,2-1,0-0,SC Neusiedl/See 1919,,2022-08-27T15:30Z
6,Fri Sep 2 2022,19:00,CEST/+0200,ASV Draßburg,4-3,2-1,FC Marchfeld Donauauen,,2022-09-02T17:00Z
6,Fri Sep 2 2022,19:30,CEST/+0200,Wiener Sport-Club,1-0,1-0,ASK-BSC Bruck/Leitha,,2022-09-02T17:30Z
6,Fri Sep 2 2022,19:30,CEST/+0200,TWL Elektra,2-1,2-1,1. Wiener Neustädter SC,,2022-09-02T17:30Z
6,Fri Sep 2 2022,20:00,CEST/+0200,SC Neusiedl/See 1919,2-1,2-0,SV Leobendorf,,2022-09-02T18:00Z
6,Fri Sep 2 2022,20:00,CEST/+0200,USV Scheiblingkirchen-Warth,3-2,3-0,SR Donaufeld,,2022-09-02T18:00Z
6,Sat Sep 3 2022,16:30,CEST/+0200,SV Stripfing/Weiden,3-0,2-0,FCM Traiskirchen,,2022-09-03T14:30Z
6,Sat Sep 3 2022,20:00,CEST/+0200,Kremser SC,3-0,3-0,ASV Siegendorf,,2022-09-03T18:00Z
6,Sat Sep 3 2022,16:30,CEST/+0200,FC Mauerwerk,2-2,1-2,SC Wiener Viktoria,,2022-09-03T14:30Z
7,Fri Sep 9 2022,19:00,CEST/+0200,FC Marchfeld Donauauen,1-2,0-0,FC Mauerwerk,,2022-09-09T17:00Z
7,Fri Sep 9 2022,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,2-3,2-2,1. Wiener Neustädter SC,,2022-09-09T17:00Z
7,Fri Sep 9 2022,19:30,CEST/+0200,ASV Siegendorf,3-0,2-0,Wiener Sport-Club,,2022-09-09T17:30Z
7,Fri Sep 9 2022,19:30,CEST/+0200,FCM Traiskirchen,1-0,1-0,ASV Draßburg,,2022-09-09T17:30Z
7,Sat Sep 10 2022,16:30,CEST/+0200,SC Wiener Viktoria,1-1,1-1,Kremser SC,,2022-09-10T14:30Z
7,Sat Sep 10 2022,16:30,CEST/+0200,SR Donaufeld,0-2,0-2,SV Stripfing/Weiden,,2022-09-10T14:30Z
7,Sat Sep 10 2022,16:30,CEST/+0200,TWL Elektra,1-1,1-0,SC Neusiedl/See 1919,,2022-09-10T14:30Z
7,Sun Sep 11 2022,15:00,CEST/+0200,SV Leobendorf,0-2,0-1,USV Scheiblingkirchen-Warth,,2022-09-11T13:00Z
8,Fri Sep 16 2022,18:30,CEST/+0200,FCM Traiskirchen,2-2,2-2,SR Donaufeld,,2022-09-16T16:30Z
8,Fri Sep 16 2022,19:00,CEST/+0200,ASV Draßburg,1-2,0-0,FC Mauerwerk,,2022-09-16T17:00Z
8,Fri Sep 16 2022,19:30,CEST/+0200,1. Wiener Neustädter SC,2-1,2-0,ASV Siegendorf,,2022-09-16T17:30Z
8,Fri Sep 16 2022,19:30,CEST/+0200,Wiener Sport-Club,2-0,1-0,SC Wiener Viktoria,,2022-09-16T17:30Z
8,Fri Sep 16 2022,20:00,CEST/+0200,SC Neusiedl/See 1919,2-2,1-0,ASK-BSC Bruck/Leitha,,2022-09-16T18:00Z
8,Fri Sep 16 2022,20:00,CEST/+0200,Kremser SC,1-2,1-1,FC Marchfeld Donauauen,,2022-09-16T18:00Z
8,Sat Sep 17 2022,16:30,CEST/+0200,SV Stripfing/Weiden,3-1,3-1,SV Leobendorf,,2022-09-17T14:30Z
8,Sat Sep 17 2022,16:30,CEST/+0200,USV Scheiblingkirchen-Warth,2-1,0-1,TWL Elektra,,2022-09-17T14:30Z
9,Fri Sep 23 2022,19:00,CEST/+0200,ASV Siegendorf,0-2,0-2,SC Neusiedl/See 1919,,2022-09-23T17:00Z
9,Fri Sep 23 2022,19:00,CEST/+0200,FC Marchfeld Donauauen,1-1,1-0,Wiener Sport-Club,,2022-09-23T17:00Z
9,Fri Sep 23 2022,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,1-0,0-0,USV Scheiblingkirchen-Warth,,2022-09-23T17:00Z
9,Fri Sep 23 2022,19:30,CEST/+0200,TWL Elektra,1-0,0-0,SV Stripfing/Weiden,,2022-09-23T17:30Z
9,Sat Sep 24 2022,16:30,CEST/+0200,SV Leobendorf,1-0,0-0,FCM Traiskirchen,,2022-09-24T14:30Z
9,Sat Sep 24 2022,16:30,CEST/+0200,SC Wiener Viktoria,2-0,1-0,1. Wiener Neustädter SC,,2022-09-24T14:30Z
9,Sat Sep 24 2022,16:30,CEST/+0200,FC Mauerwerk,5-0,2-0,Kremser SC,,2022-09-24T14:30Z
9,Sat Sep 24 2022,16:30,CEST/+0200,SR Donaufeld,0-1,0-1,ASV Draßburg,,2022-09-24T14:30Z
10,Fri Sep 30 2022,19:00,CEST/+0200,ASV Draßburg,3-0,1-0,Kremser SC,,2022-09-30T17:00Z
10,Fri Sep 30 2022,19:30,CEST/+0200,FCM Traiskirchen,0-2,0-0,TWL Elektra,,2022-09-30T17:30Z
10,Fri Sep 30 2022,19:30,CEST/+0200,Wiener Sport-Club,2-0,1-0,FC Mauerwerk,,2022-09-30T17:30Z
10,Fri Sep 30 2022,20:00,CEST/+0200,SC Neusiedl/See 1919,1-1,0-0,SC Wiener Viktoria,,2022-09-30T18:00Z
10,Fri Sep 30 2022,20:00,CEST/+0200,1. Wiener Neustädter SC,0-1,0-0,FC Marchfeld Donauauen,,2022-09-30T18:00Z
10,Sat Oct 1 2022,16:30,CEST/+0200,SV Stripfing/Weiden,7-0,4-0,ASK-BSC Bruck/Leitha,,2022-10-01T14:30Z
10,Sat Oct 1 2022,16:30,CEST/+0200,SR Donaufeld,2-0,1-0,SV Leobendorf,,2022-10-01T14:30Z
10,Sun Oct 2 2022,14:00,CEST/+0200,USV Scheiblingkirchen-Warth,2-1,0-0,ASV Siegendorf,,2022-10-02T12:00Z
11,Fri Oct 7 2022,19:00,CEST/+0200,ASV Siegendorf,0-2,0-1,SV Stripfing/Weiden,,2022-10-07T17:00Z
11,Fri Oct 7 2022,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,2-2,1-0,FCM Traiskirchen,,2022-10-07T17:00Z
11,Fri Oct 7 2022,19:00,CEST/+0200,FC Marchfeld Donauauen,1-0,1-0,SC Neusiedl/See 1919,,2022-10-07T17:00Z
11,Fri Oct 7 2022,19:30,CEST/+0200,TWL Elektra,5-0,2-0,SR Donaufeld,,2022-10-07T17:30Z
11,Fri Oct 7 2022,20:00,CEST/+0200,Kremser SC,1-1,0-0,Wiener Sport-Club,,2022-10-07T18:00Z
11,Sat Oct 8 2022,16:30,CEST/+0200,FC Mauerwerk,1-2,0-1,1. Wiener Neustädter SC,,2022-10-08T14:30Z
11,Sat Oct 8 2022,16:30,CEST/+0200,SC Wiener Viktoria,3-2,1-0,USV Scheiblingkirchen-Warth,,2022-10-08T14:30Z
11,Sat Oct 8 2022,15:00,CEST/+0200,SV Leobendorf,1-0,1-0,ASV Draßburg,,2022-10-08T13:00Z
12,Fri Oct 14 2022,19:00,CEST/+0200,SC Neusiedl/See 1919,1-2,1-1,FC Mauerwerk,,2022-10-14T17:00Z
12,Fri Oct 14 2022,19:00,CEST/+0200,ASV Draßburg,1-0,0-0,Wiener Sport-Club,,2022-10-14T17:00Z
12,Fri Oct 14 2022,19:30,CEST/+0200,FCM Traiskirchen,2-2,1-0,ASV Siegendorf,,2022-10-14T17:30Z
12,Fri Oct 14 2022,20:00,CEST/+0200,1. Wiener Neustädter SC,0-1,0-0,Kremser SC,,2022-10-14T18:00Z
12,Sat Oct 15 2022,15:30,CEST/+0200,SR Donaufeld,2-0,1-0,ASK-BSC Bruck/Leitha,,2022-10-15T13:30Z
12,Sat Oct 15 2022,15:30,CEST/+0200,SV Stripfing/Weiden,1-0,0-0,SC Wiener Viktoria,,2022-10-15T13:30Z
12,Sat Oct 15 2022,16:00,CEST/+0200,SV Leobendorf,0-5,0-3,TWL Elektra,,2022-10-15T14:00Z
12,Sat Oct 15 2022,15:30,CEST/+0200,USV Scheiblingkirchen-Warth,1-2,1-2,FC Marchfeld Donauauen,,2022-10-15T13:30Z
13,Fri Oct 21 2022,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,1-3,1-1,SV Leobendorf,,2022-10-21T17:00Z
13,Fri Oct 21 2022,19:00,CEST/+0200,ASV Siegendorf,2-3,1-2,SR Donaufeld,,2022-10-21T17:00Z
13,Fri Oct 21 2022,19:00,CEST/+0200,FC Marchfeld Donauauen,1-3,1-0,SV Stripfing/Weiden,,2022-10-21T17:00Z
13,Fri Oct 21 2022,19:30,CEST/+0200,TWL Elektra,4-2,2-1,ASV Draßburg,,2022-10-21T17:30Z
13,Fri Oct 21 2022,20:00,CEST/+0200,Kremser SC,4-2,1-0,SC Neusiedl/See 1919,,2022-10-21T18:00Z
13,Sat Oct 22 2022,15:30,CEST/+0200,FC Mauerwerk,1-0,0-0,USV Scheiblingkirchen-Warth,,2022-10-22T13:30Z
13,Sat Oct 22 2022,15:30,CEST/+0200,SC Wiener Viktoria,2-3,2-2,FCM Traiskirchen,,2022-10-22T13:30Z
13,Tue Oct 25 2022,19:30,CEST/+0200,Wiener Sport-Club,4-0,0-0,1. Wiener Neustädter SC,,2022-10-25T17:30Z
14,Fri Oct 28 2022,19:00,CEST/+0200,USV Scheiblingkirchen-Warth,2-3,0-3,Kremser SC,,2022-10-28T17:00Z
14,Fri Oct 28 2022,19:30,CEST/+0200,FCM Traiskirchen,0-3,0-1,FC Marchfeld Donauauen,,2022-10-28T17:30Z
14,Fri Oct 28 2022,19:30,CEST/+0200,TWL Elektra,1-1,0-0,ASK-BSC Bruck/Leitha,,2022-10-28T17:30Z
14,Fri Oct 28 2022,20:00,CEST/+0200,SC Neusiedl/See 1919,3-3,1-1,Wiener Sport-Club,,2022-10-28T18:00Z
14,Sat Oct 29 2022,15:00,CEST/+0200,SR Donaufeld,2-0,1-0,SC Wiener Viktoria,,2022-10-29T13:00Z
14,Sat Oct 29 2022,16:00,CEST/+0200,SV Leobendorf,1-1,0-0,ASV Siegendorf,,2022-10-29T14:00Z
14,Sat Oct 29 2022,16:00,CEST/+0200,ASV Draßburg,2-0,2-0,1. Wiener Neustädter SC,,2022-10-29T14:00Z
14,Sat Oct 29 2022,15:00,CEST/+0200,SV Stripfing/Weiden,4-0,0-0,FC Mauerwerk,,2022-10-29T13:00Z
15,Fri Nov 4 2022,19:00,CET/+0100,ASK-BSC Bruck/Leitha,0-2,0-2,ASV Draßburg,,2022-11-04T18:00Z
15,Fri Nov 4 2022,19:00,CET/+0100,FC Marchfeld Donauauen,0-1,0-1,SR Donaufeld,,2022-11-04T18:00Z
15,Fri Nov 4 2022,19:30,CET/+0100,1. Wiener Neustädter SC,1-3,0-1,SC Neusiedl/See 1919,,2022-11-04T18:30Z
15,Fri Nov 4 2022,19:30,CET/+0100,Wiener Sport-Club,1-1,0-0,USV Scheiblingkirchen-Warth,,2022-11-04T18:30Z
15,Fri Nov 4 2022,20:00,CET/+0100,Kremser SC,0-3,0-1,SV Stripfing/Weiden,,2022-11-04T19:00Z
15,Sat Nov 5 2022,14:00,CET/+0100,SC Wiener Viktoria,2-0,0-0,SV Leobendorf,,2022-11-05T13:00Z
15,Sat Nov 5 2022,15:00,CET/+0100,ASV Siegendorf,0-1,0-1,TWL Elektra,,2022-11-05T14:00Z
15,Sat Nov 5 2022,14:00,CET/+0100,FC Mauerwerk,5-0,2-0,FCM Traiskirchen,,2022-11-05T13:00Z
16,Fri Nov 11 2022,19:00,CET/+0100,FC Marchfeld Donauauen,2-2,0-0,SV Leobendorf,,2022-11-11T18:00Z
16,Fri Nov 11 2022,19:30,CET/+0100,1. Wiener Neustädter SC,1-2,1-1,USV Scheiblingkirchen-Warth,,2022-11-11T18:30Z
16,Fri Nov 11 2022,19:30,CET/+0100,Wiener Sport-Club,0-2,0-1,SV Stripfing/Weiden,,2022-11-11T18:30Z
16,Fri Nov 11 2022,20:00,CET/+0100,Kremser SC,0-1,0-0,FCM Traiskirchen,,2022-11-11T19:00Z
16,Sat Nov 12 2022,14:00,CET/+0100,SC Wiener Viktoria,4-1,2-1,TWL Elektra,,2022-11-12T13:00Z
16,Sat Nov 12 2022,15:00,CET/+0100,ASV Siegendorf,1-0,1-0,ASK-BSC Bruck/Leitha,,2022-11-12T14:00Z
16,Sat Nov 12 2022,15:00,CET/+0100,ASV Draßburg,3-0,2-0,SC Neusiedl/See 1919,,2022-11-12T14:00Z
16,Sat Nov 12 2022,14:00,CET/+0100,FC Mauerwerk,2-1,0-0,SR Donaufeld,,2022-11-12T13:00Z
17,Fri Feb 24 2023,,,ASK-BSC Bruck/Leitha,0-3 (*),,SC Wiener Viktoria,awd.,
17,Fri Feb 24 2023,19:30,CET/+0100,FCM Traiskirchen,0-0,0-0,Wiener Sport-Club,,2023-02-24T18:30Z
17,Fri Feb 24 2023,19:30,CET/+0100,TWL Elektra,1-0,0-0,FC Marchfeld Donauauen,,2023-02-24T18:30Z
17,Sat Feb 25 2023,14:30,CET/+0100,SV Stripfing/Weiden,4-0,1-0,1. Wiener Neustädter SC,,2023-02-25T13:30Z
17,Sat Feb 25 2023,15:00,CET/+0100,ASV Siegendorf,1-1,1-1,ASV Draßburg,,2023-02-25T14:00Z
17,Sat Feb 25 2023,15:00,CET/+0100,USV Scheiblingkirchen-Warth,1-1,1-0,SC Neusiedl/See 1919,,2023-02-25T14:00Z
17,Sat Feb 25 2023,15:00,CET/+0100,SV Leobendorf,2-0,0-0,FC Mauerwerk,,2023-02-25T14:00Z
17,Sat Feb 25 2023,14:00,CET/+0100,SR Donaufeld,2-0,1-0,Kremser SC,,2023-02-25T13:00Z
18,Fri Mar 3 2023,,,FC Marchfeld Donauauen,3-0 (*),,ASK-BSC Bruck/Leitha,awd.,
18,Fri Mar 3 2023,19:00,CET/+0100,SC Neusiedl/See 1919,2-1,2-1,SV Stripfing/Weiden,,2023-03-03T18:00Z
18,Fri Mar 3 2023,19:30,CET/+0100,Wiener Sport-Club,1-1,0-0,SR Donaufeld,,2023-03-03T18:30Z
18,Fri Mar 3 2023,19:30,CET/+0100,Kremser SC,1-0,0-0,SV Leobendorf,,2023-03-03T18:30Z
18,Fri Mar 3 2023,19:30,CET/+0100,1. Wiener Neustädter SC,0-3,0-3,FCM Traiskirchen,,2023-03-03T18:30Z
18,Sat Mar 4 2023,15:00,CET/+0100,ASV Draßburg,3-3,1-0,USV Scheiblingkirchen-Warth,,2023-03-04T14:00Z
18,Sat Mar 4 2023,15:30,CET/+0100,SC Wiener Viktoria,1-0,0-0,ASV Siegendorf,,2023-03-04T14:30Z
18,Sat Mar 4 2023,13:00,CET/+0100,FC Mauerwerk,1-4,1-1,TWL Elektra,,2023-03-04T12:00Z
19,Fri Mar 10 2023,,,ASK-BSC Bruck/Leitha,0-3 (*),,FC Mauerwerk,awd.,
19,Fri Mar 10 2023,19:30,CET/+0100,FCM Traiskirchen,1-0,0-0,SC Neusiedl/See 1919,,2023-03-10T18:30Z
19,Fri Mar 10 2023,19:30,CET/+0100,TWL Elektra,1-0,1-0,Kremser SC,,2023-03-10T18:30Z
19,Sat Mar 11 2023,15:00,CET/+0100,ASV Siegendorf,1-3,1-1,FC Marchfeld Donauauen,,2023-03-11T14:00Z
19,Sat Mar 11 2023,15:00,CET/+0100,SV Stripfing/Weiden,1-2,0-2,USV Scheiblingkirchen-Warth,,2023-03-11T14:00Z
19,Sat Mar 11 2023,15:30,CET/+0100,SC Wiener Viktoria,2-2,1-0,ASV Draßburg,,2023-03-11T14:30Z
19,Sat Mar 11 2023,16:00,CET/+0100,SV Leobendorf,1-0,0-0,Wiener Sport-Club,,2023-03-11T15:00Z
19,Sat Mar 11 2023,14:00,CET/+0100,SR Donaufeld,5-2,2-1,1. Wiener Neustädter SC,,2023-03-11T13:00Z
20,Fri Mar 17 2023,,,Kremser SC,3-0 (*),,ASK-BSC Bruck/Leitha,awd.,
20,Fri Mar 17 2023,19:00,CET/+0100,SC Neusiedl/See 1919,1-0,0-0,SR Donaufeld,,2023-03-17T18:00Z
20,Fri Mar 17 2023,19:00,CET/+0100,ASV Draßburg,0-4,0-2,SV Stripfing/Weiden,,2023-03-17T18:00Z
20,Fri Mar 17 2023,19:30,CET/+0100,FC Marchfeld Donauauen,2-2,0-1,SC Wiener Viktoria,,2023-03-17T18:30Z
20,Fri Mar 17 2023,19:30,CET/+0100,1. Wiener Neustädter SC,1-1,1-0,SV Leobendorf,,2023-03-17T18:30Z
20,Fri Mar 17 2023,19:30,CET/+0100,Wiener Sport-Club,0-0,0-0,TWL Elektra,,2023-03-17T18:30Z
20,Fri Mar 17 2023,20:00,CET/+0100,FC Mauerwerk,2-5,0-5,ASV Siegendorf,,2023-03-17T19:00Z
20,Sat Mar 18 2023,14:00,CET/+0100,USV Scheiblingkirchen-Warth,0-1,0-0,FCM Traiskirchen,,2023-03-18T13:00Z
21,Fri Mar 24 2023,18:45,CET/+0100,FC Marchfeld Donauauen,3-1,1-0,ASV Draßburg,,2023-03-24T17:45Z
21,Fri Mar 24 2023,,,ASK-BSC Bruck/Leitha,0-3 (*),,Wiener Sport-Club,awd.,
21,Sat Mar 25 2023,14:00,CET/+0100,SR Donaufeld,3-0,1-0,USV Scheiblingkirchen-Warth,,2023-03-25T13:00Z
21,Sat Mar 25 2023,15:00,CET/+0100,ASV Siegendorf,1-2,0-2,Kremser SC,,2023-03-25T14:00Z
21,Sat Mar 25 2023,15:00,CET/+0100,1. Wiener Neustädter SC,1-2,1-1,TWL Elektra,,2023-03-25T14:00Z
21,Sat Mar 25 2023,15:30,CET/+0100,FCM Traiskirchen,0-0,0-0,SV Stripfing/Weiden,,2023-03-25T14:30Z
21,Sat Mar 25 2023,16:00,CET/+0100,SC Wiener Viktoria,1-1,1-1,FC Mauerwerk,,2023-03-25T15:00Z
21,Sat Mar 25 2023,16:00,CET/+0100,SV Leobendorf,1-1,0-0,SC Neusiedl/See 1919,,2023-03-25T15:00Z
22,Fri Mar 31 2023,,,1. Wiener Neustädter SC,3-0 (*),,ASK-BSC Bruck/Leitha,awd.,
22,Fri Mar 31 2023,19:00,CEST/+0200,ASV Draßburg,0-2,0-1,FCM Traiskirchen,,2023-03-31T17:00Z
22,Fri Mar 31 2023,19:00,CEST/+0200,SC Neusiedl/See 1919,4-2,2-0,TWL Elektra,,2023-03-31T17:00Z
22,Fri Mar 31 2023,19:00,CEST/+0200,USV Scheiblingkirchen-Warth,0-1,0-1,SV Leobendorf,,2023-03-31T17:00Z
22,Fri Mar 31 2023,19:30,CEST/+0200,Wiener Sport-Club,2-1,1-0,ASV Siegendorf,,2023-03-31T17:30Z
22,Fri Mar 31 2023,19:30,CEST/+0200,Kremser SC,1-1,0-1,SC Wiener Viktoria,,2023-03-31T17:30Z
22,Fri Mar 31 2023,20:00,CEST/+0200,FC Mauerwerk,5-1,0-0,FC Marchfeld Donauauen,,2023-03-31T18:00Z
22,Sat Apr 1 2023,16:30,CEST/+0200,SV Stripfing/Weiden,1-2,0-0,SR Donaufeld,,2023-04-01T14:30Z
23,Fri Apr 7 2023,19:00,CEST/+0200,ASV Siegendorf,1-0,1-0,1. Wiener Neustädter SC,,2023-04-07T17:00Z
23,Fri Apr 7 2023,19:30,CEST/+0200,FC Marchfeld Donauauen,1-3,1-0,Kremser SC,,2023-04-07T17:30Z
23,Fri Apr 7 2023,19:30,CEST/+0200,TWL Elektra,1-0,1-0,USV Scheiblingkirchen-Warth,,2023-04-07T17:30Z
23,Fri Apr 7 2023,20:00,CEST/+0200,FC Mauerwerk,1-3,1-0,ASV Draßburg,,2023-04-07T18:00Z
23,Fri Apr 7 2023,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,0-3 (*),,SC Neusiedl/See 1919,awd.,2023-04-07T17:00Z
23,Sat Apr 8 2023,16:00,CEST/+0200,SR Donaufeld,1-0,0-0,FCM Traiskirchen,,2023-04-08T14:00Z
23,Sat Apr 8 2023,16:30,CEST/+0200,SC Wiener Viktoria,3-2,1-0,Wiener Sport-Club,,2023-04-08T14:30Z
23,Sat Apr 8 2023,17:00,CEST/+0200,SV Leobendorf,1-1,0-1,SV Stripfing/Weiden,,2023-04-08T15:00Z
24,Fri Apr 14 2023,19:00,CEST/+0200,SC Neusiedl/See 1919,0-2,0-0,ASV Siegendorf,,2023-04-14T17:00Z
24,Sat Apr 15 2023,16:30,CEST/+0200,SV Stripfing/Weiden,6-0,2-0,TWL Elektra,,2023-04-15T14:30Z
24,Sat Apr 15 2023,,,USV Scheiblingkirchen-Warth,3-0 (*),,ASK-BSC Bruck/Leitha,awd.,
24,Sun Apr 16 2023,16:00,CEST/+0200,Wiener Sport-Club,3-1,1-0,FC Marchfeld Donauauen,,2023-04-16T14:00Z
24,Sun Apr 16 2023,14:30,CEST/+0200,1. Wiener Neustädter SC,3-2,1-0,SC Wiener Viktoria,,2023-04-16T12:30Z
24,Tue Apr 18 2023,19:30,CEST/+0200,Kremser SC,2-1,1-1,FC Mauerwerk,,2023-04-18T17:30Z
24,Tue Apr 18 2023,19:30,CEST/+0200,FCM Traiskirchen,1-0,0-0,SV Leobendorf,,2023-04-18T17:30Z
24,Tue Apr 18 2023,19:30,CEST/+0200,ASV Draßburg,1-1,1-0,SR Donaufeld,,2023-04-18T17:30Z
25,Fri Apr 21 2023,19:00,CEST/+0200,ASV Siegendorf,2-1,1-0,USV Scheiblingkirchen-Warth,,2023-04-21T17:00Z
25,Fri Apr 21 2023,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,0-3 (*),,SV Stripfing/Weiden,awd.,2023-04-21T17:00Z
25,Fri Apr 21 2023,19:30,CEST/+0200,TWL Elektra,2-0,0-0,FCM Traiskirchen,,2023-04-21T17:30Z
25,Fri Apr 21 2023,19:30,CEST/+0200,FC Marchfeld Donauauen,1-4,1-2,1. Wiener Neustädter SC,,2023-04-21T17:30Z
25,Fri Apr 21 2023,20:00,CEST/+0200,Kremser SC,3-1,2-0,ASV Draßburg,,2023-04-21T18:00Z
25,Fri Apr 21 2023,20:00,CEST/+0200,FC Mauerwerk,0-2,0-1,Wiener Sport-Club,,2023-04-21T18:00Z
