Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 15 2022,20:30,CEST/+0200,1. FC Kaiserslautern,2-1,1-0,Hannover 96,2022-07-15T18:30Z
1,Sat Jul 16 2022,13:00,CEST/+0200,SpVgg Greuther Fürth,2-2,0-1,Holstein Kiel,2022-07-16T11:00Z
1,Sat Jul 16 2022,13:00,CEST/+0200,FC St. Pauli,3-2,3-0,1. FC Nürnberg,2022-07-16T11:00Z
1,Sat Jul 16 2022,13:00,CEST/+0200,SV Sandhausen,2-1,1-0,Arminia Bielefeld,2022-07-16T11:00Z
1,Sat Jul 16 2022,13:00,CEST/+0200,Jahn Regensburg,2-0,1-0,SV Darmstadt 98,2022-07-16T11:00Z
1,Sat Jul 16 2022,20:30,CEST/+0200,1. FC Magdeburg,1-2,0-1,Fortuna Düsseldorf,2022-07-16T18:30Z
1,Sun Jul 17 2022,13:30,CEST/+0200,Hansa Rostock,0-1,0-0,1. FC Heidenheim 1846,2022-07-17T11:30Z
1,Sun Jul 17 2022,13:30,CEST/+0200,Eintracht Braunschweig,0-2,0-0,Hamburger SV,2022-07-17T11:30Z
1,Sun Jul 17 2022,13:30,CEST/+0200,SC Paderborn 07,5-0,0-0,Karlsruher SC,2022-07-17T11:30Z
2,Fri Jul 22 2022,18:30,CEST/+0200,SV Darmstadt 98,2-1,1-1,SV Sandhausen,2022-07-22T16:30Z
2,Fri Jul 22 2022,18:30,CEST/+0200,Fortuna Düsseldorf,2-1,2-1,SC Paderborn 07,2022-07-22T16:30Z
2,Sat Jul 23 2022,13:00,CEST/+0200,1. FC Nürnberg,2-0,1-0,SpVgg Greuther Fürth,2022-07-23T11:00Z
2,Sat Jul 23 2022,13:00,CEST/+0200,Holstein Kiel,2-2,0-1,1. FC Kaiserslautern,2022-07-23T11:00Z
2,Sat Jul 23 2022,20:30,CEST/+0200,Hannover 96,2-2,1-1,FC St. Pauli,2022-07-23T18:30Z
2,Sat Jul 23 2022,13:00,CEST/+0200,1. FC Heidenheim 1846,3-0,1-0,Eintracht Braunschweig,2022-07-23T11:00Z
2,Sun Jul 24 2022,13:30,CEST/+0200,Hamburger SV,0-1,0-0,Hansa Rostock,2022-07-24T11:30Z
2,Sun Jul 24 2022,13:30,CEST/+0200,Karlsruher SC,2-3,0-3,1. FC Magdeburg,2022-07-24T11:30Z
2,Sun Jul 24 2022,13:30,CEST/+0200,Arminia Bielefeld,0-3,0-1,Jahn Regensburg,2022-07-24T11:30Z
3,Fri Aug 5 2022,18:30,CEST/+0200,SpVgg Greuther Fürth,1-1,0-0,Karlsruher SC,2022-08-05T16:30Z
3,Fri Aug 5 2022,18:30,CEST/+0200,SV Sandhausen,1-0,0-0,Fortuna Düsseldorf,2022-08-05T16:30Z
3,Sat Aug 6 2022,13:00,CEST/+0200,SC Paderborn 07,4-2,1-2,Hannover 96,2022-08-06T11:00Z
3,Sat Aug 6 2022,13:00,CEST/+0200,Jahn Regensburg,0-0,0-0,1. FC Nürnberg,2022-08-06T11:00Z
3,Sat Aug 6 2022,20:30,CEST/+0200,Hansa Rostock,2-1,1-0,Arminia Bielefeld,2022-08-06T18:30Z
3,Sat Aug 6 2022,13:00,CEST/+0200,Hamburger SV,1-0,1-0,1. FC Heidenheim 1846,2022-08-06T11:00Z
3,Sun Aug 7 2022,13:30,CEST/+0200,Eintracht Braunschweig,0-1,0-0,SV Darmstadt 98,2022-08-07T11:30Z
3,Sun Aug 7 2022,13:30,CEST/+0200,1. FC Kaiserslautern,2-1,1-0,FC St. Pauli,2022-08-07T11:30Z
3,Sun Aug 7 2022,13:30,CEST/+0200,1. FC Magdeburg,1-2,1-1,Holstein Kiel,2022-08-07T11:30Z
4,Fri Aug 12 2022,18:30,CEST/+0200,1. FC Nürnberg,0-3,0-1,1. FC Heidenheim 1846,2022-08-12T16:30Z
4,Fri Aug 12 2022,18:30,CEST/+0200,1. FC Kaiserslautern,0-1,0-0,SC Paderborn 07,2022-08-12T16:30Z
4,Sat Aug 13 2022,13:00,CEST/+0200,Holstein Kiel,3-0,1-0,Eintracht Braunschweig,2022-08-13T11:00Z
4,Sat Aug 13 2022,13:00,CEST/+0200,Karlsruher SC,3-2,1-1,SV Sandhausen,2022-08-13T11:00Z
4,Sat Aug 13 2022,20:30,CEST/+0200,SV Darmstadt 98,4-0,2-0,Hansa Rostock,2022-08-13T18:30Z
4,Sat Aug 13 2022,13:00,CEST/+0200,Arminia Bielefeld,0-2,0-1,Hamburger SV,2022-08-13T11:00Z
4,Sun Aug 14 2022,13:30,CEST/+0200,Fortuna Düsseldorf,2-2,0-1,SpVgg Greuther Fürth,2022-08-14T11:30Z
4,Sun Aug 14 2022,13:30,CEST/+0200,Hannover 96,1-0,0-0,Jahn Regensburg,2022-08-14T11:30Z
4,Sun Aug 14 2022,13:30,CEST/+0200,FC St. Pauli,3-0,2-0,1. FC Magdeburg,2022-08-14T11:30Z
5,Fri Aug 19 2022,18:30,CEST/+0200,Hamburger SV,1-2,0-2,SV Darmstadt 98,2022-08-19T16:30Z
5,Fri Aug 19 2022,18:30,CEST/+0200,1. FC Magdeburg,0-4,0-2,Hannover 96,2022-08-19T16:30Z
5,Sat Aug 20 2022,13:00,CEST/+0200,SV Sandhausen,1-2,1-0,1. FC Nürnberg,2022-08-20T11:00Z
5,Sat Aug 20 2022,13:00,CEST/+0200,Jahn Regensburg,0-6,0-3,Karlsruher SC,2022-08-20T11:00Z
5,Sat Aug 20 2022,20:30,CEST/+0200,Eintracht Braunschweig,2-2,0-0,Fortuna Düsseldorf,2022-08-20T18:30Z
5,Sat Aug 20 2022,13:00,CEST/+0200,SC Paderborn 07,7-2,5-2,Holstein Kiel,2022-08-20T11:00Z
5,Sun Aug 21 2022,13:30,CEST/+0200,SpVgg Greuther Fürth,1-3,1-0,1. FC Kaiserslautern,2022-08-21T11:30Z
5,Sun Aug 21 2022,13:30,CEST/+0200,1. FC Heidenheim 1846,1-1,1-1,Arminia Bielefeld,2022-08-21T11:30Z
