Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 22 2022,18:10,CEST/+0200,Vorwärts Steyr,2-2,2-2,Rapid Wien II,2022-07-22T16:10Z
1,Fri Jul 22 2022,18:10,CEST/+0200,SV Horn,2-1,1-1,Sturm Graz II,2022-07-22T16:10Z
1,Fri Jul 22 2022,18:10,CEST/+0200,Austria Wien II,2-2,0-0,FC Liefering,2022-07-22T16:10Z
1,Fri Jul 22 2022,18:10,CEST/+0200,SKU Amstetten,3-0,0-0,Kapfenberger SV 1919,2022-07-22T16:10Z
1,Fri Jul 22 2022,18:00,CEST/+0200,First Vienna FC,2-0,2-0,FC Blau Weiß Linz,2022-07-22T16:00Z
1,Sat Jul 23 2022,17:00,CEST/+0200,Grazer AK,0-0,0-0,Floridsdorfer AC,2022-07-23T15:00Z
1,Sat Jul 23 2022,17:00,CEST/+0200,SKN St. Pölten,2-0,1-0,FC Dornbirn,2022-07-23T15:00Z
1,Sun Jul 24 2022,10:30,CEST/+0200,SV Lafnitz,2-1,2-1,FC Admira Wacker,2022-07-24T08:30Z
2,Fri Jul 29 2022,18:10,CEST/+0200,FC Blau Weiß Linz,4-2,2-0,Austria Wien II,2022-07-29T16:10Z
2,Fri Jul 29 2022,18:10,CEST/+0200,FC Dornbirn,1-3,1-1,SKU Amstetten,2022-07-29T16:10Z
2,Fri Jul 29 2022,18:10,CEST/+0200,Kapfenberger SV 1919,0-1,0-0,SV Horn,2022-07-29T16:10Z
2,Fri Jul 29 2022,18:10,CEST/+0200,Rapid Wien II,1-5,0-2,SKN St. Pölten,2022-07-29T16:10Z
2,Fri Jul 29 2022,20:30,CEST/+0200,FC Admira Wacker,4-3,3-2,Grazer AK,2022-07-29T18:30Z
2,Sun Jul 31 2022,10:30,CEST/+0200,Sturm Graz II,2-0,2-0,SV Lafnitz,2022-07-31T08:30Z
2,Sun Jul 31 2022,10:30,CEST/+0200,Floridsdorfer AC,0-1,0-1,First Vienna FC,2022-07-31T08:30Z
