Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Jul 30 2022,15:00,BST/+0100,Bradford City,0-0,0-0,Doncaster Rovers,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Carlisle United,1-0,1-0,Crawley Town,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Walsall FC,4-0,2-0,Hartlepool United,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Harrogate Town,3-0,1-0,Swindon Town,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Leyton Orient,2-0,0-0,Grimsby Town,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Northampton Town,3-2,1-1,Colchester United,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Rochdale AFC,1-2,0-2,Crewe Alexandra,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Salford City,2-0,2-0,Mansfield Town,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Stockport County,2-3,0-3,Barrow AFC,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Sutton United,1-1,1-1,Newport County,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,Tranmere Rovers,1-2,0-1,Stevenage FC,2022-07-30T14:00Z
1,Sat Jul 30 2022,15:00,BST/+0100,AFC Wimbledon,2-0,1-0,Gillingham FC,2022-07-30T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Barrow AFC,3-2,0-0,Bradford City,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Colchester United,1-1,1-1,Carlisle United,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Crawley Town,0-1,0-0,Leyton Orient,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Crewe Alexandra,3-0,2-0,Harrogate Town,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Doncaster Rovers,2-1,0-1,Sutton United,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Gillingham FC,1-0,1-0,Rochdale AFC,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Stevenage FC,2-1,0-0,Stockport County,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Grimsby Town,1-1,0-0,Northampton Town,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Hartlepool United,0-0,0-0,AFC Wimbledon,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Mansfield Town,1-0,0-0,Tranmere Rovers,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Newport County,0-1,0-0,Walsall FC,2022-08-06T14:00Z
2,Sat Aug 6 2022,15:00,BST/+0100,Swindon Town,0-0,0-0,Salford City,2022-08-06T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Bradford City,2-0,1-0,Newport County,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Carlisle United,1-1,1-1,Swindon Town,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Walsall FC,1-1,1-0,Stevenage FC,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Harrogate Town,0-0,0-0,Crawley Town,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Leyton Orient,1-0,0-0,Mansfield Town,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Northampton Town,2-1,1-1,Hartlepool United,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Rochdale AFC,0-1,0-0,Grimsby Town,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Salford City,3-0,1-0,Crewe Alexandra,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Stockport County,1-0,0-0,Colchester United,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Sutton United,1-0,0-0,Barrow AFC,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,Tranmere Rovers,3-0,1-0,Gillingham FC,2022-08-13T14:00Z
3,Sat Aug 13 2022,15:00,BST/+0100,AFC Wimbledon,2-2,0-0,Doncaster Rovers,2022-08-13T14:00Z
4,Tue Aug 16 2022,19:45,BST/+0100,Barrow AFC,2-1,2-0,Walsall FC,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Colchester United,1-0,0-0,Bradford City,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Crawley Town,2-3,1-2,Northampton Town,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Crewe Alexandra,1-0,1-0,Sutton United,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Gillingham FC,0-2,0-1,Harrogate Town,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Stevenage FC,1-0,1-0,Rochdale AFC,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Hartlepool United,0-0,0-0,Tranmere Rovers,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Mansfield Town,5-2,2-2,AFC Wimbledon,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Newport County,2-3,0-0,Salford City,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Swindon Town,1-1,1-1,Leyton Orient,2022-08-16T18:45Z
4,Tue Aug 16 2022,19:45,BST/+0100,Doncaster Rovers,2-1,1-0,Stockport County,2022-08-16T18:45Z
5,Sat Aug 20 2022,15:00,BST/+0100,Newport County,2-1,2-1,Tranmere Rovers,2022-08-20T14:00Z
5,Sat Aug 20 2022,13:00,BST/+0100,Hartlepool United,1-3,1-1,Bradford City,2022-08-20T12:00Z
5,Sat Aug 20 2022,15:00,BST/+0100,Barrow AFC,1-0,1-0,Harrogate Town,2022-08-20T14:00Z
