Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Clausura,3,Wed Jan 18 2023,19:05,CST/-0600,Leones Negros,1-2,0-1,Cimarrones de Sonora,,,2023-01-19T01:05Z
Clausura,3,Wed Jan 18 2023,21:05,CST/-0600,Venados FC,2-1,1-0,Alebrijes de Oaxaca,,,2023-01-19T03:05Z
Clausura,3,Wed Jan 18 2023,17:00,CST/-0600,Alacranes de Durango,0-2,0-0,Tepatitlán,,,2023-01-18T23:00Z
Clausura,3,Thu Jan 19 2023,21:05,CST/-0600,Atlante,1-1,0-0,Pumas Tabasco,,,2023-01-20T03:05Z
Clausura,3,Thu Jan 19 2023,19:05,CST/-0600,Atlético La Paz,3-3,2-1,Atlético Morelia,,,2023-01-20T01:05Z
Clausura,3,Fri Jan 20 2023,17:00,CST/-0600,Correcaminos UAT,1-2,1-2,Tapatío,,,2023-01-20T23:00Z
Clausura,4,Tue Jan 24 2023,17:05,CST/-0600,CF Monterrey II,2-0,1-0,Coyotes de Tlaxcala,,,2023-01-24T23:05Z
Clausura,4,Tue Jan 24 2023,21:05,CST/-0600,Cimarrones de Sonora,1-0,0-0,Atlante,,,2023-01-25T03:05Z
Clausura,4,Wed Jan 25 2023,19:05,CST/-0600,Cancún FC,0-1,0-0,Correcaminos UAT,,,2023-01-26T01:05Z
Clausura,4,Wed Jan 25 2023,21:05,CST/-0600,Alebrijes de Oaxaca,3-0,3-0,Dorados de Sinaloa,,,2023-01-26T03:05Z
Clausura,4,Wed Jan 25 2023,17:00,CST/-0600,Club Celaya,1-0,1-0,Leones Negros,,,2023-01-25T23:00Z
Clausura,4,Thu Jan 26 2023,19:00,CST/-0600,Atlético Morelia,1-0,0-0,Venados FC,,,2023-01-27T01:00Z
Clausura,4,Fri Jan 27 2023,17:05,CST/-0600,Pumas Tabasco,1-1,1-1,Tepatitlán,,,2023-01-27T23:05Z
Clausura,4,Sat Jan 28 2023,17:00,CST/-0600,Mineros de Zacatecas,1-2,0-0,Alacranes de Durango,,,2023-01-28T23:00Z
Clausura,4,Sun Jan 29 2023,17:00,CST/-0600,Tapatío,2-0,1-0,Atlético La Paz,,,2023-01-29T23:00Z
Clausura,5,Tue Jan 31 2023,17:05,CST/-0600,Alacranes de Durango,4-3,3-1,Cancún FC,,,2023-01-31T23:05Z
Clausura,5,Tue Jan 31 2023,21:05,CST/-0600,Dorados de Sinaloa,1-2,0-1,Pumas Tabasco,,,2023-02-01T03:05Z
Clausura,5,Tue Jan 31 2023,19:05,CST/-0600,Atlante,3-0,1-0,Mineros de Zacatecas,,,2023-02-01T01:05Z
Clausura,5,Wed Feb 1 2023,17:00,CST/-0600,Coyotes de Tlaxcala,3-1,2-0,Alebrijes de Oaxaca,,,2023-02-01T23:00Z
Clausura,5,Wed Feb 1 2023,19:05,CST/-0600,Venados FC,0-1,0-0,CF Monterrey II,,,2023-02-02T01:05Z
Clausura,5,Wed Feb 1 2023,21:05,CST/-0600,Atlético La Paz,1-2,0-1,Cimarrones de Sonora,,,2023-02-02T03:05Z
Clausura,5,Thu Feb 2 2023,19:05,CST/-0600,Correcaminos UAT,3-1,2-0,Leones Negros,,,2023-02-03T01:05Z
Clausura,5,Thu Feb 2 2023,17:00,CST/-0600,Tepatitlán,2-0,1-0,Atlético Morelia,,,2023-02-02T23:00Z
Clausura,5,Fri Feb 3 2023,17:00,CST/-0600,Tapatío,2-2,1-1,Club Celaya,,,2023-02-03T23:00Z
Clausura,6,Tue Feb 7 2023,17:05,CST/-0600,CF Monterrey II,2-0,1-0,Atlético La Paz,,,2023-02-07T23:05Z
Clausura,6,Tue Feb 7 2023,19:05,CST/-0600,Cancún FC,1-1,0-1,Atlante,,,2023-02-08T01:05Z
Clausura,6,Tue Feb 7 2023,21:05,CST/-0600,Leones Negros,1-0,0-0,Alacranes de Durango,,,2023-02-08T03:05Z
Clausura,6,Tue Feb 7 2023,21:05,CST/-0600,Cimarrones de Sonora,0-1,0-0,Coyotes de Tlaxcala,,,2023-02-08T03:05Z
Clausura,6,Wed Feb 8 2023,19:05,CST/-0600,Pumas Tabasco,2-1,1-0,Correcaminos UAT,,,2023-02-09T01:05Z
Clausura,6,Wed Feb 8 2023,21:05,CST/-0600,Alebrijes de Oaxaca,0-3,0-1,Tepatitlán,,,2023-02-09T03:05Z
Clausura,6,Wed Feb 8 2023,17:00,CST/-0600,Club Celaya,4-2,1-2,Dorados de Sinaloa,,,2023-02-08T23:00Z
Clausura,6,Thu Feb 9 2023,19:05,CST/-0600,Atlético Morelia,2-0,1-0,Tapatío,,,2023-02-10T01:05Z
Clausura,6,Fri Feb 10 2023,17:00,CST/-0600,Mineros de Zacatecas,2-1,1-1,Venados FC,,,2023-02-10T23:00Z
Clausura,1,Mon Feb 13 2023,19:00,CST/-0600,Leones Negros,3-3,2-0,Pumas Tabasco,,,2023-02-14T01:00Z
Clausura,7,Tue Feb 14 2023,19:05,CST/-0600,Venados FC,1-0,1-0,Cimarrones de Sonora,,,2023-02-15T01:05Z
Clausura,7,Tue Feb 14 2023,17:05,CST/-0600,Correcaminos UAT,1-1,1-1,Atlético Morelia,,,2023-02-14T23:05Z
Clausura,7,Tue Feb 14 2023,21:05,CST/-0600,Dorados de Sinaloa,1-2,1-0,Coyotes de Tlaxcala,,,2023-02-15T03:05Z
Clausura,7,Wed Feb 15 2023,19:05,CST/-0600,Atlético La Paz,1-0,0-0,Cancún FC,,,2023-02-16T01:05Z
Clausura,7,Wed Feb 15 2023,21:05,CST/-0600,Atlante,1-0,0-0,Club Celaya,,,2023-02-16T03:05Z
Clausura,7,Wed Feb 15 2023,17:00,CST/-0600,Alacranes de Durango,1-1,0-0,Alebrijes de Oaxaca,,,2023-02-15T23:00Z
Clausura,7,Thu Feb 16 2023,19:05,CST/-0600,Mineros de Zacatecas,2-3,1-2,CF Monterrey II,,,2023-02-17T01:05Z
Clausura,7,Fri Feb 17 2023,17:00,CST/-0600,Tapatío,3-1,2-0,Pumas Tabasco,,,2023-02-17T23:00Z
Clausura,7,Sun Feb 19 2023,12:00,CST/-0600,Tepatitlán,1-1,0-1,Leones Negros,,,2023-02-19T18:00Z
Clausura,8,Tue Feb 21 2023,21:05,CST/-0600,Cimarrones de Sonora,2-0,1-0,Dorados de Sinaloa,,,2023-02-22T03:05Z
Clausura,8,Tue Feb 21 2023,17:05,CST/-0600,Coyotes de Tlaxcala,1-2,0-0,Tapatío,,,2023-02-21T23:05Z
Clausura,8,Tue Feb 21 2023,19:05,CST/-0600,CF Monterrey II,0-0,0-0,Cancún FC,,,2023-02-22T01:05Z
Clausura,8,Wed Feb 22 2023,21:05,CST/-0600,Pumas Tabasco,0-1,0-1,Club Celaya,,,2023-02-23T03:05Z
Clausura,8,Wed Feb 22 2023,19:05,CST/-0600,Venados FC,1-0,1-0,Alacranes de Durango,,,2023-02-23T01:05Z
Clausura,8,Wed Feb 22 2023,17:00,CST/-0600,Tepatitlán,2-2,2-1,Mineros de Zacatecas,,,2023-02-22T23:00Z
Clausura,8,Thu Feb 23 2023,21:05,CST/-0600,Leones Negros,3-2,0-0,Atlético La Paz,,,2023-02-24T03:05Z
Clausura,8,Fri Feb 24 2023,17:00,CST/-0600,Alebrijes de Oaxaca,4-0,0-0,Correcaminos UAT,,,2023-02-24T23:00Z
Clausura,8,Sun Feb 26 2023,17:00,CST/-0600,Atlético Morelia,0-1,0-0,Atlante,,,2023-02-26T23:00Z
Clausura,9,Tue Feb 28 2023,21:05,CST/-0600,Pumas Tabasco,1-1,0-1,Venados FC,,,2023-03-01T03:05Z
Clausura,9,Tue Feb 28 2023,17:05,CST/-0600,Mineros de Zacatecas,2-1,1-0,Leones Negros,,,2023-02-28T23:05Z
Clausura,9,Tue Feb 28 2023,19:05,CST/-0600,Atlético La Paz,2-1,1-0,Alacranes de Durango,,,2023-03-01T01:05Z
Clausura,9,Wed Mar 1 2023,21:05,CST/-0600,Dorados de Sinaloa,2-1,0-1,Tepatitlán,,,2023-03-02T03:05Z
Clausura,9,Wed Mar 1 2023,17:00,CST/-0600,Correcaminos UAT,0-0,0-0,Cimarrones de Sonora,,,2023-03-01T23:00Z
Clausura,9,Wed Mar 1 2023,19:05,CST/-0600,Cancún FC,1-0,0-0,Atlético Morelia,,,2023-03-02T01:05Z
Clausura,9,Thu Mar 2 2023,21:05,CST/-0600,Tapatío,1-1,0-0,Alebrijes de Oaxaca,,,2023-03-03T03:05Z
Clausura,9,Thu Mar 2 2023,19:00,CST/-0600,Atlante,2-1,0-1,CF Monterrey II,,,2023-03-03T01:00Z
Clausura,9,Fri Mar 3 2023,17:00,CST/-0600,Club Celaya,1-1,1-0,Coyotes de Tlaxcala,,,2023-03-03T23:00Z
Clausura,10,Tue Mar 7 2023,19:05,CST/-0600,Atlético La Paz,4-1,1-0,Correcaminos UAT,,,2023-03-08T01:05Z
Clausura,10,Tue Mar 7 2023,17:05,CST/-0600,Alacranes de Durango,3-0,2-0,Dorados de Sinaloa,,,2023-03-07T23:05Z
Clausura,10,Tue Mar 7 2023,21:05,CST/-0600,Atlético Morelia,1-2,0-2,Mineros de Zacatecas,,,2023-03-08T03:05Z
Clausura,10,Wed Mar 8 2023,17:00,CST/-0600,Coyotes de Tlaxcala,1-0,0-0,Cancún FC,,,2023-03-08T23:00Z
Clausura,10,Wed Mar 8 2023,21:05,CST/-0600,CF Monterrey II,1-1,0-1,Alebrijes de Oaxaca,,,2023-03-09T03:05Z
Clausura,10,Wed Mar 8 2023,19:05,CST/-0600,Venados FC,1-1,0-0,Atlante,,,2023-03-09T01:05Z
Clausura,10,Thu Mar 9 2023,21:05,CST/-0600,Cimarrones de Sonora,0-0,0-0,Pumas Tabasco,,,2023-03-10T03:05Z
Clausura,10,Thu Mar 9 2023,19:00,CST/-0600,Tepatitlán,1-2,0-1,Club Celaya,,,2023-03-10T01:00Z
Clausura,10,Sun Mar 12 2023,17:00,CST/-0600,Leones Negros,1-3,1-1,Tapatío,,,2023-03-12T23:00Z
Clausura,11,Tue Mar 14 2023,17:05,CST/-0600,Coyotes de Tlaxcala,1-1,1-0,Venados FC,,,2023-03-14T23:05Z
Clausura,11,Tue Mar 14 2023,19:05,CST/-0600,Pumas Tabasco,1-1,0-1,Atlético La Paz,,,2023-03-15T01:05Z
Clausura,11,Tue Mar 14 2023,21:05,CST/-0600,Correcaminos UAT,2-1,0-1,Tepatitlán,,,2023-03-15T03:05Z
Clausura,11,Wed Mar 15 2023,19:05,CST/-0600,Atlético Morelia,1-0,0-0,CF Monterrey II,,,2023-03-16T01:05Z
Clausura,11,Wed Mar 15 2023,21:05,CST/-0600,Dorados de Sinaloa,0-0,0-0,Atlante,,,2023-03-16T03:05Z
Clausura,11,Wed Mar 15 2023,17:00,CST/-0600,Alebrijes de Oaxaca,2-2,0-0,Leones Negros,,,2023-03-15T23:00Z
Clausura,11,Thu Mar 16 2023,21:05,CST/-0600,Tapatío,1-0,1-0,Cimarrones de Sonora,,,2023-03-17T03:05Z
Clausura,11,Thu Mar 16 2023,19:05,CST/-0600,Cancún FC,3-2,1-0,Mineros de Zacatecas,,,2023-03-17T01:05Z
Clausura,11,Sun Mar 19 2023,17:00,CST/-0600,Club Celaya,2-1,0-1,Alacranes de Durango,,,2023-03-19T23:00Z
Clausura,12,Tue Mar 21 2023,21:05,CST/-0600,Atlético La Paz,1-1,0-0,Dorados de Sinaloa,,,2023-03-22T03:05Z
Clausura,12,Tue Mar 21 2023,21:05,CST/-0600,Cimarrones de Sonora,1-1,0-0,Club Celaya,,,2023-03-22T03:05Z
Clausura,12,Tue Mar 21 2023,19:05,CST/-0600,Mineros de Zacatecas,3-6,2-3,Alebrijes de Oaxaca,,,2023-03-22T01:05Z
Clausura,12,Tue Mar 21 2023,17:05,CST/-0600,Tepatitlán,1-0,0-0,Cancún FC,,,2023-03-21T23:05Z
Clausura,12,Wed Mar 22 2023,19:05,CST/-0600,CF Monterrey II,0-4,0-3,Correcaminos UAT,,,2023-03-23T01:05Z
Clausura,12,Wed Mar 22 2023,17:00,CST/-0600,Alacranes de Durango,1-1,0-0,Pumas Tabasco,,,2023-03-22T23:00Z
Clausura,12,Wed Mar 22 2023,21:05,CST/-0600,Venados FC,0-0,0-0,Tapatío,,,2023-03-23T03:05Z
Clausura,12,Thu Mar 23 2023,19:05,CST/-0600,Leones Negros,0-1,0-0,Atlético Morelia,,,2023-03-24T01:05Z
Clausura,12,Thu Mar 23 2023,17:00,CST/-0600,Atlante,0-2,0-0,Coyotes de Tlaxcala,,,2023-03-23T23:00Z
Clausura,13,Fri Mar 24 2023,19:05,CST/-0600,Cancún FC,1-2,0-1,Cimarrones de Sonora,,,2023-03-25T01:05Z
Clausura,13,Fri Mar 24 2023,17:05,CST/-0600,Alebrijes de Oaxaca,1-2,1-2,Atlético La Paz,,,2023-03-24T23:05Z
Clausura,13,Sat Mar 25 2023,19:05,CST/-0600,Correcaminos UAT,1-0,1-0,Mineros de Zacatecas,,,2023-03-26T01:05Z
Clausura,13,Sat Mar 25 2023,17:00,CST/-0600,Club Celaya,2-1,0-1,Venados FC,,,2023-03-25T23:00Z
Clausura,13,Sat Mar 25 2023,21:05,CST/-0600,Pumas Tabasco,1-3,0-2,CF Monterrey II,,,2023-03-26T03:05Z
Clausura,13,Sun Mar 26 2023,19:05,CST/-0600,Dorados de Sinaloa,0-1,0-0,Atlético Morelia,,,2023-03-27T01:05Z
Clausura,13,Sun Mar 26 2023,21:05,CST/-0600,Coyotes de Tlaxcala,1-2,0-1,Alacranes de Durango,,,2023-03-27T03:05Z
Clausura,13,Sun Mar 26 2023,17:00,CST/-0600,Tapatío,0-2,0-2,Tepatitlán,,,2023-03-26T23:00Z
Clausura,13,Sun Mar 26 2023,12:00,CST/-0600,Atlante,0-0,0-0,Leones Negros,,,2023-03-26T18:00Z
Clausura,14,Tue Mar 28 2023,17:05,CST/-0600,Mineros de Zacatecas,0-2,0-2,Pumas Tabasco,,,2023-03-28T23:05Z
Clausura,14,Tue Mar 28 2023,21:05,CST/-0600,Cimarrones de Sonora,0-1,0-0,Alebrijes de Oaxaca,,,2023-03-29T03:05Z
Clausura,14,Tue Mar 28 2023,19:05,CST/-0600,Atlético La Paz,3-2,1-0,Venados FC,,,2023-03-29T01:05Z
Clausura,14,Wed Mar 29 2023,19:05,CST/-0600,Cancún FC,1-0,0-0,Tapatío,,,2023-03-30T01:05Z
Clausura,14,Wed Mar 29 2023,21:05,CST/-0600,CF Monterrey II,1-2,0-0,Dorados de Sinaloa,,,2023-03-30T03:05Z
Clausura,14,Wed Mar 29 2023,17:00,CST/-0600,Alacranes de Durango,1-0,1-0,Correcaminos UAT,,,2023-03-29T23:00Z
Clausura,14,Thu Mar 30 2023,21:05,CST/-0600,Tepatitlán,0-0,0-0,Atlante,,,2023-03-31T03:05Z
Clausura,14,Fri Mar 31 2023,17:00,CST/-0600,Leones Negros,3-0,1-0,Coyotes de Tlaxcala,,,2023-03-31T23:00Z
Clausura,14,Sun Apr 2 2023,21:05,CST/-0600,Atlético Morelia,3-2,1-1,Club Celaya,,,2023-04-03T03:05Z
Clausura,15,Tue Apr 4 2023,17:05,CST/-0600,Coyotes de Tlaxcala,1-0,1-0,Atlético La Paz,,,2023-04-04T23:05Z
Clausura,15,Tue Apr 4 2023,19:05,CST/-0600,Venados FC,1-1,0-1,Leones Negros,,,2023-04-05T01:05Z
Clausura,15,Tue Apr 4 2023,21:05,CST/-0600,CF Monterrey II,1-1,1-1,Alacranes de Durango,,,2023-04-05T03:05Z
Clausura,15,Wed Apr 5 2023,17:00,CST/-0600,Club Celaya,2-1,0-0,Mineros de Zacatecas,,,2023-04-05T23:00Z
Clausura,15,Wed Apr 5 2023,19:05,CST/-0600,Pumas Tabasco,1-0,0-0,Atlético Morelia,,,2023-04-06T01:05Z
Clausura,15,Wed Apr 5 2023,21:05,CST/-0600,Cimarrones de Sonora,0-0,0-0,Tepatitlán,,,2023-04-06T03:05Z
Clausura,15,Thu Apr 6 2023,21:05,CST/-0600,Atlante,2-1,0-1,Correcaminos UAT,,,2023-04-07T03:05Z
Clausura,15,Thu Apr 6 2023,19:05,CST/-0600,Tapatío,4-0,2-0,Dorados de Sinaloa,,,2023-04-07T01:05Z
Clausura,15,Fri Apr 7 2023,17:00,CST/-0600,Alebrijes de Oaxaca,1-0,1-0,Cancún FC,,,2023-04-07T23:00Z
Clausura,16,Tue Apr 11 2023,21:05,CST/-0600,Dorados de Sinaloa,0-5,0-2,Venados FC,,,2023-04-12T03:05Z
Clausura,16,Tue Apr 11 2023,17:05,CST/-0600,Mineros de Zacatecas,0-2,0-0,Cimarrones de Sonora,,,2023-04-11T23:05Z
Clausura,16,Tue Apr 11 2023,19:05,CST/-0600,Cancún FC,4-1,2-0,Pumas Tabasco,,,2023-04-12T01:05Z
Clausura,16,Wed Apr 12 2023,19:05,CST/-0600,Atlético La Paz,1-2,0-1,Atlante,,,2023-04-13T01:05Z
Clausura,16,Wed Apr 12 2023,21:05,CST/-0600,Correcaminos UAT,0-1,0-0,Club Celaya,,,2023-04-13T03:05Z
Clausura,16,Wed Apr 12 2023,17:00,CST/-0600,Alacranes de Durango,2-5,2-1,Tapatío,,,2023-04-12T23:00Z
Clausura,16,Thu Apr 13 2023,19:05,CST/-0600,Atlético Morelia,2-1,0-0,Alebrijes de Oaxaca,,,2023-04-14T01:05Z
Clausura,16,Thu Apr 13 2023,17:00,CST/-0600,Leones Negros,4-0,0-0,CF Monterrey II,,,2023-04-13T23:00Z
Clausura,16,Fri Apr 14 2023,17:00,CST/-0600,Tepatitlán,0-0,0-0,Coyotes de Tlaxcala,,,2023-04-14T23:00Z
Clausura,1,Sun Apr 16 2023,21:05,CST/-0600,Dorados de Sinaloa,0-1,0-0,Correcaminos UAT,,,2023-04-17T03:05Z
Clausura,17,Tue Apr 18 2023,19:05,CST/-0600,Venados FC,1-1,0-0,Cancún FC,,,2023-04-19T01:05Z
Clausura,17,Tue Apr 18 2023,17:05,CST/-0600,Alebrijes de Oaxaca,1-0,0-0,Pumas Tabasco,,,2023-04-18T23:05Z
Clausura,17,Tue Apr 18 2023,21:05,CST/-0600,Cimarrones de Sonora,0-1,0-0,Atlético Morelia,,,2023-04-19T03:05Z
Clausura,17,Wed Apr 19 2023,21:05,CST/-0600,CF Monterrey II,1-1,0-1,Tepatitlán,,,2023-04-20T03:05Z
Clausura,17,Wed Apr 19 2023,17:00,CST/-0600,Tapatío,1-2,0-1,Mineros de Zacatecas,,,2023-04-19T23:00Z
Clausura,17,Wed Apr 19 2023,19:05,CST/-0600,Club Celaya,4-2,2-2,Atlético La Paz,,,2023-04-20T01:05Z
Clausura,17,Thu Apr 20 2023,18:00,CST/-0600,Leones Negros,2-0,1-0,Dorados de Sinaloa,,,2023-04-21T00:00Z
Clausura,17,Fri Apr 21 2023,17:00,CST/-0600,Coyotes de Tlaxcala,0-0,0-0,Correcaminos UAT,,,2023-04-21T23:00Z
Clausura,17,Sun Apr 23 2023,17:00,CST/-0600,Atlante,1-0,1-0,Alacranes de Durango,,,2023-04-23T23:00Z
Clausura Playoffs,Reclassification,Wed Apr 26 2023,21:05,CST/-0600,Cimarrones de Sonora,1-0,0-0,Correcaminos UAT,,,2023-04-27T03:05Z
Clausura Playoffs,Reclassification,Wed Apr 26 2023,19:00,CST/-0600,CF Monterrey II,2-0,2-0,Alebrijes de Oaxaca,,,2023-04-27T01:00Z
Clausura Playoffs,Reclassification,Thu Apr 27 2023,21:05,CST/-0600,Tepatitlán,0-1,0-1,Leones Negros,,,2023-04-28T03:05Z
Clausura Playoffs,Reclassification,Thu Apr 27 2023,19:00,CST/-0600,Coyotes de Tlaxcala,2-0,1-0,Venados FC,,,2023-04-28T01:00Z
Clausura Playoffs,Quarterfinals,Tue May 2 2023,19:00,CST/-0600,Leones Negros,0-3,0-1,Club Celaya,,,2023-05-03T01:00Z
Clausura Playoffs,Quarterfinals,Wed May 3 2023,21:05,CST/-0600,Coyotes de Tlaxcala,2-2,0-1,Tapatío,,,2023-05-04T03:05Z
Clausura Playoffs,Quarterfinals,Wed May 3 2023,19:00,CST/-0600,CF Monterrey II,1-1,0-1,Atlante,,,2023-05-04T01:00Z
Clausura Playoffs,Quarterfinals,Thu May 4 2023,21:05,CST/-0600,Cimarrones de Sonora,1-1,0-1,Atlético Morelia,,,2023-05-05T03:05Z
Clausura Playoffs,Quarterfinals,Fri May 5 2023,19:05,CST/-0600,Club Celaya,1-0,0-0,Leones Negros,,,2023-05-06T01:05Z
Clausura Playoffs,Quarterfinals,Sat May 6 2023,12:00,CST/-0600,Atlante,1-0,0-0,CF Monterrey II,,,2023-05-06T18:00Z
Clausura Playoffs,Quarterfinals,Sat May 6 2023,17:00,CST/-0600,Tapatío,1-1,0-0,Coyotes de Tlaxcala,,,2023-05-06T23:00Z
Clausura Playoffs,Quarterfinals,Sun May 7 2023,17:00,CST/-0600,Atlético Morelia,1-0,1-0,Cimarrones de Sonora,,,2023-05-07T23:00Z
Clausura Playoffs,Semifinals,Wed May 10 2023,17:00,CST/-0600,Atlante,0-0,0-0,Tapatío,,,2023-05-10T23:00Z
Clausura Playoffs,Semifinals,Thu May 11 2023,17:00,CST/-0600,Atlético Morelia,1-1,0-1,Club Celaya,,,2023-05-11T23:00Z
Clausura Playoffs,Semifinals,Sat May 13 2023,17:00,CST/-0600,Tapatío,1-0,1-0,Atlante,,,2023-05-13T23:00Z
Clausura Playoffs,Semifinals,Sun May 14 2023,17:00,CST/-0600,Club Celaya,1-3,1-0,Atlético Morelia,,,2023-05-14T23:00Z
Clausura Playoffs,Final,Wed May 17 2023,19:00,CST/-0600,Atlético Morelia,1-2,0-2,Tapatío,,,2023-05-18T01:00Z
Clausura Playoffs,Final,Sat May 20 2023,21:05,CST/-0600,Tapatío,1-2,0-1,Atlético Morelia,2-2,,2023-05-21T03:05Z
Campeón,Final,Sat May 27 2023,19:00,CST/-0600,Tapatío,3-1,2-1,Atlante,,,2023-05-28T01:00Z
Campeón,Final,Sat Jun 3 2023,19:00,CST/-0600,Atlante,1-0,0-0,Tapatío,,,2023-06-04T01:00Z
