Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,1,Sat Aug 13 2022,18:30,CEST/+0200,Sampdoria,0-2,0-1,Atalanta,2022-08-13T16:30Z
,1,Sat Aug 13 2022,20:45,CEST/+0200,AC Monza,1-2,0-1,Torino FC,2022-08-13T18:45Z
,1,Sat Aug 13 2022,20:45,CEST/+0200,US Lecce,1-2,0-1,Inter,2022-08-13T18:45Z
,1,Sat Aug 13 2022,18:30,CEST/+0200,AC Milan,4-2,2-2,Udinese Calcio,2022-08-13T16:30Z
,1,Sun Aug 14 2022,18:30,CEST/+0200,ACF Fiorentina,3-2,2-1,US Cremonese,2022-08-14T16:30Z
,1,Sun Aug 14 2022,18:30,CEST/+0200,Lazio Roma,2-1,0-1,Bologna FC,2022-08-14T16:30Z
,1,Sun Aug 14 2022,20:45,CEST/+0200,Spezia Calcio,1-0,1-0,Empoli FC,2022-08-14T18:45Z
,1,Sun Aug 14 2022,20:45,CEST/+0200,US Salernitana 1919,0-1,0-1,AS Roma,2022-08-14T18:45Z
,1,Mon Aug 15 2022,20:45,CEST/+0200,Juventus,3-0,2-0,Sassuolo Calcio,2022-08-15T18:45Z
,1,Mon Aug 15 2022,18:30,CEST/+0200,Hellas Verona,2-5,1-2,SSC Napoli,2022-08-15T16:30Z
,2,Sat Aug 20 2022,18:30,CEST/+0200,Torino FC,0-0,0-0,Lazio Roma,2022-08-20T16:30Z
,2,Sat Aug 20 2022,18:30,CEST/+0200,Udinese Calcio,0-0,0-0,US Salernitana 1919,2022-08-20T16:30Z
,2,Sat Aug 20 2022,20:45,CEST/+0200,Inter,3-0,1-0,Spezia Calcio,2022-08-20T18:45Z
,2,Sat Aug 20 2022,20:45,CEST/+0200,Sassuolo Calcio,1-0,1-0,US Lecce,2022-08-20T18:45Z
,2,Sun Aug 21 2022,18:30,CEST/+0200,SSC Napoli,4-0,2-0,AC Monza,2022-08-21T16:30Z
,2,Sun Aug 21 2022,20:45,CEST/+0200,Atalanta,1-1,1-0,AC Milan,2022-08-21T18:45Z
,2,Sun Aug 21 2022,20:45,CEST/+0200,Bologna FC,1-1,1-1,Hellas Verona,2022-08-21T18:45Z
,2,Sun Aug 21 2022,18:30,CEST/+0200,Empoli FC,0-0,0-0,ACF Fiorentina,2022-08-21T16:30Z
,2,Mon Aug 22 2022,20:45,CEST/+0200,Sampdoria,0-0,0-0,Juventus,2022-08-22T18:45Z
,2,Mon Aug 22 2022,18:30,CEST/+0200,AS Roma,1-0,0-0,US Cremonese,2022-08-22T16:30Z
,3,Fri Aug 26 2022,18:30,CEST/+0200,AC Monza,1-2,1-1,Udinese Calcio,2022-08-26T16:30Z
,3,Fri Aug 26 2022,20:45,CEST/+0200,Lazio Roma,3-1,1-0,Inter,2022-08-26T18:45Z
,3,Sat Aug 27 2022,18:30,CEST/+0200,US Cremonese,1-2,0-1,Torino FC,2022-08-27T16:30Z
,3,Sat Aug 27 2022,20:45,CEST/+0200,AC Milan,2-0,1-0,Bologna FC,2022-08-27T18:45Z
,3,Sat Aug 27 2022,20:45,CEST/+0200,Spezia Calcio,2-2,2-1,Sassuolo Calcio,2022-08-27T18:45Z
,3,Sat Aug 27 2022,18:30,CEST/+0200,Juventus,1-1,1-0,AS Roma,2022-08-27T16:30Z
,3,Sun Aug 28 2022,18:30,CEST/+0200,US Salernitana 1919,4-0,2-0,Sampdoria,2022-08-28T16:30Z
,3,Sun Aug 28 2022,20:45,CEST/+0200,ACF Fiorentina,0-0,0-0,SSC Napoli,2022-08-28T18:45Z
,3,Sun Aug 28 2022,20:45,CEST/+0200,US Lecce,1-1,1-1,Empoli FC,2022-08-28T18:45Z
,3,Sun Aug 28 2022,18:30,CEST/+0200,Hellas Verona,0-1,0-0,Atalanta,2022-08-28T16:30Z
,4,Tue Aug 30 2022,18:30,CEST/+0200,Sassuolo Calcio,0-0,0-0,AC Milan,2022-08-30T16:30Z
,4,Tue Aug 30 2022,20:45,CEST/+0200,AS Roma,3-0,2-0,AC Monza,2022-08-30T18:45Z
,4,Tue Aug 30 2022,20:45,CEST/+0200,Inter,3-1,2-0,US Cremonese,2022-08-30T18:45Z
,4,Wed Aug 31 2022,18:30,CEST/+0200,Sampdoria,1-1,0-1,Lazio Roma,2022-08-31T16:30Z
,4,Wed Aug 31 2022,18:30,CEST/+0200,Udinese Calcio,1-0,1-0,ACF Fiorentina,2022-08-31T16:30Z
,4,Wed Aug 31 2022,20:45,CEST/+0200,Juventus,2-0,1-0,Spezia Calcio,2022-08-31T18:45Z
,4,Wed Aug 31 2022,20:45,CEST/+0200,SSC Napoli,1-1,1-1,US Lecce,2022-08-31T18:45Z
,4,Wed Aug 31 2022,18:30,CEST/+0200,Empoli FC,1-1,1-0,Hellas Verona,2022-08-31T16:30Z
,4,Thu Sep 1 2022,20:45,CEST/+0200,Atalanta,3-1,1-0,Torino FC,2022-09-01T18:45Z
,4,Thu Sep 1 2022,20:45,CEST/+0200,Bologna FC,1-1,0-0,US Salernitana 1919,2022-09-01T18:45Z
,5,Sat Sep 3 2022,18:00,CEST/+0200,AC Milan,3-2,1-1,Inter,2022-09-03T16:00Z
,5,Sat Sep 3 2022,20:45,CEST/+0200,Lazio Roma,1-2,1-1,SSC Napoli,2022-09-03T18:45Z
