Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
3,Sat May 3 2014,16:20,-0300,Ceará CE,2-2,0-1,Náutico PE,,2014-05-03T19:20Z
3,Sat May 3 2014,16:20,-0300,América RN,0-2,0-0,ABC RN,,2014-05-03T19:20Z
3,Sat May 3 2014,16:20,-0300,Boa Esporte MG,1-3,1-1,América MG,,2014-05-03T19:20Z
3,Sat May 3 2014,21:00,-0300,Sampaio Corrêa MA,2-2,0-0,Oeste SP,,2014-05-04T00:00Z
3,Sat May 3 2014,21:00,-0300,Vila Nova GO,0-1,0-0,Avaí SC,,2014-05-04T00:00Z
4,Tue May 6 2014,21:50,-0300,Boa Esporte MG,2-1,1-0,Portuguesa SP,,2014-05-07T00:50Z
4,Fri May 9 2014,21:00,-0300,Vila Nova GO,0-1,0-1,Icasa CE,,2014-05-10T00:00Z
4,Sat May 10 2014,16:20,-0300,Ponte Preta,2-1,1-0,ABC RN,,2014-05-10T19:20Z
4,Sat May 10 2014,16:20,-0300,Vasco da Gama RJ,2-0,0-0,Oeste SP,,2014-05-10T19:20Z
4,Sat May 10 2014,16:20,-0300,Santa Cruz PE,0-0,0-0,Luverdense MT,,2014-05-10T19:20Z
4,Sat May 10 2014,16:20,-0300,Joinville SC,1-0,0-0,Náutico PE,,2014-05-10T19:20Z
4,Sat May 10 2014,16:20,-0300,América RN,3-3,1-0,Atlético Goianiense,,2014-05-10T19:20Z
4,Sat May 10 2014,21:00,-0300,CA Bragantino,0-2,0-1,América MG,,2014-05-11T00:00Z
4,Sat May 10 2014,21:00,-0300,Ceará CE,2-1,1-0,Paraná Clube,,2014-05-11T00:00Z
5,Tue May 13 2014,21:50,-0300,Oeste SP,1-1,0-0,Ponte Preta,,2014-05-14T00:50Z
5,Fri May 16 2014,21:00,-0300,Paraná Clube,0-0,0-0,Boa Esporte MG,,2014-05-17T00:00Z
5,Sat May 17 2014,21:00,-0300,Atlético Goianiense,0-0,0-0,Joinville SC,,2014-05-18T00:00Z
5,Sat May 17 2014,16:20,-0300,Portuguesa SP,1-2,0-0,América RN,,2014-05-17T19:20Z
5,Sat May 17 2014,16:20,-0300,Icasa CE,1-1,0-0,Santa Cruz PE,,2014-05-17T19:20Z
5,Sat May 17 2014,16:20,-0300,Avaí SC,1-1,0-0,Ceará CE,,2014-05-17T19:20Z
5,Sat May 17 2014,16:20,-0300,ABC RN,1-0,1-0,Sampaio Corrêa MA,,2014-05-17T19:20Z
5,Sat May 17 2014,16:20,-0300,América MG,2-0,2-0,Vila Nova GO,,2014-05-17T19:20Z
5,Sat May 17 2014,21:00,-0300,Luverdense MT,2-0,1-0,CA Bragantino,,2014-05-18T00:00Z
6,Tue May 20 2014,21:50,-0300,Náutico PE,2-1,0-1,Portuguesa SP,,2014-05-21T00:50Z
6,Tue May 20 2014,21:50,-0300,Icasa CE,3-0,1-0,CA Bragantino,,2014-05-21T00:50Z
6,Tue May 20 2014,19:30,-0300,Oeste SP,1-1,1-1,Santa Cruz PE,,2014-05-20T22:30Z
6,Tue May 20 2014,19:30,-0300,Ponte Preta,1-0,1-0,Vila Nova GO,,2014-05-20T22:30Z
6,Tue May 20 2014,19:30,-0300,Avaí SC,2-1,0-0,Paraná Clube,,2014-05-20T22:30Z
6,Tue May 20 2014,19:30,-0300,Atlético Goianiense,2-0,2-0,ABC RN,,2014-05-20T22:30Z
6,Tue May 20 2014,19:30,-0300,América MG,3-1,1-0,Joinville SC,,2014-05-20T22:30Z
6,Tue May 20 2014,21:50,-0300,Vasco da Gama RJ,1-1,0-0,Sampaio Corrêa MA,,2014-05-21T00:50Z
6,Tue May 20 2014,21:50,-0300,Luverdense MT,4-2,0-1,Boa Esporte MG,,2014-05-21T00:50Z
6,Tue May 20 2014,21:50,-0300,América RN,0-1,0-1,Ceará CE,,2014-05-21T00:50Z
7,Fri May 23 2014,19:30,-0300,Boa Esporte MG,2-0,0-0,Avaí SC,,2014-05-23T22:30Z
7,Fri May 23 2014,21:50,-0300,Ceará CE,3-2,1-1,Ponte Preta,,2014-05-24T00:50Z
7,Fri May 23 2014,19:30,-0300,CA Bragantino,3-0,1-0,Oeste SP,,2014-05-23T22:30Z
7,Fri May 23 2014,19:30,-0300,Santa Cruz PE,1-1,0-0,América MG,,2014-05-23T22:30Z
7,Sat May 24 2014,21:00,-0300,ABC RN,3-0,1-0,Icasa CE,,2014-05-25T00:00Z
7,Sat May 24 2014,21:00,-0300,Paraná Clube,2-0,1-0,Náutico PE,,2014-05-25T00:00Z
7,Sat May 24 2014,16:20,-0300,Portuguesa SP,2-0,0-0,Atlético Goianiense,,2014-05-24T19:20Z
7,Sat May 24 2014,16:20,-0300,Sampaio Corrêa MA,1-0,1-0,Luverdense MT,,2014-05-24T19:20Z
7,Sat May 24 2014,16:20,-0300,Joinville SC,0-0,0-0,Vasco da Gama RJ,,2014-05-24T19:20Z
7,Sat May 24 2014,16:20,-0300,Vila Nova GO,1-3,1-0,América RN,,2014-05-24T19:20Z
8,Tue May 27 2014,21:50,-0300,Náutico PE,0-1,0-1,Avaí SC,,2014-05-28T00:50Z
8,Tue May 27 2014,21:50,-0300,Ceará CE,4-0,2-0,Vila Nova GO,,2014-05-28T00:50Z
8,Tue May 27 2014,19:30,-0300,Portuguesa SP,1-4,0-2,Sampaio Corrêa MA,,2014-05-27T22:30Z
8,Tue May 27 2014,19:30,-0300,Paraná Clube,1-2,0-0,Ponte Preta,,2014-05-27T22:30Z
8,Tue May 27 2014,19:30,-0300,Joinville SC,1-0,0-0,América RN,,2014-05-27T22:30Z
8,Tue May 27 2014,19:30,-0300,ABC RN,0-1,0-0,Oeste SP,,2014-05-27T22:30Z
8,Tue May 27 2014,19:30,-0300,Boa Esporte MG,0-2,0-1,Santa Cruz PE,,2014-05-27T22:30Z
8,Tue May 27 2014,21:50,-0300,CA Bragantino,1-1,0-0,Vasco da Gama RJ,,2014-05-28T00:50Z
8,Tue May 27 2014,21:50,-0300,Luverdense MT,1-0,0-0,Icasa CE,,2014-05-28T00:50Z
8,Tue May 27 2014,21:50,-0300,Atlético Goianiense,3-0,2-0,América MG,,2014-05-28T00:50Z
9,Fri May 30 2014,19:30,-0300,América RN,2-0,0-0,Luverdense MT,,2014-05-30T22:30Z
9,Fri May 30 2014,21:50,-0300,Santa Cruz PE,2-0,1-0,Joinville SC,,2014-05-31T00:50Z
9,Fri May 30 2014,19:30,-0300,Oeste SP,2-2,1-1,Paraná Clube,,2014-05-30T22:30Z
9,Fri May 30 2014,19:30,-0300,Avaí SC,0-1,0-0,ABC RN,,2014-05-30T22:30Z
9,Sat May 31 2014,21:00,-0300,Icasa CE,1-0,0-0,Atlético Goianiense,,2014-06-01T00:00Z
9,Sat May 31 2014,21:00,-0300,Vila Nova GO,1-1,0-1,CA Bragantino,,2014-06-01T00:00Z
9,Sat May 31 2014,16:20,-0300,Ponte Preta,1-0,1-0,Boa Esporte MG,,2014-05-31T19:20Z
9,Sat May 31 2014,16:20,-0300,Vasco da Gama RJ,1-1,1-1,Portuguesa SP,,2014-05-31T19:20Z
9,Sat May 31 2014,16:20,-0300,Sampaio Corrêa MA,2-2,2-2,Ceará CE,,2014-05-31T19:20Z
9,Sat May 31 2014,16:20,-0300,América MG,1-3,0-2,Náutico PE,,2014-05-31T19:20Z
10,Tue Jun 3 2014,21:50,-0300,Boa Esporte MG,0-2,0-0,Vasco da Gama RJ,,2014-06-04T00:50Z
10,Tue Jun 3 2014,21:50,-0300,ABC RN,1-1,1-0,Náutico PE,,2014-06-04T00:50Z
10,Tue Jun 3 2014,19:30,-0300,CA Bragantino,1-2,1-1,Ceará CE,,2014-06-03T22:30Z
10,Tue Jun 3 2014,19:30,-0300,Portuguesa SP,2-1,1-0,América MG,,2014-06-03T22:30Z
10,Tue Jun 3 2014,19:30,-0300,Santa Cruz PE,2-1,2-0,Ponte Preta,,2014-06-03T22:30Z
10,Tue Jun 3 2014,19:30,-0300,Sampaio Corrêa MA,3-0,0-0,América RN,,2014-06-03T22:30Z
10,Tue Jun 3 2014,21:50,-0300,Icasa CE,0-2,0-0,Avaí SC,,2014-06-04T00:50Z
10,Fri Jun 6 2014,19:30,-0300,Paraná Clube,0-2,0-1,Luverdense MT,,2014-06-06T22:30Z
10,Fri Jun 6 2014,19:30,-0300,Joinville SC,1-0,1-0,Vila Nova GO,,2014-06-06T22:30Z
4,Sat Jun 7 2014,16:20,-0300,Sampaio Corrêa MA,1-1,1-0,Avaí SC,,2014-06-07T19:20Z
11,Tue Jul 15 2014,21:50,-0300,Ceará CE,1-3,0-3,Joinville SC,,2014-07-16T00:50Z
11,Tue Jul 15 2014,21:50,-0300,América RN,4-2,1-2,CA Bragantino,,2014-07-16T00:50Z
11,Tue Jul 15 2014,19:30,-0300,Ponte Preta,0-0,0-0,Portuguesa SP,,2014-07-15T22:30Z
11,Tue Jul 15 2014,19:30,-0300,Náutico PE,1-0,1-0,Sampaio Corrêa MA,,2014-07-15T22:30Z
11,Tue Jul 15 2014,19:30,-0300,Avaí SC,2-1,0-1,Atlético Goianiense,,2014-07-15T22:30Z
11,Tue Jul 15 2014,19:30,-0300,Vila Nova GO,0-2,0-2,Boa Esporte MG,,2014-07-15T22:30Z
11,Tue Jul 15 2014,19:30,-0300,América MG,1-0,0-0,Paraná Clube,,2014-07-15T22:30Z
11,Tue Jul 15 2014,21:50,-0300,Oeste SP,0-0,0-0,Icasa CE,,2014-07-16T00:50Z
11,Tue Jul 15 2014,21:50,-0300,Vasco da Gama RJ,4-1,2-1,Santa Cruz PE,,2014-07-16T00:50Z
11,Tue Jul 15 2014,21:50,-0300,Luverdense MT,3-1,0-0,ABC RN,,2014-07-16T00:50Z
12,Fri Jul 18 2014,19:30,-0300,América MG,3-0,3-0,Oeste SP,,2014-07-18T22:30Z
12,Fri Jul 18 2014,19:30,-0300,Portuguesa SP,1-1,0-1,Paraná Clube,,2014-07-18T22:30Z
12,Fri Jul 18 2014,19:30,-0300,ABC RN,2-1,0-1,Joinville SC,,2014-07-18T22:30Z
12,Fri Jul 18 2014,21:50,-0300,Avaí SC,1-0,0-0,Ponte Preta,,2014-07-19T00:50Z
12,Sat Jul 19 2014,21:00,-0300,Náutico PE,1-3,0-2,Boa Esporte MG,,2014-07-20T00:00Z
12,Sat Jul 19 2014,21:00,-0300,CA Bragantino,0-1,0-0,Sampaio Corrêa MA,,2014-07-20T00:00Z
12,Sat Jul 19 2014,16:20,-0300,Vasco da Gama RJ,1-1,1-0,América RN,,2014-07-19T19:20Z
12,Sat Jul 19 2014,16:20,-0300,Luverdense MT,0-2,0-1,Atlético Goianiense,,2014-07-19T19:20Z
12,Sat Jul 19 2014,16:20,-0300,Ceará CE,2-1,2-0,Icasa CE,,2014-07-19T19:20Z
12,Sat Jul 19 2014,16:20,-0300,Vila Nova GO,3-2,2-2,Santa Cruz PE,,2014-07-19T19:20Z
10,Tue Jul 22 2014,19:30,-0300,Atlético Goianiense,4-2,2-0,Oeste SP,,2014-07-22T22:30Z
13,Tue Jul 22 2014,19:00,-0300,Icasa CE,2-0,0-0,Portuguesa SP,,2014-07-22T22:00Z
13,Fri Jul 25 2014,21:00,-0300,América RN,1-0,1-0,América MG,,2014-07-26T00:00Z
13,Fri Jul 25 2014,19:30,-0300,Oeste SP,2-1,0-1,Luverdense MT,,2014-07-25T22:30Z
13,Fri Jul 25 2014,21:00,-0300,Boa Esporte MG,2-1,0-0,CA Bragantino,,2014-07-26T00:00Z
13,Sat Jul 26 2014,16:20,-0300,Ponte Preta,0-0,0-0,Vasco da Gama RJ,,2014-07-26T19:20Z
13,Sat Jul 26 2014,16:20,-0300,Santa Cruz PE,2-3,2-3,Ceará CE,,2014-07-26T19:20Z
13,Sat Jul 26 2014,16:20,-0300,Joinville SC,0-1,0-0,Avaí SC,,2014-07-26T19:20Z
13,Sat Jul 26 2014,16:20,-0300,Atlético Goianiense,2-0,0-0,Náutico PE,,2014-07-26T19:20Z
13,Sat Jul 26 2014,21:00,-0300,Paraná Clube,1-0,0-0,ABC RN,,2014-07-27T00:00Z
13,Sat Jul 26 2014,21:00,-0300,Sampaio Corrêa MA,2-0,2-0,Vila Nova GO,,2014-07-27T00:00Z
14,Tue Jul 29 2014,19:00,-0300,Náutico PE,1-0,1-0,Icasa CE,,2014-07-29T22:00Z
14,Tue Jul 29 2014,21:00,-0300,Portuguesa SP,0-0,0-0,Oeste SP,,2014-07-30T00:00Z
14,Fri Aug 1 2014,21:00,-0300,Avaí SC,1-2,0-1,Luverdense MT,,2014-08-02T00:00Z
14,Fri Aug 1 2014,21:00,-0300,Vila Nova GO,0-2,0-2,Atlético Goianiense,,2014-08-02T00:00Z
14,Sat Aug 2 2014,16:20,-0300,CA Bragantino,1-0,1-0,Joinville SC,,2014-08-02T19:20Z
14,Sat Aug 2 2014,16:20,-0300,Vasco da Gama RJ,1-0,1-0,Paraná Clube,,2014-08-02T19:20Z
14,Sat Aug 2 2014,16:20,-0300,Sampaio Corrêa MA,3-3,2-2,Ponte Preta,,2014-08-02T19:20Z
14,Sat Aug 2 2014,16:20,-0300,América RN,0-1,0-1,Santa Cruz PE,,2014-08-02T19:20Z
14,Sat Aug 2 2014,16:20,-0300,América MG,1-0,0-0,ABC RN,,2014-08-02T19:20Z
14,Sat Aug 2 2014,21:00,-0300,Ceará CE,2-2,1-1,Boa Esporte MG,,2014-08-03T00:00Z
15,Tue Aug 5 2014,21:00,-0300,Joinville SC,3-1,2-1,Sampaio Corrêa MA,,2014-08-06T00:00Z
15,Tue Aug 5 2014,19:30,-0300,Luverdense MT,3-1,0-0,Portuguesa SP,,2014-08-05T22:30Z
15,Fri Aug 8 2014,19:30,-0300,Icasa CE,2-0,0-0,América MG,,2014-08-08T22:30Z
15,Fri Aug 8 2014,21:00,-0300,Ponte Preta,1-0,0-0,CA Bragantino,,2014-08-09T00:00Z
15,Fri Aug 8 2014,19:30,-0300,Atlético Goianiense,0-2,0-0,Ceará CE,,2014-08-08T22:30Z
15,Sat Aug 9 2014,16:20,-0300,Paraná Clube,3-1,1-1,Vila Nova GO,,2014-08-09T19:20Z
15,Sat Aug 9 2014,16:20,-0300,Santa Cruz PE,3-0,0-0,Náutico PE,,2014-08-09T19:20Z
15,Sat Aug 9 2014,16:20,-0300,ABC RN,1-2,0-1,Vasco da Gama RJ,,2014-08-09T19:20Z
15,Sat Aug 9 2014,21:00,-0300,Oeste SP,0-0,0-0,Avaí SC,,2014-08-10T00:00Z
15,Sat Aug 9 2014,21:00,-0300,Boa Esporte MG,3-2,2-0,América RN,,2014-08-10T00:00Z
5,Tue Aug 12 2014,21:00,-0300,Náutico PE,0-1,0-1,Vasco da Gama RJ,,2014-08-13T00:00Z
16,Tue Aug 12 2014,19:30,-0300,ABC RN,0-0,0-0,Portuguesa SP,,2014-08-12T22:30Z
16,Tue Aug 12 2014,21:00,-0300,Avaí SC,2-0,1-0,América MG,,2014-08-13T00:00Z
16,Fri Aug 15 2014,21:00,-0300,Ponte Preta,2-0,1-0,Joinville SC,,2014-08-16T00:00Z
16,Fri Aug 15 2014,19:30,-0300,Atlético Goianiense,2-1,1-0,Paraná Clube,,2014-08-15T22:30Z
16,Sat Aug 16 2014,16:20,-0300,Luverdense MT,0-2,0-1,Náutico PE,,2014-08-16T19:20Z
16,Sat Aug 16 2014,16:20,-0300,Icasa CE,0-2,0-1,América RN,,2014-08-16T19:20Z
16,Sat Aug 16 2014,21:00,-0300,Oeste SP,1-3,1-2,Vila Nova GO,,2014-08-17T00:00Z
16,Sat Aug 16 2014,21:00,-0300,Boa Esporte MG,2-1,0-1,Sampaio Corrêa MA,,2014-08-17T00:00Z
16,Sat Aug 16 2014,16:20,-0300,Vasco da Gama RJ,2-0,1-0,Ceará CE,,2014-08-16T19:20Z
17,Tue Aug 19 2014,21:50,-0300,Vila Nova GO,2-1,2-1,Vasco da Gama RJ,,2014-08-20T00:50Z
17,Tue Aug 19 2014,19:30,-0300,Paraná Clube,1-0,1-0,Icasa CE,,2014-08-19T22:30Z
17,Tue Aug 19 2014,19:30,-0300,Náutico PE,3-2,2-2,Oeste SP,,2014-08-19T22:30Z
17,Tue Aug 19 2014,19:30,-0300,Sampaio Corrêa MA,0-0,0-0,Santa Cruz PE,,2014-08-19T22:30Z
17,Tue Aug 19 2014,19:30,-0300,Ceará CE,1-2,1-1,ABC RN,,2014-08-19T22:30Z
17,Tue Aug 19 2014,19:30,-0300,Joinville SC,2-1,1-1,Boa Esporte MG,,2014-08-19T22:30Z
17,Tue Aug 19 2014,19:30,-0300,América RN,0-2,0-0,Ponte Preta,,2014-08-19T22:30Z
17,Tue Aug 19 2014,21:50,-0300,CA Bragantino,2-1,1-1,Atlético Goianiense,,2014-08-20T00:50Z
17,Tue Aug 19 2014,21:50,-0300,Portuguesa SP,1-3,0-0,Avaí SC,,2014-08-20T00:50Z
17,Tue Aug 19 2014,21:50,-0300,América MG,2-0,1-0,Luverdense MT,,2014-08-20T00:50Z
18,Fri Aug 22 2014,21:50,-0300,Icasa CE,1-1,0-1,Vasco da Gama RJ,,2014-08-23T00:50Z
18,Fri Aug 22 2014,19:30,-0300,Oeste SP,2-1,1-0,Boa Esporte MG,,2014-08-22T22:30Z
18,Fri Aug 22 2014,19:30,-0300,América MG,3-0,1-0,Ponte Preta,,2014-08-22T22:30Z
18,Sat Aug 23 2014,16:10,-0300,Portuguesa SP,1-1,1-0,Ceará CE,,2014-08-23T19:10Z
18,Sat Aug 23 2014,16:10,-0300,Paraná Clube,1-0,1-0,CA Bragantino,,2014-08-23T19:10Z
18,Sat Aug 23 2014,16:10,-0300,Náutico PE,2-1,1-1,América RN,,2014-08-23T19:10Z
18,Sat Aug 23 2014,16:10,-0300,Avaí SC,0-0,0-0,Santa Cruz PE,,2014-08-23T19:10Z
18,Sat Aug 23 2014,16:10,-0300,Atlético Goianiense,2-4,1-3,Sampaio Corrêa MA,,2014-08-23T19:10Z
18,Sat Aug 23 2014,21:00,-0300,ABC RN,0-2,0-2,Vila Nova GO,,2014-08-24T00:00Z
18,Sat Aug 23 2014,21:00,-0300,Luverdense MT,2-2,1-1,Joinville SC,,2014-08-24T00:00Z
19,Tue Aug 26 2014,21:50,-0300,Vila Nova GO,1-2,0-0,Portuguesa SP,,2014-08-27T00:50Z
19,Tue Aug 26 2014,19:30,-0300,Boa Esporte MG,2-0,0-0,Icasa CE,,2014-08-26T22:30Z
19,Fri Aug 29 2014,20:30,-0300,Santa Cruz PE,2-0,1-0,Atlético Goianiense,,2014-08-29T23:30Z
19,Fri Aug 29 2014,20:30,-0300,Sampaio Corrêa MA,0-0,0-0,América MG,,2014-08-29T23:30Z
19,Fri Aug 29 2014,20:30,-0300,Joinville SC,2-1,1-1,Oeste SP,,2014-08-29T23:30Z
19,Sat Aug 30 2014,21:00,-0300,Ceará CE,3-1,2-0,Luverdense MT,,2014-08-31T00:00Z
19,Sat Aug 30 2014,16:10,-0300,CA Bragantino,1-0,0-0,ABC RN,,2014-08-30T19:10Z
19,Sat Aug 30 2014,16:10,-0300,Ponte Preta,2-0,0-0,Náutico PE,,2014-08-30T19:10Z
19,Sat Aug 30 2014,16:10,-0300,Vasco da Gama RJ,0-5,0-2,Avaí SC,,2014-08-30T19:10Z
19,Sat Aug 30 2014,16:10,-0300,América RN,2-3,1-2,Paraná Clube,,2014-08-30T19:10Z
20,Tue Sep 2 2014,20:30,-0300,Portuguesa SP,1-2,0-1,Joinville SC,,2014-09-02T23:30Z
20,Tue Sep 2 2014,19:30,-0300,Paraná Clube,0-0,0-0,Sampaio Corrêa MA,,2014-09-02T22:30Z
20,Tue Sep 2 2014,19:30,-0300,Atlético Goianiense,0-3,0-1,Boa Esporte MG,,2014-09-02T22:30Z
20,Fri Sep 5 2014,19:30,-0300,Icasa CE,0-1,0-1,Ponte Preta,,2014-09-05T22:30Z
20,Sat Sep 6 2014,16:10,-0300,Náutico PE,0-0,0-0,CA Bragantino,,2014-09-06T19:10Z
20,Sat Sep 6 2014,16:10,-0300,Avaí SC,0-0,0-0,América RN,,2014-09-06T19:10Z
20,Sat Sep 6 2014,21:00,-0300,Luverdense MT,2-0,1-0,Vila Nova GO,,2014-09-07T00:00Z
20,Sat Sep 6 2014,16:10,-0300,América MG,2-3,2-2,Vasco da Gama RJ,,2014-09-06T19:10Z
20,Sat Sep 6 2014,21:00,-0300,Oeste SP,3-1,1-1,Ceará CE,,2014-09-07T00:00Z
20,Sat Sep 6 2014,16:10,-0300,ABC RN,2-1,1-0,Santa Cruz PE,,2014-09-06T19:10Z
21,Mon Sep 8 2014,21:00,-0300,Joinville SC,3-0,0-0,Paraná Clube,,2014-09-09T00:00Z
21,Tue Sep 9 2014,19:30,-0300,CA Bragantino,1-4,0-3,Avaí SC,,2014-09-09T22:30Z
21,Tue Sep 9 2014,17:00,-0300,Ponte Preta,3-4,2-1,Atlético Goianiense,,2014-09-09T20:00Z
21,Tue Sep 9 2014,17:00,-0300,Boa Esporte MG,0-0,0-0,ABC RN,,2014-09-09T20:00Z
21,Tue Sep 9 2014,19:30,-0300,Vila Nova GO,0-1,0-1,Náutico PE,,2014-09-09T22:30Z
21,Tue Sep 9 2014,19:30,-0300,Vasco da Gama RJ,2-0,1-0,Luverdense MT,,2014-09-09T22:30Z
21,Tue Sep 9 2014,19:30,-0300,Santa Cruz PE,1-0,0-0,Portuguesa SP,,2014-09-09T22:30Z
21,Tue Sep 9 2014,19:30,-0300,Sampaio Corrêa MA,3-2,1-2,Icasa CE,,2014-09-09T22:30Z
21,Tue Sep 9 2014,19:30,-0300,Ceará CE,5-2,3-2,América MG,,2014-09-09T22:30Z
21,Tue Sep 9 2014,19:30,-0300,América RN,0-1,0-0,Oeste SP,,2014-09-09T22:30Z
22,Fri Sep 12 2014,19:30,-0300,Icasa CE,1-1,1-0,Joinville SC,,2014-09-12T22:30Z
22,Fri Sep 12 2014,19:30,-0300,Oeste SP,0-0,0-0,Sampaio Corrêa MA,,2014-09-12T22:30Z
22,Fri Sep 12 2014,19:30,-0300,Náutico PE,2-1,2-0,Ceará CE,,2014-09-12T22:30Z
22,Fri Sep 12 2014,21:50,-0300,Luverdense MT,0-1,0-1,Ponte Preta,,2014-09-13T00:50Z
22,Sat Sep 13 2014,16:10,-0300,ABC RN,0-0,0-0,América RN,,2014-09-13T19:10Z
22,Sat Sep 13 2014,16:10,-0300,Paraná Clube,3-2,1-1,Santa Cruz PE,,2014-09-13T19:10Z
22,Sat Sep 13 2014,16:10,-0300,Atlético Goianiense,1-1,0-1,Vasco da Gama RJ,,2014-09-13T19:10Z
22,Sat Sep 13 2014,21:00,-0300,Avaí SC,2-1,0-0,Vila Nova GO,,2014-09-14T00:00Z
22,Sat Sep 13 2014,16:10,-0300,América MG,0-2,0-1,Boa Esporte MG,,2014-09-13T19:10Z
22,Sat Sep 13 2014,21:00,-0300,Portuguesa SP,1-3,0-2,CA Bragantino,,2014-09-14T00:00Z
23,Tue Sep 16 2014,19:30,-0300,América MG,0-2,0-1,CA Bragantino,,2014-09-16T22:30Z
23,Tue Sep 16 2014,19:30,-0300,Portuguesa SP,1-1,0-0,Boa Esporte MG,,2014-09-16T22:30Z
23,Tue Sep 16 2014,19:30,-0300,Paraná Clube,0-0,0-0,Ceará CE,,2014-09-16T22:30Z
23,Tue Sep 16 2014,19:30,-0300,Náutico PE,1-2,1-2,Joinville SC,,2014-09-16T22:30Z
23,Tue Sep 16 2014,19:30,-0300,Avaí SC,3-2,1-1,Sampaio Corrêa MA,,2014-09-16T22:30Z
23,Tue Sep 16 2014,19:30,-0300,Atlético Goianiense,2-0,1-0,América RN,,2014-09-16T22:30Z
23,Tue Sep 16 2014,21:50,-0300,Icasa CE,0-1,0-0,Vila Nova GO,,2014-09-17T00:50Z
23,Tue Sep 16 2014,21:50,-0300,Oeste SP,1-1,1-0,Vasco da Gama RJ,,2014-09-17T00:50Z
23,Tue Sep 16 2014,21:50,-0300,Luverdense MT,2-1,0-1,Santa Cruz PE,,2014-09-17T00:50Z
23,Tue Sep 16 2014,21:50,-0300,ABC RN,0-2,0-1,Ponte Preta,,2014-09-17T00:50Z
24,Fri Sep 19 2014,21:50,-0300,Ceará CE,2-2,1-2,Avaí SC,,2014-09-20T00:50Z
24,Fri Sep 19 2014,19:30,-0300,América RN,1-1,0-0,Portuguesa SP,,2014-09-19T22:30Z
24,Sat Sep 20 2014,21:00,-0300,CA Bragantino,2-0,0-0,Luverdense MT,,2014-09-21T00:00Z
24,Sat Sep 20 2014,16:10,-0300,Ponte Preta,5-1,4-1,Oeste SP,,2014-09-20T19:10Z
