Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
24,Sat Sep 20 2014,16:10,-0300,Vasco da Gama RJ,2-1,0-0,Náutico PE,,2014-09-20T19:10Z
24,Sat Sep 20 2014,16:10,-0300,Santa Cruz PE,1-1,1-1,Icasa CE,,2014-09-20T19:10Z
24,Sat Sep 20 2014,16:10,-0300,Sampaio Corrêa MA,2-1,1-1,ABC RN,,2014-09-20T19:10Z
24,Sat Sep 20 2014,16:10,-0300,Joinville SC,2-0,1-0,Atlético Goianiense,,2014-09-20T19:10Z
24,Sat Sep 20 2014,16:10,-0300,Vila Nova GO,0-1,0-0,América MG,,2014-09-20T19:10Z
24,Sat Sep 20 2014,21:00,-0300,Boa Esporte MG,1-0,1-0,Paraná Clube,,2014-09-21T00:00Z
25,Tue Sep 23 2014,19:30,-0300,Paraná Clube,1-1,0-0,Avaí SC,,2014-09-23T22:30Z
25,Tue Sep 23 2014,19:30,-0300,CA Bragantino,2-1,0-1,Icasa CE,,2014-09-23T22:30Z
25,Tue Sep 23 2014,21:50,-0300,Ceará CE,2-0,1-0,América RN,,2014-09-24T00:50Z
25,Tue Sep 23 2014,19:30,-0300,Joinville SC,1-1,0-1,América MG,,2014-09-23T22:30Z
25,Tue Sep 23 2014,19:30,-0300,Vila Nova GO,0-3,0-1,Ponte Preta,,2014-09-23T22:30Z
25,Tue Sep 23 2014,19:30,-0300,ABC RN,2-0,1-0,Atlético Goianiense,,2014-09-23T22:30Z
25,Tue Sep 23 2014,19:30,-0300,Boa Esporte MG,2-1,1-1,Luverdense MT,,2014-09-23T22:30Z
25,Tue Sep 23 2014,21:50,-0300,Portuguesa SP,0-0,0-0,Náutico PE,,2014-09-24T00:50Z
25,Tue Sep 23 2014,21:50,-0300,Santa Cruz PE,3-0,1-0,Oeste SP,,2014-09-24T00:50Z
25,Tue Sep 23 2014,21:50,-0300,Sampaio Corrêa MA,2-2,1-1,Vasco da Gama RJ,,2014-09-24T00:50Z
26,Fri Sep 26 2014,19:30,-0300,Náutico PE,3-1,2-0,Paraná Clube,,2014-09-26T22:30Z
26,Fri Sep 26 2014,19:30,-0300,Luverdense MT,0-1,0-0,Sampaio Corrêa MA,,2014-09-26T22:30Z
26,Fri Sep 26 2014,19:30,-0300,América RN,0-1,0-0,Vila Nova GO,,2014-09-26T22:30Z
26,Fri Sep 26 2014,21:50,-0300,Vasco da Gama RJ,2-0,1-0,Joinville SC,,2014-09-27T00:50Z
26,Sat Sep 27 2014,16:10,-0300,Avaí SC,2-0,1-0,Boa Esporte MG,,2014-09-27T19:10Z
26,Sat Sep 27 2014,16:10,-0300,Oeste SP,4-1,1-1,CA Bragantino,,2014-09-27T19:10Z
26,Sat Sep 27 2014,16:10,-0300,Ponte Preta,3-1,2-0,Ceará CE,,2014-09-27T19:10Z
26,Sat Sep 27 2014,21:00,-0300,Icasa CE,1-0,1-0,ABC RN,,2014-09-28T00:00Z
26,Sat Sep 27 2014,16:10,-0300,América MG,1-0,1-0,Santa Cruz PE,,2014-09-27T19:10Z
26,Sat Sep 27 2014,21:00,-0300,Atlético Goianiense,2-1,1-1,Portuguesa SP,,2014-09-28T00:00Z
27,Tue Sep 30 2014,20:30,-0300,Ponte Preta,2-2,0-2,Paraná Clube,,2014-09-30T23:30Z
27,Tue Sep 30 2014,19:30,-0300,Sampaio Corrêa MA,0-0,0-0,Portuguesa SP,,2014-09-30T22:30Z
27,Tue Sep 30 2014,19:30,-0300,Icasa CE,1-0,0-0,Luverdense MT,,2014-09-30T22:30Z
27,Tue Sep 30 2014,19:30,-0300,Vila Nova GO,1-5,0-1,Ceará CE,,2014-09-30T22:30Z
27,Fri Oct 3 2014,21:00,-0300,Vasco da Gama RJ,2-2,0-1,CA Bragantino,,2014-10-04T00:00Z
27,Fri Oct 3 2014,19:30,-0300,Santa Cruz PE,3-0,3-0,Boa Esporte MG,,2014-10-03T22:30Z
27,Fri Oct 3 2014,19:30,-0300,América MG,1-1,0-1,Atlético Goianiense,,2014-10-03T22:30Z
27,Sat Oct 4 2014,16:20,-0300,Avaí SC,0-2,0-1,Náutico PE,,2014-10-04T19:20Z
27,Sat Oct 4 2014,21:00,-0300,Oeste SP,1-0,0-0,ABC RN,,2014-10-05T00:00Z
27,Sat Oct 4 2014,21:00,-0300,América RN,1-0,0-0,Joinville SC,,2014-10-05T00:00Z
28,Tue Oct 7 2014,19:30,-0300,Ceará CE,1-1,1-1,Sampaio Corrêa MA,,2014-10-07T22:30Z
28,Tue Oct 7 2014,19:30,-0300,CA Bragantino,1-2,0-1,Vila Nova GO,,2014-10-07T22:30Z
28,Tue Oct 7 2014,19:30,-0300,Paraná Clube,0-0,0-0,Oeste SP,,2014-10-07T22:30Z
28,Tue Oct 7 2014,19:30,-0300,Náutico PE,1-4,0-2,América MG,,2014-10-07T22:30Z
28,Tue Oct 7 2014,21:50,-0300,ABC RN,2-1,1-1,Avaí SC,,2014-10-08T00:50Z
28,Tue Oct 7 2014,19:30,-0300,Atlético Goianiense,0-0,0-0,Icasa CE,,2014-10-07T22:30Z
28,Tue Oct 7 2014,19:30,-0300,Boa Esporte MG,0-1,0-0,Ponte Preta,,2014-10-07T22:30Z
28,Tue Oct 7 2014,21:50,-0300,Portuguesa SP,0-1,0-1,Vasco da Gama RJ,,2014-10-08T00:50Z
28,Tue Oct 7 2014,21:50,-0300,Luverdense MT,2-1,1-0,América RN,,2014-10-08T00:50Z
28,Tue Oct 7 2014,21:50,-0300,Joinville SC,1-1,0-0,Santa Cruz PE,,2014-10-08T00:50Z
29,Fri Oct 10 2014,19:30,-0300,Vila Nova GO,0-1,0-0,Joinville SC,,2014-10-10T22:30Z
29,Fri Oct 10 2014,19:30,-0300,Oeste SP,1-2,0-1,Atlético Goianiense,,2014-10-10T22:30Z
29,Fri Oct 10 2014,19:30,-0300,Vasco da Gama RJ,2-0,0-0,Boa Esporte MG,,2014-10-10T22:30Z
29,Fri Oct 10 2014,19:30,-0300,Ceará CE,1-0,1-0,CA Bragantino,,2014-10-10T22:30Z
29,Sat Oct 11 2014,16:10,-0300,América MG,3-1,2-0,Portuguesa SP,,2014-10-11T19:10Z
29,Sat Oct 11 2014,16:10,-0300,Ponte Preta,1-1,0-1,Santa Cruz PE,,2014-10-11T19:10Z
29,Sat Oct 11 2014,16:10,-0300,Náutico PE,2-1,1-0,ABC RN,,2014-10-11T19:10Z
29,Sat Oct 11 2014,21:00,-0300,Luverdense MT,0-2,0-1,Paraná Clube,,2014-10-12T00:00Z
29,Sat Oct 11 2014,16:20,-0300,América RN,2-2,1-0,Sampaio Corrêa MA,,2014-10-11T19:20Z
29,Sat Oct 11 2014,21:00,-0300,Avaí SC,1-0,1-0,Icasa CE,,2014-10-12T00:00Z
16,Tue Oct 14 2014,19:30,-0300,Santa Cruz PE,2-1,1-0,CA Bragantino,,2014-10-14T22:30Z
30,Tue Oct 14 2014,19:30,-0300,Boa Esporte MG,3-0,1-0,Vila Nova GO,,2014-10-14T22:30Z
30,Tue Oct 14 2014,21:00,-0300,Atlético Goianiense,2-0,0-0,Avaí SC,,2014-10-15T00:00Z
30,Fri Oct 17 2014,19:30,-0300,Icasa CE,0-0,0-0,Oeste SP,,2014-10-17T22:30Z
30,Fri Oct 17 2014,21:50,-0300,Paraná Clube,1-1,0-0,América MG,,2014-10-18T00:50Z
30,Fri Oct 17 2014,19:30,-0300,Portuguesa SP,0-3,0-0,Ponte Preta,,2014-10-17T22:30Z
30,Sat Oct 18 2014,16:10,-0300,Sampaio Corrêa MA,1-1,1-0,Náutico PE,,2014-10-18T19:10Z
30,Sat Oct 18 2014,16:10,-0300,Joinville SC,3-0,2-0,Ceará CE,,2014-10-18T19:10Z
30,Sat Oct 18 2014,16:20,-0300,CA Bragantino,2-1,1-0,América RN,,2014-10-18T19:20Z
30,Sat Oct 18 2014,21:00,-0300,ABC RN,0-1,0-1,Luverdense MT,,2014-10-19T00:00Z
30,Sat Oct 18 2014,16:10,-0300,Santa Cruz PE,1-0,0-0,Vasco da Gama RJ,,2014-10-18T19:10Z
31,Tue Oct 21 2014,19:30,-0200,Oeste SP,1-3,0-1,América MG,,2014-10-21T21:30Z
31,Tue Oct 21 2014,19:30,-0200,Ponte Preta,3-1,1-1,Avaí SC,,2014-10-21T21:30Z
31,Tue Oct 21 2014,19:30,-0200,Paraná Clube,1-0,0-0,Portuguesa SP,,2014-10-21T21:30Z
31,Tue Oct 21 2014,19:30,-0200,Sampaio Corrêa MA,3-0,1-0,CA Bragantino,,2014-10-21T21:30Z
31,Tue Oct 21 2014,19:30,-0200,Icasa CE,2-1,1-1,Ceará CE,,2014-10-21T21:30Z
31,Tue Oct 21 2014,19:30,-0200,América RN,2-0,0-0,Vasco da Gama RJ,,2014-10-21T21:30Z
31,Tue Oct 21 2014,21:50,-0200,Joinville SC,3-0,1-0,ABC RN,,2014-10-21T23:50Z
31,Tue Oct 21 2014,21:50,-0200,Atlético Goianiense,3-0,3-0,Luverdense MT,,2014-10-21T23:50Z
31,Tue Oct 21 2014,21:50,-0200,Boa Esporte MG,1-0,1-0,Náutico PE,,2014-10-21T23:50Z
32,Fri Oct 24 2014,21:50,-0200,ABC RN,2-1,0-0,Paraná Clube,,2014-10-24T23:50Z
32,Fri Oct 24 2014,19:30,-0200,Portuguesa SP,1-2,1-2,Icasa CE,,2014-10-24T21:30Z
32,Fri Oct 24 2014,19:30,-0200,Avaí SC,0-3,0-2,Joinville SC,,2014-10-24T21:30Z
32,Fri Oct 24 2014,19:30,-0200,América MG,2-1,0-1,América RN,,2014-10-24T21:30Z
32,Fri Oct 24 2014,21:50,-0200,Ceará CE,0-2,0-1,Santa Cruz PE,,2014-10-24T23:50Z
32,Sat Oct 25 2014,16:20,-0200,CA Bragantino,4-2,1-1,Boa Esporte MG,,2014-10-25T18:20Z
32,Sat Oct 25 2014,16:20,-0200,Vasco da Gama RJ,1-1,0-0,Ponte Preta,,2014-10-25T18:20Z
32,Sat Oct 25 2014,17:20,-0200,Náutico PE,1-2,0-1,Atlético Goianiense,,2014-10-25T19:20Z
32,Sat Oct 25 2014,21:00,-0200,Vila Nova GO,4-1,2-0,Sampaio Corrêa MA,,2014-10-25T23:00Z
32,Sat Oct 25 2014,21:00,-0200,Luverdense MT,1-0,0-0,Oeste SP,,2014-10-25T23:00Z
31,Tue Oct 28 2014,19:30,-0200,Santa Cruz PE,5-1,3-0,Vila Nova GO,,2014-10-28T21:30Z
33,Tue Oct 28 2014,19:30,-0200,Oeste SP,3-0,1-0,Portuguesa SP,,2014-10-28T21:30Z
33,Tue Oct 28 2014,21:50,-0200,Luverdense MT,3-1,3-1,Avaí SC,,2014-10-28T23:50Z
33,Tue Oct 28 2014,21:50,-0200,Joinville SC,1-0,1-0,CA Bragantino,,2014-10-28T23:50Z
33,Fri Oct 31 2014,19:30,-0200,Atlético Goianiense,3-1,2-1,Vila Nova GO,,2014-10-31T21:30Z
33,Fri Oct 31 2014,21:50,-0200,Paraná Clube,1-1,0-0,Vasco da Gama RJ,,2014-10-31T23:50Z
33,Sat Nov 1 2014,16:20,-0200,Ponte Preta,1-0,1-0,Sampaio Corrêa MA,,2014-11-01T18:20Z
33,Sat Nov 1 2014,17:20,-0200,Santa Cruz PE,0-1,0-0,América RN,,2014-11-01T19:20Z
33,Sat Nov 1 2014,17:20,-0200,Icasa CE,3-1,1-1,Náutico PE,,2014-11-01T19:20Z
33,Sat Nov 1 2014,17:20,-0200,ABC RN,1-0,0-0,América MG,,2014-11-01T19:20Z
33,Sat Nov 1 2014,21:00,-0200,Boa Esporte MG,3-1,2-0,Ceará CE,,2014-11-01T23:00Z
34,Tue Nov 4 2014,21:50,-0200,Sampaio Corrêa MA,1-2,0-2,Joinville SC,,2014-11-04T23:50Z
34,Tue Nov 4 2014,19:30,-0200,Avaí SC,0-0,0-0,Oeste SP,,2014-11-04T21:30Z
34,Fri Nov 7 2014,21:00,-0200,Ceará CE,0-0,0-0,Atlético Goianiense,,2014-11-07T23:00Z
34,Fri Nov 7 2014,19:30,-0200,América RN,1-3,1-1,Boa Esporte MG,,2014-11-07T21:30Z
34,Sat Nov 8 2014,16:20,-0200,CA Bragantino,0-2,0-0,Ponte Preta,,2014-11-08T18:20Z
34,Sat Nov 8 2014,16:20,-0200,Vasco da Gama RJ,1-0,1-0,ABC RN,,2014-11-08T18:20Z
34,Sat Nov 8 2014,17:20,-0200,Náutico PE,0-0,0-0,Santa Cruz PE,,2014-11-08T19:20Z
34,Sat Nov 8 2014,17:20,-0200,América MG,1-1,1-0,Icasa CE,,2014-11-08T19:20Z
34,Sat Nov 8 2014,21:00,-0200,Portuguesa SP,1-0,0-0,Luverdense MT,,2014-11-08T23:00Z
34,Sat Nov 8 2014,21:00,-0200,Vila Nova GO,2-0,1-0,Paraná Clube,,2014-11-08T23:00Z
35,Tue Nov 11 2014,21:00,-0200,Paraná Clube,2-0,1-0,Atlético Goianiense,,2014-11-11T23:00Z
35,Tue Nov 11 2014,19:30,-0200,Portuguesa SP,0-0,0-0,ABC RN,,2014-11-11T21:30Z
35,Fri Nov 14 2014,21:50,-0200,América MG,3-0,0-0,Avaí SC,,2014-11-14T23:50Z
35,Fri Nov 14 2014,19:30,-0200,Vila Nova GO,0-1,0-0,Oeste SP,,2014-11-14T21:30Z
35,Sat Nov 15 2014,16:20,-0200,Ceará CE,2-0,2-0,Vasco da Gama RJ,,2014-11-15T18:20Z
35,Sat Nov 15 2014,16:20,-0200,Joinville SC,3-1,0-0,Ponte Preta,,2014-11-15T18:20Z
35,Sat Nov 15 2014,17:20,-0200,CA Bragantino,2-1,1-1,Santa Cruz PE,,2014-11-15T19:20Z
35,Sat Nov 15 2014,17:20,-0200,Náutico PE,1-0,0-0,Luverdense MT,,2014-11-15T19:20Z
35,Sat Nov 15 2014,21:00,-0200,Sampaio Corrêa MA,3-0,2-0,Boa Esporte MG,,2014-11-15T23:00Z
35,Sat Nov 15 2014,21:00,-0200,América RN,2-0,2-0,Icasa CE,,2014-11-15T23:00Z
36,Tue Nov 18 2014,19:30,-0200,Oeste SP,2-0,1-0,Náutico PE,,2014-11-18T21:30Z
36,Tue Nov 18 2014,19:30,-0200,Icasa CE,1-2,0-1,Paraná Clube,,2014-11-18T21:30Z
36,Tue Nov 18 2014,19:30,-0200,Avaí SC,2-0,0-0,Portuguesa SP,,2014-11-18T21:30Z
36,Tue Nov 18 2014,19:30,-0200,Atlético Goianiense,1-0,1-0,CA Bragantino,,2014-11-18T21:30Z
36,Tue Nov 18 2014,21:50,-0200,Ponte Preta,2-2,1-1,América RN,,2014-11-18T23:50Z
36,Tue Nov 18 2014,21:50,-0200,Vasco da Gama RJ,3-1,1-1,Vila Nova GO,,2014-11-18T23:50Z
36,Tue Nov 18 2014,21:50,-0200,Santa Cruz PE,0-2,0-0,Sampaio Corrêa MA,,2014-11-18T23:50Z
36,Tue Nov 18 2014,21:50,-0200,Luverdense MT,1-2,0-0,América MG,,2014-11-18T23:50Z
36,Tue Nov 18 2014,21:50,-0200,ABC RN,1-0,0-0,Ceará CE,,2014-11-18T23:50Z
36,Tue Nov 18 2014,21:50,-0200,Boa Esporte MG,1-0,0-0,Joinville SC,,2014-11-18T23:50Z
37,Fri Nov 21 2014,19:30,-0200,América RN,1-0,1-0,Náutico PE,,2014-11-21T21:30Z
37,Fri Nov 21 2014,21:00,-0200,CA Bragantino,1-1,0-0,Paraná Clube,,2014-11-21T23:00Z
37,Fri Nov 21 2014,21:00,-0200,Vila Nova GO,3-5,1-3,ABC RN,,2014-11-21T23:00Z
37,Sat Nov 22 2014,16:20,-0200,Vasco da Gama RJ,1-1,1-0,Icasa CE,,2014-11-22T18:20Z
37,Sat Nov 22 2014,16:20,-0200,Joinville SC,1-1,1-1,Luverdense MT,,2014-11-22T18:20Z
37,Sat Nov 22 2014,16:20,-0200,Boa Esporte MG,1-0,1-0,Oeste SP,,2014-11-22T18:20Z
37,Sat Nov 22 2014,17:20,-0200,Santa Cruz PE,0-1,0-1,Avaí SC,,2014-11-22T19:20Z
37,Sat Nov 22 2014,21:00,-0200,Sampaio Corrêa MA,1-2,1-0,Atlético Goianiense,,2014-11-22T23:00Z
37,Sat Nov 22 2014,21:00,-0200,Ceará CE,2-1,1-0,Portuguesa SP,,2014-11-22T23:00Z
37,Sat Nov 22 2014,16:20,-0200,Ponte Preta,0-1,0-0,América MG,,2014-11-22T18:20Z
38,Fri Nov 28 2014,19:30,-0200,Portuguesa SP,2-3,1-2,Vila Nova GO,,2014-11-28T21:30Z
38,Sat Nov 29 2014,16:20,-0200,Oeste SP,1-0,0-0,Joinville SC,,2014-11-29T18:20Z
38,Sat Nov 29 2014,16:20,-0200,Paraná Clube,4-1,2-0,América RN,,2014-11-29T18:20Z
38,Sat Nov 29 2014,16:20,-0200,Náutico PE,1-1,1-0,Ponte Preta,,2014-11-29T18:20Z
38,Sat Nov 29 2014,16:20,-0200,Luverdense MT,1-0,0-0,Ceará CE,,2014-11-29T18:20Z
38,Sat Nov 29 2014,16:20,-0200,Icasa CE,3-2,0-0,Boa Esporte MG,,2014-11-29T18:20Z
38,Sat Nov 29 2014,16:20,-0200,Avaí SC,1-0,1-0,Vasco da Gama RJ,,2014-11-29T18:20Z
38,Sat Nov 29 2014,16:20,-0200,Atlético Goianiense,2-3,0-0,Santa Cruz PE,,2014-11-29T18:20Z
38,Sat Nov 29 2014,16:20,-0200,ABC RN,0-2,0-0,CA Bragantino,,2014-11-29T18:20Z
38,Sat Nov 29 2014,16:20,-0200,América MG,4-0,3-0,Sampaio Corrêa MA,,2014-11-29T18:20Z
