Round,Date,Time,Team 1,FT,HT,Team 2
1,Sat Mar 30 2019,15:30,Odds BK,3-2,1-1,SK Brann
1,Sat Mar 30 2019,18:00,Vålerenga IF,2-0,1-0,Mjøndalen IF
1,Sun Mar 31 2019,18:00,Sarpsborg 08,1-1,0-0,Molde FK
1,Sun Mar 31 2019,18:00,Ranheim IL,1-2,1-0,Tromsø IL
1,Sun Mar 31 2019,20:00,FK Bodø/Glimt,2-0,1-0,Rosenborg BK
1,Sun Mar 31 2019,18:00,Viking FK,2-0,1-0,Kristiansund BK
1,Sun Mar 31 2019,18:00,Strømsgodset IF,3-2,2-2,FK Haugesund
1,Mon Apr 1 2019,19:00,Stabæk IF,1-1,1-1,Lillestrøm SK
2,Sat Apr 6 2019,18:00,Mjøndalen IF,4-5,1-2,FK Bodø/Glimt
2,Sun Apr 7 2019,18:00,Molde FK,3-0,2-0,Stabæk IF
2,Sun Apr 7 2019,18:00,FK Haugesund,1-1,1-0,Sarpsborg 08
2,Sun Apr 7 2019,18:00,Kristiansund BK,2-0,1-0,Vålerenga IF
2,Sun Apr 7 2019,18:00,Tromsø IL,0-2,0-1,Viking FK
2,Sun Apr 7 2019,20:00,SK Brann,1-1,0-1,Strømsgodset IF
2,Sun Apr 7 2019,18:00,Lillestrøm SK,2-1,1-0,Ranheim IL
2,Mon Apr 8 2019,19:00,Rosenborg BK,1-1,1-0,Odds BK
15,Wed Apr 10 2019,18:30,SK Brann,2-1,1-0,Kristiansund BK
15,Wed Apr 10 2019,18:30,Molde FK,4-1,1-0,Vålerenga IF
3,Fri Apr 12 2019,19:00,Strømsgodset IF,2-3,1-3,Mjøndalen IF
3,Sat Apr 13 2019,20:00,Viking FK,2-1,0-0,SK Brann
3,Sun Apr 14 2019,18:00,Odds BK,2-0,1-0,Kristiansund BK
3,Sun Apr 14 2019,18:00,Sarpsborg 08,1-0,1-0,Lillestrøm SK
3,Sun Apr 14 2019,18:00,Stabæk IF,3-1,1-1,Rosenborg BK
3,Sun Apr 14 2019,20:00,Vålerenga IF,4-1,2-0,Tromsø IL
3,Sun Apr 14 2019,18:00,FK Bodø/Glimt,3-2,2-0,Molde FK
3,Sun Apr 14 2019,18:00,Ranheim IL,0-2,0-0,FK Haugesund
4,Mon Apr 22 2019,18:00,FK Haugesund,3-0,1-0,Stabæk IF
4,Mon Apr 22 2019,18:00,FK Bodø/Glimt,1-1,1-0,Sarpsborg 08
4,Mon Apr 22 2019,18:00,Lillestrøm SK,0-2,0-0,Molde FK
4,Mon Apr 22 2019,18:00,Mjøndalen IF,1-1,1-0,Tromsø IL
4,Mon Apr 22 2019,18:00,Rosenborg BK,0-0,0-0,Strømsgodset IF
4,Mon Apr 22 2019,18:00,Kristiansund BK,0-0,0-0,Ranheim IL
4,Mon Apr 22 2019,20:00,SK Brann,1-1,1-1,Vålerenga IF
4,Tue Apr 23 2019,19:00,Odds BK,1-0,0-0,Viking FK
5,Sat Apr 27 2019,18:00,Sarpsborg 08,1-1,0-1,Mjøndalen IF
5,Sun Apr 28 2019,18:00,Strømsgodset IF,2-3,0-2,Kristiansund BK
5,Sun Apr 28 2019,18:00,Stabæk IF,2-0,2-0,FK Bodø/Glimt
5,Sun Apr 28 2019,18:00,Lillestrøm SK,1-0,0-0,FK Haugesund
5,Sun Apr 28 2019,20:00,Molde FK,3-0,3-0,Rosenborg BK
5,Sun Apr 28 2019,18:00,Tromsø IL,1-2,0-0,SK Brann
5,Sun Apr 28 2019,18:00,Ranheim IL,5-2,1-0,Viking FK
5,Mon Apr 29 2019,19:00,Vålerenga IF,1-0,0-0,Odds BK
6,Sat May 4 2019,18:00,Mjøndalen IF,1-0,0-0,Stabæk IF
6,Sun May 5 2019,18:00,Kristiansund BK,1-0,0-0,Tromsø IL
6,Sun May 5 2019,18:00,Odds BK,2-1,1-0,Strømsgodset IF
6,Sun May 5 2019,18:00,SK Brann,0-1,0-0,Ranheim IL
6,Sun May 5 2019,20:00,Rosenborg BK,1-0,1-0,Sarpsborg 08
6,Sun May 5 2019,18:00,FK Haugesund,1-2,0-1,Molde FK
6,Sun May 5 2019,18:00,FK Bodø/Glimt,4-0,3-0,Lillestrøm SK
6,Mon May 6 2019,19:00,Viking FK,1-1,0-0,Vålerenga IF
7,Sat May 11 2019,18:00,Lillestrøm SK,1-1,1-0,Rosenborg BK
7,Sun May 12 2019,18:00,FK Haugesund,1-1,0-0,FK Bodø/Glimt
7,Sun May 12 2019,18:00,Ranheim IL,1-5,0-0,Vålerenga IF
7,Sun May 12 2019,18:00,Molde FK,1-0,0-0,Mjøndalen IF
7,Sun May 12 2019,20:00,Stabæk IF,0-1,0-1,SK Brann
7,Sun May 12 2019,18:00,Tromsø IL,1-2,1-0,Odds BK
7,Sun May 12 2019,18:00,Sarpsborg 08,0-1,0-0,Kristiansund BK
7,Mon May 13 2019,19:00,Strømsgodset IF,0-0,0-0,Viking FK
8,Thu May 16 2019,18:00,Rosenborg BK,0-2,0-1,FK Haugesund
8,Thu May 16 2019,18:00,Kristiansund BK,3-2,2-2,Molde FK
8,Thu May 16 2019,18:00,Viking FK,3-0,0-0,Stabæk IF
8,Thu May 16 2019,18:00,Odds BK,1-0,0-0,Ranheim IL
8,Thu May 16 2019,18:45,Mjøndalen IF,2-2,2-0,Lillestrøm SK
8,Thu May 16 2019,20:00,Vålerenga IF,2-0,1-0,Strømsgodset IF
8,Thu May 16 2019,18:00,Tromsø IL,1-2,1-0,FK Bodø/Glimt
8,Thu May 16 2019,18:00,SK Brann,2-1,2-0,Sarpsborg 08
9,Sun May 19 2019,18:00,Sarpsborg 08,1-3,0-1,Ranheim IL
9,Sun May 19 2019,18:00,FK Haugesund,0-0,0-0,Kristiansund BK
9,Sun May 19 2019,18:00,Rosenborg BK,3-2,2-1,Mjøndalen IF
9,Sun May 19 2019,20:00,FK Bodø/Glimt,1-2,1-2,SK Brann
9,Sun May 19 2019,18:00,Lillestrøm SK,0-3,0-1,Odds BK
9,Sun May 19 2019,18:00,Strømsgodset IF,3-1,1-1,Tromsø IL
9,Mon May 20 2019,19:00,Molde FK,5-1,2-1,Viking FK
10,Sat May 25 2019,18:00,Vålerenga IF,0-3,0-1,Lillestrøm SK
10,Sun May 26 2019,18:00,Ranheim IL,1-0,1-0,Strømsgodset IF
10,Sun May 26 2019,18:00,Mjøndalen IF,1-4,0-2,FK Haugesund
10,Sun May 26 2019,18:00,Tromsø IL,2-1,1-0,Molde FK
10,Sun May 26 2019,20:00,SK Brann,0-1,0-0,Rosenborg BK
11,Sat Jun 15 2019,18:00,FK Haugesund,1-1,0-1,SK Brann
11,Sun Jun 16 2019,18:00,Mjøndalen IF,1-1,1-0,Kristiansund BK
11,Sun Jun 16 2019,20:00,Rosenborg BK,3-0,1-0,Vålerenga IF
11,Sun Jun 16 2019,18:00,Molde FK,2-0,1-0,Ranheim IL
11,Sun Jun 16 2019,18:00,Sarpsborg 08,2-0,1-0,Odds BK
11,Sun Jun 16 2019,18:00,FK Bodø/Glimt,2-0,0-0,Strømsgodset IF
11,Sun Jun 16 2019,18:00,Lillestrøm SK,0-2,0-1,Viking FK
11,Mon Jun 17 2019,19:00,Stabæk IF,0-1,0-0,Tromsø IL
12,Sat Jun 22 2019,18:00,Strømsgodset IF,0-4,0-4,Molde FK
12,Sun Jun 23 2019,18:00,Viking FK,3-4,1-2,FK Bodø/Glimt
12,Sun Jun 23 2019,20:00,SK Brann,1-0,0-0,Lillestrøm SK
12,Sun Jun 23 2019,15:00,Vålerenga IF,1-1,1-1,Sarpsborg 08
12,Sun Jun 23 2019,18:00,Tromsø IL,1-0,0-0,Rosenborg BK
12,Sun Jun 23 2019,18:00,Ranheim IL,1-1,1-1,Mjøndalen IF
12,Sun Jun 23 2019,18:00,Odds BK,3-1,1-0,FK Haugesund
12,Sun Jun 23 2019,18:00,Kristiansund BK,0-1,0-0,Stabæk IF
13,Sat Jun 29 2019,18:00,Rosenborg BK,1-0,1-0,Kristiansund BK
13,Sun Jun 30 2019,18:00,Mjøndalen IF,1-1,0-1,Viking FK
13,Sun Jun 30 2019,18:00,FK Haugesund,1-4,0-3,Vålerenga IF
13,Sun Jun 30 2019,20:00,Molde FK,1-1,0-0,SK Brann
13,Sun Jun 30 2019,18:00,FK Bodø/Glimt,3-0,1-0,Odds BK
13,Sun Jun 30 2019,18:00,Lillestrøm SK,4-0,2-0,Tromsø IL
13,Sun Jun 30 2019,18:00,Stabæk IF,0-0,0-0,Ranheim IL
13,Mon Jul 1 2019,19:00,Sarpsborg 08,2-2,0-1,Strømsgodset IF
14,Thu Jul 4 2019,20:00,Ranheim IL,2-3,1-1,Rosenborg BK
14,Fri Jul 5 2019,19:00,Vålerenga IF,6-0,4-0,FK Bodø/Glimt
14,Fri Jul 5 2019,21:00,Viking FK,0-0,0-0,FK Haugesund
14,Fri Jul 5 2019,19:00,Tromsø IL,2-0,1-0,Sarpsborg 08
14,Fri Jul 5 2019,19:00,Kristiansund BK,5-2,3-1,Lillestrøm SK
14,Fri Jul 5 2019,19:00,Strømsgodset IF,0-2,0-1,Stabæk IF
14,Fri Jul 5 2019,19:00,Odds BK,2-2,0-2,Molde FK
14,Fri Jul 5 2019,19:00,SK Brann,0-0,0-0,Mjøndalen IF
10,Wed Jul 10 2019,19:00,Odds BK,2-1,1-1,Stabæk IF
15,Sat Jul 13 2019,15:30,Rosenborg BK,5-1,2-1,Viking FK
15,Sat Jul 13 2019,21:00,FK Bodø/Glimt,5-1,1-0,Ranheim IL
15,Sun Jul 14 2019,18:00,FK Haugesund,5-1,3-1,Tromsø IL
15,Sun Jul 14 2019,20:00,Lillestrøm SK,2-1,2-0,Strømsgodset IF
15,Sun Jul 14 2019,18:00,Mjøndalen IF,2-0,0-0,Odds BK
15,Mon Jul 15 2019,19:00,Stabæk IF,3-3,1-2,Sarpsborg 08
17,Sun Jul 21 2019,20:00,Molde FK,2-1,1-0,Sarpsborg 08
17,Sun Jul 21 2019,18:00,SK Brann,2-1,0-0,Stabæk IF
16,Sat Aug 3 2019,18:00,Odds BK,2-1,0-0,Lillestrøm SK
16,Sat Aug 3 2019,18:00,Sarpsborg 08,1-1,1-1,Rosenborg BK
16,Sun Aug 4 2019,20:00,Vålerenga IF,1-1,0-1,Kristiansund BK
16,Sun Aug 4 2019,18:00,Ranheim IL,0-3,0-2,SK Brann
16,Sun Aug 4 2019,18:00,Tromsø IL,2-2,1-0,Mjøndalen IF
16,Sun Aug 4 2019,18:00,Stabæk IF,1-1,0-0,FK Haugesund
16,Sun Aug 4 2019,18:00,Viking FK,0-2,0-0,Molde FK
16,Mon Aug 5 2019,19:00,Strømsgodset IF,1-3,0-1,FK Bodø/Glimt
17,Sat Aug 10 2019,15:30,Rosenborg BK,5-2,3-1,Tromsø IL
17,Sun Aug 11 2019,18:00,FK Bodø/Glimt,2-1,2-0,Viking FK
17,Sun Aug 11 2019,20:00,Strømsgodset IF,3-2,1-0,Vålerenga IF
17,Sun Aug 11 2019,18:00,FK Haugesund,0-1,0-0,Ranheim IL
17,Sun Aug 11 2019,18:00,Kristiansund BK,1-1,0-1,Odds BK
17,Mon Aug 12 2019,19:00,Lillestrøm SK,3-2,2-1,Mjøndalen IF
10,Wed Aug 14 2019,19:00,Kristiansund BK,1-2,0-1,FK Bodø/Glimt
9,Wed Aug 14 2019,19:00,Stabæk IF,1-1,0-0,Vålerenga IF
10,Wed Aug 14 2019,19:00,Viking FK,2-1,0-0,Sarpsborg 08
18,Sat Aug 17 2019,18:00,Odds BK,1-1,1-0,Rosenborg BK
18,Sun Aug 18 2019,16:00,Stabæk IF,2-0,1-0,Kristiansund BK
18,Sun Aug 18 2019,18:00,Vålerenga IF,1-2,1-0,FK Haugesund
18,Sun Aug 18 2019,18:00,Ranheim IL,2-3,1-2,Molde FK
18,Sun Aug 18 2019,20:00,Viking FK,4-0,2-0,Strømsgodset IF
18,Sun Aug 18 2019,18:00,Mjøndalen IF,2-1,1-1,SK Brann
18,Sun Aug 18 2019,18:00,Tromsø IL,1-1,0-1,Lillestrøm SK
18,Mon Aug 19 2019,19:00,Sarpsborg 08,1-1,0-0,FK Bodø/Glimt
19,Sat Aug 24 2019,18:00,Rosenborg BK,3-2,1-1,Stabæk IF
19,Sun Aug 25 2019,18:00,Molde FK,2-2,1-1,Odds BK
19,Sun Aug 25 2019,18:00,SK Brann,2-3,1-1,Tromsø IL
19,Sun Aug 25 2019,18:00,FK Haugesund,0-2,0-0,Lillestrøm SK
19,Sun Aug 25 2019,18:00,Kristiansund BK,4-0,2-0,Mjøndalen IF
19,Sun Aug 25 2019,18:00,Viking FK,2-2,0-0,Ranheim IL
19,Sun Aug 25 2019,20:00,Strømsgodset IF,2-1,0-0,Sarpsborg 08
19,Mon Aug 26 2019,19:00,FK Bodø/Glimt,4-0,1-0,Vålerenga IF
20,Fri Aug 30 2019,19:00,Odds BK,3-1,2-0,FK Bodø/Glimt
20,Sat Aug 31 2019,18:00,Stabæk IF,2-1,1-0,Strømsgodset IF
20,Sun Sep 1 2019,18:00,Sarpsborg 08,2-2,1-0,Viking FK
20,Sun Sep 1 2019,18:00,Ranheim IL,1-2,0-0,Kristiansund BK
20,Sun Sep 1 2019,18:00,Tromsø IL,2-2,1-0,FK Haugesund
20,Sun Sep 1 2019,18:00,Lillestrøm SK,1-3,1-2,SK Brann
20,Sun Sep 1 2019,18:00,Mjøndalen IF,1-3,0-1,Molde FK
20,Sun Sep 1 2019,20:00,Vålerenga IF,1-1,0-0,Rosenborg BK
21,Sat Sep 14 2019,18:00,Rosenborg BK,3-1,1-0,Lillestrøm SK
21,Sun Sep 15 2019,18:00,FK Bodø/Glimt,3-3,1-2,Stabæk IF
21,Sun Sep 15 2019,18:00,FK Haugesund,0-0,0-0,Mjøndalen IF
21,Sun Sep 15 2019,18:00,Molde FK,3-0,1-0,Tromsø IL
21,Sun Sep 15 2019,18:00,Strømsgodset IF,1-0,0-0,Ranheim IL
21,Sun Sep 15 2019,18:00,Viking FK,2-0,1-0,Odds BK
21,Sun Sep 15 2019,20:00,Kristiansund BK,1-0,1-0,SK Brann
21,Mon Sep 16 2019,19:00,Sarpsborg 08,1-0,1-0,Vålerenga IF
22,Sat Sep 21 2019,18:00,SK Brann,0-0,0-0,FK Haugesund
22,Sun Sep 22 2019,18:00,Odds BK,3-0,2-0,Sarpsborg 08
22,Sun Sep 22 2019,18:00,Ranheim IL,1-1,1-0,FK Bodø/Glimt
22,Sun Sep 22 2019,18:00,Vålerenga IF,0-4,0-2,Viking FK
22,Sun Sep 22 2019,18:00,Tromsø IL,0-1,0-0,Strømsgodset IF
22,Sun Sep 22 2019,18:00,Lillestrøm SK,1-1,1-0,Kristiansund BK
22,Sun Sep 22 2019,20:00,Mjøndalen IF,1-2,1-1,Rosenborg BK
22,Mon Sep 23 2019,19:00,Stabæk IF,1-2,0-0,Molde FK
23,Sat Sep 28 2019,20:00,Rosenborg BK,0-0,0-0,SK Brann
23,Sun Sep 29 2019,18:00,Vålerenga IF,1-1,0-0,Ranheim IL
23,Sun Sep 29 2019,18:00,Kristiansund BK,2-2,1-0,FK Haugesund
23,Sun Sep 29 2019,18:00,Molde FK,2-1,0-1,Lillestrøm SK
