Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,6,Sun Feb 10 2019,10:30,-0200,Boa Esporte MG,1-0,,Tombense MG,2019-02-10T12:30Z
,6,Sun Feb 10 2019,16:30,-0200,Villa Nova MG,3-1,,Atlético Patrocinense MG,2019-02-10T18:30Z
,6,Sun Feb 10 2019,17:00,-0200,Cruzeiro,3-0,,Tupynambás MG,2019-02-10T19:00Z
,7,Sat Feb 16 2019,17:00,-0200,Tombense MG,3-1,,Villa Nova MG,2019-02-16T19:00Z
,7,Sat Feb 16 2019,19:00,-0200,Atlético Mineiro,2-0,,Tupi MG,2019-02-16T21:00Z
,7,Sun Feb 17 2019,17:00,-0300,América MG,0-0,,Cruzeiro,2019-02-17T20:00Z
,7,Sun Feb 17 2019,11:00,-0300,Caldense MG,2-1,,Boa Esporte MG,2019-02-17T14:00Z
,7,Sun Feb 17 2019,16:00,-0300,Atlético Patrocinense MG,1-1,,Guarani MG,2019-02-17T19:00Z
,7,Mon Feb 18 2019,19:00,-0300,U.R.T. MG,1-0,,Tupynambás MG,2019-02-18T22:00Z
,8,Sat Feb 23 2019,15:30,-0300,Tupi MG,0-2,,Atlético Patrocinense MG,2019-02-23T18:30Z
,8,Sat Feb 23 2019,16:00,-0300,Tombense MG,0-2,,Caldense MG,2019-02-23T19:00Z
,8,Sun Feb 24 2019,11:00,-0300,Tupynambás MG,2-0,,Guarani MG,2019-02-24T14:00Z
,8,Sun Feb 24 2019,17:00,-0300,Atlético Mineiro,3-1,,Villa Nova MG,2019-02-24T20:00Z
,8,Sun Feb 24 2019,17:00,-0300,Boa Esporte MG,1-2,,América MG,2019-02-24T20:00Z
,8,Sun Feb 24 2019,19:00,-0300,U.R.T. MG,1-1,,Cruzeiro,2019-02-24T22:00Z
,5,Mon Mar 4 2019,19:00,-0300,U.R.T. MG,1-1,,Boa Esporte MG,2019-03-04T22:00Z
,9,Sat Mar 9 2019,16:00,-0300,Guarani MG,1-0,,U.R.T. MG,2019-03-09T19:00Z
,9,Sat Mar 9 2019,16:30,-0300,Atlético Patrocinense MG,0-1,,Atlético Mineiro,2019-03-09T19:30Z
,9,Sat Mar 9 2019,21:00,-0300,América MG,2-0,,Tupynambás MG,2019-03-10T00:00Z
,9,Sun Mar 10 2019,16:00,-0300,Villa Nova MG,1-0,,Caldense MG,2019-03-10T19:00Z
,9,Sun Mar 10 2019,17:00,-0300,Boa Esporte MG,4-1,,Tupi MG,2019-03-10T20:00Z
,9,Sun Mar 10 2019,16:00,-0300,Cruzeiro,2-0,,Tombense MG,2019-03-10T19:00Z
,10,Sat Mar 16 2019,16:00,-0300,Tupi MG,0-3,0-2,Cruzeiro,2019-03-16T19:00Z
,10,Sat Mar 16 2019,16:00,-0300,Villa Nova MG,1-0,0-0,U.R.T. MG,2019-03-16T19:00Z
,10,Sat Mar 16 2019,17:00,-0300,Atlético Patrocinense MG,1-2,0-2,Boa Esporte MG,2019-03-16T20:00Z
,10,Sat Mar 16 2019,16:00,-0300,Guarani MG,1-1,1-0,Tombense MG,2019-03-16T19:00Z
,10,Sun Mar 17 2019,11:00,-0300,Caldense MG,3-0,0-0,Tupynambás MG,2019-03-17T14:00Z
,10,Sun Mar 17 2019,16:00,-0300,Atlético Mineiro,3-2,1-1,América MG,2019-03-17T19:00Z
,11,Wed Mar 20 2019,21:30,-0300,Boa Esporte MG,2-0,1-0,Villa Nova MG,2019-03-21T00:30Z
,11,Wed Mar 20 2019,21:30,-0300,Cruzeiro,3-0,3-0,Caldense MG,2019-03-21T00:30Z
,11,Wed Mar 20 2019,21:30,-0300,Tombense MG,3-0,1-0,Atlético Patrocinense MG,2019-03-21T00:30Z
,11,Wed Mar 20 2019,21:30,-0300,Tupynambás MG,1-2,1-2,Atlético Mineiro,2019-03-21T00:30Z
,11,Wed Mar 20 2019,21:30,-0300,U.R.T. MG,2-1,0-1,Tupi MG,2019-03-21T00:30Z
,11,Wed Mar 20 2019,21:30,-0300,América MG,2-2,1-0,Guarani MG,2019-03-21T00:30Z
Playoffs,Quarterfinals,Sat Mar 23 2019,21:00,-0300,Boa Esporte MG,2-1,,Tombense MG,2019-03-24T00:00Z
Playoffs,Quarterfinals,Sun Mar 24 2019,16:00,-0300,Atlético Mineiro,3-1,,Tupynambás MG,2019-03-24T19:00Z
Playoffs,Quarterfinals,Sun Mar 24 2019,19:00,-0300,Cruzeiro,5-0,,Atlético Patrocinense MG,2019-03-24T22:00Z
Playoffs,Quarterfinals,Mon Mar 25 2019,20:00,-0300,América MG,2-0,0-0,Caldense MG,2019-03-25T23:00Z
Playoffs,Semifinals,Sat Mar 30 2019,18:00,-0300,Boa Esporte MG,0-0,0-0,Atlético Mineiro,2019-03-30T21:00Z
Playoffs,Semifinals,Sun Mar 31 2019,16:00,-0300,América MG,2-3,0-1,Cruzeiro,2019-03-31T19:00Z
Playoffs,Semifinals,Sat Apr 6 2019,19:00,-0300,Cruzeiro,3-0,2-0,América MG,2019-04-06T22:00Z
Playoffs,Semifinals,Sun Apr 7 2019,16:00,-0300,Atlético Mineiro,5-0,3-0,Boa Esporte MG,2019-04-07T19:00Z
Playoffs,Final,Sun Apr 14 2019,16:00,-0300,Cruzeiro,2-1,1-0,Atlético Mineiro,2019-04-14T19:00Z
Playoffs,Final,Sat Apr 20 2019,16:30,-0300,Atlético Mineiro,1-1,1-0,Cruzeiro,2019-04-20T19:30Z
