Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
22,Fri Dec 22 2000,19:45,GMT/+0000,Colchester United,3-2,Oxford United,2000-12-22T19:45Z
22,Fri Dec 22 2000,19:45,GMT/+0000,Bristol City,3-2,Bristol Rovers,2000-12-22T19:45Z
22,Fri Dec 22 2000,19:45,GMT/+0000,Port Vale FC,0-2,Rotherham United,2000-12-22T19:45Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Reading FC,4-1,Luton Town,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Peterborough United,1-2,Northampton Town,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Notts County,1-0,Wrexham AFC,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Bury FC,1-0,Swindon Town,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Brentford FC,1-1,Oldham Athletic,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Wycombe Wanderers,2-1,Swansea City,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Walsall FC,3-1,Cambridge United,2000-12-23T15:00Z
22,Sat Dec 23 2000,12:00,GMT/+0000,Wigan Athletic,1-1,Stoke City,2000-12-23T12:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Swindon Town,2-3,Brentford FC,2000-12-26T15:00Z
23,Tue Dec 26 2000,13:00,GMT/+0000,Oldham Athletic,2-1,Wigan Athletic,2000-12-26T13:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Oxford United,1-2,AFC Bournemouth,2000-12-26T15:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Cambridge United,1-0,Wycombe Wanderers,2000-12-26T15:00Z
23,Tue Dec 26 2000,13:00,GMT/+0000,Wrexham AFC,1-0,Port Vale FC,2000-12-26T13:00Z
23,Tue Dec 26 2000,13:00,GMT/+0000,Swansea City,3-1,Walsall FC,2000-12-26T13:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Stoke City,2-1,Bury FC,2000-12-26T15:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Rotherham United,0-0,Notts County,2000-12-26T15:00Z
23,Tue Dec 26 2000,12:00,GMT/+0000,Millwall FC,6-1,Colchester United,2000-12-26T12:00Z
23,Tue Dec 26 2000,12:00,GMT/+0000,Northampton Town,2-0,Bristol City,2000-12-26T12:00Z
23,Tue Dec 26 2000,13:00,GMT/+0000,Bristol Rovers,2-2,Reading FC,2000-12-26T13:00Z
23,Tue Dec 26 2000,13:00,GMT/+0000,Luton Town,3-2,Peterborough United,2000-12-26T13:00Z
24,Sat Dec 30 2000,15:00,GMT/+0000,Millwall FC,2-3,Notts County,2000-12-30T15:00Z
24,Sat Dec 30 2000,15:00,GMT/+0000,Stoke City,1-0,Bristol City,2000-12-30T15:00Z
24,Sat Dec 30 2000,15:00,GMT/+0000,Oldham Athletic,0-0,Walsall FC,2000-12-30T15:00Z
24,Sat Dec 30 2000,15:00,GMT/+0000,Northampton Town,2-2,Wycombe Wanderers,2000-12-30T15:00Z
24,Sat Dec 30 2000,15:00,GMT/+0000,Luton Town,0-2,Wigan Athletic,2000-12-30T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Peterborough United,0-0,Oldham Athletic,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,AFC Bournemouth,3-2,Luton Town,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Brentford FC,3-0,Oxford United,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Wigan Athletic,0-0,Wrexham AFC,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Walsall FC,1-0,Swindon Town,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Reading FC,1-1,Northampton Town,2001-01-01T15:00Z
25,Mon Jan 1 2001,13:00,GMT/+0000,Notts County,2-2,Stoke City,2001-01-01T13:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Bury FC,0-0,Rotherham United,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Bristol City,6-2,Cambridge United,2001-01-01T15:00Z
22,Wed Jan 3 2001,15:00,GMT/+0000,AFC Bournemouth,1-2,Millwall FC,2001-01-03T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Bury FC,0-1,Cambridge United,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Port Vale FC,0-0,Oldham Athletic,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Reading FC,3-4,Millwall FC,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Wigan Athletic,2-0,Swansea City,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Brentford FC,1-1,Northampton Town,2001-01-06T15:00Z
27,Fri Jan 12 2001,19:45,GMT/+0000,Luton Town,1-2,Wycombe Wanderers,2001-01-12T19:45Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Cambridge United,2-2,Notts County,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Millwall FC,3-1,Wigan Athletic,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Northampton Town,2-1,Bury FC,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Oldham Athletic,1-1,Colchester United,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Bristol Rovers,0-0,Brentford FC,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Rotherham United,1-1,Bristol City,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Stoke City,0-0,Reading FC,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Swansea City,2-2,Peterborough United,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Swindon Town,0-1,Port Vale FC,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Wrexham AFC,2-2,AFC Bournemouth,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Oxford United,2-1,Walsall FC,2001-01-13T15:00Z
11,Wed Jan 17 2001,19:45,GMT/+0000,Stoke City,1-0,Brentford FC,2001-01-17T19:45Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Bristol City,2-0,Northampton Town,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Wigan Athletic,3-1,Oldham Athletic,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Notts County,4-1,Rotherham United,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Walsall FC,5-1,Swansea City,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Reading FC,1-0,Bristol Rovers,2001-01-20T15:00Z
19,Tue Jan 23 2001,19:45,GMT/+0000,Bury FC,0-1,Brentford FC,2001-01-23T19:45Z
15,Tue Jan 23 2001,19:45,GMT/+0000,Oldham Athletic,2-0,Luton Town,2001-01-23T19:45Z
26,Tue Jan 23 2001,19:45,GMT/+0000,Walsall FC,1-1,Rotherham United,2001-01-23T19:45Z
24,Tue Jan 23 2001,19:45,GMT/+0000,Cambridge United,0-2,AFC Bournemouth,2001-01-23T19:45Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Rotherham United,3-2,Port Vale FC,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Oxford United,0-1,Colchester United,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Stoke City,2-0,Wigan Athletic,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Swindon Town,3-0,Bury FC,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Millwall FC,0-1,AFC Bournemouth,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Cambridge United,0-1,Walsall FC,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Oldham Athletic,3-0,Brentford FC,2001-01-27T15:00Z
29,Sat Jan 27 2001,12:00,GMT/+0000,Northampton Town,0-0,Peterborough United,2001-01-27T12:00Z
26,Tue Jan 30 2001,19:45,GMT/+0000,Peterborough United,4-2,Oxford United,2001-01-30T19:45Z
30,Fri Feb 2 2001,19:45,GMT/+0000,Wigan Athletic,1-1,Walsall FC,2001-02-02T19:45Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Bury FC,2-1,Peterborough United,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Wycombe Wanderers,0-0,Brentford FC,2001-02-03T15:00Z
30,Sat Feb 3 2001,12:00,GMT/+0000,Bristol City,3-1,Swansea City,2001-02-03T12:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Stoke City,1-1,Northampton Town,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Millwall FC,3-0,Bristol Rovers,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Notts County,1-0,Oldham Athletic,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,AFC Bournemouth,2-2,Colchester United,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Reading FC,1-0,Port Vale FC,2001-02-03T15:00Z
30,Sun Feb 4 2001,13:00,GMT/+0000,Wrexham AFC,1-1,Swindon Town,2001-02-04T13:00Z
28,Tue Feb 6 2001,19:45,GMT/+0000,Wycombe Wanderers,0-2,Cambridge United,2001-02-06T19:45Z
28,Tue Feb 6 2001,19:45,GMT/+0000,Colchester United,0-1,Millwall FC,2001-02-06T19:45Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Oldham Athletic,5-1,Wrexham AFC,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Northampton Town,0-1,Luton Town,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Rotherham United,3-0,Cambridge United,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Swindon Town,1-1,Bristol City,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Walsall FC,1-2,Bury FC,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Port Vale FC,2-1,AFC Bournemouth,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Peterborough United,0-4,Stoke City,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Brentford FC,1-2,Reading FC,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Bristol Rovers,0-0,Notts County,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Colchester United,0-2,Wigan Athletic,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Oxford United,1-2,Wycombe Wanderers,2001-02-10T15:00Z
31,Sun Feb 11 2001,13:00,GMT/+0000,Swansea City,0-0,Millwall FC,2001-02-11T13:00Z
26,Tue Feb 13 2001,19:45,GMT/+0000,Bristol City,2-1,Wrexham AFC,2001-02-13T19:45Z
26,Tue Feb 13 2001,19:45,GMT/+0000,Notts County,1-3,Luton Town,2001-02-13T19:45Z
32,Fri Feb 16 2001,19:45,GMT/+0000,Millwall FC,1-0,Brentford FC,2001-02-16T19:45Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Reading FC,1-1,Peterborough United,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Luton Town,5-3,Swansea City,2001-02-17T15:00Z
32,Sat Feb 17 2001,12:00,GMT/+0000,Stoke City,1-1,Port Vale FC,2001-02-17T12:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Notts County,2-0,Northampton Town,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,AFC Bournemouth,2-2,Walsall FC,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Bury FC,3-1,Oxford United,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Wrexham AFC,1-0,Colchester United,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Wigan Athletic,0-0,Bristol Rovers,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Cambridge United,0-1,Swindon Town,2001-02-17T15:00Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Rotherham United,2-0,Wrexham AFC,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Port Vale FC,4-2,Cambridge United,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Peterborough United,2-0,Wigan Athletic,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Oxford United,1-1,Stoke City,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Oldham Athletic,0-2,Reading FC,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Northampton Town,3-3,Millwall FC,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Colchester United,1-1,Bury FC,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Brentford FC,2-1,Bristol City,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Swindon Town,1-1,AFC Bournemouth,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Walsall FC,3-1,Luton Town,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Swansea City,0-1,Notts County,2001-02-20T19:45Z
34,Sat Feb 24 2001,13:00,GMT/+0000,Rotherham United,2-1,Stoke City,2001-02-24T13:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Brentford FC,3-1,Notts County,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Bristol Rovers,2-1,Cambridge United,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Colchester United,4-0,Bristol City,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Northampton Town,1-0,Wigan Athletic,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Oldham Athletic,2-1,AFC Bournemouth,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Oxford United,0-2,Millwall FC,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Peterborough United,3-2,Wycombe Wanderers,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Swansea City,0-1,Reading FC,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Swindon Town,1-3,Luton Town,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Walsall FC,2-3,Wrexham AFC,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Port Vale FC,1-1,Bury FC,2001-02-24T15:00Z
26,Tue Feb 27 2001,19:45,GMT/+0000,AFC Bournemouth,1-2,Bristol Rovers,2001-02-27T19:45Z
24,Tue Feb 27 2001,19:45,GMT/+0000,Rotherham United,3-2,Colchester United,2001-02-27T19:45Z
11,Tue Feb 27 2001,19:45,GMT/+0000,Northampton Town,2-1,Swansea City,2001-02-27T19:45Z
35,Fri Mar 2 2001,19:30,GMT/+0000,Wrexham AFC,3-0,Northampton Town,2001-03-02T19:30Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Luton Town,0-0,Bristol Rovers,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Bristol City,0-0,Oxford United,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Notts County,2-0,Walsall FC,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Reading FC,2-0,Rotherham United,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Cambridge United,2-0,Oldham Athletic,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Bury FC,3-0,Swansea City,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Stoke City,3-1,Colchester United,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Millwall FC,0-0,Peterborough United,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Wigan Athletic,0-0,Swindon Town,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Wycombe Wanderers,0-1,Port Vale FC,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,AFC Bournemouth,2-0,Brentford FC,2001-03-03T15:00Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Northampton Town,2-1,Bristol Rovers,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Bristol City,1-3,Walsall FC,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Wycombe Wanderers,1-1,Reading FC,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Wigan Athletic,1-1,Notts County,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Swindon Town,3-0,Oldham Athletic,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Rotherham United,3-1,AFC Bournemouth,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Peterborough United,1-1,Brentford FC,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Luton Town,1-0,Cambridge United,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Bury FC,2-1,Millwall FC,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:30,GMT/+0000,Wrexham AFC,5-3,Oxford United,2001-03-06T19:30Z
36,Wed Mar 7 2001,19:45,GMT/+0000,Colchester United,0-1,Port Vale FC,2001-03-07T19:45Z
36,Wed Mar 7 2001,19:45,GMT/+0000,Stoke City,1-2,Swansea City,2001-03-07T19:45Z
37,Fri Mar 9 2001,19:45,GMT/+0000,Reading FC,1-0,Wigan Athletic,2001-03-09T19:45Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Walsall FC,0-1,Colchester United,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,AFC Bournemouth,4-0,Bristol City,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Oldham Athletic,2-3,Rotherham United,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Swansea City,1-1,Northampton Town,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Port Vale FC,5-0,Peterborough United,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Oxford United,0-2,Swindon Town,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Brentford FC,2-2,Stoke City,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Millwall FC,1-0,Luton Town,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Cambridge United,2-3,Wrexham AFC,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Bristol Rovers,2-0,Bury FC,2001-03-10T15:00Z
26,Tue Mar 13 2001,19:45,GMT/+0000,Wycombe Wanderers,0-1,Stoke City,2001-03-13T19:45Z
38,Fri Mar 16 2001,19:45,GMT/+0000,Colchester United,3-1,Brentford FC,2001-03-16T19:45Z
38,Fri Mar 16 2001,19:45,GMT/+0000,Bristol City,2-1,Millwall FC,2001-03-16T19:45Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Wrexham AFC,1-2,Reading FC,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Bury FC,1-1,Notts County,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Rotherham United,3-0,Bristol Rovers,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Stoke City,2-3,Cambridge United,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Swindon Town,1-1,Swansea City,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Wigan Athletic,1-1,AFC Bournemouth,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Wycombe Wanderers,2-1,Oldham Athletic,2001-03-17T15:00Z
26,Tue Mar 20 2001,19:45,GMT/+0000,Colchester United,0-1,Swindon Town,2001-03-20T19:45Z
24,Tue Mar 20 2001,19:30,GMT/+0000,Wrexham AFC,0-1,Bury FC,2001-03-20T19:30Z
32,Tue Mar 20 2001,19:45,GMT/+0000,Wycombe Wanderers,0-1,Rotherham United,2001-03-20T19:45Z
39,Fri Mar 23 2001,19:45,GMT/+0000,Reading FC,1-3,Bristol City,2001-03-23T19:45Z
39,Fri Mar 23 2001,19:45,GMT/+0000,Notts County,3-3,Peterborough United,2001-03-23T19:45Z
39,Fri Mar 23 2001,19:45,GMT/+0000,Oldham Athletic,2-1,Northampton Town,2001-03-23T19:45Z
39,Sat Mar 24 2001,13:00,GMT/+0000,Oxford United,4-3,Rotherham United,2001-03-24T13:00Z
39,Sat Mar 24 2001,15:00,GMT/+0000,Walsall FC,5-1,Wycombe Wanderers,2001-03-24T15:00Z
39,Sat Mar 24 2001,13:00,GMT/+0000,Port Vale FC,0-0,Wigan Athletic,2001-03-24T13:00Z
39,Sat Mar 24 2001,15:00,GMT/+0000,AFC Bournemouth,1-0,Bury FC,2001-03-24T15:00Z
39,Sat Mar 24 2001,13:00,GMT/+0000,Bristol Rovers,0-0,Swindon Town,2001-03-24T13:00Z
30,Tue Mar 27 2001,19:45,BST/+0100,Cambridge United,1-0,Oxford United,2001-03-27T18:45Z
25,Tue Mar 27 2001,19:45,BST/+0100,Wycombe Wanderers,0-0,Millwall FC,2001-03-27T18:45Z
28,Tue Mar 27 2001,19:45,BST/+0100,Peterborough United,1-1,Luton Town,2001-03-27T18:45Z
18,Tue Mar 27 2001,19:45,BST/+0100,Notts County,0-1,Port Vale FC,2001-03-27T18:45Z
24,Tue Mar 27 2001,19:45,BST/+0100,Swindon Town,0-1,Reading FC,2001-03-27T18:45Z
28,Tue Mar 27 2001,19:45,BST/+0100,Bury FC,1-0,Stoke City,2001-03-27T18:45Z
32,Tue Mar 27 2001,19:45,BST/+0100,Bristol City,2-2,Oldham Athletic,2001-03-27T18:45Z
40,Sat Mar 31 2001,15:00,BST/+0100,Bristol City,1-1,Port Vale FC,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Northampton Town,0-1,Oxford United,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Oldham Athletic,1-1,Bury FC,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Peterborough United,4-1,Cambridge United,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Reading FC,2-1,Notts County,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Rotherham United,4-3,Swindon Town,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Stoke City,4-1,Bristol Rovers,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Swansea City,0-3,AFC Bournemouth,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Brentford FC,1-0,Wrexham AFC,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Walsall FC,0-0,Millwall FC,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Wycombe Wanderers,1-2,Wigan Athletic,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Colchester United,3-1,Luton Town,2001-03-31T14:00Z
29,Tue Apr 3 2001,19:45,BST/+0100,Luton Town,1-1,Reading FC,2001-04-03T18:45Z
28,Tue Apr 3 2001,19:45,BST/+0100,AFC Bournemouth,4-3,Oxford United,2001-04-03T18:45Z
29,Tue Apr 3 2001,19:45,BST/+0100,Bristol Rovers,1-1,Bristol City,2001-04-03T18:45Z
39,Tue Apr 3 2001,19:45,BST/+0100,Millwall FC,2-0,Stoke City,2001-04-03T18:45Z
28,Tue Apr 3 2001,19:45,BST/+0100,Port Vale FC,1-1,Wrexham AFC,2001-04-03T18:45Z
25,Tue Apr 3 2001,19:45,BST/+0100,Colchester United,3-0,Swansea City,2001-04-03T18:45Z
41,Sat Apr 7 2001,15:00,BST/+0100,Oxford United,0-1,Oldham Athletic,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Swindon Town,1-1,Northampton Town,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Cambridge United,1-1,Reading FC,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Bury FC,0-1,Bristol City,2001-04-07T14:00Z
41,Sat Apr 7 2001,14:30,BST/+0100,Bristol Rovers,1-0,Swansea City,2001-04-07T13:30Z
41,Sat Apr 7 2001,15:00,BST/+0100,Wrexham AFC,2-1,Peterborough United,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Luton Town,1-2,Stoke City,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Millwall FC,4-0,Rotherham United,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Wigan Athletic,1-3,Brentford FC,2001-04-07T14:00Z
25,Mon Apr 9 2001,19:45,BST/+0100,Port Vale FC,1-0,Bristol Rovers,2001-04-09T18:45Z
28,Tue Apr 10 2001,19:45,BST/+0100,Brentford FC,0-1,Swindon Town,2001-04-10T18:45Z
38,Tue Apr 10 2001,19:45,BST/+0100,Luton Town,1-1,Oxford United,2001-04-10T18:45Z
19,Tue Apr 10 2001,19:45,BST/+0100,AFC Bournemouth,1-2,Reading FC,2001-04-10T18:45Z
29,Tue Apr 10 2001,19:45,BST/+0100,Wrexham AFC,1-1,Notts County,2001-04-10T18:45Z
29,Tue Apr 10 2001,19:45,BST/+0100,Swansea City,3-1,Wycombe Wanderers,2001-04-10T18:45Z
24,Wed Apr 11 2001,19:45,BST/+0100,Bristol Rovers,1-2,Peterborough United,2001-04-11T18:45Z
44,Wed Apr 11 2001,19:45,BST/+0100,Millwall FC,1-0,Port Vale FC,2001-04-11T18:45Z
42,Fri Apr 13 2001,19:45,BST/+0100,Northampton Town,0-2,Cambridge United,2001-04-13T18:45Z
42,Sat Apr 14 2001,15:00,BST/+0100,Swansea City,0-0,Rotherham United,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Bristol Rovers,2-0,Colchester United,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Brentford FC,1-1,Port Vale FC,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Wigan Athletic,3-2,Oxford United,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Luton Town,0-0,Oldham Athletic,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Millwall FC,1-0,Swindon Town,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Peterborough United,2-1,Bristol City,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Notts County,0-2,AFC Bournemouth,2001-04-14T14:00Z
